year,en_ADP anneaux_NOUN,en_ADP canot_NOUN
1851,1.8122922540442232e-07,1.3737304982441856e-07
1852,2.9753192620773916e-07,1.3932567810570617e-07
1853,1.6363092925075762e-07,1.092863504137398e-07
1854,2.1458093613091478e-07,1.2209811472985166e-07
1855,1.645150575768639e-07,1.395724424924083e-07
1856,1.418549828713367e-07,1.5790427071449287e-07
1857,1.332652033170234e-07,1.0495244850972085e-07
1858,2.1140679962172726e-07,1.8155537873099092e-07
1859,1.5632971894774528e-07,2.4493354544574686e-07
1860,2.1833167807017162e-07,1.5562426014525954e-07
1861,1.6175755490621668e-07,1.942976992630463e-07
1862,1.346359965737065e-07,1.9472520312868724e-07
1863,1.0588595955596247e-07,1.7181496048124245e-07
1864,1.5966443811521458e-07,1.80761247747796e-07
1865,1.6144475978308037e-07,1.8262555556702864e-07
1866,1.6591739893101476e-07,2.1068103706056718e-07
1867,1.4946658666303847e-07,1.7421593589972417e-07
1868,1.709196482124753e-07,1.6252185086607085e-07
1869,1.4259876479627565e-07,2.368506786254443e-07
1870,1.5309910850191955e-07,1.8176935157043772e-07
1871,1.667524855974989e-07,2.1029930508120742e-07
1872,1.354603966774448e-07,1.3485566041637753e-07
1873,2.681730109088676e-07,1.3468509507674753e-07
1874,1.637042856827975e-07,1.6310683292886097e-07
1875,1.7393442419688654e-07,3.0324092870070984e-07
1876,1.7231141669071803e-07,1.6747461284438714e-07
1877,2.2945667410567694e-07,2.616177109393547e-07
1878,1.9808210538485582e-07,2.8564889476001554e-07
1879,1.3868168480257737e-07,4.3315116471376314e-07
1880,1.2514800573626417e-07,3.0934018280248665e-07
1881,1.65945678531898e-07,2.81689314096667e-07
1882,1.7437109534057527e-07,2.3626617462468857e-07
1883,1.4281705773555586e-07,3.077518040406346e-07
1884,2.1785599813028966e-07,3.096195930751833e-07
1885,1.9659188410514616e-07,2.507352232505866e-07
1886,1.54883139202866e-07,3.60103294960723e-07
1887,1.4755369193153456e-07,3.6300820260848354e-07
1888,1.1539918887137901e-07,2.7074425634765475e-07
1889,1.7041172384324454e-07,2.762925213062317e-07
1890,1.4419650540276052e-07,3.0477896117986347e-07
1891,1.5489354154851753e-07,2.7982827077721595e-07
1892,1.5483225013213087e-07,2.4635254858296207e-07
1893,1.453386317962213e-07,3.1038419523454763e-07
1894,1.6131940583363757e-07,2.079507908092637e-07
1895,1.4203929765699286e-07,2.5097622646796935e-07
1896,1.5980948830929265e-07,2.140621491175665e-07
1897,2.0684832691131305e-07,2.8259560103105485e-07
1898,2.687718563265662e-07,2.6933770680415137e-07
1899,1.591942577761074e-07,2.387913902168748e-07
1900,1.4638770551300695e-07,2.450176945778537e-07
1901,1.3021761446907476e-07,2.3081491251630837e-07
1902,1.487815950440563e-07,2.2734614635311345e-07
1903,1.3230540218955866e-07,2.4300991707804087e-07
1904,1.9294904518574185e-07,2.4024575040471063e-07
1905,1.5121024432573904e-07,2.0023744884412054e-07
1906,1.2809019267479016e-07,2.510362042684733e-07
1907,1.3371392526551062e-07,2.031423178561198e-07
1908,9.970119663194055e-08,2.7159982818325545e-07
1909,1.6833010363370704e-07,1.8043226535091605e-07
1910,1.6139334491072077e-07,2.399523599816433e-07
1911,1.7025197962539096e-07,1.9259754835410092e-07
1912,1.1096066998561582e-07,2.2244229302970098e-07
1913,1.8507434162984282e-07,2.0575599535277433e-07
1914,1.1451431447540017e-07,2.7925422330099536e-07
1915,1.3076645188903058e-07,3.4753248767671607e-07
1916,1.2415831918133335e-07,1.9557682251480912e-07
1917,1.2282394834528532e-07,2.171352051494324e-07
1918,1.274987795341076e-07,1.9756566782547225e-07
1919,1.0312790266198135e-07,3.0109664450606033e-07
1920,1.2191293308205786e-07,2.0445025583626375e-07
1921,1.0904756209129118e-07,2.6277433118337967e-07
1922,1.313272548486566e-07,3.002819770614451e-07
1923,1.1040586400667962e-07,2.0913417397849798e-07
1924,1.5856697643812367e-07,2.7330245044865364e-07
1925,1.3417776756341482e-07,2.496586262168421e-07
1926,1.4267057224515156e-07,2.1066202027242298e-07
1927,1.371354727552898e-07,2.8096046067460634e-07
1928,1.771036437503426e-07,2.9250664446145436e-07
1929,1.6153589399436896e-07,3.3755432582438516e-07
1930,1.344461253438567e-07,2.1637423142095713e-07
1931,1.779235674348456e-07,2.406530379417404e-07
1932,2.6193291091658466e-07,2.2576646063754424e-07
1933,1.307655423943288e-07,2.2253085285584007e-07
1934,1.7852553924058157e-07,2.456223899827137e-07
1935,1.2447014796634903e-07,2.262005720510274e-07
1936,1.43071630986924e-07,2.109700369956613e-07
1937,1.3472497073507839e-07,2.4678590859750216e-07
1938,2.2300169177924545e-07,2.1651908177489076e-07
1939,1.2388180437028495e-07,1.9882266144577443e-07
1940,2.0793419253095635e-07,3.2711599629031696e-07
1941,2.4792620934022125e-07,3.7188932289211607e-07
1942,2.306000936869168e-07,4.338922869884243e-07
1943,2.7290411708236206e-07,3.6871085784540014e-07
1944,1.799384250489311e-07,3.6951641213534003e-07
1945,1.8735134688085964e-07,3.245970896514905e-07
1946,1.4477947729574225e-07,2.2552189182789562e-07
1947,1.335137511659923e-07,2.3126489212543788e-07
1948,2.6527405339038523e-07,2.4244309937415665e-07
1949,1.2762110657149606e-07,1.6885253806275813e-07
1950,1.031630034731279e-07,1.5740335057579102e-07
1951,1.194077015043149e-07,2.1855873599818665e-07
1952,1.9718783050848288e-07,1.5922653717748148e-07
1953,1.3898237227749632e-07,2.1978608177875003e-07
1954,1.358382490934673e-07,1.993597340543829e-07
1955,1.267057001541616e-07,1.698794949156479e-07
1956,1.4477095078291313e-07,1.6919014900196316e-07
1957,1.9613783308614074e-07,1.687492159341275e-07
1958,2.5809399062382e-07,1.7950768960162122e-07
1959,1.5036451372907322e-07,1.2866241050346616e-07
1960,1.5641083450645965e-07,1.5710292355919364e-07
1961,1.2228760226662416e-07,1.6675581981928644e-07
1962,1.5220695104289916e-07,1.204971744606098e-07
1963,1.3708033463899483e-07,1.4031336181830056e-07
1964,1.539244038895049e-07,1.95903781641249e-07
1965,1.1108247832680718e-07,1.2695140094720614e-07
1966,1.4401594228274917e-07,1.495550172592175e-07
1967,1.3065388770883146e-07,1.3854242930655403e-07
1968,1.2036994689879066e-07,1.625892551704311e-07
1969,1.185398801339943e-07,1.4488207189522484e-07
1970,1.3520251229692803e-07,1.370420029955799e-07
1971,9.55741938923893e-08,1.520965624557391e-07
1972,1.205584538865878e-07,1.5031329780867964e-07
1973,1.1798255883377351e-07,1.4665121650381252e-07
1974,1.3895161998789263e-07,1.6764203092378693e-07
1975,8.967023745753977e-08,1.273660048539682e-07
1976,8.798831174772204e-08,1.4226682365503507e-07
1977,7.992423434188822e-08,1.375167006933964e-07
1978,9.683164137186395e-08,1.8534645329637556e-07
1979,8.48536103603692e-08,1.515661072204466e-07
1980,1.0176420062180114e-07,1.8078779184804716e-07
1981,9.551579438493718e-08,1.5877128678454255e-07
1982,7.759378206628753e-08,1.4898004829788647e-07
1983,9.662433342327859e-08,1.5788289786655696e-07
1984,6.842829947117934e-08,1.5831292543566633e-07
1985,9.203803585933201e-08,1.7024029164147692e-07
1986,1.0070735356748628e-07,1.306797812183902e-07
1987,8.49403534175508e-08,1.814912622410958e-07
1988,7.25583007010755e-08,1.5231246619507033e-07
1989,7.738252350009134e-08,1.9373071236117312e-07
1990,6.592867407562153e-08,1.4765844280617557e-07
1991,7.795748757644105e-08,1.863945939817313e-07
1992,6.391535123384529e-08,1.586863942470984e-07
1993,5.483815357365529e-08,2.1824476803544712e-07
1994,6.382661155157621e-08,1.9095234859989318e-07
1995,9.76041150124729e-08,1.7297618537526205e-07
1996,6.725996115619637e-08,1.7135275776070102e-07
1997,5.082588216964723e-08,1.3521602881816364e-07
1998,2.9276313284753996e-07,2.1599624933088535e-07
1999,6.215473291604212e-08,1.7046850775415123e-07
2000,5.169096795043515e-08,1.7893027948190365e-07
2001,6.834690680079802e-08,1.5465677871695505e-07
2002,6.703268695673614e-08,1.4677092430304128e-07
2003,6.208715319644398e-08,2.0251245835822829e-07
2004,7.532192825010497e-08,1.5064386182928047e-07
2005,5.6747243348809207e-08,1.2160123707971593e-07
2006,8.359316439054965e-08,1.78716421217473e-07
2007,5.072988784604604e-08,1.362117543202146e-07
2008,1.2559446815885167e-07,1.5497080951831776e-07
2009,7.77215376501772e-08,1.5878081449649528e-07
2010,7.747020447368413e-08,1.3746237181866405e-07
2011,7.074348218338855e-08,2.470285855871168e-07
2012,5.8893572685292384e-08,2.0834026193128352e-07
2013,5.550358750383566e-08,2.677559989283651e-07
2014,6.214827408257406e-08,2.2845447378294637e-07
2015,7.336864626950046e-08,2.1655942017417829e-07
2016,1.2241619629094203e-07,2.4897507033827537e-07
2017,6.691526266422443e-08,1.622569296699794e-07
2018,5.524338675400031e-08,2.209735496805365e-07
2019,5.5866632209244926e-08,2.1071158595731276e-07
