year,bien_ADV oser_VERB,bien_ADV causer_VERB
1869,1.0255390314739543e-08,4.737013625799591e-08
1870,2.2936195165357276e-09,3.1537268796455464e-08
1871,2.1242354542039266e-09,2.0180236148803488e-08
1872,1.1489944995446422e-08,4.051717183983783e-08
1873,8.380406590902112e-09,4.549363552541763e-08
1874,1.6131444624534197e-08,3.525019565131515e-08
1875,1.1443054281912168e-09,3.2612703648737806e-08
1876,1.813804439976252e-09,4.7158916771650183e-08
1877,5.566334504436554e-09,6.926993734168718e-08
1878,1.69094480639842e-08,3.140326043649111e-08
1879,1.221865053580018e-09,3.237942536316041e-08
1880,1.0268554007097919e-08,4.1074216028391675e-08
1881,4.183504653809678e-09,5.2293806618308736e-08
1882,0.0,4.858431168486277e-08
1883,5.0554711528150165e-09,3.2860562271253e-08
1884,4.621187876807653e-09,4.423137056619453e-08
1885,3.2228177904158883e-09,4.898683059195719e-08
1886,1.2906927748801422e-09,3.807543791367607e-08
1887,3.9173548849191775e-09,7.377684596576728e-08
1888,6.340614699951175e-10,4.628648753168818e-08
1889,3.759081934617825e-09,5.7012744747453326e-08
1890,1.3764211992395303e-08,5.505684796958121e-08
1891,7.0116419337296065e-09,5.035633776628856e-08
1892,9.402768341715273e-09,4.137218212463267e-08
1893,0.0,4.618812354806323e-08
1894,1.1972924873759894e-08,5.293292915098391e-08
1895,2.4074457982692365e-09,3.189865793729041e-08
1896,7.076434549446731e-09,4.8355637716213096e-08
1897,5.2440420894583895e-09,5.477110676110897e-08
1898,8.487532454637403e-09,3.281845906144554e-08
1899,4.9748205555033564e-09,3.040167939616367e-08
1900,4.15284251431558e-09,2.595526638060619e-08
1901,5.029864968975062e-09,2.738482152153665e-08
1902,4.419255628107521e-09,4.271947062761683e-08
1903,4.320176216765503e-09,4.050165358648883e-08
1904,5.374625189347171e-10,4.407192477628996e-08
1905,5.160759042333041e-10,4.541468001661997e-08
1906,1.0288369045596824e-09,3.858138342138773e-08
1907,2.5714217422034835e-09,4.8342727154704335e-08
1908,3.437972351250096e-09,4.0273391732625896e-08
1909,2.2003934230241384e-09,3.080550925460557e-08
1910,9.085056262847502e-09,6.519864115261953e-08
1911,4.788336838146279e-09,3.777465806820146e-08
1912,6.251305251225858e-09,5.0010442009806866e-08
1913,1.060597942803554e-09,5.6211689525298425e-08
1914,2.0090231700464756e-09,4.3528835647066444e-08
1915,3.534228465440492e-09,3.2986132936230206e-08
1916,1.0987461607214755e-08,4.0653610255958483e-08
1917,6.57985488317081e-09,4.276905585243185e-08
1918,8.040463406189247e-09,6.087779524932557e-08
1919,1.2890987832747669e-08,5.340552178267899e-08
1920,6.057785384427916e-09,5.83061847692079e-08
1921,0.0,4.922285867792198e-08
1922,4.426761179843197e-09,5.3858929760508545e-08
1923,2.1231896241147297e-09,6.369568694708505e-08
1924,0.0,1.933743654092268e-08
1925,3.299453377181294e-09,5.389107116116065e-08
1926,0.0,5.127223801082437e-08
1927,4.4596899506643695e-09,6.243566019747959e-08
1928,2.2852082448565625e-09,3.999114284169991e-08
1929,3.342121912552898e-09,3.78773812315103e-08
1930,5.2518016602221e-09,3.151081173768944e-08
1931,7.983749661377715e-09,2.8513390759599133e-08
1932,6.575722188983946e-09,1.2055489939655217e-08
1933,1.1470662197865522e-09,3.0970788600370724e-08
1934,3.5944740517379614e-09,4.073737258636356e-08
1935,5.98414207075848e-09,4.547948151412129e-08
1936,6.0623572828433225e-09,3.516167268458048e-08
1937,2.5182236296217297e-09,1.7627565185307503e-08
1938,2.5930428915188486e-09,2.852347158466273e-08
1939,3.058810094103137e-09,2.9058696782158222e-08
1940,5.0715658339584024e-09,2.5357829613881222e-08
1941,1.4757512545315876e-08,7.67390702094417e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,0.0,5.2258233296242906e-08
1944,0.0,2.5705489292704442e-08
1945,6.535512131478072e-09,4.1391576388605245e-08
1946,2.7842208538686464e-09,2.7842208538686464e-08
1947,1.1920870957027319e-09,5.006765846360395e-08
1948,2.174377566888097e-09,3.261566305923225e-08
1949,2.945102384188658e-09,3.337782672474532e-08
1950,6.381216888229346e-09,3.509669355139522e-08
1951,1.0661401539380222e-08,3.3050344683260846e-08
1952,4.2179215675730575e-09,1.7926167217297007e-08
1953,2.1547654771580937e-09,3.770839640537815e-08
1954,5.863521668203475e-09,3.0294863506696856e-08
1955,1.8771215692936494e-09,3.2849627018549654e-08
1956,8.72114158667614e-10,2.0930739808022736e-08
1957,7.951533653738352e-09,1.8553580005686854e-08
1958,5.790570245522986e-09,2.9780077070995503e-08
1959,3.8753737996444215e-09,3.410329085795638e-08
1960,6.2287499602575735e-09,3.0451666077624395e-08
1961,7.64297514166401e-09,5.211119358250471e-08
1962,7.610347907416326e-09,2.6002021868976044e-08
1963,5.819448034571906e-09,2.651081842941494e-08
1964,3.6503808864551957e-09,2.9203047091641565e-08
1965,3.2832261354087677e-09,1.8057743744748223e-08
1966,4.985167390003653e-09,3.0464910594218964e-08
1967,2.465167847631733e-09,2.5144711202074177e-08
1968,3.5931326802796093e-09,2.6050212653672133e-08
1969,4.087581828571274e-09,1.862120768691966e-08
1970,2.2993624781975086e-09,2.3913370839068193e-08
1971,3.5968783507200897e-09,3.3913423180820246e-08
1972,6.669190977248718e-09,2.1033601527165047e-08
1973,1.102640756478479e-09,2.4258095976392724e-08
1974,4.500457340128605e-09,2.025205780853412e-08
1975,6.8537762132336866e-09,1.599214449754527e-08
1976,3.9994687561772935e-09,2.2282755196556536e-08
1977,5.289103821581875e-09,2.056873604772136e-08
1978,5.346532105932056e-09,2.7326720442033547e-08
1979,7.607565244427406e-09,2.5163485517509798e-08
1980,9.096241093686785e-09,2.3309118191150446e-08
1981,5.69299452024552e-09,2.4037088763861902e-08
1982,3.1037510339615437e-09,2.1726258125909226e-08
1983,4.4207211225000265e-09,1.894594880980094e-08
1984,2.3196033982486597e-09,1.0438215625185876e-08
1985,7.218669662023558e-09,2.3460676956688076e-08
1986,4.196139880008332e-09,2.2179596825822046e-08
1987,4.888653482026939e-09,2.0165694891716157e-08
1988,3.597932174415064e-09,1.139345240375178e-08
1989,6.585746614717891e-09,2.5245361356951435e-08
1990,3.814055737905164e-09,1.3076762783725826e-08
1991,2.9307325455363298e-09,2.4618154625954958e-08
1992,3.856960972825618e-09,1.4325855168806356e-08
1993,4.985286850001103e-09,2.6588196533339215e-08
1994,2.1099706426497278e-09,1.635227242502424e-08
1995,5.4224509327127635e-09,2.8738989854559804e-08
1996,7.473328622609188e-09,1.975094043871195e-08
1997,5.753873377756236e-09,2.205651483677684e-08
1998,5.72175506974304e-09,1.2873949017944142e-08
1999,3.1991407301035224e-09,1.4624643718263997e-08
2000,2.2090156370779823e-09,1.8113929911578452e-08
2001,8.324302136486494e-09,2.2782300490575835e-08
2002,7.448076377869484e-09,2.1906107150471144e-08
2003,4.166922806803086e-09,1.5000923170305214e-08
2004,2.2023955992267474e-09,1.9821561281219147e-08
2005,5.404499514582994e-09,2.1167622321627277e-08
2006,7.412201963319376e-09,2.141302779534726e-08
2007,4.7933754743212376e-09,1.917350189728495e-08
2008,6.811903485726134e-09,2.086145478585877e-08
2009,8.105927484791664e-09,1.5735034608610476e-08
2010,4.2514138876015295e-09,3.495607003856094e-08
2011,7.647943611743813e-09,1.6825476123472072e-08
2012,8.170206733382201e-09,3.574465523570325e-08
2013,5.29933741333366e-09,3.5142974752488954e-08
2014,7.362513709807672e-09,4.33089049067803e-08
2015,5.098123256885856e-09,5.5192728609654296e-08
2016,7.042556315894899e-09,5.65475843927743e-08
2017,7.2952728302766445e-09,3.069045817483129e-08
2018,5.937373259712331e-09,5.162933547353532e-08
2019,8.16316081397872e-09,4.1326000399521945e-08
