year,son_DET ados_NOUN,son_DET cadeau_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,1.5602713787643552e-08
1804,0.0,3.4605911691798497e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,8.645007376628655e-09
1807,0.0,3.4163463169534225e-08
1808,0.0,2.2660739507074368e-08
1809,1.8072244145628247e-08,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,1.7549536934780008e-08
1812,2.6672082320544632e-09,1.600324850414836e-08
1813,0.0,2.0130190847567064e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,8.091670444798638e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,2.490997452753163e-08
1818,0.0,2.6226590676969863e-08
1819,0.0,2.070210003424222e-09
1820,0.0,2.0173018810965004e-08
1821,0.0,3.254291058851777e-08
1822,0.0,2.5064039732569654e-08
1823,1.9765373782121287e-09,2.174191138237802e-08
1824,0.0,1.6842225392110777e-09
1825,0.0,2.8177417732422327e-08
1826,0.0,2.9947145208097936e-08
1827,0.0,4.147772969531616e-08
1828,0.0,2.0179061976932644e-08
1829,1.714635211591542e-09,5.401101077495696e-08
1830,0.0,5.9489963177838945e-08
1831,0.0,5.14509785887185e-08
1832,0.0,7.035583848846727e-08
1833,0.0,7.29768601104297e-08
1834,0.0,3.640467127752345e-08
1835,0.0,7.789980571715205e-08
1836,0.0,2.688300071440608e-08
1837,0.0,3.6181031504156635e-08
1838,0.0,1.7674054220151447e-08
1839,6.9914751765765e-10,1.957613093850341e-08
1840,0.0,4.331388359091193e-08
1841,0.0,4.6227950800670214e-08
1842,0.0,4.15912420059783e-08
1843,0.0,4.0757686170511676e-08
1844,0.0,2.9638230591988446e-08
1845,0.0,7.756516851031847e-08
1846,0.0,3.102885770545072e-08
1847,0.0,2.588747349818732e-08
1848,0.0,2.815827571112095e-08
1849,4.1897072478036534e-09,5.362825561405771e-08
1850,0.0,4.480737203493845e-08
1851,6.449438760824933e-10,2.7732586227458e-08
1852,0.0,5.599068941819496e-08
1853,0.0,5.0761420844480654e-08
1854,0.0,4.8319679812891536e-08
1855,0.0,4.8823821430232783e-08
1856,0.0,6.678573782892272e-08
1857,0.0,4.637433548282388e-08
1858,0.0,4.795802416301953e-08
1859,0.0,7.434573423559243e-08
1860,0.0,8.605106058268142e-08
1861,0.0,7.215424346895816e-08
1862,0.0,3.11741068514948e-08
1863,0.0,3.995696573610985e-08
1864,1.4384183844029508e-09,6.664671836631442e-08
1865,0.0,6.354240117412147e-08
1866,0.0,6.763202264892243e-08
1867,4.85281148598915e-10,5.726317553467197e-08
1868,0.0,7.706203319912674e-08
1869,0.0,5.7137174103161215e-08
1870,0.0,4.7019200977160835e-08
1871,0.0,4.991953161948004e-08
1872,0.0,3.9912440463751864e-08
1873,0.0,3.352162636360845e-08
1874,0.0,6.452577849813679e-08
1875,0.0,4.577221801582709e-08
1876,0.0,4.5949710703041546e-08
1877,0.0,7.421779457672528e-08
1878,0.0,6.944952157805773e-08
1879,0.0,6.353698245309403e-08
1880,0.0,5.455169227452927e-08
1881,0.0,6.902782612172587e-08
1882,0.0,7.653692790654532e-08
1883,6.319338941018771e-10,5.9401784824331116e-08
1884,0.0,7.459917572560926e-08
1885,0.0,9.152802515899339e-08
1886,0.0,6.905206667573438e-08
1887,0.0,7.442973770643846e-08
1888,0.0,7.735549978349354e-08
1889,6.265136742733546e-10,8.457934708161474e-08
1890,0.0,5.96449178935643e-08
1891,0.0,5.7367981809441915e-08
1892,0.0,7.522214917621284e-08
1893,0.0,9.237624720714877e-08
1894,0.0,6.931693263823036e-08
1895,6.018614495673091e-10,6.078800707243204e-08
1896,5.89702897624278e-10,6.073939790018912e-08
1897,0.0,5.302309302734898e-08
1898,0.0,6.167606936280379e-08
1899,5.527578395003729e-10,6.025060272918381e-08
1900,5.191053142894475e-10,6.177353495395721e-08
1901,0.0,5.532851687917173e-08
1902,0.0,8.740305335042109e-08
1903,0.0,6.318257739224009e-08
1904,0.0,5.0521477668041825e-08
1905,0.0,5.418796950040772e-08
1906,0.0,6.378788697247728e-08
1907,0.0,8.177120736085897e-08
1908,0.0,6.090122361968042e-08
1909,0.0,7.646367450320213e-08
1910,0.0,7.107720367827142e-08
1911,0.0,6.278041309037974e-08
1912,0.0,5.7303634448668817e-08
1913,1.060597942803554e-09,7.954484604333345e-08
1914,0.0,7.969125359608142e-08
1915,0.0,8.835571185805691e-08
1916,0.0,4.1752354462687435e-08
1917,0.0,6.689518772251546e-08
1918,0.0,4.2499593178035866e-08
1919,0.0,3.683139404575542e-08
1920,0.0,4.0890051788977644e-08
1921,0.0,6.512563133220794e-08
1922,0.0,5.6072309462251724e-08
1923,0.0,6.900366367190713e-08
1924,1.289162443462999e-09,6.83256118350073e-08
1925,1.0998177923937646e-09,7.918687994212803e-08
1926,0.0,5.2386851856489614e-08
1927,0.0,7.469980545238286e-08
1928,0.0,6.969885069096904e-08
1929,1.1140406375176326e-09,5.458799279267623e-08
1930,0.0,7.877702812297827e-08
1931,1.1405356659111021e-09,6.272946340146746e-08
1932,0.0,5.370172972973819e-08
1933,0.0,5.964744076436546e-08
1934,0.0,6.949316500026725e-08
1935,0.0,6.582556455470012e-08
1936,0.0,6.547345599017262e-08
1937,0.0,6.169647714937554e-08
1938,0.0,8.81634558691502e-08
1939,0.0,8.870549006445572e-08
1940,0.0,9.635975173338807e-08
1941,0.0,6.198155233505531e-08
1942,0.0,1.1226583751522412e-07
1943,0.0,8.419382213631366e-08
1944,0.0,1.317406344014671e-07
1945,0.0,7.624764153391084e-08
1946,0.0,3.897909284233947e-08
1947,0.0,6.67568782475314e-08
1948,0.0,7.06672684813725e-08
1949,0.0,7.068245899688463e-08
1950,0.0,6.80663108099111e-08
1951,0.0,8.955577457392394e-08
1952,0.0,1.107204385952798e-07
1953,0.0,1.1204780747675613e-07
1954,0.0,8.795282324669529e-08
1955,0.0,8.447047195048185e-08
1956,0.0,7.761815701279318e-08
1957,0.0,8.658337125044824e-08
1958,0.0,6.700517030111541e-08
1959,0.0,8.448314980924465e-08
1960,0.0,9.343125029204202e-08
1961,0.0,7.920901579083761e-08
1962,0.0,7.673767266069831e-08
1963,6.466053248388448e-10,6.72469554485744e-08
1964,0.0,6.996563772787567e-08
1965,0.0,8.481667501669676e-08
1966,0.0,8.142439678060498e-08
1967,0.0,7.59271672201578e-08
1968,0.0,7.276093572095021e-08
1969,0.0,7.403065349631532e-08
1970,0.0,7.679870539512024e-08
1971,0.0,6.525764550957547e-08
1972,1.5390440033513642e-09,8.823852359896023e-08
1973,5.513203782392395e-10,8.214673785644777e-08
1974,1.1251143350321513e-09,6.919453121589925e-08
1975,5.711480177694739e-10,7.253580092125844e-08
1976,0.0,7.141908908714356e-08
1977,0.0,7.522280842664486e-08
1978,0.0,8.613857671591063e-08
1979,0.0,8.19276266827984e-08
1980,0.0,9.096240749517648e-08
1981,0.0,9.36181308031081e-08
1982,0.0,8.318053312805773e-08
1983,0.0,9.409821100092586e-08
1984,0.0,8.988462907311145e-08
1985,0.0,9.925670563237787e-08
1986,1.1988970927134801e-09,9.171562753707008e-08
1987,0.0,9.89952326779786e-08
1988,0.0,1.0553934925994213e-07
