year,en_ADP arrière_NOUN,en_ADP carrière_NOUN
1868,4.5632088358615874e-05,3.1615194018286275e-08
1869,4.5011884367340826e-05,3.125452252561445e-08
1870,4.661036410880115e-05,3.7844722022839505e-08
1871,5.58567702455548e-05,4.0360472297606975e-08
1872,4.765545099871815e-05,4.656451224605007e-08
1873,4.7986207277972426e-05,7.0036250909844e-08
1874,6.383630932305095e-05,5.197910013521323e-08
1875,4.6754603999943356e-05,8.010137975134057e-08
1876,4.638562859327067e-05,3.9903696347209916e-08
1877,5.028193731959618e-05,1.039049070117315e-07
1878,4.3730851643886126e-05,7.065734036748594e-08
1879,3.859994069443928e-05,1.3073955862363817e-07
1880,4.1153797837978345e-05,6.35366745882493e-08
1881,3.679461951833218e-05,6.83305714233029e-08
1882,3.860323147364397e-05,4.725323421439498e-08
1883,3.956222099077422e-05,6.319339007632152e-08
1884,4.0170667261918425e-05,6.535679819563711e-08
1885,3.936994141895411e-05,7.605849816627597e-08
1886,3.969848262386222e-05,6.130790808356323e-08
1887,4.776757009494759e-05,4.700825606551717e-08
1888,4.318022149618628e-05,6.974676280968595e-08
1889,4.067702502652537e-05,6.57839365203472e-08
1890,3.732395373390318e-05,6.030035848425541e-08
1891,4.3501500954334915e-05,6.69293100941104e-08
1892,3.737663030278782e-05,9.340083173547953e-08
1893,3.978521715453098e-05,9.299208869606446e-08
1894,4.014836804344668e-05,8.381046967542716e-08
1895,4.4671964133158326e-05,6.801034180270449e-08
1896,3.933907964892569e-05,1.0437741337909756e-07
1897,4.1792685010477726e-05,9.439276027478627e-08
1898,4.045214382131235e-05,5.2056865484928494e-08
1899,4.083774808805174e-05,4.4220627160029835e-08
1900,3.640433692453371e-05,4.879590065343109e-08
1901,4.100345904589631e-05,6.930036278163243e-08
1902,5.7757215245146654e-05,6.727088930347236e-08
1903,3.932170500320353e-05,9.720396576540224e-08
1904,3.8335589920279745e-05,9.190608807330136e-08
1905,3.57222595539497e-05,7.121847289681682e-08
1906,3.657875299722946e-05,1.0031159547452262e-07
1907,3.363213886586891e-05,7.148552449987022e-08
1908,3.293773875157058e-05,7.51442499336008e-08
1909,3.655898785837053e-05,1.254224277214e-07
1910,3.294775603990274e-05,9.512588405868883e-08
1911,3.708566816840175e-05,7.342116248310049e-08
1912,3.424777673899371e-05,8.543450746856251e-08
1913,3.755418129003374e-05,6.946916641936696e-08
1914,3.8573915276174375e-05,8.504864423830583e-08
1915,3.814374963440059e-05,8.364340686739524e-08
1916,3.800013928412227e-05,8.680095220370276e-08
1917,3.904156710632378e-05,4.934890984742424e-08
1918,3.440744029603593e-05,2.3547070782115043e-07
1919,3.188585668567612e-05,1.289098814916123e-07
1920,3.3632824170126696e-05,7.496509368820625e-08
1921,3.6114433214606834e-05,1.2116396341799174e-07
1922,3.542884621765552e-05,9.517536775360824e-08
1923,3.1206641097014653e-05,8.811236806849365e-08
1924,3.0221835174870648e-05,2.733024433432263e-07
1925,3.139869880897095e-05,1.8366957021953567e-07
1926,2.923743556948466e-05,1.2818058758856665e-07
1927,3.135942392873403e-05,1.516294645398375e-07
1928,2.7395075960612303e-05,1.679628001127753e-07
1929,2.8601878909739753e-05,9.692153302154338e-08
1930,2.5229656614556006e-05,1.428490059574017e-07
1931,3.015234210579365e-05,8.097803316786667e-08
1932,2.959074936370598e-05,6.356530946050043e-08
1933,2.6502965340569062e-05,9.750062601732168e-08
1934,2.9806576435476018e-05,1.5935501096464577e-07
1935,3.1129506737670454e-05,9.454944205344873e-08
1936,2.897685521929816e-05,1.4185916219489059e-07
1937,2.787925348002318e-05,1.1583828629646575e-07
1938,2.557777486345003e-05,8.297737252860315e-08
1939,2.6143650472931768e-05,1.452934741408285e-07
1940,2.8712669973174343e-05,1.141102288215734e-07
1941,3.451782424690464e-05,1.1510859909691362e-07
1942,3.329137280161376e-05,9.709477932773325e-08
1943,2.9276224381646898e-05,2.612911782495786e-07
1944,2.9516327685996657e-05,1.6387249601734766e-07
1945,2.7135446885040437e-05,1.5903079875201342e-07
1946,2.528211672370162e-05,1.225057113529715e-07
1947,2.5552387455718417e-05,1.335137511659923e-07
1948,3.4909632631752174e-05,1.67427077979454e-07
1949,2.7396324412620743e-05,1.3547472121899773e-07
1950,2.6913845317722007e-05,1.4783151991437649e-07
1951,3.2358419502998004e-05,1.8550838376540923e-07
1952,3.099434229625331e-05,2.6256561314053073e-07
1953,2.2974109867845982e-05,2.1224440560629887e-07
1954,2.667022761215776e-05,1.7590564649339058e-07
1955,2.2834245044123236e-05,1.7081806946706024e-07
1956,2.287380942789241e-05,2.162843082409438e-07
1957,2.2376500680820754e-05,2.0320586413546948e-07
1958,2.303323464047935e-05,2.523034293711035e-07
1959,2.4669855349657155e-05,1.6431585037057772e-07
1960,1.9435775584497605e-05,1.8270999646574637e-07
1961,2.1159924187941215e-05,1.7300915966522723e-07
1962,1.9823053662548773e-05,1.7313540756624946e-07
1963,2.0353195907318877e-05,1.894553636194729e-07
1964,1.9252717152085097e-05,1.606167674417236e-07
1965,1.898963222402017e-05,1.1983774911294987e-07
1966,2.064856255401537e-05,1.329378007675075e-07
1967,1.9237677122418972e-05,1.508682644368875e-07
1968,1.796656118813189e-05,1.6842809225092736e-07
1969,1.957724725798471e-05,1.2762339618443974e-07
1970,1.6199469087041507e-05,1.4439996576243175e-07
1971,1.576563070671e-05,1.3565369672008387e-07
1972,1.6872026606051804e-05,1.3748793592505137e-07
1973,1.6924983469834842e-05,1.5878027592730604e-07
1974,1.4570793155144202e-05,1.2601280402479986e-07
1975,1.3832634039090408e-05,1.4507159562526795e-07
1976,1.4452366372097458e-05,1.714058120994011e-07
1977,1.4659632540769962e-05,1.416304421519854e-07
1978,1.4632270449510543e-05,1.182177710168375e-07
1979,1.493072508651494e-05,1.462993282075331e-07
1980,1.529760365315269e-05,2.3650227354288234e-07
1981,1.5218639845215876e-05,1.4738530024205332e-07
1982,1.5149409421155724e-05,1.539460622312916e-07
1983,1.537400561346658e-05,1.1051803150419204e-07
1984,1.4125224737426834e-05,1.2757818679265398e-07
1985,1.4804890213326871e-05,3.079965683605579e-07
1986,1.4923271976385877e-05,1.336770225623951e-07
1987,1.4003547704533048e-05,1.1121686616100135e-07
1988,1.379327284212195e-05,1.1333487032194611e-07
1989,1.3493097611672056e-05,2.0470695516472404e-07
1990,1.3204805384248175e-05,1.34581682686985e-07
1991,1.4442649813872777e-05,1.3071067650471946e-07
1992,1.3832163716642754e-05,9.146507551349714e-08
1993,1.3573274316058814e-05,2.464947332914136e-07
1994,1.3025376517816767e-05,1.0549853524111086e-07
1995,1.2908685988577417e-05,3.004037825160566e-07
1996,1.3366049188334728e-05,1.0836327257734979e-07
1997,1.2957243512801142e-05,7.240290600396548e-08
1998,1.345899806892703e-05,9.297851732981144e-08
1999,1.2770513507120995e-05,9.414614221547879e-08
2000,1.2426597436387965e-05,9.366226927376431e-08
2001,1.3268937635757538e-05,9.770102299411221e-08
2002,1.5172608016200684e-05,1.5334274827694117e-07
2003,1.4177954966498874e-05,1.391752216806097e-07
2004,1.4266678476815287e-05,1.2245319927495224e-07
2005,1.4567377775165369e-05,1.9861535804910346e-07
2006,1.5524856451065716e-05,8.482853031122062e-08
2007,1.7753863858160912e-05,8.668020401447762e-08
2008,1.7964267300385472e-05,1.898818124956847e-07
2009,1.9784183962201496e-05,8.392018480130048e-08
2010,2.4596789842235012e-05,9.022444624751103e-08
2011,2.867711225462699e-05,6.386033121752455e-08
2012,3.372048547589657e-05,7.557441250582997e-08
2013,3.3866394801407296e-05,5.522467699803357e-08
2014,3.504339790083577e-05,5.2187229898637e-08
2015,3.625342037594237e-05,5.3862781082547606e-08
2016,3.7486905455352826e-05,4.4119542796927647e-08
2017,3.728940924929702e-05,7.32042864104443e-08
2018,4.0834158170355295e-05,1.4765989125864465e-07
2019,3.7967369536318074e-05,1.0994756971527408e-07
