year,bien_ADV osé_VERB,bien_ADV causé_VERB
1800,5.0306631749208464e-08,2.5153315874604232e-08
1801,3.809892135109294e-08,8.572257570449437e-08
1802,8.727576528144709e-08,0.0
1803,5.460949736857401e-08,7.801356893821776e-09
1804,4.943701981119375e-08,2.7190360185613827e-08
1805,6.538618890772341e-08,2.842877711017877e-09
1806,8.06867319624871e-08,8.933174200365102e-08
1807,5.97860605466849e-08,0.0
1808,4.985362878073829e-08,4.5321479902327155e-09
1809,7.00299480627109e-08,2.4849335034105025e-08
1810,4.212228077449254e-08,1.1700633351097167e-08
1811,1.278609147448151e-07,1.504245972228091e-08
1812,6.934741492159446e-08,2.400487453257938e-08
1813,2.5881675469463516e-08,0.0
1814,5.349351184236184e-08,0.0
1815,1.5104451733805035e-07,0.0
1816,2.0394914201915526e-07,0.0
1817,7.7843672841027e-08,1.556873407970727e-09
1818,6.199012148044858e-08,4.410835785506606e-08
1819,7.349245834120666e-08,5.175524897538253e-09
1820,9.255855104584043e-08,4.746592452420373e-08
1821,1.23268605989324e-07,9.86148829262845e-10
1822,1.0526896687679255e-07,9.023054303725075e-09
1823,1.7097048043979157e-07,2.8659792761231984e-08
1824,2.0631726727060595e-07,1.2631669044083083e-08
1825,1.3560382683408534e-07,7.044354433105582e-09
1826,1.444509462045218e-07,1.2331177856594877e-08
1827,4.7929820112813104e-08,4.608636583469661e-09
1828,1.0272977135628025e-07,6.420610709767516e-09
1829,8.230248998986056e-08,5.143905745796928e-09
1830,4.905312778191728e-08,7.305785310052215e-09
1831,1.0446107978623331e-07,3.1182412207897414e-09
1832,1.0553376128541458e-07,1.0823975493678972e-08
1833,1.1351955819804971e-07,2.3167257001688313e-09
1834,1.0548019702127931e-07,1.0267983796552471e-08
1835,1.4823652350060001e-07,1.1344631900556124e-08
1836,1.8280440228224393e-07,1.008112526790228e-08
1837,1.5237780814914004e-07,1.1132625488130543e-08
1838,1.5086067328695663e-07,8.837027110075724e-09
1839,1.6220222676111007e-07,1.5381244722334486e-08
1840,1.7707734939476083e-07,1.8472096741106725e-08
1841,1.8170152804586337e-07,6.420548537278137e-09
1842,7.647422251011449e-08,6.708265054555795e-09
1843,1.3172412138828804e-07,1.1223130869097986e-08
1844,1.8715994537510383e-07,1.701453911095996e-08
1845,9.87700374821543e-08,3.3481367123222583e-09
1846,1.3348263494528112e-07,1.0538101946622191e-08
1847,7.442648630728854e-08,4.314578916364553e-09
1848,1.0217431778425379e-07,1.6090443422100975e-09
1849,1.315568138871015e-07,1.3407063903514427e-08
1850,1.941652900683266e-07,2.7155984128057753e-09
1851,1.425325963921864e-07,9.029214709244116e-09
1852,1.282577475336666e-07,6.510545214055696e-09
1853,1.3257688924461775e-07,1.6124216628554677e-08
1854,1.1898071472504768e-07,1.4028294081924741e-08
1855,1.0720012966203285e-07,1.751289246954002e-08
1856,1.2735884852288493e-07,8.28350277259915e-09
1857,1.220377204846912e-07,7.810414537345878e-09
1858,1.2772494528690004e-07,1.9085336810942266e-08
1859,1.5632971872570067e-07,1.4258085379026397e-08
1860,1.8446051797127438e-07,8.238931314963338e-09
1861,1.532688145289285e-07,4.2443673464731546e-08
1862,9.984749760327816e-08,6.596260249125407e-08
1863,1.50338083759749e-07,2.8968800691586694e-08
1864,1.6110285649961753e-07,1.2945765681671162e-08
1865,1.1814179323721419e-07,5.6482134525026595e-09
1866,1.5132056674360683e-07,1.1677471434268227e-08
1867,1.0433544872512357e-07,2.814630661873707e-08
1868,1.3337659332535168e-07,9.385760613156435e-09
1869,1.274598537825966e-07,1.8069020057964735e-08
1870,1.3991079494957148e-07,2.1789386295267832e-08
1871,1.0514965342878213e-07,2.0180236148803488e-08
1872,1.288083292250164e-07,1.7537283625301825e-08
1873,1.1373408659309803e-07,2.1549615425442425e-08
1874,1.1232264962579563e-07,1.8521287614703397e-08
1875,9.669380807153516e-08,1.2587359599081083e-08
1876,1.0278225404114494e-07,1.4510435519810017e-08
1877,1.0266794769897558e-07,1.855444864418132e-08
1878,1.5641239126118478e-07,6.039088784604019e-09
1879,1.0996785260175557e-07,1.588424503040642e-08
1880,9.690947644358516e-08,1.0910338410496934e-08
1881,8.994534766992857e-08,2.8587281875047665e-08
1882,9.250985200104367e-08,1.8635077481121698e-08
1883,1.0237329428619546e-07,1.8326083761621703e-08
1884,8.450171939955453e-08,2.706695667598069e-08
1885,1.0570842423618387e-07,5.80107206715752e-09
1886,9.551126417539635e-08,2.3232470169887165e-08
1887,9.597518868531552e-08,9.140494583448344e-09
1888,1.2173980290519637e-07,2.53624587998047e-08
1889,9.585659555000348e-08,2.0674951528576457e-08
1890,1.042147443897079e-07,2.6217546356122057e-08
1891,1.0326236710156422e-07,1.4023283867459213e-08
1892,8.149066088591894e-08,1.5044429702015805e-08
1893,6.343169212108535e-08,2.46336657738766e-08
1894,7.183754924255936e-08,2.7726773765834878e-08
1895,1.1314995029820807e-07,1.384281334004811e-08
1896,8.786573202357317e-08,2.358811634906033e-08
1897,6.992055956445142e-08,2.2724183423861177e-08
1898,8.88361725293052e-08,1.2448380992680086e-08
1899,1.0170744424442546e-07,2.04520400615138e-08
1900,7.5270271349126e-08,1.453494924419374e-08
1901,8.327220912818234e-08,1.676621685930968e-08
1902,7.021705750176466e-08,1.4730851205513318e-08
1903,8.640352433531007e-08,1.9440792531355555e-08
1904,9.728071859171905e-08,1.3974025492302644e-08
1905,9.237758558100495e-08,2.2707340008309984e-08
1906,6.687439879637935e-08,2.8293014819880113e-08
1907,6.068555036264911e-08,1.902852098112362e-08
1908,9.282525148535115e-08,1.276961114626829e-08
1909,9.51670138249483e-08,1.870334465081669e-08
1910,7.268045099095843e-08,1.6566866989364826e-08
1911,7.022894021879722e-08,1.2236860413850081e-08
1912,7.762037479430717e-08,1.927485904218429e-08
1913,8.325693517940991e-08,1.856046338843953e-08
1914,9.710278048302712e-08,1.5402511266415786e-08
1915,5.419150617136381e-08,7.068456930880984e-09
1916,5.383856249707719e-08,1.3184954461564757e-08
1917,9.86978161421348e-08,1.9739564316445524e-08
1918,8.844509657990329e-08,1.2635013924011673e-08
1919,7.090043319113448e-08,1.1970202606903513e-08
1920,8.026565367913463e-08,1.4387239843927091e-08
1921,1.1056211235427327e-07,3.483463828501954e-08
1922,9.591316185719734e-08,6.640141769764796e-09
1923,1.0297469943409965e-07,1.0615948120573648e-08
1924,4.383152329978657e-08,2.8361574200275186e-08
1925,6.92885222530748e-08,1.7597084678300234e-08
1926,8.693987685326476e-08,2.2292277579438746e-08
1927,8.250426608569228e-08,2.5643217327342427e-08
1928,7.084145892122251e-08,1.82816659588525e-08
1929,8.243900939675086e-08,2.4508894469477127e-08
1930,1.008345931197141e-07,2.941009036305786e-08
1931,6.729160517693344e-08,1.9389105432310316e-08
1932,7.890866648985195e-08,1.205549005067752e-08
1933,7.226517162450818e-08,6.882397318719313e-09
1934,5.391711077606942e-08,1.5576054224197833e-08
1935,7.779384780803866e-08,1.795242710045386e-08
1936,4.001155717858751e-08,1.2124714565686645e-08
1937,5.666003111137741e-08,6.295559185076627e-09
1938,7.390172163113107e-08,1.6854778905894818e-08
1939,7.188203543506688e-08,3.058810094103137e-08
1940,7.607348440075157e-08,1.0143131667916805e-08
1941,4.7224041566096275e-08,1.7709015143196893e-08
1942,6.978687383529802e-08,2.730790527039062e-08
1943,5.806470348979076e-08,3.193558839598154e-08
1944,8.032965581605822e-08,1.2852744646352221e-08
1945,2.832055301382752e-08,1.742803235060819e-08
1946,6.40370814153357e-08,1.3921104269343232e-08
1947,7.0333139312595e-08,1.4305044926388177e-08
1948,6.414414044364491e-08,7.610321706152945e-09
1949,4.515823670558916e-08,8.835307596655184e-09
1950,6.381217199091793e-08,5.317680740191122e-09
1951,4.371174711081949e-08,1.5992102975204148e-08
1952,4.5342655852209646e-08,4.2179215675730575e-09
1953,3.878577814475648e-08,1.8315507332999914e-08
1954,6.058972434885845e-08,2.0522326726890583e-08
1955,4.223523575319632e-08,1.407841132561316e-08
1956,5.05826207586324e-08,1.1337484284723587e-08
1957,3.710716001137371e-08,9.718541527092839e-09
1958,2.7298403093567458e-08,9.099467845885556e-09
1959,3.2553140627555877e-08,1.4726420638488946e-08
1960,5.329041791179989e-08,1.1765417085030094e-08
1961,4.029932298976746e-08,9.727422589644874e-09
1962,4.3759497803108616e-08,8.244543714397423e-09
1963,3.7503109950876024e-08,4.526237162849611e-09
1964,4.7454951523917543e-08,1.216793676928063e-08
1965,4.432355044103886e-08,8.755269398363907e-09
1966,5.040557904401055e-08,6.64688981633077e-09
1967,4.190785396485097e-08,8.874604051634094e-09
1968,4.985471674379127e-08,8.084548142051062e-09
1969,4.223834876304622e-08,7.72098829315837e-09
1970,3.632992928714884e-08,1.0577067222072856e-08
1971,4.984245594030767e-08,7.193756701440179e-09
1972,3.0780881121739156e-08,1.3338381954497436e-08
1973,3.4733182663337914e-08,1.2129048099218664e-08
1974,3.544109988817823e-08,7.313243344242437e-09
1975,2.4559365652265797e-08,1.3707552426467373e-08
1976,2.628222439682304e-08,7.998937512354587e-09
1977,3.467301112891619e-08,9.402850942308305e-09
1978,2.9108897625640395e-08,1.485147826940647e-08
1979,2.633388052064589e-08,2.0481907392344567e-08
1980,3.0699812469947574e-08,7.390696055153967e-09
1981,1.581387426563552e-08,1.138598904049104e-08
1982,1.4277254933858785e-08,5.586752060970923e-09
1983,3.34711742766558e-08,6.94684787472255e-09
1984,2.4355836458767044e-08,8.698512410365566e-09
1985,2.707001200974446e-08,9.624892882698077e-09
1986,1.7384007122700496e-08,1.1389522214244607e-08
1987,1.649920555735207e-08,1.649920555735207e-08
1988,1.5591039570495013e-08,5.99655392008458e-09
1989,2.0854864501984594e-08,7.683371272548811e-09
1990,1.6345952147389653e-08,1.0897301838674878e-08
1991,2.9893472863751214e-08,1.817054240405014e-08
1992,2.314176583695371e-08,6.060938473329003e-09
1993,1.772546376344053e-08,6.093128224193833e-09
1994,2.320967773528082e-08,8.439882570598911e-09
1995,2.331653803366862e-08,7.591431483433553e-09
1996,3.096093337262573e-08,1.0142375606037035e-08
1997,2.15770258327197e-08,8.630809955612051e-09
1998,1.4781200263769279e-08,8.582632382569955e-09
1999,2.0565905339831048e-08,3.1991407301035224e-09
2000,2.694999279295729e-08,8.394259509714175e-09
2001,2.190605918883648e-08,1.4457998687156248e-08
2002,2.628732936882372e-08,1.445803121669087e-08
2003,2.2918076325595393e-08,9.167230530238157e-09
2004,3.655976854588516e-08,8.80958239690699e-09
2005,1.6663873836364473e-08,6.305249322657858e-09
2006,1.976587071794711e-08,7.000412693969338e-09
2007,2.3167980256477705e-08,1.1583990655594789e-08
2008,1.830699147831183e-08,8.089135583588813e-09
2009,1.5258216023994464e-08,1.0490023738540799e-08
2010,1.369900015646408e-08,8.975206577943595e-09
2011,1.567828442072816e-08,1.3766299156170447e-08
2012,1.702126331548648e-08,1.2595735121578855e-08
2013,2.342865063065247e-08,1.8129311996073483e-08
2014,2.3603352161671864e-08,1.7756650774747307e-08
2015,3.0145426072047954e-08,1.950586431265222e-08
2016,4.101253436861185e-08,2.319900921365914e-08
2017,1.3081178806828575e-08,1.2578056818313144e-08
2018,2.9686866298561654e-08,2.2200612792566687e-08
2019,2.1428297358738746e-08,1.7856914613645358e-08
