year,en_ADP ânes_NOUN,en_ADP anes_NOUN,en_ADP canne_NOUN
1800,6.288328968651058e-09,0.0,1.8864987794131594e-08
1801,2.3811825844433088e-09,0.0,9.524730337773235e-09
1802,2.2378401354217203e-09,0.0,2.0140561218795483e-08
1803,2.145373123596528e-08,0.0,5.265916058760922e-08
1804,3.213406074564773e-08,0.0,1.4831105232815389e-08
1805,1.7057265822018053e-08,0.0,3.980028751016107e-08
1806,8.645007376628655e-09,0.0,0.0
1807,0.0,0.0,5.124519120158766e-08
1808,0.0,0.0,9.064295980465431e-09
1809,2.259030518203531e-09,0.0,6.325285539787728e-08
1810,4.680253518074551e-09,0.0,9.360507036149102e-09
1811,5.515568801683912e-08,0.0,4.512738271955641e-08
1812,0.0,0.0,1.600324850414836e-08
1813,1.4378708002027452e-08,0.0,1.7254450312975678e-08
1814,0.0,0.0,4.72001566720337e-08
1815,0.0,0.0,2.1577788444915313e-08
1816,4.6352077731626196e-08,0.0,6.952811304472561e-08
1817,4.670620334934483e-09,0.0,2.3353100786493997e-08
1818,1.1921177378582115e-09,0.0,2.7418708414828075e-08
1819,3.001804671498576e-08,0.0,2.794783426907088e-08
1820,7.119888678630559e-09,0.0,5.577246042776096e-08
1821,7.88919063410276e-09,0.0,6.212737702071536e-08
1822,6.015369535816717e-09,0.0,1.303330066093622e-08
1823,9.882686891060644e-10,0.0,1.2847492847356534e-08
1824,5.894778887238772e-09,8.421112696055388e-10,9.263223965660927e-09
1825,8.805443485471187e-09,4.4027217427355936e-09,1.2327619813845558e-08
1826,3.170874407487645e-08,0.0,3.2589542509064984e-08
1827,9.217273166939322e-09,0.0,4.147772969531616e-08
1828,2.2013523448549677e-08,0.0,1.559291185060374e-08
1829,2.571952872898464e-09,0.0,9.430493552731178e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09,6.262101504006523e-09
1831,4.677361609140007e-09,0.0,2.3386808933878456e-08
1832,3.92369123858316e-08,0.0,2.705993873419743e-09
1833,6.950177322551099e-09,1.1583628500844156e-09,2.0850531967653296e-08
1834,1.213489042584115e-08,0.0,3.080395316601425e-08
1835,4.5378527602224494e-09,0.0,4.9160071569076536e-08
1836,4.032449929525228e-09,0.0,1.68018754465038e-08
1837,1.3915781860163179e-09,0.0,1.7394726437025554e-08
1838,1.8936485712828244e-09,0.0,1.4517972823924197e-08
1839,5.5931801412612e-09,6.9914751765765e-10,4.055055669027752e-08
1840,3.821813088222825e-09,0.0,1.2102408852854296e-08
1841,1.4767261191650505e-08,0.0,2.247191943638427e-08
1842,1.408735705865638e-08,0.0,2.1466448174578545e-08
1843,1.1813821920725331e-08,0.0,4.7255287682901326e-08
1844,9.879410178825765e-09,0.0,2.085653344474636e-08
1845,1.2276501593078137e-08,0.0,1.3392547515422848e-08
1846,9.367202125076801e-09,0.0,3.0443406018321184e-08
1847,1.294373674909366e-08,0.0,1.7258315665458213e-08
1848,2.413566457803995e-09,0.0,2.57447089757612e-08
1849,3.3517659758786067e-09,0.0,1.4245005175439474e-08
1850,7.467895635215882e-09,0.0,1.425689166723032e-08
1851,1.2898877521649865e-09,0.0,2.7087642351375507e-08
1852,1.3672145193766028e-08,0.0,2.4740073101270355e-08
1853,1.4332636411040767e-08,0.0,2.5679307569248522e-08
1854,7.79349651480743e-09,0.0,1.0910895298366086e-08
1855,9.021793090369101e-09,0.0,3.555647865027822e-08
1856,2.5885945831305435e-08,0.0,2.7956822634678247e-08
1857,1.0251168802710708e-08,0.0,3.221796096575247e-08
1858,1.0766087576996597e-08,4.893676019968041e-10,1.3702292633865909e-08
1859,4.073738679721828e-09,0.0,2.3933214521321133e-08
1860,1.2358396972445007e-08,0.0,2.7463102986180488e-08
1861,7.545541969022906e-09,0.0,2.4994607272788016e-08
1862,5.873382225018986e-09,0.0,2.3041730301542884e-08
1863,5.9935452156878455e-09,0.0,3.346395871517416e-08
1864,6.233146443435089e-09,0.0,2.0137857603685916e-08
1865,1.4120533187167439e-08,0.0,1.6003271596787272e-08
1866,2.919367858567057e-09,0.0,3.2113046444237625e-08
1867,4.85281148598915e-10,0.0,2.814630661873707e-08
1868,9.87974857480367e-09,4.93987406535723e-10,6.86642493974432e-08
