year,en_ADP offre_NOUN,en_ADP coffre_NOUN
1895,2.437538739741285e-07,1.6852119699706236e-08
1896,2.5475165443822334e-07,1.0614652268259306e-08
1897,2.528793743294955e-07,3.4960281336537946e-09
1898,2.783910701964487e-07,7.921697076085366e-09
1899,2.3160554007972678e-07,9.949641111006713e-09
1900,2.5799533887038706e-07,6.22926377147337e-09
1901,2.1237207192825736e-07,5.029864968975062e-09
1902,1.7578815914021106e-07,1.8659077838378835e-08
1903,2.057483925455017e-07,3.7801539676252105e-09
1904,2.3755843869821547e-07,6.449550227216605e-09
1905,2.399752929704846e-07,5.160759042333041e-10
1906,2.4897852313188196e-07,7.201858220895474e-09
1907,1.9697090181125532e-07,7.199980611716228e-09
1908,2.2445047420660558e-07,1.2278472460991452e-08
1909,2.134381560381371e-07,1.1552065082298668e-08
1910,2.153692690853859e-07,5.344150788566537e-09
1911,2.2451979475590633e-07,7.980561100850991e-09
1912,2.4744750248828495e-07,4.688478938419394e-09
1913,2.179528735268832e-07,1.9090762748419365e-08
1914,2.2166221924635465e-07,5.3573948055607445e-09
1915,2.1676602557363367e-07,1.6493066468115103e-08
1916,2.538103842653072e-07,2.197492410260793e-09
1917,1.370803062172854e-07,3.289927441585405e-09
1918,2.0905204678456357e-07,9.189101035644853e-09
1919,1.9336481216214452e-07,8.287063479883727e-09
1920,2.2640972474619048e-07,1.4387239843927091e-08
1921,2.514152015464788e-07,8.330022005509363e-09
1922,1.984664663723379e-07,1.1804696775641332e-08
1923,2.462899999500223e-07,8.492758496458919e-09
1924,2.0239851039605128e-07,1.5469949321555987e-08
1925,2.408600892067625e-07,4.06932585406139e-08
1926,2.2292276469215722e-07,3.566764394946631e-08
1927,2.0737557804295648e-07,4.0137210888246955e-08
1928,1.771036437503426e-07,6.85562484559199e-09
1929,2.2949237177272153e-07,7.798284684668033e-09
1930,2.2162603841024975e-07,3.361153133596417e-08
1931,2.4407464138676005e-07,2.2810713318222042e-08
1932,2.3891789169283584e-07,1.753525857850491e-08
1933,2.626781565595593e-07,1.3764794637438627e-08
1934,2.2046107517326163e-07,9.585264137967897e-09
1935,2.2021643530933943e-07,2.752705441366743e-08
1936,2.097575588777545e-07,1.4549657478823974e-08
1937,1.8383032340807404e-07,2.5182236740306507e-08
1938,1.9966429931628227e-07,1.2965214679638848e-08
1939,2.0341087747510755e-07,1.070583532936098e-08
1940,2.510425076707179e-07,2.2822046474857416e-08
1941,2.5678073711787874e-07,9.739958528598436e-08
1942,2.1846324216312496e-07,4.8547388331598995e-08
1943,2.554847071678523e-07,4.3548528338988035e-08
1944,2.4098895323731995e-07,5.1410978585408884e-08
1945,1.9388686212096218e-07,8.714016175304096e-09
1946,2.171692301544681e-07,2.645009811175214e-08
1947,2.169598474210943e-07,3.9338875268413176e-08
1948,1.8808366064604343e-07,1.1959077061973744e-08
1949,2.3658989789510088e-07,1.9634017078828947e-08
1950,2.0100833353353664e-07,2.9779013033248702e-08
1951,2.1429417529361672e-07,1.0661401539380222e-08
1952,1.8347958530284814e-07,9.490323193972472e-09
1953,1.9392889782920975e-07,1.4005975934594517e-08
1954,1.9056444955367624e-07,2.14995790059902e-08
1955,1.9709776211129793e-07,4.786659957289885e-08
1956,2.1890065227125888e-07,2.616342520411763e-08
1957,1.7405024266281544e-07,2.6505112771246786e-08
1958,2.1756000023742672e-07,5.2942358053087446e-08
1959,2.1004527184231847e-07,3.177806517928872e-08
1960,2.2354291218107392e-07,1.6610000486139143e-08
1961,2.0219142982114136e-07,1.250668635321972e-08
1962,2.9743776508439623e-07,2.029426049432459e-08
1963,2.1790599191717774e-07,2.9743844720542256e-08
1964,1.8860302475331991e-07,1.46015243229769e-08
1965,2.539028116643749e-07,2.188817305182056e-08
1966,2.3596457765506784e-07,2.658755882123387e-08
1967,2.539122760936152e-07,2.169347623759421e-08
1968,2.6050210522043926e-07,2.245707975134792e-08
1969,2.0119986743338814e-07,2.6796370788950696e-08
1970,2.2073879790696083e-07,2.2533752641606952e-08
1971,2.0656358401538455e-07,4.573173850719314e-08
1972,1.898154380342021e-07,4.565830735714371e-08
1973,2.183228673402482e-07,6.229920046507686e-08
1974,1.9295710274036537e-07,3.375343138323217e-08
1975,1.9247687532697455e-07,4.454954449784054e-08
1976,2.2054213388855715e-07,4.456551039311307e-08
1977,2.1156414220513398e-07,3.290997696581144e-08
1978,1.461385465972853e-07,3.683166482915112e-08
1979,1.9487070801460504e-07,5.559374827157626e-08
1980,2.1091909729875624e-07,3.2973875241371076e-08
1981,2.447987696996279e-07,4.364629191400127e-08
1982,2.2284933720584377e-07,1.924325765401136e-08
1983,1.7746037883625831e-07,4.2312617409834274e-08
1984,1.9252708227668336e-07,4.001315900836744e-08
1985,2.1054452759017295e-07,4.271046094572739e-08
1986,2.3977941054909024e-07,3.656636154980575e-08
1987,2.309888742502153e-07,4.5831125561335284e-08
1988,2.2307180813641025e-07,4.557380950398482e-08
1989,2.3434282070411427e-07,3.0733485090195245e-08
1990,1.9996548417111626e-07,5.830056398758998e-08
1991,2.3504475166191696e-07,5.2753186707832356e-08
1992,2.2205074401426828e-07,4.518154383958972e-08
1993,1.883330469354405e-07,4.5421501226883265e-08
1994,1.9886473978658614e-07,4.5364370038214474e-08
1995,2.412990625089151e-07,6.181593903420435e-08
1996,2.0231370001511095e-07,5.12456845846998e-08
1997,2.1241382341941062e-07,4.171558032339817e-08
1998,2.2743977012851246e-07,5.4833485307881347e-08
1999,2.289670817390288e-07,7.038109828272354e-08
2000,2.2664501386771008e-07,3.7111465900352414e-08
2001,2.1073628886369988e-07,9.594853622729715e-08
2002,2.2037544056274783e-07,3.50497728618393e-08
2003,2.3709790752945992e-07,3.2918691772465536e-08
2004,2.1142997752576775e-07,4.2726476578991424e-08
2005,2.112258528086386e-07,6.440362199100491e-08
2006,2.2689573597745039e-07,3.5825642896725185e-08
2007,2.2808477240232605e-07,4.913209750156966e-08
2008,2.247928136966948e-07,2.2990174292081278e-08
2009,1.8929723921701225e-07,4.005281795116389e-08
2010,1.9887168889454188e-07,1.7005655550406118e-08
2011,1.6710757222426764e-07,1.185431308670104e-08
2012,1.4536159653744107e-07,1.7702113552786614e-08
2013,1.4698689199121873e-07,7.2517249982695375e-09
2014,1.810312113548207e-07,1.1476859865244826e-08
2015,1.7134128427187534e-07,1.329945220618356e-08
2016,1.7461395884765807e-07,7.663958356829426e-09
2017,1.4162891659452725e-07,8.301517695485927e-09
2018,1.4120622893187829e-07,1.1100306451794495e-08
2019,1.5841634137814253e-07,9.693753355577428e-09
