year,en_ADP heures_NOUN,en_ADP coeur_NOUN
1800,1.9808235851570544e-07,5.250754497865273e-07
1801,1.476333271188679e-07,5.405284586590398e-07
1802,2.103569727296417e-07,1.1099686787474639e-06
1803,2.0868629979631237e-07,5.669636248484267e-06
1804,2.175228814849106e-07,1.112332960628848e-06
1805,1.9331568523739406e-07,2.786020085743246e-07
1806,1.8442682403474464e-07,5.878604838471801e-07
1807,1.1387820553210304e-07,2.1921554571591173e-07
1808,1.155697759713803e-07,1.8128592227384388e-07
1809,5.873479480555943e-08,1.6716825657070444e-07
1810,2.0827128199840672e-07,1.357273573532325e-07
1811,2.2312983105621242e-07,1.7549537290051376e-07
1812,1.5469807124190993e-07,3.7340914360584065e-08
1813,1.4378707646756084e-07,3.4508900625951355e-08
1814,4.1536137018738373e-07,2.5173416684509675e-08
1815,8.361393355471591e-08,7.282503844407984e-08
1816,1.9236112791531923e-07,1.1356259221884102e-07
1817,5.231094523105995e-07,1.9927979266753937e-07
1818,1.0371424252753059e-07,7.39112993031199e-08
1819,4.326738860527257e-07,1.387040715616905e-07
1820,7.238553223487543e-08,2.3732962262101864e-08
1821,1.3214393845828454e-07,5.7196632985423435e-08
1822,1.0927921323400369e-07,3.909990198280866e-08
1823,7.3131884548161e-08,4.941343623166006e-08
1824,8.168479315173727e-08,8.336901302641309e-08
1825,9.68598712347557e-08,5.6354835464844655e-08
1826,1.5502052974625258e-07,6.341748770566369e-08
1827,1.7051955286673248e-07,1.9540619144997606e-07
1828,1.1832268853595451e-07,5.961995813708043e-08
1829,8.315980437600956e-08,7.20146780541775e-08
1830,7.305784777145163e-08,7.09704821577617e-08
1831,1.3096612860863388e-07,2.3386808489789246e-08
1832,1.2582871633526338e-07,6.629685023185061e-08
1833,5.79181431703546e-08,2.4325620517906543e-08
1834,2.202949307417157e-07,1.213488998175194e-08
1835,1.0815215745196838e-07,6.050470346963266e-08
1836,1.1492482449027008e-07,2.688300071440608e-08
1837,9.253994626146067e-08,2.4352617478129446e-08
1838,8.710783561127755e-08,2.0830134506155673e-08
1839,9.997809213846409e-08,2.097442508564029e-08
1840,9.363442643461894e-08,1.0828470731194528e-08
1841,7.126809142832258e-08,1.0272877659645019e-08
1842,1.0934472127743788e-07,1.341653010911159e-08
1843,1.1991029680302745e-07,1.6539350389255247e-08
1844,1.1745520822614708e-07,4.7750483622710505e-08
1845,9.542189938205325e-08,2.8459162693117435e-08
1846,8.898842196458645e-08,1.931985385006385e-07
1847,8.521293093366467e-08,2.1572895470001185e-08
1848,9.654265958891628e-08,2.0113055110293487e-08
1849,8.044238342108656e-08,4.7762665156270145e-08
1850,1.289909228319175e-07,1.4935791270431764e-08
1851,1.096404611544699e-07,3.6761801824880536e-08
1852,1.2239824798143673e-07,2.474007243513654e-08
1853,1.1824425172335395e-07,2.5679306903114707e-08
1854,1.4703729789289355e-07,1.610656008566025e-08
1855,1.1038429192922194e-07,1.6451505047143655e-08
1856,8.542362195385067e-08,1.8637882071015355e-08
1857,1.0983395526409367e-07,2.6360149729676152e-08
1858,9.787351729073634e-08,2.838332102683694e-08
1859,4.4811123700583266e-08,5.14309519417111e-08
1860,7.506581312100025e-08,6.041882802398924e-08
1861,8.913171711810719e-08,1.650587222457034e-08
1862,6.912519268098549e-08,4.1113676130244414e-08
1863,1.1887197359783386e-07,4.7948359005456354e-08
1864,9.685350477184329e-08,2.3014694150447212e-08
1865,8.236977322439998e-08,3.577201745930125e-08
1866,5.7900795269461014e-08,3.162648393173484e-08
1867,1.1112937947643786e-07,1.552899675516528e-08
1868,1.8672723844925798e-07,2.173544577654951e-08
1869,1.1915786757299429e-07,1.5138909237322196e-08
1870,5.447346396181274e-08,2.465641024684828e-08
1871,1.2426777296070668e-07,1.3807530230280918e-08
1872,1.106663096717142e-07,1.995621967676442e-08
1873,1.0954387902328833e-07,1.855661402316855e-08
1874,9.200898282157866e-08,2.4495897199550143e-08
1875,1.4532679415424354e-07,1.8308887461682133e-08
1876,8.343500224050615e-08,3.023007266733657e-08
1877,1.700824441286386e-07,2.4120781816350245e-08
1878,1.1232704988373143e-07,2.4760264505374607e-08
1879,1.2218650780049245e-07,1.8327975137566455e-08
1880,1.1295409496625552e-07,1.6686399817444908e-08
1881,1.2480788313951052e-07,1.743126887276958e-08
1882,1.7104340099827198e-07,2.3293848405714357e-08
1883,1.3776158258593796e-07,1.7694148368718743e-08
1884,1.7098395233006158e-07,1.5844072720483382e-08
1885,1.4824962091264382e-07,1.933690724209569e-08
1886,1.4068551479340385e-07,2.0005737511041843e-08
1887,1.3645452018318238e-07,1.4363633837888301e-08
1888,1.9085250180239655e-07,2.599652093593363e-08
1889,1.3344741489618173e-07,2.4434033463194282e-08
1890,1.2125615000968537e-07,2.6217546356122057e-08
1891,2.2182285530636392e-07,2.613430305498099e-08
1892,2.43218277296009e-07,1.567128071755519e-08
1893,2.543426096401902e-07,1.6011882930655474e-08
1894,1.7140187513753347e-07,1.827446460822557e-08
1895,2.0824406687935948e-07,2.1065151400989635e-08
1896,2.358811637126479e-07,8.845543852942228e-09
1897,2.2957251466504403e-07,1.8645483379486905e-08
1898,2.3029503870564128e-07,1.810673611046809e-08
1899,2.4763550143802604e-07,2.1004797901014172e-08
1900,1.801295408387915e-07,1.764958135197503e-08
1901,1.8275175883708528e-07,2.6267072072982955e-08
1902,2.9412601298961505e-07,1.3257766440233354e-08
1903,3.558745240717087e-07,1.4040573148577096e-08
1904,2.7410589176213307e-07,2.6335663427801137e-08
1905,3.5557629340932095e-07,5.212366521734069e-08
1906,2.1759900792339693e-07,1.6975809202790515e-08
1907,3.4817050575952635e-07,1.3937105336481181e-07
1908,2.4998970094003425e-07,1.5716445478375363e-08
1909,3.2565822583041637e-07,1.1552065082298668e-08
1910,2.859120546983007e-07,2.0307773240801907e-08
1911,2.883642767903538e-07,2.447372160485628e-08
1912,2.495312715344866e-07,2.135862686714063e-08
1913,2.858311398679092e-07,1.6439267724877027e-08
1914,2.7925421319796584e-07,2.6117300877537275e-08
1915,4.4295665047044963e-07,3.062998121805549e-08
1916,3.197351345907151e-07,2.0876177231343718e-08
1917,2.1823184259694983e-07,1.4256351654751143e-08
1918,2.848621258877415e-07,1.9526840588923733e-08
1919,3.305617664040028e-07,2.8544329566670967e-08
1920,3.346926442659992e-07,3.48322650722821e-08
1921,3.475891103832396e-07,1.8931869405491852e-08
1922,3.4528737297145895e-07,1.9182632371439468e-08
1923,2.9087697273055824e-07,1.9108707061121777e-08
1924,4.086645007950196e-07,2.3204924204378585e-08
1925,4.597238498771361e-07,1.9796720707176974e-08
1926,3.9680253172136304e-07,5.795991953050361e-08
1927,3.3559167589292116e-07,3.233275258640589e-08
1928,3.8277238179063033e-07,6.8556245125250825e-09
1929,4.1219503943423774e-07,1.7824650422326727e-08
1930,4.49554222514692e-07,2.941009036305786e-08
1931,3.4900390133429937e-07,2.2810713318222042e-08
1932,3.6604853570487705e-07,3.1782654730250215e-08
1933,5.769743001149408e-07,2.523545639121494e-08
1934,4.0737372231092195e-07,1.5576054224197833e-08
1935,4.727472351362394e-07,1.9149254626427137e-08
1936,3.649539133121493e-07,3.758661648589623e-08
1937,5.703776484455858e-07,5.414180748175568e-08
1938,1.1357528015842888e-06,2.463390735840676e-08
1939,9.772897771043176e-07,1.6823456405745674e-08
1940,5.375859757350554e-07,5.325144059042941e-08
1941,6.906515856996975e-07,3.5418032950929046e-08
1942,4.763712411204324e-07,4.247896612241675e-08
1943,1.1380681721462338e-06,4.935499831049128e-08
1944,5.719471527498854e-07,4.4984606262232774e-08
1945,3.986662360233595e-07,1.9606536838523425e-08
1946,5.053361018525493e-07,2.0881656404014848e-08
1947,5.662413649076825e-07,3.814678706248742e-08
1948,7.044983243442715e-07,1.3481141536431096e-07
1949,5.428805867069286e-07,3.337782672474532e-08
1950,5.23259794604769e-07,1.2762433776458693e-08
1951,7.825468806288427e-07,3.411648485940333e-08
1952,6.85412260281737e-07,2.1089608281954497e-08
1953,6.076438856528199e-07,2.477980309834038e-08
1954,5.765796364798348e-07,2.5408594339637602e-08
1955,5.434266885373518e-07,1.595553378308523e-08
1956,7.491460394248861e-07,3.3140339583681566e-08
1957,6.246371455631561e-07,4.4175187952077977e-08
1958,7.213396298055841e-07,3.22617488279775e-08
1959,6.735399598056802e-07,1.6276571201956358e-08
1960,7.529866465905144e-07,1.868625076895114e-08
1961,6.468736488685067e-07,3.196153386397782e-08
1962,6.881022462934538e-07,2.2196846694022554e-08
1963,7.979109604150381e-07,3.620989730279689e-08
1964,6.990479715085485e-07,2.007709554163739e-08
1965,7.343482333332929e-07,2.79074209297292e-08
1966,7.045703158681249e-07,2.3818021332999706e-08
1967,7.124334864272441e-07,1.5284040699725665e-08
1968,6.171205306770844e-07,2.155879605392208e-08
1969,6.290334333414194e-07,2.8158897852348375e-08
1970,5.592049334701699e-07,2.3913370839068193e-08
1971,7.27083262042072e-07,2.2608949379332444e-08
1972,7.243767350395558e-07,4.411926396441501e-08
1973,7.167165150256949e-07,3.914374563374068e-08
1974,7.538265918149989e-07,5.006758763137498e-08
1975,7.693363541783071e-07,2.9128548462153958e-08
1976,7.073346193209318e-07,4.170874662312585e-08
1977,6.006071284758718e-07,4.818961124586352e-08
1978,6.2435613878975e-07,5.1089084962541165e-08
1979,6.577618201220048e-07,4.6230587802398304e-08
1980,6.276406492311537e-07,4.548120646763465e-08
1981,6.331874908838131e-07,3.7320742052315836e-08
1982,5.661242175047931e-07,7.573152771556124e-08
1983,6.024811343152692e-07,7.894144715692164e-08
1984,5.648234111532702e-07,3.0734744804750136e-08
1985,5.883215683510912e-07,4.4515129360434e-08
1986,5.748711422448594e-07,4.375974427262008e-08
1987,4.961983375295631e-07,5.316410711664332e-08
1988,4.947156913015505e-07,5.6967262684892717e-08
1989,4.5880701859957185e-07,5.8722906093322536e-08
1990,6.418510689609747e-07,6.538380820098055e-08
1991,4.6305575285288114e-07,5.3925479193139836e-08
1992,4.0553190494563296e-07,1.1901479468612308e-07
1993,5.661070279217029e-07,8.696556008658263e-08
1994,4.810732976423537e-07,6.540908881191854e-08
1995,4.86393832321852e-07,5.1513282528503623e-08
1996,4.772254502682927e-07,8.48756656068872e-08
1997,5.451794908850616e-07,5.130537006348135e-08
1998,4.853955570816026e-07,7.676688085211936e-08
1999,5.662479103385465e-07,5.118625168165636e-08
2000,5.959924749276979e-07,5.6550801486032753e-08
2001,5.301266372548241e-07,3.504969470213837e-08
2002,5.827024718296769e-07,4.337409365007261e-08
2003,5.196153052833274e-07,4.0835843151398876e-08
2004,4.880508651661231e-07,3.347641452933203e-08
2005,4.945117098031915e-07,4.053374524914943e-08
2006,4.019060617643788e-07,2.7589862117149977e-08
2007,4.401916489094049e-07,2.676301313897511e-08
2008,4.83645155369139e-07,4.001993403335291e-08
2009,4.47256469415791e-07,2.28873242580363e-08
2010,5.79137041878397e-07,2.50361026354895e-08
2011,5.487399934167581e-07,2.3708625951357476e-08
2012,4.806804834722733e-07,2.008509125683844e-08
2013,4.897703488326854e-07,2.0081699469987058e-08
2014,3.9627646375439696e-07,1.5591206062315344e-08
2015,4.300156328795879e-07,1.817591838149113e-08
2016,4.3829555695928946e-07,7.871092500000287e-09
2017,5.066441348677841e-07,1.232649593507773e-08
2018,4.837668885482316e-07,2.2716907466246994e-08
2019,4.7422863724833064e-07,2.1428296803627234e-08
