year,mon_DET ado_NOUN,mon_DET cadeau_NOUN
1853,1.1943863675867306e-09,2.6276499198729653e-08
1854,5.195664454227256e-10,2.5978323159314698e-08
1855,5.306937111981824e-10,1.8574279891936385e-08
1856,5.177189232874468e-10,3.416944893697149e-08
1857,2.9289055625270066e-09,4.4421732958710436e-08
1858,3.9149408159744326e-09,3.034079110175725e-08
1859,1.018434669930457e-09,3.0043822540903875e-08
1860,1.3731551729012637e-09,2.9293977465982834e-08
1861,4.715963730639317e-10,3.6312922446768425e-08
1862,9.035972525772706e-10,2.5752521892741242e-08
1863,4.994620828036034e-10,4.045642887362533e-08
1864,9.589455896019672e-10,6.520830309053594e-08
1865,9.41368871743009e-10,2.918243491301098e-08
1866,4.865612912574591e-10,2.7733994045764376e-08
1867,1.94112459439566e-09,4.173417877950669e-08
1868,4.93987406535723e-10,5.08807040944248e-08
1869,4.883519144627257e-10,5.176530437633886e-08
1870,5.734048791339319e-10,3.669791315275006e-08
1871,2.1242354542039266e-09,2.0180236592892697e-08
1872,5.442605477412599e-09,2.3584624031514068e-08
1873,1.1972008939764578e-09,3.471882425998274e-08
1874,1.1949218281515073e-09,4.540702813748965e-08
1875,5.721527140956084e-10,6.694186804878655e-08
1876,6.04601479992084e-10,2.8416269781672554e-08
1877,6.184815992682502e-10,7.050689987408987e-08
1878,0.0,3.62345322635349e-08
1879,0.0,4.276527654223372e-08
1880,1.2835692508872398e-09,3.2089231272180996e-08
1881,6.972507571312292e-10,4.9504804311428785e-08
1882,0.0,3.7935693475432686e-08
1883,0.0,4.170763850952497e-08
1884,1.3203393933736152e-09,6.865764490271431e-08
1885,1.2891271383708158e-09,4.576401324563051e-08
1886,3.2267319927115068e-09,6.1307906529251e-08
1887,0.0,6.463635560116643e-08
1888,2.53624587998047e-09,4.818866994327209e-08
1889,1.2530273485467092e-09,4.385595708811252e-08
1890,6.554386478008212e-10,5.505684552709056e-08
1891,0.0,4.5894384292921586e-08
1892,1.8805537127519756e-09,4.826754418374435e-08
1893,0.0,3.0792081995301146e-08
1894,0.0,3.465846520889215e-08
1895,3.0093072478365457e-09,6.500103832962623e-08
1896,5.89702897624278e-10,4.48174191092221e-08
1897,2.330685422435863e-09,2.447219638046505e-08
1898,1.13167097914868e-09,3.22526237939158e-08
1899,5.527578395003729e-10,2.7637891975018647e-08
1900,0.0,2.5436159734049113e-08
1901,0.0,3.353243371861936e-08
1902,1.4730852093691738e-09,2.455141911994474e-08
1903,0.0,3.2401320737562855e-08
1904,0.0,3.3860140469244016e-08
1905,0.0,3.4577085195053314e-08
1906,0.0,3.137952542253686e-08
1907,0.0,3.857132568896304e-08
1908,9.822778146428846e-10,4.8622752713001205e-08
1909,5.500983557560346e-10,3.025540973311536e-08
1910,2.137660271017694e-09,3.63402248293454e-08
1911,5.320374141248863e-10,1.7557234666121246e-08
1912,1.0418842455450772e-09,3.0735585632157836e-08
1913,0.0,2.598465043135434e-08
1914,3.3483718020477227e-09,1.8081208197351373e-08
1915,0.0,1.767114232720246e-08
1916,0.0,1.7579939060041738e-08
1917,0.0,2.7416060532914344e-08
1918,2.2972752589112133e-09,1.72295644418341e-08
1919,1.8415696745321952e-09,3.9593746947730324e-08
1920,2.2716695191604686e-09,4.240449680281699e-08
1921,7.572747429129834e-10,4.0892835007078077e-08
1922,7.377935484775833e-10,3.467629627884605e-08
1923,2.1231896241147297e-09,3.715581797791856e-08
1924,1.289162443462999e-09,3.0939898643111974e-08
1925,1.0998177923937646e-09,3.079489818702541e-08
1926,0.0,4.346994142423455e-08
1927,6.689535148041159e-09,6.578042821558938e-08
1928,0.0,1.7139061725401916e-08
1929,1.1140406375176326e-09,5.1245868215588075e-08
1930,0.0,4.726621694040034e-08
1931,1.1405356659111021e-09,5.1324104077821175e-08
1932,1.0959536611565568e-09,2.520693342944469e-08
1933,0.0,1.9500125958415992e-08
1934,0.0,2.516131836216573e-08
1935,0.0,4.188899360713094e-08
1936,0.0,3.152425831487449e-08
1937,0.0,4.65871372590243e-08
1938,0.0,4.4081729155820426e-08
1939,0.0,3.058810182920979e-08
1940,0.0,5.5787225061720846e-08
1941,0.0,5.312704765003673e-08
1942,0.0,3.034211704111556e-08
1943,2.9032352077962287e-09,3.1935586841669306e-08
1944,0.0,3.213186161588055e-08
1945,2.178504043826024e-09,8.931866801731303e-08
1946,1.3921104269343232e-09,4.454753455007676e-08
1947,0.0,5.4836008178682505e-08
1948,1.0871887834440486e-09,5.218506338167117e-08
1949,9.817008317369869e-10,2.748762362170254e-08
1950,1.0635361480382244e-09,4.3604980959344175e-08
1951,0.0,4.477788762002888e-08
1952,0.0,4.8506098693223976e-08
1953,1.0773827385790469e-09,5.710128547775639e-08
1954,0.0,4.8862679680183874e-08
1955,9.385607846468247e-10,4.035811507208109e-08
1956,0.0,4.6222050631428147e-08
1957,0.0,4.8592707635464194e-08
1958,8.272243445794913e-10,4.6324564184629935e-08
1959,7.750747821333448e-10,4.417926380284598e-08
1960,1.3841666701708277e-09,3.321999897387684e-08
1961,0.0,5.2806009120942576e-08
1962,6.341956404476434e-10,5.898019284078515e-08
1963,6.466053248388448e-10,5.237503142296873e-08
1964,0.0,5.840609684781839e-08
1965,2.188817349590977e-09,4.1587528532005535e-08
1966,3.877352328096606e-09,5.4836840845950974e-08
1967,0.0,1.0649524817551992e-07
1968,8.982831700699023e-10,4.626158389697821e-08
1969,9.083515606356229e-10,5.086768861684021e-08
1970,4.5987250119061684e-10,4.046878177010882e-08
1971,0.0,4.727325819686712e-08
1972,1.5390440588625154e-09,4.822337995591397e-08
1973,1.6539611902288698e-09,5.017015336505892e-08
1974,1.1251143350321513e-09,6.806942032255847e-08
1975,8.567219822452898e-09,3.541117665761817e-08
1976,0.0,4.8564977372933527e-08
1977,1.7630346071939584e-09,4.231283101674421e-08
1978,2.3762365408686037e-09,5.1089084962541165e-08
1979,0.0,6.261611540381296e-08
1980,0.0,5.571447747598768e-08
1981,0.0,7.021360182157821e-08
1982,0.0,9.062953498784054e-08
1983,1.2630632095778083e-09,8.841442422635737e-08
1984,1.739702604197646e-09,7.712681515670283e-08
1985,0.0,7.880381236446965e-08
1986,0.0,9.051673321991416e-08
1987,0.0,8.249602734267114e-08
1988,5.996553809062277e-10,7.915451005757745e-08
1989,1.0976244357863152e-09,6.256459217368615e-08
1990,0.0,5.557624049856713e-08
1991,2.344586080837985e-09,7.971592363986701e-08
1992,5.509944167592096e-10,6.556833653803551e-08
1993,5.539207426075166e-10,8.198026879568943e-08
1994,5.274926606624319e-10,6.593658197218133e-08
1995,0.0,7.103410837316915e-08
1996,1.067618438099771e-09,8.007138507792888e-08
1997,2.397447240731765e-09,1.1699542579179933e-07
1998,1.43043876743576e-09,6.198567925608245e-08
1999,1.3710603485872497e-09,5.986963369508658e-08
2000,8.836062992401139e-10,8.261718598134848e-08
2001,1.7524847129024579e-09,6.308944877631006e-08
2002,4.38122149670761e-10,9.156753222328007e-08
2003,3.333538389771462e-09,1.1084014683859778e-07
2004,1.1011978218178342e-08,1.0307211262272631e-07
2005,2.251874686720612e-09,1.3150948952045383e-07
2006,4.529679020759403e-09,1.3918468155793562e-07
2007,8.388407080062166e-09,1.7256151174649403e-07
2008,7.237647675628622e-09,1.6859461737794845e-07
2009,5.245011536203492e-09,2.1170774999745845e-07
2010,1.8895172537725102e-08,2.43275346534233e-07
2011,1.2619107314648659e-08,2.94063447370263e-07
2012,1.736168897537027e-08,3.918294737559336e-07
2013,2.5659949498546553e-08,4.261783210779413e-07
2014,2.143790789332911e-08,4.7098433242354076e-07
2015,7.979671323710136e-08,4.3068060762152527e-07
2016,2.0713400328276066e-08,4.782724225549373e-07
2017,2.3395186010688462e-08,5.574594439394787e-07
2018,5.162933547353532e-08,6.244567813951107e-07
2019,5.101975442123319e-08,5.635131756775991e-07
