year,en_ADP ados_NOUN,en_ADP cadeaux_NOUN
1912,1.510732161591477e-08,4.7926675961207366e-08
1913,1.7499866444836698e-08,4.454511426388308e-08
1914,1.0045115850232378e-08,3.750176347239176e-08
1915,7.068456930880984e-09,2.0027295377644805e-08
1916,1.4283700444650549e-08,1.8678685265172135e-08
1917,1.0966424213165737e-08,3.947912929902486e-08
1918,5.743188147278033e-09,3.101321510712296e-08
1919,1.1970202606903513e-08,5.985101125816072e-08
1920,1.665890891899835e-08,3.710393414735336e-08
1921,9.087297137000405e-09,2.877644078580488e-08
1922,4.426761179843197e-09,4.943216680430851e-08
1923,6.369568872344189e-09,3.503262746562541e-08
1924,1.0313299547703991e-08,2.707241186783449e-08
1925,1.5397448649423495e-08,2.1996356736053713e-08
1926,6.687683296036084e-09,4.904300965336006e-08
1927,2.2298449753321847e-09,6.243566019747959e-08
1928,1.1426041446327417e-08,2.399468712610542e-08
1929,5.570202965543558e-09,4.4561623724348465e-08
1930,1.05036033204442e-08,8.087774716614149e-08
1931,3.4216069977333063e-09,4.5621426636444085e-08
1932,6.575722188983946e-09,5.918149881267709e-08
1933,6.882397318719313e-09,5.1617981000617874e-08
1934,5.990790086229936e-09,5.6313425034204556e-08
1935,9.574627313213568e-09,4.308582290946106e-08
1936,9.699771652549316e-09,4.4861444337129797e-08
1937,3.777335333410292e-09,5.0364473480613015e-08
1938,3.8895642262559704e-09,4.6674770715071645e-08
1939,4.588215141154706e-09,4.7411557346777045e-08
1940,7.607348528892999e-09,2.2822046474857416e-08
1941,1.1806010391524069e-08,4.132103725851266e-08
1942,2.1239483061208375e-08,3.3376331032286544e-08
1943,2.6129116648121453e-08,3.774205836748479e-08
1944,0.0,6.42637232317611e-08
1945,2.178504043826024e-09,3.485606470121638e-08
1946,6.960552134671616e-09,5.150808490839154e-08
1947,1.1920870957027319e-09,3.457052599742383e-08
1948,1.0871887834440486e-09,4.892349636520521e-08
1949,5.890204768377316e-09,4.0249734212238764e-08
1950,1.1698897850465073e-08,3.403315673722318e-08
1951,1.0661401539380222e-08,2.9851925376078725e-08
1952,6.326882129314981e-09,4.007025466989944e-08
1953,4.3095309543161875e-09,5.171437322815109e-08
1954,9.772536557761669e-09,6.058972701339371e-08
1955,4.6928039232341234e-09,4.6928040120519654e-08
1956,2.616342476002842e-09,4.0117249966442614e-08
1957,7.951533653738352e-09,4.94762097957846e-08
1958,1.4062814024384807e-08,4.384289198355873e-08
1959,4.650448914844674e-09,3.797866554577922e-08
1960,1.3841666479663672e-08,5.1214165353030694e-08
1961,2.08444772553662e-09,4.446821932901912e-08
1962,1.2683912808952869e-09,6.4053757853344e-08
1963,1.2285501505004959e-08,6.660035012373555e-08
1964,1.6426714211092985e-08,5.049693641012709e-08
1965,3.830430195250756e-09,7.332538132232003e-08
1966,7.200797291773142e-09,4.431259981174662e-08
1967,5.916402479044791e-09,8.677390894717973e-08
1968,6.287982134978165e-09,4.850729240502005e-08
1969,8.629339909305145e-09,4.541757903098187e-08
1970,1.0577067222072856e-08,5.702419159092642e-08
1971,3.5968783507200897e-09,4.1107178105903586e-08
1972,2.3085661382538092e-08,5.6944628568089684e-08
1973,2.7566018356850464e-09,5.292675808732383e-08
1974,7.875800456247362e-09,4.387946006545462e-08
1975,3.4268881066168433e-09,4.512069295969923e-08
1976,6.2848797277581525e-09,5.88493271891366e-08
1977,8.815172591880582e-09,7.228441489814941e-08
1978,6.534650598410963e-09,6.297026544643813e-08
1979,1.1703946256602649e-08,5.734933949952392e-08
1980,1.4212877097463661e-08,6.48107203460313e-08
1981,7.590659656386833e-09,5.756250232025195e-08
1982,7.449002747961231e-09,6.207502423194455e-08
1983,6.946847541655643e-09,5.9363969739933964e-08
1984,4.059305780401701e-09,5.335087749358536e-08
1985,4.812446441349039e-09,5.7147801157952927e-08
1986,4.196139880008332e-09,4.6756987615026446e-08
1987,5.49973533381376e-09,6.049708645150531e-08
1988,3.597932174415064e-09,6.056519197272792e-08
1989,2.1952488715726304e-09,4.9941910162942804e-08
1990,1.6345953479657283e-09,5.6665971470692966e-08
1991,3.5168792322792797e-09,5.3339334726842935e-08
1992,2.7549720282848966e-09,5.7854414592384273e-08
1993,1.1078414852150331e-09,6.093128490647359e-08
1994,3.164955852952289e-09,5.433174266045171e-08
1995,2.1689803286761844e-09,5.259777324795323e-08
1996,3.2028553142993132e-09,7.046281780276331e-08
1997,1.102825741838842e-08,6.569005250867122e-08
1998,2.3840645013706308e-09,7.00915023799098e-08
1999,1.3710603763428253e-09,4.524499175317942e-08
2000,5.743440834038438e-09,6.185243961454034e-08
2001,2.6287270138425356e-09,5.5641390162008975e-08
2002,3.504977197366088e-09,5.5203390303404376e-08
2003,2.083461403401543e-09,5.1669843514901004e-08
2004,5.726228824443069e-09,4.933366071213641e-08
2005,1.3511248786457486e-09,5.944949421632373e-08
2006,1.2353669198716943e-09,7.53573843326194e-08
2007,7.589511241690161e-09,6.15149815530458e-08
2008,1.2772318758180745e-09,5.4069484889396335e-08
2009,4.76819250749827e-09,7.009243319089364e-08
2010,9.447586046817946e-10,6.991214007712188e-08
2011,1.1471915639660324e-09,6.00363634362111e-08
2012,3.063827413996023e-09,8.953184504889578e-08
2013,3.904775169871755e-09,6.55444409858319e-08
2014,2.165445156521173e-09,8.293655184843374e-08
2015,3.546520632724537e-09,6.827052345670381e-08
2016,6.421154274960372e-09,8.078226443331005e-08
2017,2.264050280587071e-09,6.817306541506696e-08
2018,2.581466596041082e-09,6.582740041949364e-08
2019,2.5509878653906526e-09,6.147880782236825e-08
