year,mon_DET art_NOUN,mon_DET quart_NOUN
1903,1.8684762626008933e-07,2.3220946498980766e-08
1904,2.6335663871890347e-07,1.827372564378038e-08
1905,2.8590605971601235e-07,1.8062656259587584e-08
1906,2.2274319366744066e-07,9.773950537805831e-09
1907,2.437707724567417e-07,1.851423608867364e-08
1908,2.971390353767589e-07,3.7817696307840265e-08
1909,2.9870340279014584e-07,1.2102163438054703e-08
1910,2.581224720632491e-07,2.0842187531400214e-08
1911,2.5803814596159214e-07,5.852411777418354e-09
1912,2.8599722057265353e-07,1.0418842122383865e-08
1913,2.7893726706196276e-07,1.3787772701334688e-08
1914,2.6586072987555553e-07,1.4063162190325329e-08
1915,1.5786220675106932e-07,4.1232666947443875e-08
1916,1.6481193565454078e-07,5.273981917852666e-08
1917,1.4037023632340606e-07,9.650453325349417e-08
1918,2.51551639074421e-07,5.6283244731503146e-08
1919,2.64265241689543e-07,3.68313932685993e-08
1920,2.536697554234024e-07,3.407504323149624e-08
1921,3.7030735988707875e-07,1.2116395997630036e-08
1922,3.6373221234953235e-07,3.09873291470808e-08
1923,4.235763229054612e-07,1.4862327368803108e-08
1924,4.4733937354379805e-07,2.3204924204378585e-08
1925,3.629398790394589e-07,4.7292165294976485e-08
1926,3.722810362205564e-07,1.5604593173179637e-08
1927,3.9245271787891056e-07,3.6792440649691116e-08
1928,3.1535873912247325e-07,3.999114450703445e-08
1929,3.364402623162732e-07,3.4535259541002006e-08
1930,2.804462209127223e-07,2.2057568216382606e-08
1931,3.0110140603056834e-07,2.623232031595535e-08
1932,2.88235798784342e-07,2.959074962838315e-08
1933,2.1794257887286506e-07,1.1470662419910127e-08
1934,2.3963160522555427e-07,1.9170528275935794e-08
1935,1.9987034249879798e-07,1.3165112555668657e-08
1936,3.0311786458625534e-07,1.9399543305098632e-08
1937,2.568588080009704e-07,3.14777944820932e-08
1938,3.020894894234516e-07,5.186085783037697e-09
1939,2.278813466816132e-07,1.8352860564618823e-08
1940,2.053984160532707e-07,1.5214697501875207e-08
1941,1.8299316550951517e-07,4.132103725851266e-08
1942,4.3996070075991156e-07,5.461581187304887e-08
1943,3.8613026998035593e-07,1.4516175816936538e-08
1944,4.177142063355177e-07,3.534504600111177e-08
1945,2.614204905881934e-07,6.75336235822499e-08
1946,4.5661221825810117e-07,4.454753543825518e-08
1947,3.623944859754147e-07,2.6225915883415496e-08
1948,3.652954343458248e-07,4.783630558335972e-08
1949,3.0236385217818906e-07,5.1048442806234107e-08
1950,3.254420715137485e-07,3.509669310730601e-08
1951,2.2495557194801563e-07,2.665350451458437e-08
1952,3.026358683655417e-07,7.381362632230548e-09
1953,2.6503616012973907e-07,2.9089333830611963e-08
1954,3.11743910685891e-07,3.713563678786613e-08
1955,2.9189238981430776e-07,1.220129064449793e-08
1956,2.607621301109475e-07,2.4419197108827007e-08
1957,2.791871915874822e-07,2.1204090927540165e-08
1958,3.788687443773142e-07,3.14345241503311e-08
1959,3.115800715214334e-07,1.1626121398933265e-08
1960,3.820300129575571e-07,2.353083372597098e-08
1961,3.1544643341874234e-07,2.4318558167202298e-08
1962,2.9743776686075307e-07,2.0294259828190775e-08
1963,3.4787365787991575e-07,2.651081798532573e-08
1964,2.7864575669056535e-07,3.5895412642261704e-08
1965,3.3105863650462197e-07,3.173785145804686e-08
1966,2.547974329303315e-07,2.21562994617841e-08
1967,3.32797643665117e-07,3.254021541110319e-08
1968,4.486924316537966e-07,1.4821672111864359e-08
1969,3.024810566465419e-07,1.862120713180815e-08
1970,3.021362200428257e-07,1.9774516912818285e-08
1971,3.858936494793852e-07,2.260894960137705e-08
1972,3.175560800983135e-07,2.3085660938448882e-08
1973,2.651851085389012e-07,1.9296213293884534e-08
1974,1.9576989629399577e-07,2.2502287588821446e-08
1975,2.2103428554132165e-07,1.4849848462006321e-08
1976,2.3768272416901937e-07,1.1427053914214724e-08
1977,2.4917554330983194e-07,1.763034590540613e-08
1978,3.1485134366349143e-07,1.544553740462362e-08
1979,2.633388045403251e-07,2.282269595532682e-08
1980,2.9051119554424076e-07,1.705545238372963e-08
1981,2.0178503468137876e-07,2.5934753011824796e-08
1982,2.5388684132821027e-07,1.8001756529884005e-08
1983,2.1787839887821292e-07,3.283964511435755e-08
1984,2.783523997962334e-07,1.1018116197192285e-08
1985,2.5927055524732623e-07,2.8874678648094232e-08
1986,2.9372979781783215e-07,8.991728250862252e-09
1987,2.9454136196704894e-07,1.3443797020062931e-08
1988,2.968294241512126e-07,1.4391728697660255e-08
1989,2.612346099439833e-07,1.7013178421620978e-08
1990,2.1522171467225348e-07,2.1794604454505873e-08
1991,2.9776243160029026e-07,2.5790446223084018e-08
1992,3.0910786819049463e-07,2.9753697949885805e-08
1993,2.6975940770057605e-07,1.9387225436151567e-08
1994,2.600538779873318e-07,2.215469208088905e-08
1995,2.808829542289004e-07,1.3013881861034804e-08
1996,2.717088918302579e-07,2.0284750990029465e-08
1997,2.3111391556085437e-07,3.0687325347500405e-08
1998,2.884718135476305e-07,3.003921378308405e-08
1999,2.4084960426051794e-07,1.7823784143056187e-08
2000,2.845212327962088e-07,1.988114251005868e-08
2001,2.655014377239695e-07,2.1029816110740285e-08
2002,2.7251198098099394e-07,2.1029863850330344e-08
2003,3.4043759544744034e-07,2.6251613771677285e-08
2004,3.1274018574833917e-07,4.4488390971153535e-08
2005,2.9904896070576115e-07,2.9724747996340284e-08
2006,3.6731578312299007e-07,3.5825641120368346e-08
2007,2.9319479377676316e-07,3.595031405900784e-08
2008,3.039811904415046e-07,4.470311720794484e-08
2009,3.037338682787549e-07,4.6251468877045454e-08
2010,2.8909613192240613e-07,4.2041759407140944e-08
2011,2.9826981240432815e-07,5.621238807762552e-08
2012,3.516593185537431e-07,6.842548128105364e-08
2013,4.144639937919692e-07,6.889139125831889e-08
2014,4.592909359502073e-07,8.380273186503473e-08
2015,3.936637762436135e-07,8.977130416809587e-08
2016,4.3870981514260166e-07,7.208263586022667e-08
2017,3.5470120884895096e-07,8.125424688643079e-08
2018,4.210372130941664e-07,1.0170978992363189e-07
2019,4.497391330460232e-07,6.581548062101206e-08
