year,en_ADP offre_NOUN,en_ADP coffres_NOUN
1848,4.030655986753118e-07,4.82713291560799e-09
1849,3.5947689980275754e-07,2.513824481908955e-09
1850,4.1277095874647785e-07,2.1724787302446202e-08
1851,4.4694610323858797e-07,1.9348316282474798e-09
1852,4.24487552663777e-07,9.765818376195057e-09
1853,4.4670051124739985e-07,8.957897534855874e-09
1854,3.979878897553135e-07,2.182179059673217e-08
1855,3.64586583145865e-07,1.3798036491152743e-08
1856,3.7120446449989686e-07,7.248064815001953e-09
1857,3.8759182530156977e-07,4.881508974818871e-09
1858,3.7094065419296385e-07,1.3702292633865909e-08
1859,3.67145702284688e-07,6.110608019582742e-09
1860,3.529008836267167e-07,4.57718396518203e-09
1861,3.6784516055377026e-07,8.488735048217677e-09
1862,3.993899895249342e-07,8.584174260306554e-09
1863,4.250422307450208e-07,1.4983863039219614e-08
1864,4.166618623457907e-07,1.9178911792039344e-09
1865,3.9678698726675066e-07,1.219072629510265e-07
1866,2.773399501165841e-07,6.811858188626729e-09
1867,3.964746895235294e-07,1.3102591012170706e-08
1868,3.8284022707557597e-07,3.951899252285784e-09
1869,3.4379974067633157e-07,7.325278605918584e-09
1870,3.7844722555746557e-07,1.3188312664169644e-08
1871,3.1438685255125165e-07,3.18635318130589e-09
1872,3.7130664054529916e-07,1.3304146229131675e-08
1873,3.5916028195970284e-07,1.5563610844537834e-08
1874,3.3218827866221545e-07,2.4495896866483235e-08
1875,3.204055190053623e-07,1.0298748520654044e-08
1876,3.603424829634605e-07,1.209202959984168e-08
1877,3.2532130944673554e-07,1.4225077116236662e-08
1878,3.701961475144344e-07,9.058632954861423e-09
1879,3.341801004808076e-07,1.5273313280772527e-08
1880,2.952209285922436e-07,4.492492600149944e-09
1881,2.782030605885666e-07,1.324776466304911e-08
1882,2.8618157443816017e-07,5.989846840748214e-09
1883,2.919534551892866e-07,5.687405213450347e-09
1884,2.911348246925627e-07,8.582206056928499e-09
1885,3.0230032166400633e-07,1.740321664556177e-08
1886,3.065395333123888e-07,4.5174246565693466e-09
1887,2.5789250912566786e-07,8.48760173255414e-09
1888,2.688420579488593e-07,1.6485598663962264e-08
1889,2.4809941123749013e-07,1.0650732740202784e-08
1890,2.4251230001937074e-07,1.0487018364813139e-08
1891,2.7090436560683884e-07,9.561330394092238e-09
1892,2.908589635808312e-07,1.56712811616444e-08
1893,2.069227917900207e-07,4.310891643655168e-09
1894,2.9680251145691727e-07,6.9316934414587195e-09
1895,2.437538739741285e-07,3.0093072478365457e-09
1896,2.5475165443822334e-07,1.0614652268259306e-08
1897,2.528793743294955e-07,8.740070001067579e-09
1898,2.783910701964487e-07,6.224190496340043e-09
1899,2.3160554007972678e-07,1.7688250864011934e-08
1900,2.5799533887038706e-07,4.15284251431558e-09
1901,2.1237207192825736e-07,1.117747761014698e-08
1902,1.7578815914021106e-07,1.3748794991386148e-08
1903,2.057483925455017e-07,5.940242076007962e-09
1904,2.3755843869821547e-07,5.374625189347171e-09
1905,2.399752929704846e-07,9.805441791854719e-09
1906,2.4897852313188196e-07,8.230695236477459e-09
1907,1.9697090181125532e-07,1.0799970695529737e-08
1908,2.2445047420660558e-07,5.893666887857307e-09
1909,2.134381560381371e-07,1.265226234892225e-08
1910,2.153692690853859e-07,1.2291546447329438e-08
1911,2.2451979475590633e-07,2.6601871816467337e-09
1912,2.4744750248828495e-07,9.897900277167082e-09
1913,2.179528735268832e-07,6.893886794756554e-09
1914,2.2166221924635465e-07,1.4732836284281348e-08
1915,2.1676602557363367e-07,5.890381071793627e-09
1916,2.538103842653072e-07,4.394984820521586e-09
1917,1.370803062172854e-07,5.483212106582869e-09
1918,2.0905204678456357e-07,0.0
1919,1.9336481216214452e-07,3.6831393490643904e-09
1920,2.2640972474619048e-07,3.786115865267448e-09
1921,2.514152015464788e-07,1.1359120755116692e-08
1922,1.984664663723379e-07,7.377935595798135e-09
1923,2.462899999500223e-07,7.431163684401554e-09
1924,2.0239851039605128e-07,2.4494086758863887e-08
1925,2.408600892067625e-07,1.5397448649423495e-08
1926,2.2292276469215722e-07,1.671920735191179e-08
1927,2.0737557804295648e-07,3.3447675740205796e-09
1928,1.771036437503426e-07,4.570416489713125e-09
1929,2.2949237177272153e-07,2.2280812750352652e-09
1930,2.2162603841024975e-07,1.05036033204442e-08
1931,2.4407464138676005e-07,7.983749661377715e-09
1932,2.3891789169283584e-07,5.4797681947604815e-09
1933,2.626781565595593e-07,4.12943848004943e-08
1934,2.2046107517326163e-07,1.0783422155213884e-08
1935,2.2021643530933943e-07,2.992070946561398e-08
1936,2.097575588777545e-07,1.8187071404440758e-08
1937,1.8383032340807404e-07,2.895957251780601e-08
1938,1.9966429931628227e-07,6.482607339819424e-09
1939,2.0341087747510755e-07,7.647025235257843e-09
1940,2.510425076707179e-07,2.5357829169792012e-09
1941,2.5678073711787874e-07,2.3612020783048138e-08
1942,2.1846324216312496e-07,3.3376331032286544e-08
1943,2.554847071678523e-07,5.806470415592457e-09
1944,2.4098895323731995e-07,1.6065930807940276e-08
1945,1.9388686212096218e-07,1.5249527862692958e-08
1946,2.171692301544681e-07,2.7842208538686464e-09
1947,2.169598474210943e-07,3.5762612871081956e-09
1948,1.8808366064604343e-07,1.3046265401328583e-08
1949,2.3658989789510088e-07,7.853606653895895e-09
1950,2.0100833353353664e-07,1.914365022059883e-08
1951,2.1429417529361672e-07,6.396841278899501e-09
1952,1.8347958530284814e-07,1.370824520563474e-08
1953,1.9392889782920975e-07,2.1547654771580937e-09
1954,1.9056444955367624e-07,2.247683283940205e-08
1955,1.9709776211129793e-07,1.6894095011821264e-08
1956,2.1890065227125888e-07,1.5698054411927842e-08
1957,1.7405024266281544e-07,1.236905244894615e-08
1958,2.1756000023742672e-07,2.0680609225109947e-08
1959,2.1004527184231847e-07,1.4726420971555854e-08
1960,2.2354291218107392e-07,1.2457499920515147e-08
1961,2.0219142982114136e-07,1.459113452284555e-08
1962,2.9743776508439623e-07,8.8787386332001e-09
1963,2.1790599191717774e-07,1.2285501505004959e-08
1964,1.8860302475331991e-07,3.102823953327061e-08
1965,2.539028116643749e-07,1.2038495533772675e-08
1966,2.3596457765506784e-07,1.2185964237687585e-08
1967,2.539122760936152e-07,1.3804939413830652e-08
1968,2.6050210522043926e-07,1.5719955115400808e-08
1969,2.0119986743338814e-07,8.629339909305145e-09
1970,2.2073879790696083e-07,9.657322941336588e-09
1971,2.0656358401538455e-07,1.644287195290417e-08
1972,1.898154380342021e-07,9.234264020108185e-09
1973,2.183228673402482e-07,1.1577728109557484e-08
1974,1.9295710274036537e-07,1.406392957647995e-08
1975,1.9247687532697455e-07,8.567219822452898e-09
1976,2.2054213388855715e-07,1.8854638739185248e-08
1977,2.1156414220513398e-07,1.704266772151186e-08
1978,1.461385465972853e-07,1.128712323605896e-08
1979,1.9487070801460504e-07,2.0481905949054635e-08
1980,2.1091909729875624e-07,1.0233271119375331e-08
1981,2.447987696996279e-07,1.4548763971333756e-08
1982,2.2284933720584377e-07,1.8622506203769262e-08
1983,1.7746037883625831e-07,2.2103606056589342e-08
1984,1.9252708227668336e-07,2.4355836458767044e-08
1985,2.1054452759017295e-07,2.5866899733273385e-08
1986,2.3977941054909024e-07,1.3187867686781374e-08
1987,2.309888742502153e-07,2.810975807676641e-08
1988,2.2307180813641025e-07,1.4991384134077634e-08
1989,2.3434282070411427e-07,1.8659616074501173e-08
1990,1.9996548417111626e-07,1.4166492867673242e-08
1991,2.3504475166191696e-07,1.52398094144246e-08
1992,2.2205074401426828e-07,1.983579878128694e-08
1993,1.883330469354405e-07,2.6034275180109034e-08
1994,1.9886473978658614e-07,2.795711040448623e-08
1995,2.412990625089151e-07,3.036572593373421e-08
1996,2.0231370001511095e-07,3.683283722466513e-08
1997,2.1241382341941062e-07,3.4043750929413363e-08
1998,2.2743977012851246e-07,3.719140906355278e-08
1999,2.289670817390288e-07,3.793266856177979e-08
2000,2.2664501386771008e-07,1.7230322058026104e-08
2001,2.1073628886369988e-07,4.4688359679412315e-08
2002,2.2037544056274783e-07,7.886198361006791e-09
2003,2.3709790752945992e-07,1.3750845795357236e-08
2004,2.1142997752576775e-07,1.3654853248112886e-08
2005,2.112258528086386e-07,1.8915748967174295e-08
2006,2.2689573597745039e-07,1.1941880373456115e-08
2007,2.2808477240232605e-07,1.8774054311165855e-08
2008,2.247928136966948e-07,1.575252639440805e-08
2009,1.8929723921701225e-07,1.7642312499788204e-08
2010,1.9887168889454188e-07,5.668551850135373e-09
2011,1.6710757222426764e-07,4.5887662558641296e-09
2012,1.4536159653744107e-07,4.085103366691101e-09
2013,1.4698689199121873e-07,7.80955033974351e-09
2014,1.810312113548207e-07,4.980523993225461e-09
2015,1.7134128427187534e-07,7.536356427806368e-09
2016,1.7461395884765807e-07,8.285359953674742e-09
2017,1.4162891659452725e-07,3.773417134311785e-09
2018,1.4120622893187829e-07,5.937373259712331e-09
2019,1.5841634137814253e-07,5.3570743396846865e-09
