year,son_DET ouvert_ADJ,son_DET couvert_ADJ
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,1.9634017078828947e-08,7.853606653895895e-09
1950,2.7651939404904624e-08,9.571825110299415e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,1.4762725264461096e-08
1953,7.54167928107563e-09,4.3095309543161875e-09
1954,7.818028890937967e-09,5.863521668203475e-09
1955,5.631364707880948e-09,5.631364707880948e-09
1956,1.0465369904011368e-08,8.72114114258693e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,7.612916519406099e-09,2.076250060767393e-09
1961,5.55852741612739e-09,3.47407969059077e-09
1962,1.9025868880362395e-08,6.341956404476434e-10
1963,1.0992290633282664e-08,7.1126584622049904e-09
1964,1.3384730657151067e-08,6.083968329129164e-10
1965,3.009623839034248e-08,3.2832261354087677e-09
1966,2.215629990587331e-08,2.769537488234164e-09
1967,8.381570104631919e-09,0.0
1968,7.635406973349745e-09,0.0
1969,1.090021850558287e-08,2.7250546263957176e-09
1970,1.241655755990223e-08,1.8394900047624674e-09
1971,7.707596338946132e-09,6.679916619845017e-09
1972,3.5911027485013847e-09,2.0520587451500205e-09
1973,1.1577728109557484e-08,2.7566018356850464e-09
1974,1.1251143128276908e-08,3.3753431161187564e-09
1975,3.998036124386317e-09,0.0
1976,6.2848797277581525e-09,2.285410749536254e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,8.910887139279566e-09,2.3762365408686037e-09
1979,1.404473604083023e-08,1.1703946700691858e-09
1980,4.548120546843393e-09,2.2740602734216964e-09
1981,2.5302198114474095e-09,0.0
1982,1.9864007327896616e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,2.5261264191556165e-09
1984,8.118611560803402e-09,5.799008495621649e-10
1985,6.617113967877231e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,0.0
1988,4.197587610832443e-09,5.396898483667201e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,6.4476117778156095e-09,2.344586080837985e-09
1992,7.713921945651236e-09,0.0
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,9.494868002946077e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,2.7112254663563817e-09
1996,1.067618438099771e-09,1.067618438099771e-09
1997,4.794894259418925e-09,9.58978896292706e-10
1998,6.198567881199324e-09,9.536258449571733e-10
1999,9.140402323914998e-10,2.285100553223174e-09
2000,7.068850393920911e-09,2.6508188977203417e-09
2001,4.3812117822561447e-10,0.0
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,2.083461403401543e-09,8.333845835650777e-10
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,4.954124666056714e-09,0.0
2006,6.1768350434476815e-09,8.235779835885637e-10
2007,6.7906151812735516e-09,1.5977917877663117e-09
2008,5.108927503272298e-09,8.514879357157668e-10
2009,3.814554005998616e-09,0.0
2010,4.723792912386671e-09,2.3618964561933353e-09
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,7.489355802192676e-09,6.808505426114664e-10
2013,6.136075203500013e-09,1.6734750252211938e-09
2014,4.980523993225461e-09,8.661780737106994e-10
2015,1.5516027351836215e-09,3.768178213903184e-09
2016,1.86420612280358e-09,2.4856081637381067e-09
2017,1.7609279590047322e-09,5.031222660711876e-10
2018,4.3884935685412074e-09,1.5488800242380307e-09
2019,2.806086474294034e-09,2.2958890344426663e-09
