year,en_ADP are_NOUN,en_ADP quart_NOUN
1843,1.1223130869097986e-08,2.6994584345629846e-07
1844,1.152597856046711e-08,2.3600813392476994e-07
1845,1.1718478631905782e-08,2.488781660758832e-07
1846,7.025401593807601e-09,1.7212234126873227e-07
1847,9.707802561820245e-09,2.1950420148186822e-07
1848,2.735375304041554e-08,2.8801892426599807e-07
1849,1.3407064125559032e-08,4.85168129671365e-07
1850,3.4623880651452055e-08,3.6660577507063863e-07
1851,1.3543821175687754e-08,3.4826967976187007e-07
1852,2.7344290387532055e-08,2.66932374870521e-07
1853,4.478948767427937e-08,2.8486115866144246e-07
1854,1.2989161413123895e-08,2.722528051890549e-07
1855,2.4942604426314574e-08,2.844518292022258e-07
1856,1.6049286344355096e-08,2.7387329737393884e-07
1857,2.0990488902583593e-08,2.4114655161611154e-07
1858,2.6425850618849722e-08,2.490881172434456e-07
1859,1.680417205385254e-08,2.4951648924798064e-07
1860,1.5562426014525954e-08,2.929397737716499e-07
1861,2.075024119196911e-08,2.565484180649946e-07
1862,2.25899317307654e-08,3.013496723269782e-07
1863,1.498386242859695e-08,2.9168586479499936e-07
1864,2.1096803859421698e-08,2.6131266395168495e-07
1865,1.1767110841276462e-08,2.466386490596051e-07
1866,2.578774882522339e-08,2.6031028710349347e-07
1867,2.6690463172940326e-08,3.455201635915728e-07
1868,4.2482916740027576e-08,3.2850161346686946e-07
1869,2.0510780074367574e-08,3.1401029332300823e-07
1870,3.2110673231500186e-08,3.239737509375118e-07
1871,3.611200227737754e-08,4.7476663667112007e-07
1872,3.9912439575573444e-08,2.757586798907141e-07
1873,3.890902905423488e-08,3.0229321623664873e-07
1874,6.870800672853505e-08,2.395818228251301e-07
1875,2.0025345548457807e-08,3.627448279530654e-07
1876,4.897271921322499e-08,3.26484808965688e-07
1877,2.535774612510977e-08,2.9130484335837536e-07
1878,4.5293163830617544e-08,2.8685670372397e-07
1879,3.42122213892182e-08,2.3337622678809566e-07
1880,3.850707597230496e-08,3.228176694847207e-07
1881,1.4642266066289267e-08,3.4862537745539157e-07
1882,3.0614771162618126e-08,2.18962171061321e-07
1883,3.5388296737437486e-08,3.140711442028987e-07
1884,2.3105939384038265e-08,2.726500838434731e-07
1885,3.7384687345820566e-08,2.8296341270106495e-07
1886,2.8395241713496944e-08,3.0137675821606535e-07
1887,5.4842967500690065e-08,2.702974768453714e-07
1888,2.980088953385973e-08,4.723758024738345e-07
1889,3.5084767091575486e-08,3.057386663840589e-07
1890,5.112421624930974e-08,2.457894936469529e-07
1891,3.250852154135231e-08,3.1616130513612006e-07
1892,3.19694137829174e-08,2.482330785369413e-07
1893,1.9091091374434654e-08,3.029940955912025e-07
1894,4.6631390526741257e-08,4.0644928844812966e-07
1895,2.5278181325916194e-08,3.135698136702558e-07
1896,2.7716035688740703e-08,3.143116487080988e-07
1897,2.3306854779470143e-08,3.4727213460428175e-07
1898,3.112095303681173e-08,2.863127690488909e-07
1899,2.984892333302014e-08,3.228105924790725e-07
1900,1.8168686111152965e-08,4.1684157281451917e-07
1901,2.514932445629725e-08,2.498166224995657e-07
1902,2.1114220150053598e-08,3.741636191989528e-07
1903,2.8081145186931167e-08,3.213131094526034e-07
1904,3.6009990544982884e-08,3.7622376680701564e-07
1905,3.3028859480754846e-08,2.688755387225683e-07
1906,2.777859631208912e-08,2.4692084821253957e-07
1907,1.851423608867364e-08,2.946849235740956e-07
1908,2.2101251717643322e-08,3.0008587259544584e-07
1909,2.53045246978445e-08,2.915521406521293e-07
1910,2.618633831996675e-08,2.9927244327154767e-07
1911,1.54290848985994e-08,3.1762633057041967e-07
1912,1.8753916974922902e-08,2.594291856894415e-07
1913,2.969674284258872e-08,2.6674038622331864e-07
1914,2.678697441638178e-08,2.23001563881553e-07
1915,1.0602685840410686e-08,1.507937525957459e-07
1916,3.40611328031315e-08,3.0105647397249413e-07
1917,2.52227767560953e-08,2.6100090622094285e-07
1918,4.020231614276781e-08,2.2628161389093293e-07
1919,2.4861191438851904e-08,2.633444751154457e-07
1920,3.028892692213958e-08,3.4832265782824834e-07
1921,1.5145495135815423e-08,2.771625418063195e-07
1922,1.6231458566107193e-08,3.1061108529684134e-07
1923,1.8047112249064412e-08,3.1635525488127314e-07
1924,1.6759112098085893e-08,3.1068813655110716e-07
1925,1.0998178145982251e-08,4.6522293928319414e-07
1926,1.560459372829115e-08,2.663927034518565e-07
1927,1.5608915049369898e-08,2.753858439064061e-07
1928,2.8565102283550914e-08,2.7651020673147286e-07
1929,1.2254446790649354e-08,2.9856289529561764e-07
1930,2.2057568216382606e-08,4.4220169570508006e-07
1931,1.1405356659111021e-08,3.1022568691696506e-07
1932,2.4110979879310435e-08,3.8906355825929495e-07
1933,9.176529758292418e-09,4.083555609213363e-07
1934,1.4377896206951846e-08,3.7382528716989327e-07
1935,1.555876849579363e-08,4.0213433294411516e-07
1936,8.487299751891442e-09,2.4128181053129083e-07
1937,8.813782481631449e-09,3.739561975635297e-07
1938,2.593042824905467e-08,4.7452684270865575e-07
1939,1.988226472349197e-08,4.0988055616253405e-07
1940,7.607348528892999e-09,4.386904493003385e-07
1941,1.4757512545315876e-08,3.7188931401033187e-07
1942,6.068423541449874e-09,5.886370786356565e-07
1943,8.709705845433291e-09,6.096793754295504e-07
1944,6.4263723231761105e-09,3.502372862840275e-07
1945,4.357008087652048e-09,5.860175633642939e-07
1946,1.8097434661967782e-08,2.3248243508078303e-07
1947,1.4305045148432782e-08,2.90869252239645e-07
1948,6.523132700664291e-09,2.826690774782037e-07
1949,4.908504269707237e-09,2.522971271901042e-07
1950,3.190608444114673e-09,2.21215515239237e-07
1951,1.2793681780642885e-08,2.452122487284214e-07
1952,1.1599284199803606e-08,2.066781519260985e-07
1953,5.386913581872932e-09,2.1978607378514425e-07
1954,8.795282724349818e-09,2.462679162817949e-07
1955,1.0324168187025862e-08,2.2337746941047953e-07
1956,1.22095984433912e-08,3.314033847345854e-07
1957,7.951533653738352e-09,2.7918719069930376e-07
1958,9.099467845885556e-09,2.5230343680959777e-07
1959,5.425523585955716e-09,1.922185504099616e-07
1960,4.844583401109048e-09,2.3461625175968948e-07
1961,6.25334317660986e-09,1.9941217033192515e-07
1962,5.7077609305622445e-09,2.226026651896973e-07
1963,7.1126584622049904e-09,2.3536433957360714e-07
1964,1.3384730601639916e-08,2.433587269479176e-07
1965,8.755269065297e-09,2.194289407952965e-07
1966,3.046491048319666e-08,3.052030308481335e-07
1967,1.2818872185960117e-08,2.3123273251712817e-07
1968,8.982831700699023e-09,2.0301199299410655e-07
1969,4.541757636644661e-09,2.275420598607525e-07
1970,1.241655755990223e-08,2.028037755508194e-07
1971,4.624557625731995e-09,2.522953082007007e-07
1972,1.0773308800615666e-08,2.667676426426624e-07
1973,8.269805840122046e-09,2.46440208684362e-07
1974,8.438357568252286e-09,2.435872659134475e-07
1975,3.998036124386317e-09,3.0899107628101774e-07
1976,5.713526873840635e-09,1.7369121962929057e-07
1977,5.876781727920388e-09,1.8982005656198453e-07
1978,5.346532105932056e-09,2.9287116376508493e-07
1979,3.511183899185255e-09,2.592424266367743e-07
1980,6.253665585376211e-09,2.5185218532897125e-07
1981,5.060439622894819e-09,2.1190591326103458e-07
1982,5.586751949948621e-09,2.514038328627066e-07
1983,3.78918940668882e-09,2.38718939726823e-07
1984,1.7397025486864948e-09,1.8846778004899534e-07
1985,3.007779025843149e-09,1.6783407374987291e-07
1986,5.3950369172106605e-09,1.8223235542791372e-07
1987,4.277571852284723e-09,2.554321554271155e-07
1988,4.797243047249822e-09,2.2247215269999288e-07
1989,3.292873196336643e-09,1.805592262371647e-07
1990,4.90378582185258e-09,2.1849091069725546e-07
1991,2.9307326565586322e-09,1.9401450401801412e-07
1992,1.65298330578878e-09,1.928480486412809e-07
1993,2.2156829704300662e-09,1.9054873234836123e-07
1994,8.439882570598911e-09,1.6510520595147682e-07
1995,3.795715741716776e-09,1.648425040912116e-07
1996,2.135236876199542e-09,2.482212835275277e-07
1997,3.835915585170824e-09,1.759726302452691e-07
1998,1.43043876743576e-09,2.3411514860072202e-07
1999,2.2851006253876704e-08,1.686404260681229e-07
2000,4.859834423776022e-09,2.0322944749295857e-07
2001,3.5049693702937645e-09,1.616667191228771e-07
2002,3.9430991805033955e-09,1.8138257473765407e-07
2003,6.667076501987168e-09,1.5667630748339434e-07
2004,1.761916529341434e-09,1.4491763522528345e-07
2005,4.9541245550344115e-09,1.9005823048701131e-07
2006,1.6471559671771274e-09,1.9477619161989423e-07
2007,7.589511019645556e-09,1.4460015052009112e-07
2008,2.5544638071473003e-09,1.958422188863551e-07
2009,1.430457752249481e-09,1.5258216023994464e-07
2010,7.085689812669216e-09,1.369899962355703e-07
2011,5.735957819830162e-09,1.8699222437135177e-07
2012,3.063827413996023e-09,1.8553177483227046e-07
2013,2.2313000336282585e-09,1.4893927868797618e-07
2014,2.3819897165822113e-09,1.6349110865121474e-07
2015,2.881548027966474e-09,1.8707896742853336e-07
2016,1.86420612280358e-09,1.7627104398343363e-07
2017,2.515611413622665e-09,1.4640858125858358e-07
2018,3.0977600484760615e-09,1.8586560202038527e-07
2019,3.826481576041374e-09,1.9693625574745965e-07
