year,en_ADP oeufs_NOUN,en_ADP queues_NOUN
1902,1.9641135384773634e-09,1.9641134940684424e-08
1903,4.320176216765503e-09,2.9161189019077938e-08
1904,1.0749250378694342e-09,2.1498500757388683e-08
1905,2.0643036169332163e-09,1.0321517862621477e-08
1906,2.572092316910357e-09,2.211999294843281e-08
1907,5.142843373384665e-10,1.6457098794830927e-08
1908,6.3848057951787496e-09,1.6698722404839828e-08
1909,1.4852655993990993e-08,1.2102163715610459e-08
1910,2.137660271017694e-09,1.1757131268552712e-08
1911,5.852411777418354e-09,1.3300935464144459e-08
1912,2.6047106693738442e-09,1.2502610502451716e-08
1913,6.893886850267705e-09,1.0605979205990934e-08
1914,6.027069510139427e-09,1.0714789944188396e-08
1915,4.712304657594757e-09,5.890381071793627e-09
1916,6.592477230782379e-09,1.8678685265172135e-08
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,3.44591288836682e-09,8.040463406189247e-09
1919,7.366278698128781e-09,4.603924352863942e-09
1920,4.543339038320937e-09,1.8930579770426448e-08
1921,4.543648568500203e-09,1.741731914250977e-08
1922,2.951174193910333e-09,1.2542490601674672e-08
1923,5.307974060286824e-09,9.554353752605493e-09
1924,1.2891624656674594e-08,2.707241186783449e-08
1925,1.6497267552040284e-08,7.698724324711748e-09
1926,0.0,1.2260752413340015e-08
1927,8.919380012351041e-09,2.2298449309232637e-08
1928,7.998228745975666e-09,1.4853853258500749e-08
1929,5.570202965543558e-09,1.7824650200282122e-08
1930,7.352522590764465e-09,2.3107928015519974e-08
1931,9.124285327288817e-09,1.4826963656844327e-08
1932,6.575722188983946e-09,7.6716757391182e-09
1933,1.2617728861741284e-08,8.02946331646126e-09
1934,1.4377896206951846e-08,9.585264137967897e-09
1935,3.590485242455088e-09,1.0771455727365264e-08
1936,2.7886843056990074e-08,1.4549657478823974e-08
1937,3.903246792447135e-08,8.813782592653752e-09
1938,7.779128452511941e-09,1.5558256905023882e-08
1939,2.141167065872196e-08,1.5294050470515685e-08
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,1.4757512545315876e-08,2.3612020783048138e-08
1942,9.102635312174812e-09,3.3376331032286544e-08
1943,1.7419411024732767e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,8.714016175304096e-09,3.0499055725385915e-08
1946,8.352662561605939e-09,6.960552134671616e-09
1947,1.1920871401116528e-08,1.4305045148432782e-08
1948,1.3046265179283978e-08,1.0871888278529696e-08
1949,9.817008539414473e-09,1.7670615193310368e-08
1950,7.444753036267571e-09,1.1698897850465073e-08
1951,4.264560704569931e-09,2.5587365115598004e-08
1952,1.4762725264461096e-08,1.4762725264461096e-08
1953,1.1851209791302608e-08,9.69644453618912e-09
1954,1.1727043114362345e-08,1.4658803948464083e-08
1955,7.508486277174597e-09,1.407841132561316e-08
1956,1.1337484062678982e-08,9.593255967388359e-09
1957,1.236905244894615e-08,2.1204090927540165e-08
1958,8.272243334772611e-09,1.1581140491045971e-08
1959,6.200598257066758e-09,1.5501495198577686e-08
1960,1.3149583255600561e-08,1.3841666479663672e-08
1961,1.459113452284555e-08,2.292892631317045e-08
1962,6.976151933901775e-09,1.2683912586908264e-08
1963,2.5864212549464582e-08,1.5518526907953856e-08
1964,6.6923653285755336e-09,1.1559539991878864e-08
1965,2.243537855495248e-08,1.7510538796727815e-08
1966,2.6033652011925312e-08,1.495550172592175e-08
1967,3.007504684182649e-08,1.6763140209263838e-08
1968,2.0211372131484495e-08,1.392338955241712e-08
1969,1.8621206132607426e-08,1.3625273354023193e-08
1970,2.6672605457633836e-08,1.3336302728816918e-08
1971,2.5178147566862208e-08,3.3913423180820246e-08
1972,2.411168970040123e-08,1.6929485369132635e-08
1973,3.4181862285098674e-08,1.0475087464101307e-08
1974,1.1251143128276908e-08,1.7439271360331077e-08
1975,2.513051278185685e-08,1.4278700888326057e-08
1976,1.9425991482080462e-08,1.5997875024709174e-08
1977,1.9393379346865913e-08,1.880570188461661e-08
1978,1.841583241457556e-08,1.3069301196821925e-08
1979,2.925986741786346e-08,1.1703946256602649e-08
1980,1.193881615790815e-08,1.4781392110307934e-08
1981,1.9609202761561306e-08,1.2651098835192442e-08
1982,8.690503427999374e-09,1.0552754226011984e-08
1983,5.68378455412244e-09,1.5788289786655696e-08
1984,1.9136728035551442e-08,1.275781880138993e-08
1985,3.609334697785016e-08,1.3234227935754461e-08
1986,1.9182353483415682e-08,1.9182353483415682e-08
1987,2.1998941002188133e-08,6.110816741511371e-09
1988,1.0793796967334401e-08,1.0793796967334401e-08
1989,1.2073869015694072e-08,1.8110803523541108e-08
1990,1.2531897297662908e-08,1.3621627381610324e-08
1991,1.1722930182145319e-08,1.2895223555631219e-08
1992,8.815910668147353e-09,1.1570882918476855e-08
1993,1.4401939196773128e-08,7.754890063438324e-09
1994,1.3714808844156323e-08,1.1077346151466827e-08
1995,7.591431483433553e-09,1.0302656505700725e-08
1996,2.2953797085278893e-08,1.0676184380997711e-08
1997,1.006927874414032e-08,1.102825741838842e-08
1998,4.7681290027412615e-09,9.059445638115449e-09
1999,5.941261704833778e-09,1.4624643718263997e-08
2000,5.743440834038438e-09,1.0161472552283612e-08
2001,4.3812117822561447e-10,1.445799924226776e-08
2002,8.324320788233308e-09,1.0953053575235572e-08
2003,4.583615265119079e-09,1.3334153337041244e-08
2004,3.523833003171717e-09,8.369103632333008e-09
2005,2.702249757291497e-09,9.457874483587148e-09
2006,5.353256948836815e-09,1.3589036562677848e-08
2007,4.793375391054511e-09,1.4380126422963713e-08
2008,1.2772318758180745e-09,1.1920831433087642e-08
2009,4.76819250749827e-09,1.2874119548200724e-08
2010,2.3618964561933353e-09,1.842279218067233e-08
2011,7.64794394481072e-10,1.644307978665438e-08
2012,2.0425516833455504e-09,2.3148919225945974e-08
2013,2.789125042035323e-10,1.7850400269026068e-08
2014,8.661780737106994e-10,1.8406284496563785e-08
2015,8.866301581811342e-10,2.127912424043643e-08
2016,2.0713400439298368e-10,2.1749070100440804e-08
2017,2.515611330355938e-10,1.4338984222206363e-08
2018,5.162933414126769e-10,1.4456214003644163e-08
2019,1.02039510174734e-09,1.1479444950168727e-08
