year,en_ADP ail_NOUN,en_ADP caille_NOUN
1918,4.709414280767987e-08,0.0
1919,5.616787668305534e-08,2.762354567309444e-09
1920,8.556621677868748e-08,4.543339038320937e-09
1921,5.225195764957391e-08,3.7863738810983705e-09
1922,9.812654039320634e-08,3.688967686876765e-09
1923,7.218844588763318e-08,0.0
1924,7.219309572370491e-08,0.0
1925,9.568414460758845e-08,3.299453377181294e-09
1926,7.690835668316964e-08,1.1146138456652466e-09
1927,6.355058124185575e-08,0.0
1928,9.255093735838216e-08,0.0
1929,5.904415290025611e-08,1.4482528065684619e-08
1930,4.0964054592862453e-08,3.1510811737689437e-09
1931,4.904303452235581e-08,0.0
1932,7.562080428513696e-08,4.38381475564853e-09
1933,7.226516984815134e-08,2.2941324395731044e-09
1934,9.465448513878982e-08,1.1981580172459871e-09
1935,4.906996675657638e-08,0.0
1936,8.48730010716281e-08,4.849885826274658e-09
1937,8.687871400070435e-08,1.0072894518486919e-08
1938,1.568790929384889e-07,2.5930428915188486e-09
1939,1.514110952172132e-07,1.5294050470515685e-09
1940,4.564409206153641e-08,2.5357829169792012e-09
1941,4.132103503806661e-08,8.854508237732261e-09
1942,3.337632992206352e-08,0.0
1943,3.4838822049465534e-08,2.9032352077962287e-09
1944,3.8879553265758204e-07,6.4263723231761105e-09
1945,3.0499057501742755e-08,6.535512131478072e-09
1946,3.897909017780421e-08,1.3921104269343232e-09
1947,5.8412266579210836e-08,3.5762612871081956e-09
1948,3.696441908118686e-08,4.348755133776194e-09
1949,4.319483692949433e-08,9.817008317369869e-10
1950,2.754558749984426e-07,1.0635361480382244e-09
1951,5.415991913837459e-07,5.3307008807124134e-09
1952,4.144107842440903e-07,3.1634410646574906e-09
1953,1.2993236028213673e-06,2.1547654771580937e-09
1954,5.433529979281815e-07,0.0
1955,8.409504821393909e-07,2.815682353940474e-09
1956,7.290874344256792e-07,4.360570571293465e-09
1957,6.007825775755649e-08,8.835037701437898e-10
1958,5.459680674224643e-08,5.790570245522986e-09
1959,8.370807780266887e-08,0.0
1960,6.367166593967966e-08,6.2287499602575735e-09
1961,3.474079646181849e-08,2.08444772553662e-09
1962,3.868593489997352e-08,1.9025869213429303e-09
1963,8.793832662057355e-08,4.526237162849611e-09
1964,7.909158827867913e-08,3.041984220075733e-09
1965,1.3515946983844174e-07,5.472043373977442e-10
1966,1.395846825902325e-07,3.8773522170743036e-09
1967,4.831728783738498e-08,4.437302025817047e-09
1968,4.940557485344499e-08,2.694849510209707e-09
1969,2.9521425970457926e-08,4.5417578031781147e-10
1970,6.208278624519892e-08,1.3796175035718505e-09
1971,5.087013565940879e-08,2.5691987426412766e-09
1972,5.7970659272932323e-08,2.0520587451500205e-09
1973,6.891504811257221e-08,4.410563081425067e-09
1974,2.475251587030769e-08,3.3753431161187564e-09
1975,3.0270844941782116e-08,4.569184142155791e-09
1976,3.085304589589555e-08,2.285410749536254e-09
1977,2.8796230511218823e-08,4.7014254711541525e-09
1978,2.3762364964596827e-08,2.3762365408686037e-09
1979,3.686743144104554e-08,1.1703946700691858e-09
1980,5.2303386621765924e-08,3.4110903546213933e-09
1981,2.656730796468665e-08,4.427884725544118e-09
1982,7.759377962379688e-08,5.586751949948621e-09
1983,8.209910984380286e-08,6.315316047889041e-10
1984,7.30675078219889e-08,1.739702604197646e-09
1985,5.7147801157952927e-08,4.210890747202711e-09
1986,5.454981805153025e-08,0.0
1987,2.688759526137119e-08,3.6664902225425067e-09
1988,2.9982769877978654e-08,5.3968984281560495e-09
1989,1.865961507530045e-08,2.1952488715726304e-09
1990,3.323677144617676e-08,1.6345953479657283e-09
1991,2.2273568323072368e-08,4.10302547493302e-09
1992,2.6998725921600908e-08,1.1019888335184191e-09
1993,2.4926433028760187e-08,1.661762283333701e-09
1994,3.797947112360589e-08,1.5824779264761446e-09
1995,3.470368564739701e-08,5.964695848348356e-09
1996,2.7758079612638653e-08,1.6014276571496566e-09
1997,6.521056805652847e-08,2.397447240731765e-09
1998,7.24755656600351e-08,2.3840645013706308e-09
1999,2.0108885889769113e-08,2.285100553223174e-09
2000,1.3695898082310975e-08,8.836062992401139e-10
2001,3.417345248446502e-08,8.762423564512289e-10
2002,1.7524885320696626e-08,1.3143663935011318e-09
2003,2.8751767744417123e-08,3.7502307925763034e-09
2004,3.2595454557693415e-08,2.6428747523787877e-09
2005,2.5671371806090804e-08,3.1526248278623825e-09
2006,1.6883349385210522e-08,3.706100981659688e-09
2007,1.9972396736456233e-08,4.393927444112933e-09
2008,1.8306991117489346e-08,1.2772318758180745e-09
2009,2.384096253749135e-08,2.860915504498962e-09
2010,8.975206911010503e-09,3.3066552274085836e-09
2011,6.118355155848576e-09,2.6767803529281764e-09
2012,9.531907319004773e-09,3.4042526575461807e-09
2013,7.80955033974351e-09,5.578250084070646e-10
2014,4.547434873103384e-09,2.5985342766432495e-09
2015,7.75801378694041e-09,4.876466078163055e-09
2016,9.528164035543796e-09,2.278474076078396e-09
2017,9.30776167251679e-09,3.5218559180094644e-09
2018,4.3884935685412074e-09,1.8070267504555204e-09
2019,4.846876677788714e-09,3.5713827450933877e-09
