year,en_ADP ail_NOUN,en_ADP caille_NOUN
1800,1.2576658381391326e-08,9.432493897065797e-09
1801,3.809892001882531e-08,4.7623651688866175e-09
1802,5.370816325012129e-08,6.713520406265161e-09
1803,5.070882025393075e-08,0.0
1804,7.909923027682453e-08,9.887403784603066e-09
1805,2.5585899399160894e-08,3.695740957709859e-08
1806,6.627838811112952e-08,6.339671898558663e-08
1807,1.2241906865995134e-07,2.8469551160981155e-09
1808,1.0877154954513912e-07,9.064295980465431e-09
1809,9.93973401364201e-08,0.0
1810,2.9251585464962204e-07,0.0
1811,1.253538335355131e-07,5.0141535368197765e-09
1812,1.8137015445063298e-07,0.0
1813,1.2078114730584844e-07,2.8757416448144113e-09
1814,1.0698702368472368e-07,3.1466771410748606e-09
1815,5.664169577812572e-08,0.0
1816,4.6352077731626196e-08,2.3176038865813098e-09
1817,3.892183608744659e-08,0.0
1818,5.602953323524673e-08,4.768470951432846e-09
1819,1.2214239364372048e-07,1.035105001712111e-09
1820,2.966620371580575e-08,8.306536791735653e-09
1821,4.43766958735381e-08,1.97229765852569e-09
1822,3.107940926838637e-08,0.0
1823,3.755420863171821e-08,6.917880934764753e-09
1824,3.3684449896043134e-08,8.421112696055388e-10
1825,3.258013947515792e-08,8.805443041381977e-10
1826,2.4662355713189754e-08,5.284790383086602e-09
1827,4.147772969531616e-08,9.217273055917019e-10
1828,4.3109815550668174e-08,2.5682442839070063e-08
1829,1.0545006362550069e-07,7.715858174606183e-09
1830,6.053364676184003e-08,5.218417697960831e-09
1831,7.483779085326603e-08,0.0
1832,7.035583848846727e-08,0.0
1833,3.938433579264711e-08,1.2741991461950875e-08
1834,7.000897994657862e-08,3.733812370398937e-09
1835,5.596685070941021e-08,3.781543966852041e-09
1836,6.653542283796554e-08,1.3441500135158435e-09
1837,7.792837530828933e-08,1.3915781860163179e-09
1838,6.754013526233393e-08,6.312161904276081e-09
1839,1.2095251933352813e-07,4.194885327990505e-09
1840,1.031889566571742e-07,1.2739377330817092e-09
1841,1.3097919682181214e-07,3.2102742686390684e-09
1842,1.2745704225380905e-07,6.037438549100216e-09
1843,1.3763102491015644e-07,1.2995204023980023e-08
1844,1.4764229661068384e-07,6.037417232818143e-09
1845,1.5345627124574435e-07,6.696273757711424e-09
1846,1.042101231973902e-07,5.269051195355701e-09
1847,1.6341467112823693e-07,2.1572894581822766e-08
1848,8.447483018647617e-08,4.183515400768556e-08
1849,1.2233945301254323e-07,4.776266493422554e-08
1850,1.1677072819793466e-07,4.752297222410107e-09
1851,1.2253933023842478e-07,1.2898877521649865e-09
1852,1.608104709394098e-07,1.3021090872200602e-09
1853,1.5228425720437144e-07,5.971931837933653e-10
1854,1.6158516574771298e-07,1.558699391779328e-09
1855,1.363882802252192e-07,1.4328730202350926e-08
1856,1.1545131700652078e-07,4.659470143053568e-09
1857,1.4693341654492542e-07,4.393358121745905e-09
1858,9.983099408250595e-08,7.829881576437714e-09
1859,1.2221216127983325e-07,1.018434669930457e-09
1860,9.428998692939672e-08,4.119465657481669e-09
1861,9.903523690013571e-08,4.715963730639317e-10
1862,1.3825037833981035e-07,4.517986262886353e-10
1863,1.0788380760962113e-07,2.4973103585068657e-09
1864,8.822299402133638e-08,4.794727948009836e-10
1865,1.148470044065597e-07,3.765475486972036e-09
1866,1.19694079148136e-07,1.4596839292835284e-09
1867,9.56003880503431e-08,4.85281148598915e-10
1868,5.433861460790723e-08,4.93987406535723e-10
1869,7.325278816860958e-08,4.883519144627257e-10
1870,3.870482885304227e-07,5.734048791339319e-10
1871,1.125844788507635e-07,0.0
1872,2.382651729249119e-07,0.0
1873,8.021246022948958e-08,4.788803575905831e-09
1874,3.017177579445196e-07,1.0754296286830112e-08
1875,6.293679777336081e-08,2.2886108563824337e-09
1876,7.859819173283711e-08,1.209202959984168e-09
1877,6.370360772223194e-08,6.80329748092845e-09
1878,5.374788863976576e-08,4.22736201599605e-09
1879,1.1974277769333241e-07,7.94212251520321e-09
1880,6.494860691486082e-07,3.8507077526617195e-09
1881,9.273434842249628e-08,6.972507571312292e-10
1882,6.256061846343641e-08,1.3310770263785798e-09
1883,6.843844287951484e-07,0.0
1884,4.152467445450725e-07,1.9805090900604227e-09
1885,6.961286658224708e-08,0.0
1886,1.109995773074246e-07,3.2267319372003556e-09
1887,8.357023439931055e-08,6.528924623161458e-10
1888,4.749120452451905e-07,0.0
1889,1.0525430044205919e-07,0.0
1890,4.719158097632459e-08,1.3108772956016423e-09
1891,4.46195412839856e-08,0.0
1892,7.522214851007902e-08,1.2537024751679837e-09
1893,7.205347452021726e-08,0.0
1894,6.49058538026992e-08,1.2603078580752936e-09
1895,1.233816031565027e-07,6.018614495673091e-10
1896,7.489227105139662e-08,4.1279202278587945e-09
1897,6.292850474043377e-08,5.826713556089658e-10
1898,6.224190274295438e-08,5.6583548957434e-10
1899,7.793885892226626e-08,3.8693048765026106e-09
1900,7.527026879561305e-08,0.0
1901,6.594711637886164e-08,1.1177477832191585e-09
1902,8.494790937341179e-08,9.820567692386817e-10
1903,1.0638433689535987e-07,0.0
1904,6.449549871945237e-08,6.987012746151322e-09
1905,6.96702494029644e-08,1.5482277349043727e-08
1906,6.584556022648513e-08,3.600929110447737e-09
1907,8.999975875667587e-08,5.142843373384665e-10
1908,5.009616987905474e-08,6.3848057951787496e-09
1909,6.27112152207232e-08,9.901770070541716e-09
1910,6.787071482605711e-08,2.137660271017694e-09
1911,5.267170366529683e-08,2.128149656499545e-09
1912,5.1052326865974607e-08,2.6047106693738442e-09
1913,5.356019550095681e-08,1.060597942803554e-09
1914,6.161004267868364e-08,0.0
1915,2.7095753085681906e-08,0.0
1916,3.4061131248819265e-08,0.0
1917,5.812204850741409e-08,0.0
