year,en_ADP ans_NOUN,en_ADP camp_NOUN
1930,1.8906487042613662e-08,3.9913694793725085e-08
1931,2.9653928201867075e-08,7.071321395102359e-08
1932,3.0686703178517405e-08,6.24693612394367e-08
1933,2.40883908375622e-08,3.785318369864399e-08
1934,1.7972370258689807e-08,5.511526879331541e-08
1935,3.351119381989065e-08,4.547948151412129e-08
1936,2.667437160042141e-08,4.607391579369846e-08
1937,1.6368453148452033e-08,5.288269733227935e-08
1938,4.926781471681352e-08,9.07565009811151e-08
1939,2.2941075705773528e-08,1.0247013904063351e-07
1940,2.7893612752905028e-08,4.564409294971483e-08
1941,6.493305493293633e-08,8.854507882460894e-08
1942,1.517105907566929e-08,6.978687139280737e-08
1943,2.6129116648121453e-08,8.129058692851743e-08
1944,2.5705489292704442e-08,1.8957798886276578e-07
1945,2.6142048081823077e-08,1.742803275028848e-07
1946,2.645009899993056e-08,1.9350335467294144e-07
1947,2.7418003201162833e-08,1.9431020348292805e-07
1948,1.1959077061973744e-08,1.2176514330164423e-07
1949,2.552422173618396e-08,1.3449300773071826e-07
1950,2.339779547888554e-08,1.4676799109381022e-07
1951,2.345508343104541e-08,1.204738424576135e-07
1952,2.741649052229178e-08,1.2126524229216784e-07
1953,2.5857185836919427e-08,1.3036331836246973e-07
1954,1.3681550781186047e-08,9.186184013465493e-08
1955,1.5016972554349195e-08,1.3609131599423563e-07
1956,1.3953826982771034e-08,1.0290946761415398e-07
1957,1.855357895097498e-08,1.0602045180663211e-07
1958,2.2335056470978998e-08,1.2739254967586433e-07
1959,1.9376869220266713e-08,9.610927576009232e-08
1960,1.3841666590685975e-08,1.1350166517765103e-07
1961,2.0149661827950638e-08,1.2089797002401426e-07
1962,8.87873902177816e-09,1.3381528640721285e-07
1963,2.069137072790994e-08,1.0798308691661873e-07
1964,2.737785814721505e-08,1.5574959266739796e-07
1965,3.1190647065137966e-08,1.335178545502913e-07
1966,2.3818021666066613e-08,1.4844720830353708e-07
1967,3.3526280418527676e-08,1.434727694427096e-07
1968,3.1439911063468884e-08,1.9852058213976065e-07
1969,1.9529559247555284e-08,1.96658106688119e-07
1970,2.7132478319646935e-08,1.4210059762209681e-07
1971,2.6205827285963323e-08,1.3565369672008387e-07
1972,3.231992518060167e-08,1.549304329273582e-07
1973,3.087394190304238e-08,1.6870404251356774e-07
1974,2.418995898034737e-08,1.8620641928368542e-07
1975,2.1703624231150798e-08,1.8276736568623164e-07
1976,1.199840671262109e-08,1.771193288702122e-07
1977,2.056873571465445e-08,2.1156414220513398e-07
1978,2.6732660640682582e-08,1.9188109945389442e-07
1979,1.5215130599877114e-08,1.7321840473094596e-07
1980,1.9898026615283726e-08,2.6037989830918207e-07
1981,2.3404533255888538e-08,1.7268750385213139e-07
1982,1.3035755141999061e-08,2.1788333148808903e-07
1983,1.7682884045910896e-08,2.5134957937211766e-07
1984,2.2036232061317662e-08,2.4123874631243325e-07
1985,2.0452897042666507e-08,2.3761454315263109e-07
1986,2.2779044428489215e-08,2.4457500225061324e-07
1987,3.727598285596656e-08,2.3282212002762037e-07
1988,4.2575532321897924e-08,2.7943940483776686e-07
1989,1.7013179198777095e-08,2.409285635440739e-07
1990,4.685839771756406e-08,2.8932336548770365e-07
1991,1.69982495301646e-08,2.801780507599716e-07
1992,3.361065836759991e-08,3.311476541867364e-07
1993,1.606370203521834e-08,3.029946591404098e-07
1994,1.8989735672825248e-08,2.9803335599432046e-07
1995,2.60277633890027e-08,3.557127756792511e-07
1996,2.829188883168854e-08,3.037374369796453e-07
1997,2.733089898843133e-08,3.826325800648789e-07
1998,2.9085588382216088e-08,3.413980416144824e-07
1999,2.1479946238356362e-08,3.660731169308207e-07
2000,1.8555731395863972e-08,4.0910970255936263e-07
2001,1.7962967807649832e-08,3.4830634587645903e-07
2002,2.0591740479414256e-08,3.5268832065948885e-07
2003,2.2501383034612132e-08,4.2044252301920437e-07
2004,3.479785087856513e-08,3.5810952980774857e-07
2005,2.3869873078119497e-08,4.29207332230952e-07
2006,1.7295138099449048e-08,3.5084422078668354e-07
2007,5.951774256773845e-08,3.5351141960959787e-07
2008,2.2138686828210297e-08,3.3804070848075796e-07
2009,1.4781396995289242e-08,4.1340228329467266e-07
2010,8.030448139795254e-09,4.322270714673948e-07
2011,6.500752353089112e-09,3.7972042210565604e-07
2012,6.468080182564506e-09,3.928507650297064e-07
2013,6.972812660599459e-09,3.9912379656836805e-07
2014,2.165445156521173e-09,4.4196735382584507e-07
2015,4.876465897751814e-09,3.453424358978996e-07
2016,4.556948124401217e-09,3.29343066596266e-07
2017,1.4590545660553289e-08,3.8212135736181985e-07
2018,1.032586693927584e-08,3.5262834785498853e-07
2019,1.989770437305083e-08,3.012716541794802e-07
