year,ancien_ADJ an_NOUN,ancien_ADJ camp_NOUN
1851,2.579775504329973e-09,1.3350337568773796e-07
1852,0.0,1.4258094283015055e-07
1853,0.0,1.0749477041827049e-07
1854,2.5978321716024766e-09,1.018350226367204e-07
1855,2.1227748447927297e-09,1.3532690346096388e-07
1856,1.0354378465748937e-09,1.4858532892958465e-07
1857,9.763018171682347e-10,1.2399032844889746e-07
1858,1.9574704079872163e-09,1.3115051966661184e-07
1859,5.092173349652285e-10,4.990329838250318e-08
1860,4.577183909670879e-10,9.612086415700105e-08
1861,0.0,9.337608225523653e-08
1862,9.035972525772706e-10,1.3418419844701823e-07
1863,4.994620828036034e-10,1.1387735754375683e-07
1864,1.4384183844029508e-09,8.24693215939476e-08
1865,4.706844358715045e-10,1.0919879245285813e-07
1866,4.865612912574591e-10,1.5132056491173884e-07
1867,9.7056229719783e-10,9.17181353088381e-08
1868,1.4819622196071691e-09,7.162817317052372e-08
1869,9.767038289254515e-10,9.03451057299165e-08
1870,1.1468097582678638e-09,7.167560855947386e-08
1871,0.0,1.370131883504655e-07
1872,0.0,9.191955951948216e-08
1873,5.986004469882289e-10,8.320546074358504e-08
1874,5.974609140757536e-10,1.009708938681797e-07
1875,1.1443054281912168e-09,7.15190893174622e-08
1876,1.209202959984168e-09,8.283040520140617e-08
1877,4.329371083855449e-09,8.53504594777732e-08
1878,2.4156354694326865e-09,8.937851325718782e-08
1879,0.0,5.559486104811384e-08
1880,1.2835692508872398e-09,8.214843205678335e-08
1881,2.091752326904839e-09,1.3596389086822924e-07
1882,0.0,9.916523735498117e-08
1883,1.2638677882037541e-09,5.8769852984141835e-08
1884,0.0,1.0496698532591608e-07
1885,1.933690763067375e-09,9.797366118391437e-08
1886,6.453463874400711e-10,1.0906353814510439e-07
1887,1.3057849246322917e-09,1.6779335815231278e-07
1888,1.268122939990235e-09,8.750048308137082e-08
1889,1.8795409673089125e-09,9.523007571399233e-08
1890,6.554386478008212e-10,9.110597387618213e-08
1891,1.2748440081367107e-09,1.0326236221658291e-07
1892,1.8805537127519756e-09,6.205827141059217e-08
1893,6.158416554491453e-10,4.865149016985981e-08
1894,2.520615716150587e-09,9.704370662610984e-08
1895,6.018614495673091e-10,1.0352017110193401e-07
1896,0.0,6.014969439194218e-08
1897,5.826713556089658e-10,6.584185996416636e-08
1898,0.0,6.054439649627597e-08
1899,2.7637891975018647e-09,1.1220984497128939e-07
1900,1.038210628578895e-09,6.592637302738069e-08
1901,1.676621730339889e-09,5.644626460687974e-08
1902,4.910283846193408e-10,7.512734612191707e-08
1903,1.6200660812870638e-09,1.177247987982355e-07
1904,1.6123875568041512e-09,6.825774168106591e-08
1905,5.160759042333041e-10,5.8832653970775084e-08
1906,2.572092316910357e-09,5.60716119646365e-08
1907,3.0857059130084963e-09,6.788553130743225e-08
1908,1.964555629285769e-09,8.251133931658217e-08
1909,1.1001967115120692e-09,7.866406770418166e-08
1910,0.0,4.80973554317643e-08
1911,2.128149656499545e-09,4.2030957048133644e-08
1912,1.0418842455450772e-09,7.084812558844078e-08
1913,0.0,5.7802586828081814e-08
1914,0.0,8.10306011733708e-08
1915,0.0,1.0013647488982258e-07
1916,0.0,6.482602588064879e-08
1917,0.0,1.0527767391188547e-07
1918,1.1486376294556067e-09,5.3985966808056673e-08
1919,1.8415696745321952e-09,6.997964641097809e-08
1920,2.2716695191604686e-09,6.209229752585088e-08
1921,7.572747429129834e-10,7.269837909440469e-08
1922,7.377935484775833e-10,5.1645549503653854e-08
1923,4.246379248229459e-09,7.643482957675474e-08
1924,2.578324886925998e-09,8.7663049486153e-08
1925,1.0998177923937646e-09,8.02866977345218e-08
1926,1.1146138456652466e-09,5.907453304310195e-08
1927,0.0,5.79759691365922e-08
1928,1.1426041224282812e-09,4.798937403016623e-08
1929,6.684243603061191e-09,3.342121956961819e-08
1930,3.1510810627466412e-09,4.726621638528883e-08
1931,1.1405356659111021e-09,1.6651820811119933e-07
1932,1.0959536611565568e-09,4.493410143968646e-08
1933,2.2941324395731044e-09,6.423570964031455e-08
1934,0.0,1.1142869382751996e-07
1935,1.196828414151696e-09,7.420336078922674e-08
1936,1.2124714565686645e-09,8.972288867425959e-08
1937,2.5182236296217297e-09,5.666003133342201e-08
1938,1.2965214457594243e-09,4.148868515407855e-08
1939,1.5294050470515685e-09,4.8940961505650193e-08
1940,0.0,4.81798743123818e-08
1941,0.0,7.969057369550114e-08
1942,6.068423541449874e-09,6.675265762368099e-08
1943,2.9032352077962287e-09,1.2193587672904016e-07
1944,0.0,1.0282195717081777e-07
1945,1.089252021913012e-08,8.496165682103651e-08
1946,4.1763312808029696e-09,6.403708319169255e-08
1947,3.5762612871081956e-09,7.152522374376247e-08
1948,0.0,1.0763169266958528e-07
1949,2.945102384188658e-09,5.595694652082983e-08
1950,3.190608444114673e-09,7.551106628866933e-08
1951,1.0661401761424827e-09,5.117472945403989e-08
1952,2.1089607837865287e-09,8.646739502182754e-08
1953,2.1547654771580937e-09,6.464296253838597e-08
1954,0.0,5.7657961738399877e-08
1955,1.8771215692936494e-09,6.28835747917833e-08
1956,1.744228317335228e-09,5.49431928842381e-08
1957,1.7670075402875796e-09,5.831124810784516e-08
1958,0.0,8.354965724821639e-08
1959,1.5501495642666896e-09,8.603330425849265e-08
1960,2.0762500052562416e-09,6.920833017787231e-08
1961,6.948159270159238e-10,6.739714275560971e-08
1962,0.0,7.737186680234487e-08
1963,0.0,8.535190276770521e-08
1964,0.0,8.213357038933111e-08
1965,0.0,9.904398479143595e-08
1966,5.539074754423723e-10,5.5944654353545786e-08
1967,4.930335584241163e-10,5.32476258641168e-08
1968,8.982831700699023e-10,6.467638688500976e-08
1969,1.3625273409534344e-09,6.676383823567278e-08
1970,0.0,7.128023968294706e-08
1971,0.0,7.913132227255204e-08
1972,2.565073486948677e-09,7.746521490936686e-08
1973,1.6539611902288698e-09,5.954260262619471e-08
1974,4.500457340128605e-09,6.244384609388476e-08
1975,6.8537762132336866e-09,6.910891192646318e-08
1976,1.142705374768127e-09,6.684826192593363e-08
1977,5.876781838942691e-10,6.640763539067507e-08
1978,1.1881182704343018e-09,5.821779602843691e-08
1979,1.1703946700691858e-09,7.900164022967004e-08
1980,2.8425752862659692e-09,6.42421992269604e-08
1981,1.2651099057237047e-09,6.831593563072502e-08
1982,6.207502289967692e-10,6.642027117198523e-08
1983,5.052252838311233e-09,5.8732439689457294e-08
1984,1.1598016991243298e-09,6.668859503511371e-08
1985,6.015558051686298e-10,8.60224770304896e-08
1986,1.7983456945813714e-09,7.852776123806748e-08
1987,1.8332451112712533e-09,6.049708650701646e-08
1988,4.1975875553212916e-09,6.596209062292857e-08
1989,1.6464366536794728e-09,8.561470876689015e-08
1990,5.44865097484859e-10,6.756327453061317e-08
1991,2.344586080837985e-09,9.378344351107515e-08
1992,1.1019888335184191e-09,1.0193396954294442e-07
1993,1.1078414852150331e-09,9.749005336345817e-08
1994,1.5824779819872958e-09,1.0655351401211988e-07
1995,2.1689803286761844e-09,9.055493011000948e-08
1996,2.135236876199542e-09,1.1103231889464382e-07
1997,2.3974471297094624e-09,1.2610572686089228e-07
1998,1.9072516899143466e-09,1.015611500454483e-07
1999,9.140402323914998e-10,1.078567486434423e-07
2000,8.836062992401139e-10,1.0073111977870752e-07
2001,3.5049695090716426e-09,6.747065944834318e-08
2002,2.190610748353805e-09,8.23669654703707e-08
2003,8.333845835650777e-10,1.0125623006729256e-07
2004,1.7619165015858584e-09,1.4051283447891194e-07
2005,9.007499190971657e-10,1.2070049215662237e-07
2006,4.1178899179428186e-10,9.594683758606948e-08
2007,1.5977917877663117e-09,9.187302940638631e-08
2008,1.2772318758180745e-09,1.0175280523716523e-07
2009,4.76819250749827e-10,1.1872799032808246e-07
2010,4.723793023408973e-10,1.100643765017395e-07
2011,7.64794394481072e-10,1.0248244708410681e-07
2012,6.808505426114664e-10,1.273190533002122e-07
2013,0.0,1.0459218990899188e-07
2014,6.496335552830246e-10,9.462995348430425e-08
2015,2.2165753954528356e-10,9.287451063766383e-08
2016,2.0713400439298368e-10,1.1910205158227605e-07
2017,0.0,9.181981158734587e-08
2018,0.0,1.0997048116578867e-07
2019,0.0,9.46416463531996e-08
