year,en_ADP hôte_NOUN,en_ADP côtes_NOUN
1869,1.12320943657096e-08,7.374113708547014e-08
1870,6.307453670473251e-09,4.587239033071455e-08
1871,2.973929724703339e-08,8.284518315804235e-08
1872,2.0560953384318736e-08,1.451361413273844e-07
1873,1.7359413462259e-08,8.739566226267925e-08
1874,1.0754296120296658e-08,9.021659508334778e-08
1875,3.3184856362833415e-08,7.8957071991681e-08
1876,3.385768176933368e-08,1.2757091383264196e-07
1877,2.783167296627198e-08,7.978412952525105e-08
1878,1.7513357875031943e-08,1.2984040154151444e-07
1879,3.848874996492668e-08,1.4295821415544196e-07
1880,2.5671384351610982e-08,1.1359587626103007e-07
1881,1.3945015142624584e-08,1.1644087294371275e-07
1882,8.652000671460769e-09,4.9249848643739824e-08
1883,1.3270611554094813e-08,7.709593319304986e-08
1884,2.772712726084592e-08,8.648223115415021e-08
1885,2.7716232864349877e-08,1.0828667740270248e-07
1886,1.4842966855610484e-08,5.485444276587259e-08
1887,3.5909084705743055e-08,9.271072798355817e-08
1888,1.4583413587843097e-08,7.481925479169149e-08
1889,1.3156786771162388e-08,9.460356409363158e-08
1890,2.4251230634764198e-08,9.962667490981403e-08
1891,1.529812720946211e-08,7.075384189647593e-08
1892,2.068609084027173e-08,8.274436424926535e-08
1893,2.894455697344256e-08,7.451684069792464e-08
1894,2.0795079658242344e-08,8.759139547009909e-08
1895,3.6111685863815524e-08,4.8750777636996645e-08
1896,2.0049898130647392e-08,5.955999426987546e-08
1897,3.088158351260972e-08,1.0138481343346939e-07
1898,2.9423445013776472e-08,6.790025963709923e-08
1899,1.5477219506010442e-08,1.0612950696042844e-07
1900,2.595526638060619e-08,1.251043784122885e-07
1901,2.235495527580511e-08,8.997869826998794e-08
1902,1.5712907974752e-08,1.0066081967963214e-07
1903,1.944079275340016e-08,8.586350475070503e-08
1904,2.4723275870996986e-08,1.0641758141360924e-07
1905,3.1996705729397945e-08,1.0218303136966256e-07
1906,2.2119994169678137e-08,7.767718823714631e-08
1907,2.2628510065736407e-08,1.2908537233569106e-07
1908,3.241516921548282e-08,7.268855495290438e-08
1909,2.420432715366516e-08,7.261298407001959e-08
1910,2.6186338430989053e-08,9.191938943331479e-08
1911,1.649315961582687e-08,8.831821396437789e-08
1912,3.021464323182954e-08,8.022508524163641e-08
1913,1.484837142129436e-08,1.0287800322750229e-07
1914,2.5447626228469744e-08,6.830678245250965e-08
1915,4.7123048574349014e-08,1.6257450852208422e-07
1916,5.3838564051389426e-08,2.494153932275367e-07
1917,1.4256351654751143e-08,1.6120644374950643e-07
1918,3.560776473676697e-08,9.878283435682533e-08
1919,3.1306683467846597e-08,1.114149625891514e-07
1920,3.8618381381638756e-08,1.1055458548625552e-07
1921,4.165011052714718e-08,1.1056211157711715e-07
1922,3.098732825890238e-08,9.738874684472876e-08
1923,2.3355084977083607e-08,9.766671915656389e-08
1924,4.1253198190815965e-08,8.895220560134476e-08
1925,3.2994532217500705e-08,8.578579113738272e-08
1926,3.343841470382358e-08,8.69398832925583e-08
1927,3.456259833889419e-08,1.1037732550178703e-07
1928,2.2852082781632532e-08,1.1311780800937754e-07
1929,5.23599084090165e-08,1.3479891891599038e-07
1930,3.886333388436469e-08,1.1448928205481934e-07
1931,3.193499864551086e-08,1.1861570925475462e-07
1932,3.835837958376942e-08,1.2713062824687427e-07
1933,1.8353059516584835e-08,8.144170493551428e-08
1934,4.193553060360955e-08,1.2101395441277418e-07
1935,3.949533677882755e-08,7.061287732312849e-08
1936,3.394919900756577e-08,1.4549657123552606e-07
1937,3.1477796369472344e-08,1.6620275455903055e-07
1938,1.9447821131279852e-08,1.1020432566510863e-07
1939,3.8235127064467633e-08,2.0952849411060015e-07
1940,5.0715659227762444e-08,2.10469977446337e-07
1941,4.132103725851266e-08,2.7153824166958884e-07
1942,2.4273694165799498e-08,2.306000936869168e-07
1943,3.774205836748479e-08,1.0451646659248581e-07
1944,6.7476911169706e-08,9.31823986860536e-08
1945,4.357008265287732e-08,1.0021118423964026e-07
1946,4.037120238109537e-08,9.883983675962327e-08
1947,3.457052732969146e-08,6.556478870933802e-08
1948,3.3702851842676296e-08,1.58729567489857e-07
1949,3.141442661558358e-08,1.0504199188243746e-07
1950,4.785912754989852e-08,1.425138451693897e-07
1951,8.529121409139861e-09,1.6418559234399055e-07
1952,3.58523338794825e-08,1.6766238797316646e-07
1953,3.016671712430252e-08,1.691490914002003e-07
1954,2.834035384147171e-08,1.8665544287976843e-07
1955,2.627970197011109e-08,1.191972178737899e-07
1956,3.488456679079377e-08,8.633930281831681e-08
1957,4.859270746893074e-08,9.718541493786148e-08
1958,4.797901065334287e-08,6.617794579000247e-08
1959,3.100299039715537e-08,5.7355532989689095e-08
1960,4.221708238549837e-08,8.304999810082592e-08
1961,3.821487482014163e-08,5.975416961234714e-08
1962,3.868593489997352e-08,5.644341349864135e-08
1963,4.3322555987046485e-08,8.599850964685629e-08
1964,4.1370983028254926e-08,7.361601905842008e-08
1965,2.6813012810045223e-08,5.5267637577571804e-08
1966,2.8249280581427172e-08,6.314545175634123e-08
1967,3.007504723040455e-08,4.881032333869939e-08
1968,2.5601070541281246e-08,3.5931325470528463e-08
1969,2.6796371760395843e-08,4.9505159083196304e-08
1970,1.7935028046034418e-08,6.484202197398758e-08
1971,2.8261185835987135e-08,5.600853203446832e-08
1972,3.2319926623891604e-08,4.6171320544630134e-08
1973,2.3155455108891942e-08,5.127279489869352e-08
1974,2.6440186928766707e-08,5.6818275417924724e-08
1975,3.998036302022001e-08,4.397839736824949e-08
1976,3.999468833892905e-08,3.313845509111957e-08
1977,2.056873604772136e-08,4.642657724929222e-08
1978,3.4455430730773173e-08,4.514849383241426e-08
1979,3.628223554930088e-08,5.910493161565e-08
1980,5.855705120794141e-08,5.1166355596876656e-08
1981,3.352541277923393e-08,2.6567307909175497e-08
1982,3.600351394794643e-08,2.669225995788338e-08
1983,3.536577020124554e-08,4.357568084145669e-08
1984,4.2332761851504586e-08,2.609553817478627e-08
1985,3.0679345286444004e-08,4.6319795998783775e-08
1986,2.8174081290188724e-08,3.7765259808253404e-08
1987,2.6887593707058954e-08,3.238732970700653e-08
1988,3.298104533921986e-08,6.716140088514067e-08
1989,2.8538234553288078e-08,3.8416856362744056e-08
1990,4.6313532342523445e-08,4.358920779878872e-08
1991,4.0444108784232213e-08,5.6270065940111635e-08
1992,2.699872603262321e-08,6.501734262087666e-08
1993,3.10195602537533e-08,6.14852027069901e-08
1994,3.534200837540524e-08,3.481451571474281e-08
1995,4.500634065429665e-08,7.916778166361382e-08
1996,3.149474281372022e-08,5.071187381133768e-08
1997,3.6920688728514506e-08,5.849771333998888e-08
1998,3.0039213450017144e-08,3.576097018509472e-08
1999,3.930372988181219e-08,4.981519374780419e-08
2000,3.887867761065422e-08,4.550572363370975e-08
2001,3.417345195710908e-08,1.0427283747560523e-07
2002,3.724038299957044e-08,4.162160394116654e-08
2003,3.666892256504184e-08,4.958638122332104e-08
2004,3.9202640800262145e-08,5.7702767009004674e-08
2005,4.323599711586468e-08,4.098412187403255e-08
2006,4.282605625682834e-08,4.529678854225949e-08
2007,5.592271112853098e-08,3.994479413904628e-08
2008,5.2792251459266026e-08,6.258436258121947e-08
2009,4.577464629562655e-08,3.9575997590191037e-08
2010,6.235406679877542e-08,4.487603355585179e-08
2011,5.162362270993981e-08,9.29225159040925e-08
2012,6.195739876702078e-08,7.012760505631377e-08
2013,6.052401468892299e-08,9.287786717493418e-08
2014,6.539644470393569e-08,6.453026557551311e-08
2015,6.250742634605899e-08,5.1646207310795944e-08
2016,5.861892304892535e-08,5.136923242332614e-08
2017,5.685281623257765e-08,7.295272830276645e-08
2018,5.292006832746665e-08,8.46721075475898e-08
2019,4.948916321190211e-08,1.3647784236070493e-07
