year,rien_PRON osé_VERB,rien_PRON causé_VERB
1965,2.5718604135249734e-08,5.472043373977442e-10
1966,3.212663202134536e-08,1.1078149508847446e-09
1967,3.747054933000982e-08,4.930335584241163e-10
1968,4.311759127517689e-08,0.0
1969,2.9067249940339934e-08,0.0
1970,3.862929176534635e-08,9.197450023812337e-10
1971,2.8775026805760717e-08,0.0
1972,2.1546616935097518e-08,0.0
1973,2.4809416743210022e-08,5.513203782392395e-10
1974,2.700274492895005e-08,5.625571675160757e-10
1975,3.084199207137317e-08,5.711480177694739e-10
1976,2.0568696967870892e-08,5.713526873840635e-10
1977,1.7630345183761165e-08,0.0
1978,2.316830638449119e-08,1.1881182704343018e-09
1979,2.2237498953359136e-08,5.851973350345929e-10
1980,3.1268328370970266e-08,0.0
1981,3.795329561739891e-08,0.0
1982,3.41412622617554e-08,6.207502289967692e-10
1983,2.084054351314535e-08,0.0
1984,2.0876431250371752e-08,5.799008495621649e-10
1985,2.466378745680231e-08,1.2031116103372597e-09
1986,2.6375735373562748e-08,1.7983456945813714e-09
1987,3.5442738521851425e-08,6.110816852533674e-10
1988,3.537966719591168e-08,5.996553809062277e-10
1989,2.8538234886354985e-08,1.0976244357863152e-09
1990,3.160217687536715e-08,5.44865097484859e-10
1991,2.5790447111262438e-08,5.861465202094962e-10
1992,3.03046938654461e-08,2.2039776670368383e-09
1993,3.212740296021366e-08,0.0
1994,3.428702299856923e-08,5.274926606624319e-10
1995,4.12106260228029e-08,2.1689803286761844e-09
1996,2.4021414191111035e-08,0.0
1997,2.157702461147437e-08,0.0
1998,3.480734278582531e-08,0.0
1999,3.3362468343511864e-08,0.0
2000,2.3415566374751506e-08,8.836062992401139e-10
2001,2.760163475556965e-08,0.0
2002,2.8039817578928705e-08,0.0
2003,2.875176896566245e-08,8.333845835650777e-10
2004,3.788120395142869e-08,4.404791253964646e-10
2005,3.1075870765562286e-08,9.007499190971657e-10
2006,3.953174143589422e-08,4.1178899179428186e-10
2007,3.315417984595115e-08,1.5977917877663117e-09
2008,3.661398295662366e-08,2.1287198670449925e-09
2009,4.577464807198339e-08,0.0
2010,6.566072130453904e-08,4.723793023408973e-10
2011,5.659478574671084e-08,2.6767803529281764e-09
2012,7.251058065094185e-08,6.808505426114664e-10
2013,7.949006430862937e-08,1.6734750252211938e-09
2014,9.441340864668746e-08,2.1654451842767486e-10
2015,8.422986752520956e-08,8.866301581811342e-10
2016,7.47753787777583e-08,2.4856081637381067e-09
2017,7.068867802217937e-08,2.7671724911471074e-09
2018,9.783758514458896e-08,2.0651733656507076e-09
2019,7.55092344206787e-08,1.2754939326953263e-09
