year,rien_PRON osé_VERB,rien_PRON causé_VERB
1800,7.860410988769218e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,3.315576790896557e-08,0.0
1804,2.7190360185613827e-08,0.0
1805,9.665784261869703e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,4.839823830593559e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,3.6144488291256494e-08,0.0
1810,2.574139479349924e-08,0.0
1811,7.521229861140455e-09,0.0
1812,3.467370746079723e-08,0.0
1813,3.738464116054274e-08,0.0
1814,6.608021863030444e-08,0.0
1815,6.203614333344376e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,7.940054302935096e-08,0.0
1818,4.887682791832049e-08,0.0
1819,4.243930362690662e-08,0.0
1820,7.119888323359191e-08,0.0
1821,3.747365440176509e-08,0.0
1822,7.920236555492011e-08,0.0
1823,4.4472091786929013e-08,4.941343334508019e-09
1824,3.2842340402794434e-08,0.0
1825,6.780191341704267e-08,0.0
1826,1.76159691278599e-08,0.0
1827,2.6730091917670507e-08,0.0
1828,2.109629271274116e-08,0.0
1829,2.5719527840806222e-08,0.0
1830,5.218418053232199e-08,0.0
1831,2.9623292263636358e-08,0.0
1832,5.141388470519814e-08,0.0
1833,4.170106393530659e-08,0.0
1834,5.3206825612051034e-08,0.0
1835,7.033671778344797e-08,0.0
1836,4.973355061110851e-08,0.0
1837,5.427154903259179e-08,7.653680356156656e-09
1838,5.112851297894849e-08,0.0
1839,4.194885150354821e-08,1.3982950353153e-09
1840,3.694419348221345e-08,0.0
1841,3.980740004294603e-08,6.420548537278137e-10
1842,4.293289634915709e-08,0.0
1843,3.5441466650354414e-08,1.1813822142769936e-09
1844,4.555505839221041e-08,3.2931368743049916e-09
1845,5.524425716885162e-08,0.0
1846,4.27378594736183e-08,7.610851504580296e-09
1847,7.442648808364538e-08,0.0
1848,3.057184372323718e-08,8.045221711050488e-10
1849,4.357295679824347e-08,8.379414939696517e-10
1850,6.11009625117731e-08,0.0
1851,5.224045551699419e-08,0.0
1852,3.580800012059626e-08,0.0
1853,4.001194398028929e-08,0.0
1854,3.688921879074769e-08,0.0
1855,6.899018245576372e-08,0.0
1856,6.264399132760445e-08,5.177189232874468e-10
1857,8.249750038658021e-08,0.0
1858,4.893675864536817e-08,2.4468380654951716e-09
1859,6.823512421760825e-08,5.092173349652285e-10
1860,7.277722602339054e-08,1.1442959468865865e-08
1861,4.1500481273715195e-08,9.431927461278633e-10
1862,7.138418567365079e-08,4.517986262886353e-10
1863,4.994620894649415e-08,4.495158911765884e-09
1864,4.698833322436258e-08,2.3973640850272204e-09
1865,5.036323358353911e-08,4.706844358715045e-10
1866,5.498142741089396e-08,0.0
1867,4.173417877950669e-08,0.0
1868,5.878450082263953e-08,0.0
1869,4.102156125895817e-08,0.0
1870,3.096386436141074e-08,0.0
1871,6.160282595146782e-08,0.0
1872,3.3260366905096816e-08,6.047339295989218e-10
1873,2.1549615425442425e-08,0.0
1874,2.4495896866483235e-08,0.0
1875,2.6319025181464895e-08,0.0
1876,3.929909553335165e-08,0.0
1877,3.587193120324628e-08,1.2369631985365004e-09
1878,3.8650167510922984e-08,0.0
1879,5.1318330918093125e-08,0.0
1880,4.7492061838738664e-08,0.0
1881,4.2532295907449225e-08,0.0
1882,1.5972924316542958e-08,6.655385131892899e-10
1883,3.222862687835004e-08,2.5277355764075082e-09
1884,2.5086448474098688e-08,0.0
1885,4.1252068427866107e-08,1.2891271383708158e-09
1886,3.9366128135043255e-08,0.0
1887,6.137189245691843e-08,2.6115698492645834e-09
1888,3.9311810695608074e-08,0.0
1889,3.696430539434914e-08,6.265136742733546e-10
1890,3.2771932723107966e-08,2.6217545912032847e-09
1891,5.736798058819659e-08,4.461953917456185e-09
1892,3.761107336686109e-08,0.0
1893,2.5249507373814595e-08,0.0
1894,2.7726773765834878e-08,0.0
1895,3.5509824414248214e-08,0.0
1896,3.833068973335685e-08,0.0
1897,3.26295968022805e-08,5.826713556089658e-10
1898,3.677930848766664e-08,2.26334195829736e-09
1899,2.5979618456517528e-08,4.9748205555033564e-09
1900,3.010810800674335e-08,0.0
1901,3.297355988252093e-08,2.235495566438317e-09
1902,2.9461702411026636e-08,0.0
1903,1.9440793863623185e-08,2.1600881083827517e-09
1904,4.568431322127253e-08,5.374625189347171e-10
1905,3.767354073147544e-08,2.580379465655369e-09
1906,3.755254596171653e-08,0.0
1907,3.5485619775954547e-08,0.0
1908,3.634427869769752e-08,0.0
1909,3.355599886845084e-08,0.0
1910,3.4202564336283103e-08,1.6032452032632705e-09
1911,2.2345570727111408e-08,5.320374141248863e-10
1912,3.6986889995205274e-08,1.0418842455450772e-09
1913,3.181793672979438e-08,0.0
1914,2.74566485103378e-08,0.0
1915,1.767114277129167e-08,1.1780761921542648e-09
1916,2.7468654906215306e-08,0.0
1917,4.386569685266295e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,4.1435317399418636e-08,0.0
1920,4.543338860685253e-08,0.0
1921,2.7261890522822796e-08,1.5145494858259667e-09
1922,3.9103056792555435e-08,0.0
1923,6.051090650771584e-08,0.0
1924,3.867487308184536e-08,0.0
1925,5.169143690864075e-08,1.0998177923937646e-09
1926,4.124071395494866e-08,7.802296586589819e-09
1927,5.1286434654684854e-08,0.0
1928,3.999114284169991e-08,0.0
1929,5.458799279267623e-08,3.342121912552898e-09
1930,3.046045193855207e-08,0.0
1931,4.334035708097872e-08,0.0
1932,4.603005265835236e-08,1.0959536611565568e-09
1933,1.7205993074753678e-08,0.0
1934,4.7926320689839486e-08,1.1981580172459871e-09
1935,5.146362269670135e-08,0.0
1936,4.7286388138445545e-08,0.0
1937,4.5328025777280345e-08,0.0
1938,3.3709557811789637e-08,0.0
1939,3.6705721129237645e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,4.177142187700156e-08,0.0
1945,5.664110602765504e-08,0.0
1946,3.480275978517966e-08,0.0
1947,3.457052599742383e-08,0.0
1948,2.717971980814582e-08,1.0871887834440486e-09
1949,3.5341230386620737e-08,0.0
1950,3.616023036556726e-08,3.190608444114673e-09
1951,4.051332780363737e-08,1.0661401761424827e-09
1952,3.4797853487589236e-08,0.0
1953,3.3398865895151175e-08,1.0773827385790469e-09
1954,1.8567819282111486e-08,0.0
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,3.8373023869553435e-08,2.616342476002842e-09
1957,3.268964121616591e-08,8.835037701437898e-10
1958,3.1434524316864554e-08,0.0
1959,2.7902691712711203e-08,0.0
1960,3.391208380776334e-08,0.0
1961,4.863711566827078e-08,0.0
1962,4.312530421657357e-08,0.0
1963,3.556329275511416e-08,2.5864212993553792e-09
1964,2.798625509115027e-08,0.0
