year,aucun_DET art_NOUN,aucun_DET quart_NOUN
1800,4.653363534501409e-07,6.288328968651058e-09
1801,3.262220005240124e-07,2.3811825844433088e-09
1802,3.6924362234458386e-07,0.0
1803,4.07620897036054e-07,0.0
1804,4.2763021212977037e-07,0.0
1805,2.9281640467893055e-07,0.0
1806,2.9969358461556794e-07,0.0
1807,3.672572095325677e-07,2.8469551160981155e-09
1808,2.9232354936681304e-07,0.0
1809,3.3885456618421017e-07,0.0
1810,4.3292344242829017e-07,0.0
1811,4.4876673888083474e-07,1.2535384286138651e-08
1812,2.90725702623007e-07,0.0
1813,3.422132679453682e-07,0.0
1814,2.3285410222229075e-07,0.0
1815,1.3486118088934518e-07,0.0
1816,3.082413133626005e-07,0.0
1817,3.3472779537024877e-07,0.0
1818,3.6359591715218187e-07,4.768470951432846e-09
1819,4.3681430617059647e-07,0.0
1820,4.010870533477373e-07,0.0
1821,4.3094705048929427e-07,9.86148829262845e-10
1822,3.699452264527281e-07,1.0025615893027862e-09
1823,2.678208073092492e-07,1.087095569118901e-08
1824,2.4673860465895814e-07,0.0
1825,3.592620760883847e-07,8.805443041381977e-10
1826,3.223722221390446e-07,0.0
1827,3.5763018146894865e-07,0.0
1828,2.9993424277563463e-07,6.420610709767516e-09
1829,3.523575387021083e-07,1.5431716349212365e-08
1830,3.7572610267488926e-07,8.349468672008697e-09
1831,2.9311467653059253e-07,2.6505050598757407e-08
1832,3.0036533260613396e-07,1.352996914505411e-08
1833,1.8881314345353672e-07,0.0
1834,2.389639881528183e-07,0.0
1835,2.942041064102341e-07,9.075705520444899e-09
1836,1.6197008106955124e-07,1.3441500135158435e-09
1837,2.824903803100298e-07,6.957891152126194e-09
1838,2.2155688839120558e-07,1.3886756633496589e-08
1839,2.0834595781948906e-07,5.5931801412612e-09
1840,2.8217719427736654e-07,5.732719632334238e-09
1841,2.0353138996398457e-07,0.0
1842,1.9923546545896897e-07,0.0
1843,2.539971799553342e-07,2.953455480181333e-09
1844,1.822202317924848e-07,0.0
1845,2.2209307015685908e-07,5.580227946389016e-10
1846,2.3183824837680334e-07,0.0
1847,1.828302798045911e-07,5.393223645455691e-10
1848,2.1239385716853576e-07,0.0
1849,1.4831564332240532e-07,0.0
1850,1.5886250626095944e-07,0.0
1851,1.7413484876271923e-07,1.2898877521649865e-09
1852,2.0247796683747765e-07,2.6042181744401205e-09
1853,1.8931023682000614e-07,5.971931837933653e-09
1854,2.2445271019577717e-07,1.0391328908454511e-09
1855,2.0909331510665652e-07,0.0
1856,1.863788181566406e-07,0.0
1857,1.5279123666278593e-07,9.763018171682347e-10
1858,1.83023488753431e-07,2.936205500958522e-09
1859,1.7669841834155875e-07,5.092173349652285e-10
1860,1.6477862008201782e-07,4.577183909670879e-10
1861,1.8863855422157627e-07,1.4147891747029462e-09
1862,1.3870218484868246e-07,0.0
1863,2.0627783570148495e-07,0.0
1864,2.008991043522812e-07,0.0
1865,2.0663046895741388e-07,9.41368871743009e-10
1866,1.552130568516219e-07,0.0
1867,1.572310885933348e-07,0.0
1868,1.556060259533254e-07,1.4819622196071691e-09
1869,1.9582912436089117e-07,1.4650557433881772e-09
1870,1.9438425535867054e-07,3.4404292748035914e-09
1871,1.0621176937952725e-07,0.0
1872,1.390888025865067e-07,0.0
1873,1.7060113011169165e-07,0.0
1874,1.0455565763178853e-07,0.0
1875,1.7279011910176223e-07,0.0
1876,1.6384699641491807e-07,0.0
1877,2.1399463734361746e-07,1.2369631985365004e-09
1878,1.6788667034361993e-07,6.039088673581716e-10
1879,1.857234916968764e-07,6.720257683667796e-09
1880,2.1628142410357043e-07,0.0
1881,1.0807386413569375e-07,0.0
1882,1.2578677788255277e-07,6.655385131892899e-10
1883,1.2765064438813312e-07,0.0
1884,1.3797546571936437e-07,0.0
1885,1.2053338704909322e-07,0.0
1886,9.938334233350332e-08,0.0
1887,1.2013220995754637e-07,0.0
1888,1.0335201872102573e-07,6.340614699951175e-10
1889,1.1841108510379783e-07,0.0
1890,1.1601264154892377e-07,3.2771931834929546e-09
1891,9.688814439634541e-08,0.0
1892,1.1157951762541529e-07,0.0
1893,8.621783220696955e-08,0.0
1894,8.633108894429142e-08,2.520615716150587e-09
1895,1.0532575256405607e-07,5.416753268150387e-09
1896,1.1204355349070383e-07,1.7691086373616827e-09
1897,8.448734689636694e-08,2.330685422435863e-09
1898,9.166534586935171e-08,0.0
1899,1.0170744424442546e-07,0.0
1900,1.1368406716005808e-07,1.038210628578895e-09
1901,1.313353630849612e-07,0.0
1902,8.789407868192711e-08,3.928227076954727e-09
1903,1.1934486887632545e-07,1.6200660812870638e-09
1904,1.1286712631175533e-07,0.0
1905,1.3159935524642563e-07,3.096455536422127e-09
1906,9.876834550226476e-08,0.0
1907,1.2908537055933422e-07,5.142843373384665e-10
1908,1.1247080888843186e-07,0.0
1909,1.4907664735996917e-07,1.1001967115120692e-09
1910,1.0153886609298723e-07,1.6032452032632705e-09
1911,1.393938030558317e-07,5.320374141248863e-10
1912,1.3700778056513485e-07,1.0418842455450772e-09
1913,1.2302936053254498e-07,0.0
1914,1.2388976272648122e-07,0.0
1915,8.482148938782075e-08,0.0
1916,5.603605601756101e-08,0.0
1917,8.8828034705557e-08,0.0
1918,1.1486376294556067e-07,2.2972752589112133e-09
1919,9.944476098144861e-08,5.524709134618888e-09
1920,1.0298235064709615e-07,0.0
1921,1.2419305367439293e-07,2.2718242842501013e-09
1922,1.254249006876762e-07,0.0
1923,1.2845297092667352e-07,0.0
1924,1.559886618762718e-07,1.289162443462999e-09
1925,1.4737558440280907e-07,2.1996355847875293e-09
1926,1.1146138234607861e-07,2.229227691330493e-09
1927,1.5831899013996065e-07,2.2298449753321847e-09
1928,1.2111603975295537e-07,0.0
1929,1.7267629814909924e-07,0.0
1930,1.165900025412725e-07,0.0
1931,1.4028588779524398e-07,0.0
1932,1.106913227744144e-07,1.0959536611565568e-09
1933,1.0323595622807602e-07,0.0
1934,8.626737901806791e-08,2.3963160344919743e-09
1935,1.436194079218467e-07,1.196828414151696e-09
1936,8.608547386046439e-08,0.0
