year,bon_ADJ or_NOUN,bon_ADJ cor_NOUN
1879,1.1424438006724102e-07,4.887460214320072e-09
1880,6.99545257276668e-08,3.2089231272180996e-09
1881,7.669758161910067e-08,4.8807553554297556e-09
1882,8.652000360598322e-08,1.9300616216355593e-08
1883,7.64639978001469e-08,5.0554711528150165e-09
1884,6.205595148855991e-08,1.3203393933736152e-08
1885,1.005519196795035e-07,6.445635691854079e-10
1886,7.550552844071134e-08,2.5813855497602844e-09
1887,8.618180658004349e-08,1.2404957061562527e-08
1888,7.735550155985038e-08,1.2047167707862627e-08
1889,5.701274446989757e-08,2.5060546970934183e-09
1890,7.537544632896243e-08,4.5880703680722945e-09
1891,5.609313546983685e-08,4.461953917456185e-09
1892,8.274436424926535e-08,1.8805537127519756e-09
1893,7.020594949835868e-08,6.158416554491453e-10
1894,7.624862519151065e-08,3.780923574225881e-09
1895,9.569597381187123e-08,9.629783193076946e-09
1896,6.191880430606034e-08,7.076434549446731e-09
1897,4.4865694825979574e-08,5.2440420894583895e-09
1898,6.5636914792222e-08,1.13167097914868e-09
1899,4.311511325738593e-08,1.6582735185011188e-09
1900,4.983411017178696e-08,2.07642125715779e-09
1901,3.353243371861936e-08,0.0
1902,7.021706238674597e-08,2.9461704187383475e-09
1903,5.994244389739833e-08,1.6200660812870638e-09
1904,4.192207825326477e-08,2.6873125946735854e-09
1905,9.753834717685095e-08,5.676835002077496e-09
1906,4.423998589686562e-08,3.0865106026567446e-09
1907,5.914269962659091e-08,5.142843484406967e-09
1908,4.7640472899956876e-08,5.893666887857307e-09
1909,5.4459736276157855e-08,9.351672325408344e-09
1910,4.11499598840237e-08,3.740905363258662e-09
1911,5.320374063533251e-08,3.7242617878519013e-09
1912,4.151908689631334e-07,4.167536982180309e-09
1913,1.0234770431161166e-07,4.242391771214216e-09
1914,3.6162417338392316e-08,7.366418142140674e-09
1915,4.9479201069679846e-08,2.3561523843085297e-09
1916,1.538244731591476e-07,0.0
1917,9.869782291449525e-08,1.0966424435210342e-09
1918,3.101321777165822e-08,3.44591288836682e-09
1919,2.5781975665495338e-08,3.6831393490643904e-09
1920,3.48322650722821e-08,3.028892692213958e-09
1921,2.574734203619755e-08,3.7863738810983705e-09
1922,3.32007097370024e-08,7.377935595798135e-09
1923,3.927900982247934e-08,7.431163684401554e-09
1924,2.4494086647841584e-08,5.156649773851996e-09
1925,4.8391983309414854e-08,9.898360353588487e-09
1926,6.57622145627812e-08,8.916910765321973e-09
1927,2.4528294062520217e-08,6.689535148041159e-09
1928,2.5137291359556002e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,3.342121912552898e-09
1930,3.676261073337628e-08,8.402882833991043e-09
1931,2.737285598186645e-08,3.4216069977333063e-09
1932,2.5206933651489294e-08,0.0
1933,9.405943046658649e-08,1.1470662197865522e-09
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,0.0
1936,3.516167268458048e-08,3.6374143697059935e-09
1937,2.895957251780601e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,1.2965214457594243e-09
1939,4.129393715857077e-08,4.588215141154706e-09
1940,2.7893612530860423e-08,2.7893612752905028e-08
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,4.8547388331598995e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.645009899993056e-08,4.1763312808029696e-09
1947,3.0994263822137214e-08,3.5762612871081956e-09
1948,3.913879709216417e-08,0.0
1949,3.337782672474532e-08,3.9268033269479474e-09
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,2.2388943254902927e-08,4.264560704569931e-09
1952,3.1634410646574906e-08,4.2179215675730575e-09
1953,4.3095308654983455e-08,5.386913581872932e-09
1954,4.593092128857279e-08,1.9545072227344917e-09
1955,7.790054246115119e-08,1.8771215692936494e-09
1956,3.575668117150599e-08,8.72114158667614e-10
1957,3.268964121616591e-08,9.718541527092839e-09
1958,2.9780077070995503e-08,3.3088973783179654e-09
1959,1.7826719656000023e-08,2.325224457422337e-09
1960,2.8375417571169237e-08,2.7683333403416555e-09
1961,5.072156383789661e-08,4.86371165564492e-09
1962,3.6783347923119436e-08,3.805173953708163e-09
1963,3.2330266463986845e-08,7.1126584622049904e-09
1964,3.102823953327061e-08,2.4335873316516654e-09
1965,3.1190647065137966e-08,9.302473458205895e-09
1966,3.212663202134536e-08,8.862519607077957e-09
1967,2.8102911997507363e-08,4.437302081328198e-09
1968,3.5482184301827147e-08,3.1439910674890825e-09
1969,2.8613074576355757e-08,4.087581828571274e-09
1970,4.1388524607555155e-08,8.7375777724219e-09
1971,4.419021948365298e-08,1.3873672877195986e-08
1972,2.7702792948502974e-08,9.234264020108185e-09
1973,5.788864143596584e-08,9.37244681864513e-09
1974,2.700274492895005e-08,2.0814615808717463e-08
1975,1.6563292959403952e-08,5.140332159925265e-09
1976,2.7424929827102318e-08,1.656922776760439e-08
1977,1.704266772151186e-08,1.2928920156696222e-08
1978,2.5544542481270582e-08,8.316828115084718e-09
1979,3.3356247541860284e-08,7.022368020415115e-09
1980,1.989802811408481e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,2.5302198114474095e-09
1982,1.8001756529884005e-08,1.1173503899897241e-08
1983,2.273513821648976e-08,9.47297440490047e-09
1984,7.248760880429472e-08,5.799008495621649e-10
1985,3.549179083961462e-08,1.8046674155058895e-09
1986,1.3787316177626963e-08,2.997242676272549e-09
1987,1.7110287964250404e-08,2.4443267410134695e-09
1988,1.798966131616453e-08,1.139345240375178e-08
1989,6.3113404280557e-08,4.390497743145261e-09
1990,1.4166492867673242e-08,2.724325431913144e-09
1991,2.0515127652220855e-08,4.10302547493302e-09
1992,1.652983172562017e-08,5.509944167592096e-10
1993,1.606370148010683e-08,3.323524566667402e-09
1994,1.8462243289718572e-08,1.0549853213248639e-09
1995,1.3013881527967897e-08,1.0844901643380922e-09
1996,1.1209993822092201e-08,1.067618438099771e-09
1997,1.5343662340683295e-08,2.876936688878118e-09
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,1.8737825513426287e-08,3.656160929565999e-09
2000,1.899753598877396e-08,2.2090156370779823e-09
2001,1.9277331730904734e-08,3.5049694258049158e-09
2002,1.8401129509015846e-08,0.0
2003,1.2084076850271686e-08,1.6667691671301554e-09
2004,3.567880924038036e-08,5.285749615779878e-09
2005,1.8465372453313478e-08,4.954124666056714e-09
2006,1.647156044892739e-08,3.294311934354255e-09
2007,9.586750421286538e-09,5.192823504529542e-09
2008,1.4049550939310151e-08,4.257439734089985e-09
2009,2.86091541568112e-08,4.76819250749827e-09
2010,5.668551850135373e-09,1.4171379625338432e-09
2011,1.2236710311697152e-08,3.82397197240536e-10
2012,1.2936160587173617e-08,0.0
2013,2.0081699858565116e-08,1.3945624655065103e-09
2014,1.3858849179371191e-08,2.3819897165822113e-09
2015,2.1722438958704515e-08,6.649726325136385e-10
2016,2.2991875070488277e-08,1.2428040818690533e-09
2017,1.106868996458843e-08,2.0124890642847504e-09
2018,1.4456214003644163e-08,3.0977600484760615e-09
2019,1.6836519733942623e-08,1.2754939326953263e-09
