year,en_ADP artères_NOUN,en_ADP carter_NOUN
1800,1.8864987794131594e-08,0.0
1801,0.0,0.0
1802,1.5664880947952042e-08,0.0
1803,2.145373123596528e-08,0.0
1804,4.943701981119375e-08,0.0
1805,7.675770063997334e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,2.2775640928784924e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,1.129515236897305e-08,0.0
1810,4.914266327205041e-08,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,1.0519171667056071e-07,0.0
1816,4.1716869958463576e-08,0.0
1817,7.784366928831332e-09,0.0
1818,5.960588467246453e-09,0.0
1819,2.5877625375869684e-08,0.0
1820,4.746592452420373e-09,0.0
1821,3.94459531705138e-09,0.0
1822,1.303330066093622e-08,0.0
1823,2.9648061783404955e-09,0.0
1824,5.894778887238772e-09,0.0
1825,3.434122675116669e-08,0.0
1826,2.2019960965735663e-08,0.0
1827,1.1982455028203276e-08,0.0
1828,2.8434133270138773e-08,9.172301251858528e-10
1829,1.971830521085849e-08,0.0
1830,2.7135772739939057e-08,0.0
1831,1.5591206548037917e-08,0.0
1832,8.117981842303834e-09,0.0
1833,1.853380560135065e-08,0.0
1834,2.333632664885954e-08,0.0
1835,3.1764969321557146e-08,0.0
1836,1.2097349788575684e-08,0.0
1837,7.097048637660919e-08,0.0
1838,1.7042836475411605e-08,0.0
1839,2.6567605004856887e-08,0.0
1840,2.0383003729307347e-08,0.0
1841,2.760835826620678e-08,0.0
1842,1.8112315203211438e-08,0.0
1843,3.5441466650354414e-08,0.0
1844,8.232841963717874e-09,0.0
1845,3.459741293454499e-08,0.0
1846,8.781752214304106e-09,5.854501328173001e-10
1847,2.6426796750911308e-08,0.0
1848,6.43617736884039e-09,0.0
1849,1.005529792763582e-08,0.0
1850,8.146795238417326e-09,0.0
1851,2.902247508984601e-08,0.0
1852,2.6042181744401205e-08,0.0
1853,1.6721408258035808e-08,0.0
1854,1.6626126253527218e-08,0.0
1855,2.653468555990912e-08,0.0
1856,1.6049286344355096e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,1.2723557318849998e-08,0.0
1859,8.656694916453489e-09,0.0
1860,1.6935580049448618e-08,0.0
1861,1.4147890858851042e-08,0.0
1862,5.873382225018986e-09,0.0
1863,1.2986014041871385e-08,0.0
1864,8.151037178549814e-09,0.0
1865,9.88437331983505e-09,0.0
1866,2.1408697037372804e-08,0.0
1867,1.3102591012170706e-08,0.0
1868,2.6181332657415624e-08,0.0
1869,2.7347706321734222e-08,4.883519144627257e-10
1870,2.0069171213776826e-08,0.0
1871,5.416800519242315e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,1.6760813181804224e-08,0.0
1874,4.600449088343339e-08,0.0
1875,1.8881038954532414e-08,0.0
1876,1.269663130187837e-08,0.0
1877,3.216104360603822e-08,0.0
1878,9.662541877730746e-09,0.0
1879,4.27652757650776e-09,0.0
1880,7.059631101924424e-09,0.0
1881,7.669758161910067e-09,0.0
1882,1.3976308999019693e-08,0.0
1883,2.464542170343975e-08,0.0
1884,6.601696966868076e-09,0.0
1885,1.740321664556177e-08,0.0
1886,6.4534639854230136e-09,0.0
