year,en_ADP heures_NOUN,en_ADP choeur_NOUN
1852,1.2239824798143673e-07,1.1718982007025147e-08
1853,1.1824425172335395e-07,1.6124215740376258e-08
1854,1.4703729789289355e-07,2.286092382064453e-08
1855,1.1038429192922194e-07,2.7596072982305486e-08
1856,8.542362195385067e-08,3.209857357688861e-08
1857,1.0983395526409367e-07,3.9540223539802355e-08
1858,9.787351729073634e-08,2.300027768242785e-08
1859,4.4811123700583266e-08,2.1387127624450386e-08
1860,7.506581312100025e-08,3.020941363729435e-08
1861,8.913171711810719e-08,2.5937800796071997e-08
1862,6.912519268098549e-08,3.207770249424868e-08
1863,1.1887197359783386e-07,3.44628843240713e-08
1864,9.685350477184329e-08,2.876836746601441e-08
1865,8.236977322439998e-08,1.9298061371131325e-08
1866,5.7900795269461014e-08,3.113992264047738e-08
1867,1.1112937947643786e-07,3.2513836956127307e-08
1868,1.8672723844925798e-07,1.926550929898241e-08
1869,1.1915786757299429e-07,2.0999131766785695e-08
1870,5.447346396181274e-08,3.4404292303946704e-08
1871,1.2426777296070668e-07,2.761506112669565e-08
1872,1.106663096717142e-07,2.4794091668667306e-08
1873,1.0954387902328833e-07,2.2148216205497562e-08
1874,9.200898282157866e-08,2.5093358058114745e-08
1875,1.4532679415424354e-07,2.3458261277919945e-08
1876,8.343500224050615e-08,3.808989257336748e-08
1877,1.700824441286386e-07,5.071549225021954e-08
1878,1.1232704988373143e-07,4.348143756160994e-08
1879,1.2218650780049245e-07,2.5048234264524183e-08
1880,1.1295409496625552e-07,2.6954953602498222e-08
1881,1.2480788313951052e-07,2.6495528548942104e-08
1882,1.7104340099827198e-07,2.6621539861437782e-08
1883,1.3776158258593796e-07,3.728409897485463e-08
1884,1.7098395233006158e-07,2.3766109968903493e-08
1885,1.4824962091264382e-07,3.931837699866492e-08
1886,1.4068551479340385e-07,3.5494051919826575e-08
1887,1.3645452018318238e-07,2.350412864338125e-08
1888,1.9085250180239655e-07,4.375024298397534e-08
1889,1.3344741489618173e-07,2.5687060034584874e-08
1890,1.2125615000968537e-07,4.588070479094597e-08
1891,2.2182285530636392e-07,2.3584614594618358e-08
1892,2.43218277296009e-07,3.0715710419570996e-08
1893,2.543426096401902e-07,2.586534908477489e-08
1894,1.7140187513753347e-07,2.7726772433567248e-08
1895,2.0824406687935948e-07,2.4074457538603156e-08
1896,2.358811637126479e-07,3.302336115673654e-08
1897,2.2957251466504403e-07,3.6125624824911995e-08
1898,2.3029503870564128e-07,4.243766105194169e-08
1899,2.4763550143802604e-07,3.979856444402685e-08
1900,1.801295408387915e-07,4.256663521662318e-08
1901,1.8275175883708528e-07,2.7384819856202114e-08
1902,2.9412601298961505e-07,2.1114220150053598e-08
1903,3.558745240717087e-07,3.132127712746069e-08
1904,2.7410589176213307e-07,2.418581246388385e-08
1905,3.5557629340932095e-07,3.767354056494199e-08
1906,2.1759900792339693e-07,3.600929304736766e-08
1907,3.4817050575952635e-07,2.982849228727602e-08
1908,2.4998970094003425e-07,3.634428069609896e-08
1909,3.2565822583041637e-07,4.235757233850279e-08
1910,2.859120546983007e-07,4.061554581547e-08
1911,2.883642767903538e-07,4.203095471666529e-08
1912,2.495312715344866e-07,4.375913809084864e-08
1913,2.858311398679092e-07,3.6590630581034844e-08
1914,2.7925421319796584e-07,3.4823067096567684e-08
1915,4.4295665047044963e-07,6.125996043770954e-08
1916,3.197351345907151e-07,3.845611873387611e-08
1917,2.1823184259694983e-07,4.934890895924582e-08
1918,2.848621258877415e-07,6.087779791386083e-08
1919,3.305617664040028e-07,5.2484735779678715e-08
1920,3.346926442659992e-07,4.543338860685253e-08
1921,3.475891103832396e-07,5.073740894090406e-08
1922,3.4528737297145895e-07,5.090775445637519e-08
1923,2.9087697273055824e-07,6.688047449188161e-08
1924,4.086645007950196e-07,6.059063617502858e-08
1925,4.597238498771361e-07,8.688560892977648e-08
1926,3.9680253172136304e-07,3.78968714187522e-08
1927,3.3559167589292116e-07,8.47341125043144e-08
1928,3.8277238179063033e-07,4.7989372364831695e-08
1929,4.1219503943423774e-07,5.347394904653413e-08
1930,4.49554222514692e-07,4.516549445554574e-08
1931,3.4900390133429937e-07,5.7026781519198266e-08
1932,3.6604853570487705e-07,3.7262422813988394e-08
1933,5.769743001149408e-07,6.882397229901471e-08
1934,4.0737372231092195e-07,5.751158482780738e-08
1935,4.727472351362394e-07,8.617164759527896e-08
1936,3.649539133121493e-07,6.668592922309813e-08
1937,5.703776484455858e-07,7.680582025937355e-08
1938,1.1357528015842888e-06,6.482607517455108e-08
1939,9.772897771043176e-07,8.564668174670942e-08
1940,5.375859757350554e-07,1.0903866409783802e-07
1941,6.906515856996975e-07,1.5642963546724786e-07
1942,4.763712411204324e-07,1.608132247366001e-07
1943,1.1380681721462338e-06,1.3354882422156322e-07
1944,5.719471527498854e-07,7.711646787811333e-08
1945,3.986662360233595e-07,1.2635323676235544e-07
1946,5.053361018525493e-07,9.187928817766533e-08
1947,5.662413649076825e-07,9.775114317989164e-08
1948,7.044983243442715e-07,7.936478207959397e-08
1949,5.428805867069286e-07,7.85360642074906e-08
1950,5.23259794604769e-07,9.146410784310888e-08
1951,7.825468806288427e-07,5.863771113112648e-08
1952,6.85412260281737e-07,7.908602783768259e-08
1953,6.076438856528199e-07,9.050015337130901e-08
1954,5.765796364798348e-07,7.622578435118044e-08
1955,5.434266885373518e-07,6.94534967315974e-08
1956,7.491460394248861e-07,8.459507339075856e-08
1957,6.246371455631561e-07,7.333081564198096e-08
1958,7.213396298055841e-07,7.693186482304881e-08
1959,6.735399598056802e-07,7.828255377262394e-08
1960,7.529866465905144e-07,6.64400034988688e-08
1961,6.468736488685067e-07,9.241052117969772e-08
1962,6.881022462934538e-07,9.766612840689248e-08
1963,7.979109604150381e-07,7.241979937955279e-08
1964,6.990479715085485e-07,7.483281366793548e-08
1965,7.343482333332929e-07,7.9344630421474e-08
1966,7.045703158681249e-07,9.139473378105833e-08
1967,7.124334864272441e-07,8.923907668378916e-08
1968,6.171205306770844e-07,9.521801636047655e-08
1969,6.290334333414194e-07,7.630152989990258e-08
1970,5.592049334701699e-07,9.197449984954531e-08
1971,7.27083262042072e-07,9.660187039184365e-08
1972,7.243767350395558e-07,9.952484841813103e-08
1973,7.167165150256949e-07,1.1136671912437279e-07
1974,7.538265918149989e-07,1.0182284715387624e-07
1975,7.693363541783071e-07,1.1537189914534451e-07
1976,7.073346193209318e-07,1.3712464042026085e-07
1977,6.006071284758718e-07,1.4398115733005312e-07
1978,6.2435613878975e-07,1.716830888565113e-07
1979,6.577618201220048e-07,1.6853683204587355e-07
1980,6.276406492311537e-07,2.1717274978350076e-07
1981,6.331874908838131e-07,2.2582211978150468e-07
1982,5.661242175047931e-07,1.669818154859115e-07
1983,6.024811343152692e-07,1.831441606148232e-07
1984,5.648234111532702e-07,1.9542659313032118e-07
1985,5.883215683510912e-07,2.2077097905359722e-07
1986,5.748711422448594e-07,2.1520203219438372e-07
1987,4.961983375295631e-07,2.419883516902033e-07
1988,4.947156913015505e-07,2.7764045229528023e-07
1989,4.5880701859957185e-07,2.519048023508219e-07
1990,6.418510689609747e-07,2.506379589983787e-07
1991,4.6305575285288114e-07,2.4032006984420207e-07
1992,4.0553190494563296e-07,3.1682178414094153e-07
1993,5.661070279217029e-07,3.7112689188489867e-07
1994,4.810732976423537e-07,3.1016567347830204e-07
1995,4.86393832321852e-07,3.242625461474802e-07
1996,4.772254502682927e-07,2.738441200467179e-07
1997,5.451794908850616e-07,2.383062502886446e-07
1998,4.853955570816026e-07,2.4937315046269504e-07
1999,5.662479103385465e-07,1.9331950601442216e-07
2000,5.959924749276979e-07,2.0013682044961456e-07
2001,5.301266372548241e-07,2.010976218880245e-07
2002,5.827024718296769e-07,1.826969411311552e-07
2003,5.196153052833274e-07,1.6125992097215658e-07
2004,4.880508651661231e-07,1.4976290652057855e-07
2005,4.945117098031915e-07,1.634861155341838e-07
2006,4.019060617643788e-07,1.297135348021783e-07
2007,4.401916489094049e-07,1.0225867086433027e-07
2008,4.83645155369139e-07,1.592282407592016e-07
2009,4.47256469415791e-07,1.296948426432465e-07
2010,5.79137041878397e-07,8.73901687681311e-08
2011,5.487399934167581e-07,3.709252793804296e-08
2012,4.806804834722733e-07,6.434037372327062e-08
2013,4.897703488326854e-07,8.116354011100668e-08
2014,3.9627646375439696e-07,7.622367315107681e-08
2015,4.300156328795879e-07,7.048709813051168e-08
2016,4.3829555695928946e-07,6.649001815794975e-08
2017,5.066441348677841e-07,3.723104727293425e-08
2018,4.837668885482316e-07,8.312322513637227e-08
2019,4.7422863724833064e-07,6.020331116962652e-08
