year,mon_DET as_NOUN,mon_DET casse_NOUN
1930,2.100720708497761e-09,2.100720708497761e-09
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,4.588264879146209e-09
1934,2.3963160344919743e-09,0.0
1935,7.180970484910176e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,5.186085783037697e-09,0.0
1939,6.117620188206274e-09,3.058810094103137e-09
1940,7.607348750937604e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,4.908504047662632e-09,8.835307485632882e-09
1950,4.2541445921528975e-09,8.508289184305795e-09
1951,2.1322803522849654e-09,9.595261585282344e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,1.6160740301529586e-08
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,5.631364707880948e-09,5.631364707880948e-09
1956,1.744228317335228e-09,2.3547082728114788e-08
1957,4.417518850718949e-09,4.417518850718949e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,4.650448914844674e-09,1.4726420971555854e-08
1960,5.536666680683311e-09,4.844583401109048e-09
1961,4.863711378089164e-09,4.168895617606694e-09
1962,2.5367825617905737e-09,1.0147130247162295e-08
1963,2.5864212993553792e-09,9.69907976156037e-09
1964,3.0419841645645818e-09,7.300761994954996e-09
1965,4.377634810204256e-09,9.849677740092488e-09
1966,3.3234448526542337e-09,7.200797069728537e-09
1967,3.451234853457663e-09,7.3955032653394426e-09
1968,1.1228539376073599e-08,5.3896989093971115e-09
1969,7.26681231855153e-09,4.995933389206897e-09
1970,5.9783426265003214e-09,9.197450273612517e-09
1971,3.0830383801472294e-09,4.624557736754298e-09
1972,3.5911027485013847e-09,9.234264020108185e-09
1973,6.064524216142786e-09,7.16716475057666e-09
1974,5.06301445213353e-09,6.750686232237513e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,3.4281161798155324e-09,1.0284348372913144e-08
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,5.346532216954358e-09,9.504946163474415e-09
1979,4.0963813452421505e-09,8.192762912528906e-09
1980,2.2740602734216964e-09,5.116635559687666e-09
1981,3.1627747087981106e-09,6.325549417596221e-09
1982,4.345251602977385e-09,3.1037510339615437e-09
1983,1.2630632095778083e-09,8.841442245000053e-09
1984,4.059306057957457e-09,6.378909400694965e-09
1985,4.210890636180409e-09,8.421781494405423e-09
1986,5.994485463567401e-10,5.395036861699509e-09
1987,6.110816852533674e-09,6.110816741511371e-09
1988,2.9982769045311386e-09,1.5591039570495013e-08
1989,6.585746392673286e-09,1.2622680900520322e-08
1990,1.089730239378639e-08,8.717841670780047e-09
1991,3.5168792322792797e-09,5.2753188484189195e-09
1992,3.856960972825618e-09,1.487684975209902e-08
1993,2.7696036575264316e-09,8.308810806045841e-09
1994,3.692448680148175e-09,1.4769794220992338e-08
1995,1.626735190995987e-09,1.138714633697191e-08
1996,1.067618438099771e-09,5.871901409548741e-09
1997,3.3564260260021683e-09,2.013855615601301e-08
1998,2.8608774238492174e-09,1.1920323284009271e-08
1999,2.285100608734325e-09,1.3710603319339043e-08
2000,3.97622823555821e-09,1.369589786026637e-08
2001,3.5049695090716426e-09,1.095302959441824e-08
2002,1.3143663935011318e-09,1.4896153088805875e-08
2003,4.166922917825389e-09,1.1250691600572793e-08
2004,1.3214374039449694e-09,4.404791115186768e-09
2005,3.15262471684008e-09,1.1259374099736874e-08
2006,3.2943118788431036e-09,9.059358041518806e-09
2007,3.5950314947186257e-09,7.190063044948403e-09
2008,4.257439734089985e-09,2.0009967016676455e-08
2009,4.291373256748443e-09,1.2874119992289934e-08
2010,2.3618964561933353e-09,2.125706866085153e-08
2011,4.5887662558641296e-09,2.6767803973370974e-08
2012,2.4170193624328817e-08,2.3148917782656042e-08
2013,8.367374959572516e-09,4.127905017803357e-08
2014,6.063246710263925e-09,3.399748826904414e-08
2015,9.97458915463767e-09,2.9037136944909392e-08
2016,3.93554608346669e-09,2.9620161878796125e-08
2017,7.798395040836681e-09,2.7923286127773395e-08
2018,7.228106779777477e-09,4.982230650263375e-08
2019,5.101975453225549e-09,3.0611852830375597e-08
