year,en_ADP aval_NOUN,en_ADP cavale_NOUN
1800,2.4524482888921284e-07,2.2009151834367913e-08
1801,1.1191558479950459e-07,0.0
1802,9.622712582313397e-08,2.2378401354217203e-08
1803,7.80135707145746e-08,0.0
1804,8.79978941270565e-07,1.2359254952798437e-08
1805,2.558589926593413e-07,1.421438877713399e-08
1806,5.244638003887303e-07,4.034336686942197e-08
1807,7.971474502710407e-08,0.0
1808,1.1783584596969376e-07,9.064295980465431e-09
1809,1.9201759648979078e-07,9.036122072814123e-09
1810,3.0187634880718406e-07,2.3401267590372754e-09
1811,3.835827420139992e-07,2.5070767684098882e-09
1812,1.8670458246106136e-07,0.0
1813,1.4378707646756084e-07,0.0
1814,8.181360300341112e-08,0.0
1815,8.36139331106267e-08,0.0
1816,1.877259201421566e-07,0.0
1817,6.07180652423267e-08,0.0
1818,2.5034472272977837e-07,0.0
1819,4.813238145828791e-07,1.035105001712111e-09
1820,3.0378192494850964e-07,0.0
1821,2.7316322004367066e-07,3.94459531705138e-09
1822,9.464181260909754e-07,5.012807946513931e-09
1823,1.9963027853009407e-07,5.929612356680991e-09
1824,3.663184031665878e-07,2.5263338088166165e-09
1825,3.4957609473806883e-07,7.044354433105582e-09
1826,5.989429094910292e-07,8.807984341885344e-10
1827,5.069499913190612e-07,0.0
1828,4.1000187422923773e-07,0.0
1829,6.507040719583301e-07,8.57317605795771e-10
1830,5.260165156784069e-07,5.218417697960831e-09
1831,8.310112828979754e-07,0.0
1832,1.3543499388646296e-06,1.488296597074168e-08
1833,7.344020378496907e-07,1.0425265983826648e-08
1834,6.80487286075504e-07,1.4001796166951408e-08
1835,1.3893392178943031e-06,6.050470346963266e-09
1836,9.005805150508195e-07,4.032449929525228e-09
1837,7.444943221912581e-07,5.5663127440652715e-09
1838,8.843338932251754e-07,6.943378316748294e-09
1839,1.2493766590182531e-06,6.292327547896548e-09
1840,1.7433837342650804e-06,6.3696887764308485e-09
1841,1.952488773326877e-06,8.346713542550788e-09
1842,9.633068493997143e-07,4.695785538189057e-09
1843,1.5653313916175193e-06,1.7720733769266417e-09
1844,1.1311924303925025e-06,1.2623690537338916e-08
1845,1.604315574610382e-06,4.464182357111213e-09
1846,1.4109348285273882e-06,2.9272506640865004e-09
1847,1.6104165894148537e-06,8.629157832729106e-09
1848,1.7868436863466286e-06,9.65426583121598e-09
1849,1.2661296260318977e-06,1.6758828991214614e-08
1850,1.2525697989929085e-06,1.6972489191857676e-08
1851,1.5401259183533966e-06,1.1608989325395669e-08
1852,1.528024967001329e-06,1.9531636308300904e-09
1853,1.3072558626703312e-06,8.957897534855874e-09
1854,1.4391990923456888e-06,2.0782657816909023e-09
1855,2.1864580475039475e-06,1.3798036491152743e-08
1856,1.3160415477386778e-06,1.0354378465748937e-09
1857,1.6553197283997179e-06,1.2691923956253959e-08
1858,1.6158918185738003e-06,3.9149408159744326e-09
1859,1.9528485211139923e-06,2.5460866748261424e-09
1860,1.7288023457240342e-06,1.8308735638683515e-09
1861,2.3721296997791796e-06,1.8863854922557266e-09
1862,2.01728082771524e-06,9.035972525772706e-10
1863,1.877477984635334e-06,2.4973103585068657e-09
1864,2.207972165990668e-06,5.274200631788517e-09
1865,2.1802103020718278e-06,9.41368871743009e-10
1866,2.828867422977055e-06,2.432806400776144e-09
1867,2.735529747610599e-06,1.455843445796745e-09
1868,2.3133431028554696e-06,9.385760613156435e-09
1869,2.2493489666430833e-06,1.953407657850903e-09
1870,2.177791628810155e-06,9.17447806614291e-09
1871,2.8369164297714633e-06,3.18635318130589e-09
1872,2.9021181831012655e-06,9.675742873582749e-09
1873,3.258182317722458e-06,5.387403856360606e-09
1874,2.8839437362648823e-06,5.974609251779839e-09
1875,3.4054528441629373e-06,1.5448122780981066e-08
1876,3.389395828889974e-06,1.813804439976252e-09
1877,3.592759668435974e-06,2.4739263970730008e-09
1878,4.21769956915341e-06,1.3889904337816006e-08
1879,3.4572671268051636e-06,1.832797580370027e-09
1880,3.6851273250704253e-06,6.417846254436199e-09
1881,3.878805898693827e-06,6.9725074602899895e-09
1882,3.1999091447687533e-06,1.9966155395678697e-09
1883,4.4064752273698105e-06,3.159669414998234e-09
1884,4.202640099038035e-06,6.601696966868076e-09
1885,4.563510003663396e-06,7.7347630522695e-09
1886,3.997275513256682e-06,2.5813855497602844e-09
1887,4.6975612804089906e-06,6.528924512139156e-09
1888,3.957811657073762e-06,1.9021844099853524e-09
1889,3.4339215346790297e-06,0.0
1890,4.2262683450644545e-06,1.3108772956016423e-09
1891,3.7830996859611332e-06,1.2748440081367107e-09
1892,5.140807076031706e-06,3.761107425503951e-09
1893,4.36816506521609e-06,0.0
1894,4.679523016193343e-06,6.9316934414587195e-09
1895,4.090852371518849e-06,1.2037228991346183e-09
1896,3.9262419591068465e-06,7.66613794667137e-09
1897,4.822188031994301e-06,1.7480140668268973e-09
1898,4.565160708125404e-06,6.224190496340043e-09
1899,4.585126077927271e-06,5.527578395003729e-10
1900,4.947592657345012e-06,2.07642125715779e-09
1901,4.473226738355152e-06,5.588738916095792e-10
1902,5.041388504878341e-06,1.4730852093691738e-09
1903,5.332177636319102e-06,4.860198465905796e-09
1904,4.9193942857073125e-06,7.524475265086039e-09
1905,4.595656037054141e-06,1.5482277682110634e-09
1906,5.021238706603981e-06,0.0
1907,4.203245822509416e-06,4.6285588695127444e-09
1908,5.03368283943928e-06,6.384805573134145e-09
1909,4.565266351619357e-06,1.1001967115120692e-09
1910,5.623115129083089e-06,5.344150677544235e-10
1911,5.576284252128971e-06,4.25629931299909e-09
1912,4.8343427181407606e-06,5.730363294986773e-09
1913,4.404663471291315e-06,0.0
1914,4.6321378022184945e-06,2.0090231700464756e-09
1915,5.889202981279595e-06,7.068456930880984e-09
1916,4.625721544471162e-06,0.0
