year,en_ADP ouvertures_NOUN,en_ADP couverture_NOUN
1950,7.444753258312176e-09,3.9350836633644803e-07
1951,5.330700769690111e-09,3.592892411363735e-07
1952,9.490323193972472e-09,5.008781904791704e-07
1953,3.232148326759443e-09,4.525007426536831e-07
1954,8.795282724349818e-09,4.593091866844645e-07
1955,4.6928039232341234e-09,5.302868419931883e-07
1956,1.1337483840634377e-08,3.67160056580218e-07
1957,4.417518795207798e-09,4.196643006437739e-07
1958,3.3088973783179654e-09,3.8714100192294154e-07
1959,6.975672928177801e-09,3.3095693829920947e-07
1960,5.536666736194462e-09,3.51578341106773e-07
1961,6.25334317660986e-09,3.133619745909755e-07
1962,6.976152100435229e-09,2.5177567197776085e-07
1963,1.1638896069143811e-08,3.1037054393223684e-07
1964,5.475571551727398e-09,2.7742895070126394e-07
1965,3.2832261354087677e-09,2.6429970123587054e-07
1966,4.985167390003653e-09,3.1074208806103343e-07
1967,9.860671390526932e-09,2.977922657354526e-07
1968,6.737123720013116e-09,2.6454439883139e-07
1969,8.62933943746036e-09,3.39269312421564e-07
1970,5.9783426265003214e-09,3.6927761692950867e-07
1971,3.5968783507200897e-09,4.6091426497696375e-07
1972,7.69522046084603e-09,5.289181395085052e-07
1973,1.2680368366435602e-08,4.327864977504703e-07
1974,8.438357568252286e-09,4.854868222992081e-07
1975,5.140332159925265e-09,5.123197794887346e-07
1976,7.998937512354587e-09,4.99933616282533e-07
1977,7.639816779203557e-09,5.953179922357776e-07
1978,1.4257419245211622e-08,7.087125553084661e-07
1979,1.1703946256602649e-08,6.706361652675241e-07
1980,4.548120546843393e-09,6.719848251179883e-07
1981,6.958104314946922e-09,6.762012390026939e-07
1982,1.0552754226011984e-08,7.287607459716128e-07
1983,3.78918940668882e-09,7.452072843250335e-07
1984,6.958810416790584e-09,7.962038388598103e-07
1985,9.624892882698077e-09,8.650372578244969e-07
1986,7.1933827783254856e-09,9.255485764469995e-07
1987,6.721898426764739e-09,9.263998066444401e-07
1988,8.395175221664886e-09,8.754968447988176e-07
1989,8.780995486290522e-09,1.0136561456874915e-06
1990,6.538381391862913e-09,1.0259810068191655e-06
1991,9.37834432335194e-09,1.4595048440924074e-06
1992,5.509944056569793e-09,1.3003468382066785e-06
1993,4.4313659408601325e-09,1.0901160294451984e-06
1994,5.274926717646622e-09,1.3229515900547995e-06
1995,7.591431483433553e-09,1.1669114314827311e-06
1996,1.0676184380997711e-08,1.1717112187170642e-06
1997,2.876936688878118e-09,1.3603115860405524e-06
1998,6.198567881199324e-09,1.1243248962955477e-06
1999,6.398281571229347e-09,1.1411792257831621e-06
2000,7.952456582138723e-09,1.2432340312784618e-06
2001,1.095302959441824e-08,1.0146886566531066e-06
2002,7.009954283709874e-09,1.0742754881221117e-06
2003,1.0417307017007715e-08,1.1384033555827955e-06
2004,7.047666006343434e-09,1.0619951638091152e-06
2005,6.305249322657858e-09,1.1817838725391994e-06
2006,6.58862386870851e-09,1.1299490196847728e-06
2007,5.592271090648637e-09,1.323770511874045e-06
2008,7.2376473703172906e-09,1.2086871237215746e-06
2009,5.721831008997924e-09,9.870158308444843e-07
2010,1.1809483002611643e-08,9.9105176509795e-07
2011,6.500752380844688e-09,8.875438942679281e-07
2012,4.7659536595023866e-09,9.457013817049109e-07
2013,4.741512515948898e-09,8.250231922080076e-07
2014,4.980523993225461e-09,8.211367825694538e-07
2015,4.211493376260478e-09,8.223494640802187e-07
2016,6.421154274960372e-09,7.726098227855971e-07
2017,7.043711836018929e-09,8.676343306035506e-07
2018,4.130346731301415e-09,8.991248396927887e-07
2019,5.3570743396846865e-09,8.308567192027994e-07
