year,en_ADP ouvertures_NOUN,en_ADP couverture_NOUN
1800,0.0,6.60274537267469e-08
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,7.801356893821776e-09
1804,0.0,7.4155526164076946e-09
1805,8.528632911009026e-09,1.421438877713399e-08
1806,0.0,0.0
1807,0.0,4.27043254092041e-08
1808,0.0,0.0
1809,6.7770917766551975e-09,1.129515236897305e-08
1810,0.0,1.6380887757350138e-08
1811,0.0,7.521229861140455e-09
1812,0.0,5.3344164641089264e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,4.670620334934483e-09
1818,0.0,7.152706427149269e-09
1819,2.3807414706311647e-08,0.0
1820,0.0,1.0679833017945839e-08
1821,0.0,0.0
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,9.263223965660927e-09
1825,1.3208164340028361e-08,8.805443041381977e-10
1826,8.807984341885344e-10,5.284790383086602e-09
1827,1.8434546111834038e-09,3.6869091668556564e-09
1828,1.559291185060374e-08,1.0089530988466322e-08
1829,0.0,1.8860987438529264e-08
1830,3.1310507520032616e-09,2.2961039292113128e-08
1831,0.0,5.9246584527272717e-08
1832,1.0823975493678972e-08,3.788391467196561e-08
1833,1.0425265983826648e-08,4.865124125785769e-08
1834,1.120143755528602e-08,1.9602514722549813e-08
1835,1.5882484660778573e-08,4.0840674842002045e-08
1836,2.688300027031687e-09,3.965242711956307e-08
1837,1.530736071231331e-08,2.1569462660409044e-08
1838,1.199310784016916e-08,8.837027110075724e-09
1839,2.7965900706306e-09,5.663094881924735e-08
1840,5.095750932326837e-09,4.649872664685972e-08
1841,1.2841097074556274e-09,3.723918240439161e-08
1842,2.0124795163667386e-09,3.6895457355967665e-08
1843,4.134837805480629e-09,8.092467851383844e-08
1844,6.586273748609983e-09,7.190015338665035e-08
1845,1.1718478631905782e-08,6.249855033502172e-08
1846,7.025401593807601e-09,3.3956109035671034e-08
1847,7.550513103637968e-09,5.177494610819622e-08
1848,1.6090443422100975e-09,6.91889070481011e-08
1849,2.5976186979193017e-08,1.835091865132199e-07
1850,1.5614691761811628e-08,4.820187271548093e-08
1851,8.384270167027807e-09,9.803146627795911e-08
1852,7.812654523320361e-09,4.036538214791108e-08
1853,7.166318205520383e-09,1.092863504137398e-07
1854,4.676098175337984e-09,5.923057599943604e-08
1855,7.429711956774554e-09,6.315255518529739e-08
1856,5.694908100650764e-09,6.730345947225658e-08
1857,6.345962033638131e-09,5.760180599168052e-08
1858,4.404308473482388e-09,6.655399431565456e-08
1859,0.0,5.448625639559168e-08
1860,1.0069804545764782e-08,6.31651388971477e-08
1861,3.3011746669586728e-09,6.319391082643122e-08
1862,1.400575744270327e-08,9.081152546608351e-08
1863,5.494082966350788e-09,1.7281387726386654e-07
1864,1.0548401263577034e-08,1.0404559980248251e-07
1865,8.47231973466478e-09,1.1202289584844038e-07
1866,7.298419202328432e-09,1.0607036227128219e-07
1867,3.396968040192405e-09,1.1792331733317951e-07
1868,1.4819621974027086e-08,1.1164115487627413e-07
1869,1.953407657850903e-09,9.278686452507401e-08
1870,2.8670243956696595e-09,1.2328205434286588e-07
1871,7.434824311758348e-09,1.4232377543166308e-07
1872,2.4189357183956872e-09,1.6388289592050853e-07
1873,7.781805422268917e-09,1.825731398841235e-07
1874,5.377148060148329e-09,1.272591784728938e-07
1875,5.149374260327022e-09,1.2701789842139988e-07
1876,6.04601479992084e-10,2.3942218341233e-07
1877,1.2988113695655557e-08,2.0780981691004285e-07
1878,6.039088784604019e-09,1.231974104398681e-07
1879,1.221865053580018e-09,1.7411576880288493e-07
1880,8.343199908722454e-09,1.3926725994650724e-07
1881,2.2312024228199334e-08,1.052848639937487e-07
1882,1.7969540522244642e-08,2.0099263209338858e-07
1883,3.159669414998234e-09,2.3318360575785846e-07
1884,3.300848483434038e-09,1.584407218757633e-07
1885,1.0957580676151935e-08,1.6243002548543828e-07
1886,7.098810428374236e-09,2.581385580846529e-07
1887,6.528924512139156e-09,4.0152885422140017e-07
1888,5.07249175996094e-09,3.7156002163918345e-07
1889,5.6386229019267375e-09,3.0699170600057e-07
1890,8.520702365899524e-09,3.414835358928059e-07
1891,8.28648560879941e-09,3.60143442290628e-07
1892,6.8953633913793055e-09,3.4038021978766153e-07
1893,4.310891643655168e-09,2.8636637283696587e-07
1894,2.520615716150587e-09,3.358720326307463e-07
1895,7.222337172763105e-09,2.9731956741052556e-07
1896,1.0614652268259306e-08,2.6772510203221245e-07
1897,5.826713445067355e-09,3.909724686224081e-07
1898,7.355861475488723e-09,3.842023031941366e-07
1899,2.7637891975018647e-09,3.7366429594953843e-07
1900,6.22926377147337e-09,3.7583224499204704e-07
1901,8.941982265753268e-09,3.414719360606e-07
1902,6.874397495693074e-09,3.191684385672744e-07
1903,7.020286574288548e-09,3.682950200367685e-07
1904,1.1286712897629059e-08,3.9127271822536613e-07
1905,1.5482277682110634e-09,2.626826263174564e-07
1906,2.572092316910357e-09,3.9764547654641547e-07
1907,2.057137349353866e-09,3.5845618295837767e-07
1908,4.911389073214423e-09,3.020504411033187e-07
1909,1.1001967115120692e-09,3.1630654495629074e-07
1910,4.809735720812114e-09,2.901873848992764e-07
1911,5.852411777418354e-09,3.0326133459990245e-07
1912,6.772247651554153e-09,3.0058360267481987e-07
1913,2.5984650209309734e-08,4.3855724718433464e-07
1914,2.2099253815799358e-08,3.2144369710440657e-07
1915,1.2958838002674611e-08,2.7213559039562796e-07
1916,1.0987462051303964e-09,3.1753766038811193e-07
1917,2.7416060977003553e-08,3.1692967827900986e-07
1918,1.72295644418341e-08,3.1472670691812255e-07
1919,7.366278753639932e-09,4.254025852690191e-07
1920,4.316172264040574e-08,4.997673093143362e-07
1921,1.741731836535365e-08,4.021129014208924e-07
1922,3.098733003525922e-08,4.5448081920085315e-07
1923,2.7601464225313066e-08,4.0552923152858966e-07
1924,5.156649773851996e-09,3.687004459518306e-07
1925,4.6192349056894955e-08,3.5744078474841956e-07
1926,5.684530535177146e-08,3.1766495034446507e-07
1927,1.1149224765638621e-08,2.898798511230538e-07
1928,1.1426041224282812e-09,3.370682184478113e-07
1929,5.570202965543558e-09,3.319841084259423e-07
1930,6.3021621254932825e-09,3.980865654895638e-07
1931,5.7026783295555106e-09,4.94992482558132e-07
1932,9.863583061431314e-09,3.8906354427048484e-07
1933,5.735331320977366e-09,3.877083896153266e-07
1934,2.3963160344919743e-09,4.76866878429405e-07
1935,3.590485242455088e-09,4.751408884118291e-07
1936,6.0623572828433225e-09,5.892611389946012e-07
1937,1.510934133364117e-08,4.2809800393506237e-07
1938,1.5558256905023882e-08,5.976963611820096e-07
1939,1.8352860564618823e-08,3.8235124932839426e-07
1940,2.5357829169792012e-09,4.412262217812213e-07
1941,2.9515025978810172e-09,4.102588491150527e-07
1942,1.517105907566929e-08,3.914133184235169e-07
1943,2.9032352077962287e-09,4.064529415259699e-07
1944,0.0,3.5345046711654504e-07
1945,0.0,2.984550544482545e-07
1946,2.7842208538686464e-09,3.8004614388853497e-07
1947,8.344609447874518e-09,3.731232667281148e-07
1948,1.848220954059343e-08,3.3485413175604606e-07
1949,3.9268033269479474e-09,2.9451024852189533e-07
