year,en_ADP anneaux_NOUN,en_ADP canots_NOUN
1868,1.709196482124753e-07,1.6301584082611953e-08
1869,1.4259876479627565e-07,2.9789466893248573e-08
1870,1.5309910850191955e-07,3.096386436141074e-08
1871,1.667524855974989e-07,3.186353225714811e-08
1872,1.354603966774448e-07,3.4469834986339265e-08
1873,2.681730109088676e-07,1.0774807712721213e-08
1874,1.637042856827975e-07,1.8521287614703397e-08
1875,1.7393442419688654e-07,3.089624556196213e-08
1876,1.7231141669071803e-07,2.3579458385825092e-08
1877,2.2945667410567694e-07,1.3111809948895825e-07
1878,1.9808210538485582e-07,2.1740719446938783e-08
1879,1.3868168480257737e-07,3.176849006081284e-08
1880,1.2514800573626417e-07,2.5671385017744797e-08
1881,1.65945678531898e-07,2.1614773970668466e-08
1882,1.7437109534057527e-07,1.9966154951589488e-08
1883,1.4281705773555586e-07,2.0853818227806187e-08
1884,2.1785599813028966e-07,6.271611852071146e-08
1885,1.9659188410514616e-07,3.0939052209078e-08
1886,1.54883139202866e-07,4.904632433522238e-08
1887,1.4755369193153456e-07,3.982643903555072e-08
1888,1.1539918887137901e-07,2.7264643875923866e-08
1889,1.7041172384324454e-07,2.944614330147033e-08
1890,1.4419650540276052e-07,2.4906668727453507e-08
1891,1.5489354154851753e-07,2.4859458491732767e-08
1892,1.5483225013213087e-07,2.1312942521944933e-08
1893,1.453386317962213e-07,2.6481190573690583e-08
1894,1.6131940583363757e-07,2.835692747282792e-08
1895,1.4203929765699286e-07,2.9491211250842753e-08
1896,1.5980948830929265e-07,2.6536630670648265e-08
1897,2.0684832691131305e-07,2.2724183423861177e-08
1898,2.687718563265662e-07,2.2067583316243145e-08
1899,1.591942577761074e-07,3.592926134388108e-08
1900,1.4638770551300695e-07,2.5436159845071415e-08
1901,1.3021761446907476e-07,2.6825947685438223e-08
1902,1.487815950440563e-07,1.3748794991386148e-08
1903,1.3230540218955866e-07,4.050165358648883e-08
1904,1.9294904518574185e-07,3.547252447333449e-08
1905,1.5121024432573904e-07,1.2385822145688508e-08
1906,1.2809019267479016e-07,3.240836221607424e-08
1907,1.3371392526551062e-07,3.034277540336916e-08
1908,9.970119663194055e-08,2.9468335327464956e-08
1909,1.6833010363370704e-07,4.1257376182102234e-08
1910,1.6139334491072077e-07,2.1911017000775246e-08
1911,1.7025197962539096e-07,1.8089272302290738e-08
1912,1.1096066998561582e-07,1.927485904218429e-08
1913,1.8507434162984282e-07,1.9090762748419365e-08
1914,1.1451431447540017e-07,2.1429579888376793e-08
1915,1.3076645188903058e-07,5.0657277483878715e-08
1916,1.2415831918133335e-07,1.4283700444650549e-08
1917,1.2282394834528532e-07,2.7416060532914344e-08
1918,1.274987795341076e-07,1.9526840588923733e-08
1919,1.0312790266198135e-07,2.8544329566670967e-08
1920,1.2191293308205786e-07,1.590168707821249e-08
1921,1.0904756209129118e-07,3.332008802203745e-08
1922,1.313272548486566e-07,3.24629176873259e-08
1923,1.1040586400667962e-07,2.653987074552333e-08
1924,1.5856697643812367e-07,3.2229060309418855e-08
1925,1.3417776756341482e-07,2.0896537833436923e-08
1926,1.4267057224515156e-07,2.452150482668003e-08
1927,1.371354727552898e-07,2.0068604555945058e-08
1928,1.771036437503426e-07,2.170947865920425e-08
1929,1.6153589399436896e-07,1.7824650200282122e-08
1930,1.344461253438567e-07,2.3107928015519974e-08
1931,1.779235674348456e-07,4.219981875053236e-08
1932,2.6193291091658466e-07,1.3151444377967891e-08
1933,1.307655423943288e-07,4.01473165823063e-08
1934,1.7852553924058157e-07,3.4746584276490466e-08
1935,1.2447014796634903e-07,4.188899538348778e-08
1936,1.43071630986924e-07,1.2124714565686645e-08
1937,1.3472497073507839e-07,3.399602022113868e-08
1938,2.2300169177924545e-07,2.3337385357535823e-08
1939,1.2388180437028495e-07,2.2941076593951948e-08
1940,2.0793419253095635e-07,7.60734906180005e-08
1941,2.4792620934022125e-07,5.60785480274717e-08
1942,2.306000936869168e-07,7.282108072104165e-08
1943,2.7290411708236206e-07,1.4516175816936538e-08
1944,1.799384250489311e-07,2.5705489292704442e-08
1945,1.8735134688085964e-07,3.485606470121638e-08
1946,1.4477947729574225e-07,2.9234318077442367e-08
1947,1.335137511659923e-07,2.3841742802233057e-08
1948,2.6527405339038523e-07,3.044128504825494e-08
1949,1.2762110657149606e-07,1.9634017078828947e-08
1950,1.031630034731279e-07,1.1698897850465073e-08
1951,1.194077015043149e-07,1.8124383771578323e-08
1952,1.9718783050848288e-07,1.5817205323287453e-08
1953,1.3898237227749632e-07,2.5857186614075545e-08
1954,1.358382490934673e-07,2.443134050622575e-08
1955,1.267057001541616e-07,2.5341140741375057e-08
1956,1.4477095078291313e-07,1.3081712602058815e-08
1957,1.9613783308614074e-07,1.5903067307476704e-08
1958,2.5809399062382e-07,1.9853384713997002e-08
1959,1.5036451372907322e-07,1.5501495198577686e-08
1960,1.5641083450645965e-07,2.629916728835724e-08
1961,1.2228760226662416e-07,1.389631876236308e-08
1962,1.5220695104289916e-07,1.3952304200870458e-08
1963,1.3708033463899483e-07,8.405868889838075e-09
1964,1.539244038895049e-07,1.7035111099517053e-08
1965,1.1108247832680718e-07,9.302473458205895e-09
1966,1.4401594228274917e-07,2.1048483844765542e-08
1967,1.3065388770883146e-07,1.5777073869571723e-08
1968,1.2036994689879066e-07,1.9313088017725022e-08
1969,1.185398801339943e-07,1.9075383050903838e-08
1970,1.3520251229692803e-07,2.8052221878738237e-08
1971,9.55741938923893e-08,1.0790635052160269e-08
1972,1.205584538865878e-07,1.7442499000708267e-08
1973,1.1798255883377351e-07,1.3783009400469837e-08
1974,1.3895161998789263e-07,1.912694358452427e-08
1975,8.967023745753977e-08,1.0851811893530794e-08
1976,8.798831174772204e-08,1.9425991482080462e-08
1977,7.992423434188822e-08,8.22749424145286e-09
1978,9.683164137186395e-08,2.4950484345254154e-08
1979,8.48536103603692e-08,3.160065631391262e-08
1980,1.0176420062180114e-07,1.591842213599648e-08
1981,9.551579438493718e-08,1.644642821929665e-08
1982,7.759378206628753e-08,1.5518756057986138e-08
1983,9.662433342327859e-08,3.031351525351056e-08
1984,6.842829947117934e-08,2.2616132966390978e-08
1985,9.203803585933201e-08,1.3835783185811579e-08
1986,1.0070735356748628e-07,1.978180286243969e-08
1987,8.49403534175508e-08,1.4665960890170027e-08
1988,7.25583007010755e-08,2.398621568033832e-08
1989,7.738252350009134e-08,1.7561990972581043e-08
1990,6.592867407562153e-08,1.2531897297662908e-08
1991,7.795748757644105e-08,1.2895223555631219e-08
1992,6.391535123384529e-08,2.3692759754112558e-08
1993,5.483815357365529e-08,1.3848018731721368e-08
1994,6.382661155157621e-08,1.4242301560329906e-08
1995,9.76041150124729e-08,1.572510655023507e-08
1996,6.725996115619637e-08,2.2419987644184403e-08
1997,5.082588216964723e-08,1.3905194329311144e-08
1998,2.9276313284753996e-07,7.152193948201102e-09
1999,6.215473291604212e-08,1.0054442611817649e-08
2000,5.169096795043515e-08,1.678851901942835e-08
2001,6.834690680079802e-08,1.0514908055370142e-08
2002,6.703268695673614e-08,1.5334276071143904e-08
2003,6.208715319644398e-08,2.7501691590714472e-08
2004,7.532192825010497e-08,1.6738207264666016e-08
2005,5.6747243348809207e-08,1.3961623857028371e-08
2006,8.359316439054965e-08,9.471146533712727e-09
2007,5.072988784604604e-08,6.7906151812735516e-09
2008,1.2559446815885167e-07,1.1069342775726909e-08
2009,7.77215376501772e-08,1.3827758493789588e-08
2010,7.747020447368413e-08,1.2281861749841028e-08
2011,7.074348218338855e-08,1.7207874236646603e-08
2012,5.8893572685292384e-08,1.2255309655984092e-08
2013,5.550358750383566e-08,1.2551062411603198e-08
2014,6.214827408257406e-08,8.87832563023494e-09
2015,7.336864626950046e-08,8.422986752520956e-09
2016,1.2241619629094203e-07,1.3670844012381167e-08
2017,6.691526266422443e-08,1.1571811953103861e-08
2018,5.524338675400031e-08,1.1358453733123497e-08
2019,5.5866632209244926e-08,1.020395146156261e-08
