year,son_DET anal_ADJ,son_DET canal_NOUN
1800,0.0,8.17482760595567e-07
1801,4.7623651688866175e-09,6.38156952170732e-07
1802,4.475680270843441e-09,9.84649659585557e-07
1803,0.0,7.762349980566796e-07
1804,0.0,8.527886006248764e-07
1805,0.0,1.697197991035182e-06
1806,0.0,6.944822530385864e-07
1807,0.0,2.2775640218242188e-07
1808,0.0,4.600130161236393e-07
1809,0.0,5.10540879128385e-07
1810,2.3401267590372754e-09,4.680253624655961e-07
1811,0.0,4.3623137013781843e-07
1812,2.6672082320544632e-09,5.067695596494559e-07
1813,0.0,3.824736438673426e-07
1814,0.0,4.0277467405758216e-07
1815,0.0,5.070780169091904e-07
1816,0.0,3.615462045303275e-07
1817,3.113746815941454e-09,8.360409919916378e-07
1818,2.384235475716423e-09,6.544726520729682e-07
1819,2.070210003424222e-09,6.759235660069862e-07
1820,0.0,5.043254418524157e-07
1821,9.86148829262845e-10,4.62503808140724e-07
1822,1.0025615893027862e-09,6.075523089066337e-07
1823,1.9765373782121287e-09,5.119231869521457e-07
1824,8.421112696055388e-10,6.155833318644e-07
1825,0.0,6.304697173220575e-07
1826,1.7615968683770689e-09,4.826775406030492e-07
1827,0.0,5.889837755290728e-07
1828,0.0,5.485035927677018e-07
1829,0.0,5.298222938154851e-07
1830,1.0436835840010872e-09,5.093175794446125e-07
1831,1.5591206103948707e-09,4.5682233951183093e-07
1832,2.705993873419743e-09,8.347990841928166e-07
1833,1.1583628500844156e-09,6.405746303395077e-07
1834,0.0,6.132787031543074e-07
1835,7.563087933704082e-10,1.0663954483902671e-06
1836,0.0,6.136045012095082e-07
1837,6.957890930081589e-10,9.003510940130965e-07
1838,0.0,5.415834947175568e-07
1839,1.3982950353153e-09,5.893813830315509e-07
1840,0.0,6.337840122716543e-07
1841,6.420548537278137e-10,4.886037565654533e-07
1842,1.341653010911159e-09,5.494069266198665e-07
1843,1.1813822142769936e-09,5.587937987883151e-07
1844,5.488561272137815e-10,4.972636631350724e-07
1845,0.0,6.350299518453895e-07
1846,5.854501328173001e-10,5.71984764663469e-07
1847,5.393223645455691e-10,4.697497741901202e-07
1848,1.6090443422100975e-09,4.368555384104411e-07
1849,0.0,4.206466270861853e-07
1850,6.788996032014438e-10,4.759086298378179e-07
1851,6.449438760824933e-10,4.340472266051165e-07
1852,1.3021090872200602e-09,4.316491684086543e-07
1853,0.0,6.360107562830564e-07
1854,0.0,3.829204754390858e-07
1855,0.0,4.908916544366093e-07
1856,5.177189232874468e-10,4.5818125771202034e-07
1857,1.4644527812635033e-09,4.246912852501339e-07
1858,0.0,3.9932395873298887e-07
1859,5.092173349652285e-10,4.379268960796878e-07
1860,4.577183909670879e-10,4.311707304527346e-07
1861,9.431927461278633e-10,4.074592592218096e-07
1862,9.035972525772706e-10,3.388489791256166e-07
1863,4.994620828036034e-10,4.0056859273995826e-07
1864,0.0,3.89331902161949e-07
1865,1.4120533631256649e-09,4.071420494633493e-07
1866,0.0,4.5834072326389474e-07
1867,0.0,3.2174141040286486e-07
1868,0.0,4.4261271270329416e-07
1869,4.883519144627257e-10,3.4477645050046135e-07
1870,0.0,3.9450257016682144e-07
1871,1.0621177271019633e-09,4.174122594235996e-07
1872,0.0,2.830154692823328e-07
1873,5.986004469882289e-10,4.734929527350218e-07
1874,0.0,5.060494078779065e-07
1875,2.2886108563824337e-09,4.354082037139051e-07
1876,6.04601479992084e-10,4.1959341956498974e-07
1877,1.2369631985365004e-09,4.960222358407762e-07
1878,0.0,3.104091516603624e-07
1879,0.0,3.983280012498369e-07
1880,1.2835692508872398e-09,3.632500897854385e-07
1881,1.3945015142624584e-09,4.852865378435212e-07
1882,0.0,5.237788347489669e-07
1883,0.0,4.669991515715566e-07
1884,6.601696966868076e-10,5.01068776692648e-07
1885,6.445635691854079e-10,3.957620209327217e-07
1886,2.5813855497602844e-09,4.465797037722652e-07
1887,6.528924623161458e-10,3.584379664189896e-07
1888,6.340614699951175e-10,4.248211900037546e-07
1889,0.0,5.062230664654166e-07
1890,6.554386478008212e-10,3.309965104225654e-07
1891,0.0,2.932141316414061e-07
1892,6.268512375839919e-10,3.4288763517409393e-07
1893,6.158416554491453e-10,3.990653862917526e-07
1894,0.0,5.30589590042041e-07
1895,0.0,4.652389078430019e-07
1896,0.0,3.396688786905244e-07
1897,0.0,4.5098763645778916e-07
1898,0.0,4.5040504315085883e-07
1899,0.0,4.2672904143614687e-07
1900,0.0,3.960773562461384e-07
1901,1.1177477832191585e-09,3.8450524364463945e-07
1902,4.910283846193408e-10,3.3193519066720967e-07
1903,0.0,3.8341564501109815e-07
1904,1.0749250378694342e-09,2.816303616981486e-07
1905,0.0,2.6268263653150825e-07
1906,1.0288369045596824e-09,3.7346779380165174e-07
1907,0.0,2.483993310486987e-07
1908,0.0,2.3722009290239043e-07
1909,0.0,2.5634583966649416e-07
1910,5.344150677544235e-10,2.575880572175393e-07
1911,1.0640748282497725e-09,2.2824405432331218e-07
1912,0.0,2.750574383814097e-07
1913,0.0,2.593161854136383e-07
1914,6.696743715117748e-10,3.689905936354876e-07
1915,0.0,2.568206118880312e-07
1916,0.0,2.175517486158185e-07
1917,1.0966424435210342e-09,2.610008902337313e-07
1918,0.0,2.6418664678118375e-07
1919,0.0,2.578197479952138e-07
1920,0.0,2.18837493903834e-07
1921,0.0,2.907935092721914e-07
1922,0.0,3.1134886846473364e-07
1923,0.0,2.409820223370218e-07
1924,0.0,1.6630194998867864e-07
1925,0.0,2.606568159091438e-07
1926,0.0,2.407565876660911e-07
1927,1.1149224876660924e-09,2.0180096615973753e-07
1928,0.0,2.170947855928418e-07
1929,0.0,1.949571066806044e-07
1930,0.0,1.869641466090144e-07
1931,0.0,2.326692705167943e-07
1932,0.0,2.2576645286598307e-07
1933,0.0,2.5006043102848707e-07
1934,0.0,2.0368687003724517e-07
1935,0.0,1.5798134533895336e-07
1936,0.0,1.7217095038546404e-07
1937,1.2591118148108649e-09,2.770045872679816e-07
1938,0.0,2.281877751197925e-07
1939,0.0,1.5905813022243365e-07
1940,0.0,2.3836359708262478e-07
1941,0.0,1.9775067450211736e-07
1942,0.0,1.6384743162234372e-07
1943,0.0,2.3516204850082545e-07
1944,0.0,2.3134939830526946e-07
1945,0.0,1.437812722215881e-07
1946,0.0,1.447794790720991e-07
1947,0.0,1.2874541277518858e-07
1948,0.0,2.2178651337689814e-07
1949,0.0,1.7179764633112882e-07
1950,1.0635361480382244e-09,1.9994479893981065e-07
1951,1.0661401761424827e-09,1.844422508057164e-07
1952,0.0,2.203864036820491e-07
1953,2.1547654771580937e-09,2.0685748314264174e-07
1954,0.0,1.8079191144160234e-07
1955,0.0,1.3609131732650326e-07
1956,0.0,1.595968885936827e-07
1957,0.0,1.5991417612326586e-07
1958,0.0,1.5634540706521705e-07
1959,0.0,1.2246181535502387e-07
1960,6.920833350854139e-10,1.7440500688081784e-07
1961,2.08444772553662e-09,1.7300916566043156e-07
1962,6.341956404476434e-10,1.281075165948664e-07
1963,6.466053248388448e-10,1.6100473043678676e-07
1964,6.083968329129164e-10,1.393228707957661e-07
1965,1.6416130677043839e-09,1.5814205744923981e-07
1966,1.6617224263271169e-09,1.2629090684335154e-07
1967,4.930335584241163e-10,1.267096221280184e-07
1968,4.4914158503495116e-10,1.7741091906664508e-07
1969,9.083515606356229e-10,2.2300030755317835e-07
1970,9.197450023812337e-10,1.3520252073462302e-07
1971,1.541519245584766e-09,1.0174027320619672e-07
1972,1.0260293725750103e-09,1.2927969506026926e-07
1973,0.0,1.2900896861900435e-07
1974,5.06301445213353e-09,1.2151234507484787e-07
1975,0.0,1.108027136709211e-07
1976,1.142705374768127e-09,8.970237502792244e-08
1977,0.0,1.0754510570976095e-07
1978,5.940591352171509e-10,1.1346529571465425e-07
1979,5.851973350345929e-10,1.1177268977036192e-07
1980,1.1370301367108482e-09,1.199566797560614e-07
1981,0.0,1.3283654354268037e-07
1982,0.0,1.3159904410642298e-07
1983,1.89459470334441e-09,1.2504325397344473e-07
1984,5.799008495621649e-10,1.2583848119085417e-07
1985,0.0,9.74520387719835e-08
1986,1.1988970927134801e-09,1.1569357055707385e-07
1987,1.2221633705067347e-09,1.0938362327017614e-07
1988,5.996553809062277e-10,9.954279467372373e-08
1989,0.0,1.1195769245020415e-07
1990,1.089730194969718e-09,9.371679543512812e-08
1991,0.0,9.964490504943413e-08
1992,5.509944167592096e-10,1.0634191982550334e-07
1993,5.539207426075166e-10,1.0967630476033108e-07
1994,0.0,1.086634846547696e-07
1995,0.0,9.868860617601172e-08
1996,0.0,9.76870890845305e-08
1997,0.0,1.0932359106874401e-07
1998,0.0,1.006075273091156e-07
1999,2.285100553223174e-09,9.551720664413565e-08
2000,8.836062992401139e-10,7.952456382298578e-08
2001,3.943090742808408e-09,7.973805216110463e-08
2002,0.0,1.0996866206536282e-07
2003,1.2500769308587678e-09,9.875607087650451e-08
2004,0.0,9.646493048798277e-08
2005,2.251874686720612e-09,8.241862070601513e-08
2006,4.1178899179428186e-10,1.2930174864145272e-07
2007,1.5977917877663117e-09,1.2782333769223442e-07
2008,8.514879357157668e-10,1.0813896630934572e-07
2009,1.430457752249481e-09,1.2015844785828733e-07
2010,1.4171379625338432e-09,1.0108916770334986e-07
2011,7.64794394481072e-10,1.4989969532308578e-07
2012,3.404252713057332e-10,1.3787223285266492e-07
2013,2.789125042035323e-10,1.1435412750060436e-07
2014,1.5158115873603606e-09,1.3707268475826595e-07
2015,0.0,1.216899856437692e-07
2016,0.0,1.3153009137401028e-07
2017,0.0,1.2477431854396315e-07
2018,0.0,1.5179023632461153e-07
2019,2.55098775436835e-10,1.8009973090649112e-07
