year,en_ADP art_NOUN,en_ADP quart_NOUN
1852,2.500049509635005e-07,2.66932374870521e-07
1853,1.9587936606058065e-07,2.8486115866144246e-07
1854,2.51989728639046e-07,2.722528051890549e-07
1855,3.5874894521725764e-07,2.844518292022258e-07
1856,2.4746964832900176e-07,2.7387329737393884e-07
1857,1.9965372066721443e-07,2.4114655161611154e-07
1858,2.1630048152587733e-07,2.490881172434456e-07
1859,2.3373075563881685e-07,2.4951648924798064e-07
1860,2.0093836816670319e-07,2.929397737716499e-07
1861,1.876953561463779e-07,2.565484180649946e-07
1862,2.218331287551223e-07,3.013496723269782e-07
1863,2.497310411797571e-07,2.9168586479499936e-07
1864,3.1213678575170434e-07,2.6131266395168495e-07
1865,2.4051974989447444e-07,2.466386490596051e-07
1866,2.4182096414193666e-07,2.6031028710349347e-07
1867,3.2174139263929646e-07,3.455201635915728e-07
1868,3.606107963349814e-07,3.2850161346686946e-07
1869,2.6224497418070314e-07,3.1401029332300823e-07
1870,3.314280263566616e-07,3.239737509375118e-07
1871,2.570324895145859e-07,4.7476663667112007e-07
1872,2.9087701491903317e-07,2.757586798907141e-07
1873,2.9690581726526943e-07,3.0229321623664873e-07
1874,2.8976854693496534e-07,2.395818228251301e-07
1875,3.684663383296538e-07,3.627448279530654e-07
1876,4.867041951683859e-07,3.26484808965688e-07
1877,2.9996358463790784e-07,2.9130484335837536e-07
1878,3.9314468480711184e-07,2.8685670372397e-07
1879,4.1726692145971356e-07,2.3337622678809566e-07
1880,3.651754560962672e-07,3.228176694847207e-07
1881,4.288092299020718e-07,3.4862537745539157e-07
1882,5.623800376497456e-07,2.18962171061321e-07
1883,5.579976374292528e-07,3.140711442028987e-07
1884,7.189247916983277e-07,2.726500838434731e-07
1885,5.343431936921661e-07,2.8296341270106495e-07
1886,5.97590766204803e-07,3.0137675821606535e-07
1887,5.490825607523675e-07,2.702974768453714e-07
1888,6.73373254045373e-07,4.723758024738345e-07
1889,6.641044763000536e-07,3.057386663840589e-07
1890,6.757572421633995e-07,2.457894936469529e-07
1891,7.272985200756921e-07,3.1616130513612006e-07
1892,8.07384399337252e-07,2.482330785369413e-07
1893,8.917387077644889e-07,3.029940955912025e-07
1894,8.86626551732661e-07,4.0644928844812966e-07
1895,8.925605605725195e-07,3.135698136702558e-07
1896,1.0325697559210312e-06,3.143116487080988e-07
1897,1.0447297391635857e-06,3.4727213460428175e-07
1898,1.0603756770422024e-06,2.863127690488909e-07
1899,9.557183062725016e-07,3.228105924790725e-07
1900,1.077143508609879e-06,4.1684157281451917e-07
1901,9.802648186507668e-07,2.498166224995657e-07
1902,1.0051350756157262e-06,3.741636191989528e-07
1903,1.1864283351314953e-06,3.213131094526034e-07
1904,1.1963915405033276e-06,3.7622376680701564e-07
1905,1.253032266390619e-06,2.688755387225683e-07
1906,1.1188601689582356e-06,2.4692084821253957e-07
1907,1.1509683268684512e-06,2.946849235740956e-07
1908,1.2754877047882474e-06,3.0008587259544584e-07
1909,1.3389394126761545e-06,2.915521406521293e-07
1910,1.2344987538881469e-06,2.9927244327154767e-07
1911,1.2891266258918677e-06,3.1762633057041967e-07
1912,1.4065436957366728e-06,2.594291856894415e-07
1913,1.456200919847106e-06,2.6674038622331864e-07
1914,1.4284154019605921e-06,2.23001563881553e-07
1915,8.281875860660648e-07,1.507937525957459e-07
1916,1.1295111193021512e-06,3.0105647397249413e-07
1917,1.1646342876758808e-06,2.6100090622094285e-07
1918,1.202623650442547e-06,2.2628161389093293e-07
1919,1.480621982352659e-06,2.633444751154457e-07
1920,1.7787172410521634e-06,3.4832265782824834e-07
1921,1.535753170855969e-06,2.771625418063195e-07
1922,1.690285010624848e-06,3.1061108529684134e-07
1923,1.5531132007140513e-06,3.1635525488127314e-07
1924,1.5805131141632955e-06,3.1068813655110716e-07
1925,1.452859351047664e-06,4.6522293928319414e-07
1926,1.4512271810929178e-06,2.663927034518565e-07
1927,1.5765004022227913e-06,2.753858439064061e-07
1928,1.5619398716637534e-06,2.7651020673147286e-07
1929,1.3279364559082296e-06,2.9856289529561764e-07
1930,1.3287059026367842e-06,4.4220169570508006e-07
1931,1.2374812570215e-06,3.1022568691696506e-07
1932,1.0203328280056212e-06,3.8906355825929495e-07
1933,1.2457138822696834e-06,4.083555609213363e-07
1934,1.0028582657639618e-06,3.7382528716989327e-07
1935,1.18845058949546e-06,4.0213433294411516e-07
1936,1.0851619407503676e-06,2.4128181053129083e-07
1937,1.1344597474760576e-06,3.739561975635297e-07
1938,1.1318632360257652e-06,4.7452684270865575e-07
1939,9.925838426738665e-07,4.0988055616253405e-07
1940,9.357038877055857e-07,4.386904493003385e-07
1941,1.4167212469828883e-06,3.7188931401033187e-07
1942,1.225821534944771e-06,5.886370786356565e-07
1943,1.1903264542922898e-06,6.096793754295504e-07
1944,1.1374679331765947e-06,3.502372862840275e-07
1945,1.4225631375097691e-06,5.860175633642939e-07
1946,1.3238969991391514e-06,2.3248243508078303e-07
1947,1.391165618258583e-06,2.90869252239645e-07
1948,1.3133240273077718e-06,2.826690774782037e-07
1949,1.2585404540743639e-06,2.522971271901042e-07
1950,1.1039505167786956e-06,2.21215515239237e-07
1951,1.1610266525963198e-06,2.452122487284214e-07
1952,1.1198581582050338e-06,2.066781519260985e-07
1953,1.0515255262077972e-06,2.1978607378514425e-07
1954,1.300724580488577e-06,2.462679162817949e-07
1955,1.2773812763100523e-06,2.2337746941047953e-07
1956,1.3317183018557444e-06,3.314033847345854e-07
1957,1.03369938386777e-06,2.7918719069930376e-07
1958,1.0174859284006743e-06,2.5230343680959777e-07
1959,1.1137824067475321e-06,1.922185504099616e-07
1960,1.0035208433123444e-06,2.3461625175968948e-07
1961,1.0102623697605395e-06,1.9941217033192515e-07
1962,1.0527647802405227e-06,2.226026651896973e-07
1963,1.2725192561902077e-06,2.3536433957360714e-07
1964,1.0665196583659053e-06,2.433587269479176e-07
1965,1.329159285745618e-06,2.194289407952965e-07
1966,1.118893070639615e-06,3.052030308481335e-07
1967,1.0669246464090065e-06,2.3123273251712817e-07
1968,1.8221673983020992e-06,2.0301199299410655e-07
1969,1.1640525485745457e-06,2.275420598607525e-07
1970,1.3313308500073617e-06,2.028037755508194e-07
1971,1.4998982180713938e-06,2.522953082007007e-07
1972,1.1804468265097512e-06,2.667676426426624e-07
1973,1.2057376821417165e-06,2.46440208684362e-07
1974,9.659106261494799e-07,2.435872659134475e-07
1975,1.1057425517435604e-06,3.0899107628101774e-07
1976,1.086712789089006e-06,1.7369121962929057e-07
1977,1.1935744268498638e-06,1.8982005656198453e-07
1978,1.2011875334394517e-06,2.9287116376508493e-07
1979,1.1095341534428371e-06,2.592424266367743e-07
1980,1.4355005859556513e-06,2.5185218532897125e-07
1981,1.0557342129402514e-06,2.1190591326103458e-07
1982,1.0844506803664444e-06,2.514038328627066e-07
1983,1.2851667960944724e-06,2.38718939726823e-07
1984,1.1731394771175019e-06,1.8846778004899534e-07
1985,1.1537839981201614e-06,1.6783407374987291e-07
1986,1.330775774022186e-06,1.8223235542791372e-07
1987,1.3517126618012298e-06,2.554321554271155e-07
1988,1.2676715250847792e-06,2.2247215269999288e-07
1989,1.3648960042189628e-06,1.805592262371647e-07
1990,1.3212978799970188e-06,2.1849091069725546e-07
1991,1.3698244174520369e-06,1.9401450401801412e-07
1992,1.3493852826229613e-06,1.928480486412809e-07
1993,1.5487623485910262e-06,1.9054873234836123e-07
1994,1.4384725339766646e-06,1.6510520595147682e-07
1995,1.3306693880110743e-06,1.648425040912116e-07
1996,1.4834557653387037e-06,2.482212835275277e-07
1997,1.4499760467856504e-06,1.759726302452691e-07
1998,1.420425721931906e-06,2.3411514860072202e-07
1999,1.4492107993646641e-06,1.686404260681229e-07
2000,1.4049340499866503e-06,2.0322944749295857e-07
2001,1.5636544645758477e-06,1.616667191228771e-07
2002,1.7196294628263331e-06,1.8138257473765407e-07
2003,1.5580125136693823e-06,1.5667630748339434e-07
2004,1.553569848766756e-06,1.4491763522528345e-07
2005,1.5398320449833136e-06,1.9005823048701131e-07
2006,1.6945116705358032e-06,1.9477619161989423e-07
2007,1.7495819939483681e-06,1.4460015052009112e-07
2008,1.8762536164729227e-06,1.958422188863551e-07
2009,1.4280737055116788e-06,1.5258216023994464e-07
2010,1.3184106713026722e-06,1.369899962355703e-07
2011,1.4022505183675094e-06,1.8699222437135177e-07
2012,1.1901267917835412e-06,1.8553177483227046e-07
2013,1.1544188609491357e-06,1.4893927868797618e-07
2014,1.065832080371365e-06,1.6349110865121474e-07
2015,1.3982158009184786e-06,1.8707896742853336e-07
2016,1.0690185696660137e-06,1.7627104398343363e-07
2017,1.122214264626109e-06,1.4640858125858358e-07
2018,1.205803044967979e-06,1.8586560202038527e-07
2019,1.2114640455251902e-06,1.9693625574745965e-07
