year,aucun_DET anneau_NOUN,aucun_DET canot_NOUN
1800,1.2576657937302116e-08,4.087413785214267e-08
1801,0.0,2.6193008650921e-08
1802,6.713520406265161e-09,2.0140561218795483e-08
1803,2.145373123596528e-08,0.0
1804,2.2246657849223084e-08,9.887403784603066e-09
1805,6.254330742194725e-08,6.538618890772341e-08
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,2.2660739951163578e-09,4.5321479902327155e-08
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,7.52123057168319e-08,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,3.1466771410748606e-09,2.2026739543434815e-08
1815,3.236668177919455e-08,0.0
1816,6.489290882427667e-08,0.0
1817,7.784366928831332e-09,4.670620334934483e-09
1818,7.152706427149269e-09,1.7881765401739358e-08
1819,1.6561680027393777e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,1.972297702934611e-08,9.86148829262845e-10
1822,1.4035862250239006e-08,2.0051231786055723e-08
1823,2.2730180404550993e-08,1.4824030447613268e-08
1824,1.6000115010683658e-08,1.6000114122505238e-08
1825,3.434122675116669e-08,9.68598712347557e-09
1826,7.927186018719112e-09,1.76159691278599e-08
1827,1.1060727445055818e-08,2.3043182806326e-08
1828,1.3758452155343548e-08,7.337841001486822e-09
1829,2.4004892296147773e-08,5.143905745796928e-09
1830,1.982998831806526e-08,0.0
1831,3.1182413096075834e-08,3.1182412207897414e-09
1832,1.7588959622116818e-08,2.30009471469117e-08
1833,1.1583628500844156e-09,2.3167257001688313e-08
1834,6.534171426153534e-09,1.8669061851994684e-08
1835,1.2100940693926532e-08,1.4369867074037757e-08
1836,2.4866775305554256e-08,1.2097349788575684e-08
1837,1.1132625488130543e-08,4.174734336004349e-09
1838,4.418513555037862e-09,1.8936485712828244e-09
1839,2.3771015378315496e-08,1.1885507689157748e-08
1840,3.3759349093998026e-08,7.643626342979104e-09
1841,1.0272877659645019e-08,3.852329122366882e-09
1842,1.6770663080478698e-08,1.2745703159566801e-08
1843,1.1223130869097986e-08,2.126487963494128e-08
1844,8.781698035420504e-09,4.390849017710252e-09
1845,2.5669049108500985e-08,3.9061593959388574e-09
1846,6.439951683034906e-09,3.5127007969038004e-09
1847,1.1865092020002521e-08,0.0
1848,4.8271330266302925e-09,1.6090443422100975e-09
1849,0.0,1.6758829879393033e-09
1850,1.3577992064028876e-08,6.788996032014438e-09
1851,4.514607354622058e-09,6.449438760824933e-10
1852,3.515694690925386e-08,1.5625308602551513e-08
1853,1.8512987809415904e-08,1.6721409590303438e-08
1854,1.8704392701351935e-08,5.7152309551611324e-09
1855,1.539011762474729e-08,7.960405667972736e-09
1856,1.65670055451983e-08,7.248064703979651e-09
1857,2.0502338049510627e-08,1.4644527812635033e-09
1858,6.8511463169329545e-09,7.829881631948865e-09
1859,1.9350258284589472e-08,6.110608019582742e-09
1860,1.0985241161165504e-08,1.3731551729012637e-09
1861,1.1789909493131745e-08,4.715963730639317e-10
1862,1.2650361647104091e-08,7.2287781316404676e-09
1863,2.4973103585068657e-08,9.989241656072068e-10
1864,2.1576274988888144e-08,4.794727948009836e-10
1865,1.0355057256106193e-08,1.882737743486018e-09
1866,2.140869642675014e-08,3.405929149824516e-09
1867,3.008743121313273e-08,0.0
1868,1.2843672791973404e-08,1.975949626142892e-09
1869,4.395167341186834e-09,9.767038289254515e-10
1870,3.956493799250893e-08,1.7202146374017957e-09
1871,1.1683295220166201e-08,0.0
1872,1.0885210510735988e-08,1.2699412854644265e-08
1873,2.334541759907438e-08,5.986004469882289e-10
1874,1.8521287614703397e-08,1.7923826867161097e-09
1875,1.6592428764283795e-08,0.0
1876,1.3301232559825849e-08,4.232210137899983e-09
1877,1.7317484335421796e-08,2.4739263970730008e-09
1878,1.9928991790152395e-08,5.435179861734696e-09
1879,2.1382638437650314e-08,1.832797580370027e-09
1880,1.9253538319219388e-08,1.2835692508872398e-09
1881,1.743126887276958e-08,2.091752326904839e-09
1882,7.320923423037584e-09,3.3276925659464496e-09
1883,7.58320695126713e-09,1.8958017378167824e-09
1884,1.3203393933736152e-08,3.9610181801208455e-09
1885,8.379326565943757e-09,0.0
1886,8.38950331427668e-09,1.2906927748801422e-09
1887,2.546280519766242e-08,4.570247291724172e-09
1888,1.521747527988282e-08,1.5851536971922542e-08
1889,2.756660211211681e-08,5.638623234993645e-09
1890,1.1797895993481688e-08,1.7041404731799048e-08
1891,1.2111018299343357e-08,4.461953917456185e-09
1892,1.6924984080901595e-08,1.2537024751679837e-09
1893,2.3401982796045218e-08,6.774258154429447e-09
1894,5.041231432301174e-09,5.041231432301174e-09
1895,1.5648398132839247e-08,6.018614495673091e-09
1896,5.897029087265082e-09,3.5382172747233653e-09
1897,8.15739897852552e-09,7.574727733938857e-09
1898,7.3558613644664206e-09,2.26334195829736e-09
1899,1.6582735185011188e-08,6.633094074004475e-09
1900,1.349673839357024e-08,2.07642125715779e-09
1901,1.2854099118442264e-08,1.6207343245255856e-08
1902,1.7677021624251665e-08,4.419255628107521e-09
1903,2.214090244478939e-08,2.7001101354784396e-09
1904,1.5048950530172078e-08,8.061937784020756e-09
1905,1.599835269816552e-08,1.0321518084666081e-09
1906,2.006231980544726e-08,1.4403717052413612e-08
1907,1.8514235478050978e-08,2.5714216866923323e-09
1908,1.817213934884876e-08,1.4734167219643268e-09
1909,1.8153246017504898e-08,2.2003934230241384e-09
1910,8.550640973048473e-09,0.0
1911,2.7133907565257687e-08,3.1922244847493175e-09
1912,1.9795800110244954e-08,3.125652625612929e-09
1913,1.96210621083992e-08,0.0
1914,1.4063161524191514e-08,2.678697486047099e-09
1915,2.3561524176152204e-08,0.0
1916,1.3184954461564757e-08,1.0987462051303964e-09
1917,9.869782324756216e-09,1.2063066656686772e-08
1918,1.378365155346728e-08,3.44591288836682e-09
1919,3.6831394045755417e-09,3.6831394045755417e-09
1920,1.9687803387569147e-08,0.0
1921,1.1359120755116692e-08,7.572747373618682e-09
1922,7.377935595798135e-09,1.4755870969551665e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,7.734974660777993e-09,6.445812328337297e-09
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,6.687682962969177e-09,3.343841648018042e-09
1927,3.344767462998277e-09,5.574612327308159e-09
1928,2.0566874425753667e-08,9.140832868403947e-09
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,7.983749661377715e-09,5.7026783295555106e-09
1932,1.3151444377967891e-08,8.767629289252454e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,1.9170528275935794e-08,1.1981580172459871e-08
1935,1.9149253738248717e-08,4.787313656606784e-09
1936,1.4549657922913184e-08,2.424942913137329e-09
1937,1.7627565629396713e-08,0.0
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.0265479960812627e-08,8.344609891963728e-09
1948,7.61032148410834e-09,3.2615663503321457e-09
1949,9.817008317369869e-09,0.0
1950,1.2762433998503298e-08,0.0
1951,1.0661401761424827e-08,8.529121409139861e-09
1952,7.381362632230548e-09,5.272402070488624e-09
1953,4.30953106533849e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,0.0
1955,1.6894095011821264e-08,0.0
1956,6.976913491385517e-09,1.744228317335228e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,6.617794756635931e-09,4.1361216673863055e-09
1959,4.650448914844674e-09,0.0
1960,1.1073333139322017e-08,1.3841666701708277e-09
1961,9.03260710671816e-09,5.558527305105088e-09
1962,6.341956515498737e-09,5.0735651235811474e-09
1963,6.466053248388448e-09,0.0
1964,1.277633332463779e-08,6.083968329129164e-10
1965,8.755269398363907e-09,2.736021686988721e-09
1966,6.092982340888398e-09,5.539074754423723e-10
1967,1.0353704449350687e-08,2.4651677921205817e-09
1968,8.982831312120965e-09,1.796566312384229e-09
1969,7.72098829315837e-09,1.3625273131978588e-09
1970,1.4715919871566285e-08,1.839490032518043e-09
1971,8.735275613958038e-09,1.0276794970565106e-09
1972,6.15617617993891e-09,1.0260293725750103e-09
1973,3.859242592163525e-09,1.6539611347177186e-09
1974,5.06301445213353e-09,1.687671502548227e-09
1975,1.0851811893530794e-08,5.140332159925265e-09
1976,4.570821443561357e-09,2.856763492431469e-09
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,6.53465048738866e-09,2.9702956760857546e-09
1979,4.681578569254441e-09,1.7555920051037788e-09
1980,2.8425752862659692e-09,1.7055452050662723e-09
1981,6.325549417596221e-09,0.0
1982,6.207502400989995e-09,1.8622506869903077e-09
1983,3.1576580239445207e-09,6.315316047889041e-10
1984,4.639206907519622e-09,5.799008495621649e-10
1985,4.210890636180409e-09,0.0
