year,aucun_DET anneau_NOUN,aucun_DET canot_NOUN
1986,6.593933843390687e-09,5.994485463567401e-10
1987,7.332980445085013e-09,0.0
1988,2.9982768490199874e-09,3.5979322854373663e-09
1989,6.036934174780129e-09,0.0
1990,5.448650863826288e-09,1.634595292454577e-09
1991,5.861465202094962e-10,0.0
1992,9.917899501665772e-09,2.754972139307199e-09
1993,3.877445142741465e-09,1.661762283333701e-09
1994,5.274926662135471e-09,2.1099706426497278e-09
1995,3.795715630694474e-09,0.0
1996,5.338092190498855e-10,3.736664311304594e-09
1997,1.438468344439059e-09,9.58978896292706e-10
1998,4.768129224785866e-10,2.86087753487152e-09
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,7.510653765585573e-09,1.7672125984802278e-09
2001,3.943090742808408e-09,4.8193329327261836e-09
2002,2.6287327870022636e-09,2.1906108038649563e-09
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,3.0833537945085254e-09,1.3214373761893938e-09
2005,3.602999676388663e-09,3.6029995653663605e-09
2006,4.11788997345397e-09,8.235779835885637e-10
2007,6.7906151812735516e-09,7.988958938831558e-10
2008,3.83169571072095e-09,1.7029758436759579e-09
2009,1.907277002999308e-09,3.337734755248789e-09
2010,7.558068837454357e-09,1.4171379625338432e-09
2011,1.529588788962144e-09,4.206369030868018e-09
2012,4.085103200157647e-09,2.7234021704458655e-09
2013,7.530637669006524e-09,3.6258626101570712e-09
2014,4.980523909958734e-09,5.630157340341668e-09
2015,7.314698902138872e-09,2.4382329072425435e-09
2016,7.249690292532307e-09,5.385484336262181e-09
2017,3.7734170232894826e-09,2.5156112748447867e-09
2018,8.518840410864925e-09,8.776987081571264e-09
2019,5.612173170632673e-09,5.101975730781305e-09
