year,en_ADP heure_NOUN,en_ADP choeur_NOUN
1901,8.338398629348376e-07,2.7384819856202114e-08
1902,6.506126055683126e-07,2.1114220150053598e-08
1903,8.213734759010549e-07,3.132127712746069e-08
1904,7.330988864850951e-07,2.418581246388385e-08
1905,7.219902045108029e-07,3.767354056494199e-08
1906,7.520797566940018e-07,3.600929304736766e-08
1907,6.881124363644631e-07,2.982849228727602e-08
1908,7.735437748124241e-07,3.634428069609896e-08
1909,7.442830565196346e-07,4.235757233850279e-08
1910,7.711609555371979e-07,4.061554581547e-08
1911,8.512598697052454e-07,4.203095471666529e-08
1912,7.933948609206709e-07,4.375913809084864e-08
1913,8.044635251280852e-07,3.6590630581034844e-08
1914,8.692373398844211e-07,3.4823067096567684e-08
1915,1.3430068293018849e-06,6.125996043770954e-08
1916,1.1657697314149118e-06,3.845611873387611e-08
1917,1.1777939334933762e-06,4.934890895924582e-08
1918,1.2049208635289688e-06,6.087779791386083e-08
1919,9.907645335260895e-07,5.2484735779678715e-08
1920,8.98066673471476e-07,4.543338860685253e-08
1921,8.451186204183614e-07,5.073740894090406e-08
1922,8.705964091859641e-07,5.090775445637519e-08
1923,7.781490012348513e-07,6.688047449188161e-08
1924,6.961477083677892e-07,6.059063617502858e-08
1925,8.303624099426088e-07,8.688560892977648e-08
1926,8.036365670704981e-07,3.78968714187522e-08
1927,9.16466262879112e-07,8.47341125043144e-08
1928,8.055359330683132e-07,4.7989372364831695e-08
1929,7.742582397440856e-07,5.347394904653413e-08
1930,7.972234925546218e-07,4.516549445554574e-08
1931,7.219590543172671e-07,5.7026781519198266e-08
1932,7.244253765747999e-07,3.7262422813988394e-08
1933,7.857403829802934e-07,6.882397229901471e-08
1934,7.344708592427196e-07,5.751158482780738e-08
1935,6.893731665513769e-07,8.617164759527896e-08
1936,6.911087098160351e-07,6.668592922309813e-08
1937,7.453941748281068e-07,7.680582025937355e-08
1938,8.271806564152939e-07,6.482607517455108e-08
1939,7.279967917384056e-07,8.564668174670942e-08
1940,7.176265626185341e-07,1.0903866409783802e-07
1941,8.824992505651608e-07,1.5642963546724786e-07
1942,7.464161058123864e-07,1.608132247366001e-07
1943,9.783902896742802e-07,1.3354882422156322e-07
1944,7.96870153862983e-07,7.711646787811333e-08
1945,9.476492550675175e-07,1.2635323676235544e-07
1946,8.310899488606083e-07,9.187928817766533e-08
1947,1.0085057056130609e-06,9.775114317989164e-08
1948,7.816887546141515e-07,7.936478207959397e-08
1949,7.647449251635408e-07,7.85360642074906e-08
1950,6.498206062133249e-07,9.146410784310888e-08
1951,6.642053449468222e-07,5.863771113112648e-08
1952,6.769764127056987e-07,7.908602783768259e-08
1953,6.625903665735677e-07,9.050015337130901e-08
1954,6.058972417122277e-07,7.622578435118044e-08
1955,6.128801715021837e-07,6.94534967315974e-08
1956,6.72400005896634e-07,8.459507339075856e-08
1957,5.88413513469277e-07,7.333081564198096e-08
1958,5.707847776648123e-07,7.693186482304881e-08
1959,5.968075811324525e-07,7.828255377262394e-08
1960,5.813499797113764e-07,6.64400034988688e-08
1961,5.405668161984067e-07,9.241052117969772e-08
1962,6.544898951688083e-07,9.766612840689248e-08
1963,5.599601990979863e-07,7.241979937955279e-08
1964,6.090052124818612e-07,7.483281366793548e-08
1965,5.537708034353273e-07,7.9344630421474e-08
1966,6.203763973644527e-07,9.139473378105833e-08
1967,6.611580261051131e-07,8.923907668378916e-08
1968,6.027480026205012e-07,9.521801636047655e-08
1969,5.718073339266994e-07,7.630152989990258e-08
1970,5.173565682525805e-07,9.197449984954531e-08
1971,5.025352720622323e-07,9.660187039184365e-08
1972,5.57133944312227e-07,9.952484841813103e-08
1973,4.4987743308411154e-07,1.1136671912437279e-07
1974,4.348567017586902e-07,1.0182284715387624e-07
1975,4.1408230799788726e-07,1.1537189914534451e-07
1976,4.0794580513647816e-07,1.3712464042026085e-07
1977,4.4310934299574e-07,1.4398115733005312e-07
1978,4.425740485203278e-07,1.716830888565113e-07
1979,4.125641339669528e-07,1.6853683204587355e-07
1980,3.78631028752352e-07,2.1717274978350076e-07
1981,4.0989561966853216e-07,2.2582211978150468e-07
1982,4.438364271663886e-07,1.669818154859115e-07
1983,4.1049554511118913e-07,1.831441606148232e-07
1984,4.494231689022854e-07,1.9542659313032118e-07
1985,4.156750605943671e-07,2.2077097905359722e-07
1986,4.2500900576669665e-07,2.1520203219438372e-07
1987,4.033139191506052e-07,2.419883516902033e-07
1988,4.1376222270628205e-07,2.7764045229528023e-07
1989,4.390497849726671e-07,2.519048023508219e-07
1990,3.873990976899222e-07,2.506379589983787e-07
1991,3.727891737526079e-07,2.4032006984420207e-07
1992,3.906550318788504e-07,3.1682178414094153e-07
1993,4.1045527154892625e-07,3.7112689188489867e-07
1994,4.383464045076835e-07,3.1016567347830204e-07
1995,4.1264851802225166e-07,3.242625461474802e-07
1996,4.270473823453358e-07,2.738441200467179e-07
1997,4.003736933100299e-07,2.383062502886446e-07
1998,4.2627075913515e-07,2.4937315046269504e-07
1999,4.1177511889145535e-07,1.9331950601442216e-07
2000,3.998318618414487e-07,2.0013682044961456e-07
2001,3.85984748163537e-07,2.010976218880245e-07
2002,4.333028016390017e-07,1.826969411311552e-07
2003,3.7710651668021455e-07,1.6125992097215658e-07
2004,4.739555379273952e-07,1.4976290652057855e-07
2005,4.2110059439437464e-07,1.634861155341838e-07
2006,4.348491700056911e-07,1.297135348021783e-07
2007,5.112933649797924e-07,1.0225867086433027e-07
2008,5.951900448053493e-07,1.592282407592016e-07
2009,6.155736400614842e-07,1.296948426432465e-07
2010,6.783366757190379e-07,8.73901687681311e-08
2011,8.102996389425243e-07,3.709252793804296e-08
2012,8.936163453654444e-07,6.434037372327062e-08
2013,9.817720183491474e-07,8.116354011100668e-08
2014,9.857106988420128e-07,7.622367315107681e-08
2015,1.0404604608993395e-06,7.048709813051168e-08
2016,1.074611191143049e-06,6.649001815794975e-08
2017,9.174434580927482e-07,3.723104727293425e-08
2018,1.0718249541241676e-06,8.312322513637227e-08
2019,1.0527926406211918e-06,6.020331116962652e-08
