year,en_ADP argot_NOUN,en_ADP cargo_NOUN
1954,2.1890481605169043e-07,1.7590565004610426e-08
1955,1.6612526287929086e-07,1.970977647758332e-08
1956,2.982630391556995e-07,6.976913269340912e-09
1957,1.2545753680370808e-07,1.501956425897788e-08
1958,1.5386373419801203e-07,9.099467845885556e-09
1959,1.2633718604604383e-07,6.200598257066758e-09
1960,1.6886833265061796e-07,1.1073333361366622e-08
1961,1.6189211038408757e-07,1.042223907177231e-08
1962,1.9279547203154834e-07,1.585489073363533e-08
1963,1.5971151157145869e-07,1.0992290633282664e-08
1964,1.5757477456190827e-07,1.034274621503073e-08
1965,1.4282032978485404e-07,1.3132904541635071e-08
1966,1.971910599252169e-07,2.326411419062424e-08
1967,2.0017161972418762e-07,1.3804939413830652e-08
1968,1.8729204320777626e-07,1.167768146070891e-08
1969,1.812161318781591e-07,1.5896152366634553e-08
1970,2.2855662962228962e-07,9.197450273612517e-09
1971,1.7778855365691015e-07,1.2845993713206383e-08
1972,2.190572736537888e-07,7.182205497002769e-09
1973,1.5878026360383046e-07,1.4334330167287135e-08
1974,1.9745757207090264e-07,1.800182936051442e-08
1975,2.210342788799835e-07,1.5420996035686585e-08
1976,1.8054744899131947e-07,8.570290255249802e-09
1977,1.6748827746937422e-07,1.1165885105413054e-08
1978,2.168315891282191e-07,1.1881182260253809e-08
1979,1.5917367868212295e-07,8.777959692451986e-09
1980,1.4781391222129514e-07,1.2507331226263574e-08
1981,2.0178502424528233e-07,1.9609202761561306e-08
1982,1.750515590259738e-07,1.4277254933858785e-08
1983,1.5725136925937022e-07,2.0840542958033836e-08
1984,1.8092907083655518e-07,1.1018116197192285e-08
1985,1.91896301515726e-07,1.5640450934384376e-08
1986,2.008152648613759e-07,1.7384007122700496e-08
1987,1.6743638120431115e-07,1.4665960890170027e-08
1988,2.152762856866275e-07,1.0793796967334401e-08
1989,2.0415814638852225e-07,7.683371272548811e-09
1990,2.2938820798401593e-07,1.0897301727652575e-08
1991,2.2332182147977164e-07,9.96449056600568e-09
1992,2.2866268523102917e-07,1.5978838308061682e-08
1993,2.608966731543205e-07,2.049506697687775e-08
1994,1.7249010220155014e-07,3.006708126918056e-08
1995,2.2069375127387048e-07,2.548551947256783e-08
1996,2.0765178554427166e-07,2.882569738460461e-08
1997,2.0618046114861954e-07,2.9248856003860624e-08
1998,2.693993081948065e-07,1.573482644179336e-08
1999,1.9057739031325127e-07,1.1425503126938352e-08
2000,3.516752968835135e-07,2.4740975823611677e-08
2001,2.1205065259266576e-07,1.708672597855454e-08
2002,2.527964824139417e-07,1.8401129509015846e-08
2003,1.775109090829119e-07,1.2084076850271686e-08
2004,2.858709464703679e-07,1.8500124099318782e-08
2005,2.1888222789812062e-07,7.656374423348211e-09
2006,2.5942706827208895e-07,1.935408233677549e-08
2007,4.75742496064413e-07,2.2768533725070483e-08
2008,3.278228568603936e-07,2.2138685551453818e-08
2009,2.331646093978179e-07,2.145686650578682e-08
2010,2.3571726615045918e-07,2.5508482270897304e-08
2011,3.154776848646179e-07,2.9062186407413648e-08
2012,2.393189610927493e-07,2.7914872413603575e-08
2013,2.6050428303392437e-07,3.374841228698244e-08
2014,2.9666598422295465e-07,2.4036441198527214e-08
2015,2.491430706186293e-07,2.9480451857466505e-08
2016,2.2701887125720077e-07,3.1484368889778125e-08
2017,1.931989572767634e-07,2.2137380512043947e-08
2018,2.356879029719039e-07,2.813798660739053e-08
2019,2.415785402831716e-07,3.0866952605013154e-08
