year,en_ADP ado_NOUN,en_ADP cadeaux_NOUN
1851,1.9348316282474798e-09,3.8696633453128015e-08
1852,3.906327261660181e-09,2.018269107395554e-08
1853,4.180352064508952e-09,5.6136158832487126e-08
1854,7.273930180407007e-09,4.8319680701069956e-08
1855,7.960405667972736e-09,4.086341576226005e-08
1856,7.248064703979651e-09,4.245295315286057e-08
1857,1.122747050885664e-08,5.418474913199134e-08
1858,2.446837954472869e-09,6.508589223130912e-08
1859,8.656694916453489e-09,6.365216620451974e-08
1860,6.408057362516928e-09,4.2567808833382514e-08
1861,4.244367357575385e-09,4.6688040100661965e-08
1862,1.536115412648087e-08,3.8402884428023754e-08
1863,6.992469103739296e-09,4.894728533599846e-08
1864,4.794728170054441e-09,7.815406632971644e-08
1865,3.294791106611683e-09,6.495444893062086e-08
1866,4.3790516213171315e-09,1.897589108068587e-08
1867,7.279217228983725e-09,5.580733386523207e-08
1868,1.2843672791973404e-08,6.767627525050557e-08
1869,9.278686263769487e-09,5.323035878745941e-08
1870,8.027668307875047e-09,3.2110673231500186e-08
1871,6.37270636261178e-09,2.0180236148803488e-08
1872,8.466274681317998e-09,3.930770375859538e-08
1873,1.0176207432266438e-08,4.908523720814628e-08
1874,6.5720701658555924e-09,3.943242177228967e-08
1875,8.010137775293913e-09,4.1194994082616176e-08
1876,1.209202959984168e-08,8.222580305528027e-08
1877,8.658742389755503e-09,7.050689987408987e-08
1878,7.2469061862534545e-09,5.072834596830944e-08
1879,4.887460214320072e-09,3.9710613464194466e-08
1880,7.059630657835214e-09,4.4924924225142604e-08
1881,8.36700908557475e-09,5.299105865219644e-08
1882,3.3276925659464496e-09,4.6587697255517924e-08
1883,1.2638677659992936e-08,7.835980397885578e-08
1884,3.300848483434038e-09,7.591951600716129e-08
1885,6.445635580831777e-09,6.445635847285303e-08
1886,1.0325542088018835e-08,6.840672028829431e-08
1887,9.140494194870286e-09,5.027272109714431e-08
1888,8.242799331981132e-09,3.867775077992519e-08
1889,6.891650361495749e-09,5.826577265111155e-08
1890,1.3108773011527575e-08,7.340912588915671e-08
1891,9.561329505913818e-09,4.6531805963923034e-08
1892,6.8953636134239105e-09,4.325273650351846e-08
1893,9.237624942759481e-09,4.249307394843527e-08
1894,8.192000855444803e-09,8.507078064212692e-08
1895,9.629783193076946e-09,6.98159254852726e-08
1896,8.845543852942228e-09,5.307326134129653e-08
1897,8.15739897852552e-09,8.856604694074122e-08
1898,9.619203433786083e-09,5.6017714911149596e-08
1899,6.633094074004475e-09,8.567746334620097e-08
1900,4.15284251431558e-09,7.215563613272025e-08
1901,5.029865079997364e-09,6.538824237622975e-08
1902,4.910284012726862e-09,6.628883397752361e-08
1903,3.2401321625741275e-09,4.104167317109386e-08
1904,5.912087708281888e-09,4.83716249277677e-08
1905,7.2250627702885595e-09,6.141303288131894e-08
1906,2.0576738091193647e-09,6.275904951280609e-08
1907,6.685696329888913e-09,3.239991386294605e-08
1908,6.3848057951787496e-09,5.746325371092098e-08
1909,5.5009836685826485e-09,6.656190265630357e-08
1910,8.550641084070776e-09,4.649411167179096e-08
1911,4.788336838146279e-09,3.298632123005518e-08
1912,2.6047106693738442e-09,4.7926675961207366e-08
1913,2.6514948014977335e-09,4.454511426388308e-08
1914,1.004511551716547e-08,3.750176347239176e-08
1915,4.712304657594757e-09,2.0027295377644805e-08
1916,1.0987462051303964e-08,1.8678685265172135e-08
1917,4.386569774084137e-09,3.947912929902486e-08
1918,3.44591288836682e-09,3.101321510712296e-08
1919,7.366278698128781e-09,5.985101125816072e-08
1920,3.786115865267448e-09,3.710393414735336e-08
1921,6.058197943303867e-09,2.877644078580488e-08
1922,7.377935484775833e-10,4.943216680430851e-08
1923,1.0615948120573648e-09,3.503262746562541e-08
1924,1.289162443462999e-09,2.707241186783449e-08
1925,4.399271169575059e-09,2.1996356736053713e-08
1926,3.343841648018042e-09,4.904300965336006e-08
1927,2.2298449753321847e-09,6.243566019747959e-08
1928,1.1426041224282812e-09,2.399468712610542e-08
1929,0.0,4.4561623724348465e-08
1930,2.100720708497761e-09,8.087774716614149e-08
1931,4.5621426636444085e-09,4.5621426636444085e-08
1932,2.1919073223131136e-09,5.918149881267709e-08
1933,2.2941324395731044e-09,5.1617981000617874e-08
1934,0.0,5.6313425034204556e-08
1935,5.98414207075848e-09,4.308582290946106e-08
1936,1.2124714565686645e-09,4.4861444337129797e-08
1937,7.554670666820584e-09,5.0364473480613015e-08
1938,2.5930428915188486e-09,4.6674770715071645e-08
1939,3.058810094103137e-09,4.7411557346777045e-08
1940,2.5357829169792012e-09,2.2822046474857416e-08
1941,5.9030051957620344e-09,4.132103725851266e-08
1942,0.0,3.3376331032286544e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,6.4263723231761105e-09,6.42637232317611e-08
1945,4.357008087652048e-09,3.485606470121638e-08
1946,4.1763312808029696e-09,5.150808490839154e-08
1947,0.0,3.457052599742383e-08
1948,0.0,4.892349636520521e-08
1949,1.9634016634739737e-09,4.0249734212238764e-08
1950,2.1270722960764488e-09,3.403315673722318e-08
1951,1.0661401761424827e-09,2.9851925376078725e-08
1952,1.0544803918932644e-09,4.007025466989944e-08
1953,1.0773827385790469e-09,5.171437322815109e-08
1954,9.772536113672459e-10,6.058972701339371e-08
1955,0.0,4.6928040120519654e-08
1956,8.72114158667614e-10,4.0117249966442614e-08
1957,8.835037701437898e-10,4.94762097957846e-08
1958,0.0,4.384289198355873e-08
1959,0.0,3.797866554577922e-08
1960,1.1073333472388924e-08,5.1214165353030694e-08
1961,0.0,4.446821932901912e-08
1962,6.341956404476434e-10,6.4053757853344e-08
1963,6.466053248388448e-10,6.660035012373555e-08
1964,0.0,5.049693641012709e-08
1965,1.6416130677043839e-09,7.332538132232003e-08
1966,1.1078149508847446e-09,4.431259981174662e-08
1967,4.930335584241163e-10,8.677390894717973e-08
1968,3.1439910674890825e-09,4.850729240502005e-08
1969,4.087582022860303e-09,4.541757903098187e-08
1970,2.7592349793881255e-09,5.702419159092642e-08
1971,5.138397485282553e-10,4.1107178105903586e-08
1972,2.0520587451500205e-09,5.6944628568089684e-08
1973,0.0,5.292675808732383e-08
1974,2.2502286700643026e-09,4.387946006545462e-08
1975,0.0,4.512069295969923e-08
1976,5.713526873840635e-10,5.88493271891366e-08
1977,0.0,7.228441489814941e-08
1978,4.752473081737207e-09,6.297026544643813e-08
1979,5.851973350345929e-10,5.734933949952392e-08
1980,5.685150683554241e-10,6.48107203460313e-08
1981,3.795329828193417e-09,5.756250232025195e-08
1982,1.8622506869903077e-09,6.207502423194455e-08
1983,3.157658134966823e-09,5.9363969739933964e-08
1984,5.799008495621649e-10,5.335087749358536e-08
1985,1.2031116103372597e-09,5.7147801157952927e-08
1986,2.997242676272549e-09,4.6756987615026446e-08
1987,1.8332451112712533e-09,6.049708645150531e-08
1988,0.0,6.056519197272792e-08
1989,0.0,4.9941910162942804e-08
1990,4.358920779878872e-09,5.6665971470692966e-08
1991,1.1722930404189924e-09,5.3339334726842935e-08
1992,0.0,5.7854414592384273e-08
1993,1.661762283333701e-09,6.093128490647359e-08
1994,1.0549853213248639e-09,5.433174266045171e-08
1995,1.0844901643380922e-09,5.259777324795323e-08
1996,8.540947504798169e-09,7.046281780276331e-08
1997,9.58978896292706e-10,6.569005250867122e-08
1998,4.291316191284977e-09,7.00915023799098e-08
1999,1.8280804647829996e-09,4.524499175317942e-08
2000,3.5344251969604557e-09,6.185243961454034e-08
2001,3.066848330846028e-09,5.5641390162008975e-08
2002,6.133709984368352e-09,5.5203390303404376e-08
2003,4.1669229178253886e-10,5.1669843514901004e-08
2004,1.3214374039449694e-09,4.933366071213641e-08
2005,2.702249757291497e-09,5.944949421632373e-08
2006,4.117890028965121e-09,7.53573843326194e-08
2007,3.994479413904628e-09,6.15149815530458e-08
2008,6.811903568992861e-09,5.4069484889396335e-08
2009,3.814554005998616e-09,7.009243319089364e-08
2010,3.7790344187271785e-09,6.991214007712188e-08
2011,4.971163480860241e-09,6.00363634362111e-08
2012,7.489355802192676e-09,8.953184504889578e-08
2013,4.462600122767668e-09,6.55444409858319e-08
2014,6.279790826235754e-09,8.293655184843374e-08
2015,7.314698985405599e-09,6.827052345670381e-08
2016,6.4211541084269186e-09,8.078226443331005e-08
2017,1.1320251097624023e-08,6.817306541506696e-08
2018,9.80957387541892e-09,6.582740041949364e-08
2019,1.0969247177250452e-08,6.147880782236825e-08
