year,en_ADP arrière_NOUN,en_ADP carrières_NOUN
1881,3.679461951833218e-05,2.091752193678076e-08
1882,3.860323147364397e-05,1.5972924316542958e-08
1883,3.956222099077422e-05,3.159669414998234e-09
1884,4.0170667261918425e-05,1.9144920315739e-08
1885,3.936994141895411e-05,2.3848851782304337e-08
1886,3.969848262386222e-05,2.3232470169887165e-08
1887,4.776757009494759e-05,1.1099172247952538e-08
1888,4.318022149618628e-05,3.297119732792453e-08
1889,4.067702502652537e-05,2.0674951528576457e-08
1890,3.732395373390318e-05,3.47382496102e-08
1891,4.3501500954334915e-05,2.039750413018737e-08
1892,3.737663030278782e-05,4.325273650351846e-08
1893,3.978521715453098e-05,2.8328715373504565e-08
1894,4.014836804344668e-05,3.969969597505951e-08
1895,4.4671964133158326e-05,1.6852119699706236e-08
1896,3.933907964892569e-05,2.6536630670648265e-08
1897,4.1792685010477726e-05,2.155884004650943e-08
1898,4.045214382131235e-05,1.810673566637888e-08
1899,4.083774808805174e-05,4.2009595802028343e-08
1900,3.640433692453371e-05,3.73755817406618e-08
1901,4.100345904589631e-05,3.017919070202879e-08
1902,5.7757215245146654e-05,2.258730624760119e-08
1903,3.932170500320353e-05,3.834156458992766e-08
1904,3.8335589920279745e-05,4.460938995975994e-08
1905,3.57222595539497e-05,2.5287718585786934e-08
1906,3.657875299722946e-05,4.3211148437194424e-08
1907,3.363213886586891e-05,4.6285588695127444e-08
1908,3.293773875157058e-05,2.9468335327464956e-08
1909,3.655898785837053e-05,3.080550925460557e-08
1910,3.294775603990274e-05,3.634022505139001e-08
1911,3.708566816840175e-05,3.2454281040372734e-08
1912,3.424777673899371e-05,2.6047105805560022e-08
1913,3.755418129003374e-05,2.598464909908671e-08
1914,3.8573915276174375e-05,3.4823067096567684e-08
1915,3.814374963440059e-05,8.246533234057551e-09
1916,3.800013928412227e-05,1.7579939282086343e-08
1917,3.904156710632378e-05,3.180263163926611e-08
1918,3.440744029603593e-05,8.499918635607173e-08
1919,3.188585668567612e-05,4.6960025201769895e-08
1920,3.3632824170126696e-05,4.240449769099541e-08
1921,3.6114433214606834e-05,2.9533714140939082e-08
1922,3.542884621765552e-05,3.172512208493572e-08
1923,3.1206641097014653e-05,2.9724654737606215e-08
1924,3.0221835174870648e-05,3.351822286390416e-08
1925,3.139869880897095e-05,3.189471442510694e-08
1926,2.923743556948466e-05,4.904300965336006e-08
1927,3.135942392873403e-05,3.7907366134959375e-08
1928,2.7395075960612303e-05,5.141718517620575e-08
1929,2.8601878909739753e-05,3.5649300400564243e-08
1930,2.5229656614556006e-05,4.20144132817768e-08
1931,3.015234210579365e-05,4.219981875053236e-08
1932,2.959074936370598e-05,6.13734059129456e-08
1933,2.6502965340569062e-05,4.7029715233293246e-08
1934,2.9806576435476018e-05,5.751158482780738e-08
1935,3.1129506737670454e-05,5.0266791618014395e-08
1936,2.897685521929816e-05,2.7886843056990074e-08
1937,2.787925348002318e-05,5.5400921183945684e-08
1938,2.557777486345003e-05,4.019216603978748e-08
1939,2.6143650472931768e-05,5.352917753498332e-08
1940,2.8712669973174343e-05,4.057252667166722e-08
1941,3.451782424690464e-05,3.246652724442356e-08
1942,3.329137280161376e-05,7.58552971547033e-08
1943,2.9276224381646898e-05,8.129058670647282e-08
1944,2.9516327685996657e-05,3.534504600111177e-08
1945,2.7135446885040437e-05,4.574858536443571e-08
1946,2.528211672370162e-05,4.872386583087973e-08
1947,2.5552387455718417e-05,3.2186353138285995e-08
1948,3.4909632631752174e-05,4.4574740343250596e-08
1949,2.7396324412620743e-05,5.2030145525350235e-08
1950,2.6913845317722007e-05,4.679559140186029e-08
1951,3.2358419502998004e-05,7.143139413301469e-08
1952,3.099434229625331e-05,4.639713679921442e-08
1953,2.2974109867845982e-05,7.649417455013463e-08
1954,2.667022761215776e-05,5.472620046020893e-08
1955,2.2834245044123236e-05,8.07162265914485e-08
1956,2.287380942789241e-05,7.849027383599605e-08
1957,2.2376500680820754e-05,5.6544241289202546e-08
1958,2.303323464047935e-05,4.715178647529683e-08
1959,2.4669855349657155e-05,5.968075811324525e-08
1960,1.9435775584497605e-05,4.775375117560543e-08
1961,2.1159924187941215e-05,6.044898270829435e-08
1962,1.9823053662548773e-05,9.068997997019324e-08
1963,2.0353195907318877e-05,8.147227248400668e-08
1964,1.9252717152085097e-05,4.6846555079582686e-08
1965,1.898963222402017e-05,5.307882133820385e-08
1966,2.064856255401537e-05,3.1572724878969893e-08
1967,1.9237677122418972e-05,3.894965061590483e-08
1968,1.796656118813189e-05,3.458390196442451e-08
1969,1.957724725798471e-05,4.087582183842642e-08
1970,1.6199469087041507e-05,3.357069289222636e-08
1971,1.576563070671e-05,3.7510300643361916e-08
1972,1.6872026606051804e-05,4.2067203054330093e-08
1973,1.6924983469834842e-05,5.127279578687194e-08
1974,1.4570793155144202e-05,5.62557183059198e-08
1975,1.3832634039090408e-05,6.396857799018107e-08
1976,1.4452366372097458e-05,5.142174330785565e-08
1977,1.4659632540769962e-05,5.994317575641617e-08
1978,1.4632270449510543e-05,4.81187889533885e-08
1979,1.493072508651494e-05,4.447499790671827e-08
1980,1.529760365315269e-05,6.367368854398592e-08
1981,1.5218639845215876e-05,3.921840630027873e-08
1982,1.5149409421155724e-05,4.407326770206055e-08
1983,1.537400561346658e-05,4.547027643297952e-08
1984,1.4125224737426834e-05,4.5812168281145205e-08
1985,1.4804890213326871e-05,3.428868211585723e-08
1986,1.4923271976385877e-05,3.5367463624425e-08
1987,1.4003547704533048e-05,4.0942474299754394e-08
1988,1.379327284212195e-05,4.017691068725071e-08
1989,1.3493097611672056e-05,6.036934507847036e-08
1990,1.3204805384248175e-05,3.214704236143007e-08
1991,1.4442649813872777e-05,3.51687923227928e-08
1992,1.3832163716642754e-05,4.297756461824065e-08
1993,1.3573274316058814e-05,5.539207492688547e-08
1994,1.3025376517816767e-05,4.008944287647864e-08
1995,1.2908685988577417e-05,2.4401028753118226e-08
1996,1.3366049188334728e-05,2.882569738460461e-08
1997,1.2957243512801142e-05,3.4043750929413363e-08
1998,1.345899806892703e-05,2.288702027897216e-08
1999,1.2770513507120995e-05,2.3308025731694215e-08
2000,1.2426597436387965e-05,2.6949992459890382e-08
2001,1.3268937635757538e-05,2.4096664219541708e-08
2002,1.5172608016200684e-05,2.8039817578928705e-08
2003,1.4177954966498874e-05,3.2918691772465536e-08
2004,1.4266678476815287e-05,2.8631143678126136e-08
2005,1.4567377775165369e-05,2.1617998058331978e-08
2006,1.5524856451065716e-05,1.6059770402421236e-08
2007,1.7753863858160912e-05,1.8774054311165855e-08
2008,1.7964267300385472e-05,2.0435710013089192e-08
2009,1.9784183962201496e-05,2.7655516987579176e-08
2010,2.4596789842235012e-05,2.220182793166714e-08
2011,2.867711225462699e-05,1.606068167347985e-08
2012,3.372048547589657e-05,2.0765941854961056e-08
2013,3.3866394801407296e-05,6.414987652192394e-09
2014,3.504339790083577e-05,8.012147389990787e-09
2015,3.625342037594237e-05,1.4629397249166232e-08
2016,3.7486905455352826e-05,1.0770968117412849e-08
2017,3.728940924929702e-05,1.2326495379966218e-08
2018,4.0834158170355295e-05,1.2132893800753664e-08
2019,3.7967369536318074e-05,8.418259866971312e-09
