year,un_DET anal_ADJ,un_DET canal_NOUN
1852,2.6042181744401205e-09,7.868644985364881e-06
1853,1.1943863675867306e-09,6.745894182813572e-06
1854,1.558699391779328e-09,5.7344549588833615e-06
1855,2.653468555990912e-09,6.930329377041744e-06
1856,0.0,5.812430515561573e-06
1857,4.881509085841174e-10,6.469463883718163e-06
1858,9.787352039936081e-10,5.882198379936199e-06
1859,3.055304009791371e-09,5.73124108882439e-06
1860,1.0985241161165504e-08,5.720106869944175e-06
1861,4.715963730639317e-10,5.513904710596762e-06
1862,4.517986429419807e-09,6.008921516809096e-06
1863,4.994620828036034e-10,4.918702586564905e-06
1864,1.4384183844029508e-09,5.864911116759686e-06
1865,0.0,6.316114522064709e-06
1866,9.731225825149181e-10,6.368113957933019e-06
1867,1.455843445796745e-09,6.380476705203364e-06
1868,2.9639244392143382e-09,5.883389803784667e-06
1869,1.953407657850903e-09,5.3494067486781205e-06
1870,1.1468097582678638e-09,6.466860412501774e-06
1871,1.0621177271019633e-09,6.2070161561678105e-06
1872,6.047339295989218e-10,5.328915335667261e-06
1873,5.986004469882289e-10,6.47386401908534e-06
1874,4.779687312606029e-09,7.64929185947949e-06
1875,2.8607636259891933e-09,6.345745532598812e-06
1876,2.418405919968336e-09,6.880364608718992e-06
1877,2.4739263970730008e-09,8.551127024247762e-06
1878,3.0195443923020093e-09,6.70882378983606e-06
1879,1.221865053580018e-09,8.172444694309888e-06
1880,1.2835692508872398e-09,8.194306218456404e-06
1881,2.7890030285249168e-09,7.352509328484302e-06
1882,6.655385131892899e-10,8.10160018716033e-06
1883,6.319338941018771e-10,6.956328476803719e-06
1884,3.9610181801208455e-09,6.627443582374326e-06
1885,1.933690763067375e-09,6.455303974917115e-06
1886,1.2906927748801422e-09,6.206941549180556e-06
1887,2.6115698492645834e-09,6.52957764657458e-06
1888,2.53624587998047e-09,6.108548177508055e-06
1889,1.2530273485467092e-09,6.200605838557749e-06
1890,1.3108772956016423e-09,6.1388383016947046e-06
1891,2.5496880162734215e-09,6.225700701634196e-06
1892,3.1342561879199593e-09,6.880946259002485e-06
1893,1.2316833108982905e-09,6.3345470522335745e-06
1894,1.2603078580752936e-09,6.230331663914512e-06
1895,0.0,5.702637267290811e-06
1896,1.7691086373616827e-09,5.306146860561967e-06
1897,2.330685422435863e-09,6.191465971028265e-06
1898,1.6975064687230201e-09,6.202122833087742e-06
1899,2.7637891975018647e-09,5.646973946227263e-06
1900,5.191053142894475e-10,5.628658982459456e-06
1901,1.1177477832191585e-09,6.072164907777733e-06
1902,4.910283846193408e-10,8.87877544641924e-06
1903,0.0,5.462862787908307e-06
1904,2.6873125946735854e-09,5.07740820410163e-06
1905,3.096455536422127e-09,5.244363137535402e-06
1906,1.5432553013283723e-09,6.209030615877964e-06
1907,4.114274698707732e-09,5.184500381005819e-06
1908,3.437972351250096e-09,4.936928434062793e-06
1909,1.1001967115120692e-09,5.561494205608142e-06
1910,4.809735720812114e-09,5.070530193052036e-06
1911,5.320374141248863e-10,4.980402238174975e-06
1912,1.5628263128064646e-09,5.058347809949737e-06
1913,5.30298971401777e-10,5.103066911260612e-06
1914,2.0090231700464756e-09,4.94889360425077e-06
1915,0.0,4.070253197596685e-06
1916,1.0987462051303964e-09,3.909338900598414e-06
1917,0.0,4.276905485767202e-06
1918,2.2972752589112133e-09,4.465903188588527e-06
1919,2.762354567309444e-09,4.616815388658324e-06
1920,0.0,4.455501112943239e-06
1921,3.0290989716519334e-09,4.518658172969481e-06
1922,2.2133805899215986e-09,4.22755717011114e-06
1923,0.0,3.7092121729642713e-06
1924,0.0,3.442063828629216e-06
1925,3.299453377181294e-09,3.681090056772973e-06
1926,2.229227691330493e-09,3.506575168898962e-06
1927,1.1149224876660924e-09,3.484132768960535e-06
1928,3.4278122562625413e-09,3.4803722144260973e-06
1929,1.1140406375176326e-09,3.4836051554520964e-06
1930,1.0503603542488804e-09,3.4672394235713e-06
1931,2.2810713318222042e-09,3.5516280689762425e-06
1932,1.0959536611565568e-09,3.471981287361814e-06
1933,2.2941324395731044e-09,3.660288200535433e-06
1934,1.1981580172459871e-09,3.3188978036946537e-06
1935,1.196828414151696e-09,3.4193386966308026e-06
1936,0.0,3.46281845509111e-06
1937,1.2591118148108649e-09,3.6363148439022552e-06
1938,6.482607339819424e-09,3.260751398670436e-06
1939,4.588215141154706e-09,3.0649278102146127e-06
1940,0.0,3.613490548559639e-06
1941,0.0,3.541803081930084e-06
1942,1.517105907566929e-08,3.313359165701968e-06
1943,0.0,3.675495854338351e-06
1944,6.4263723231761105e-09,3.229252030223506e-06
1945,6.535512131478072e-09,2.8494833443915013e-06
1946,5.568441707737293e-09,2.76890759920434e-06
1947,1.1920870957027319e-09,2.7012693806227617e-06
1948,2.174377566888097e-09,4.112835341629761e-06
1949,0.0,3.827651582355429e-06
1950,3.190608444114673e-09,3.53306712952417e-06
1951,8.529121409139861e-09,3.94685092430791e-06
1952,2.1089607837865287e-09,4.29911644062031e-06
1953,1.0773827385790469e-09,3.841946778493366e-06
1954,3.9090144454689835e-09,3.5288628481566775e-06
1955,0.0,3.3806959294224725e-06
1956,3.488456634670456e-09,3.39688472195121e-06
1957,0.0,4.023476051884245e-06
1958,1.6544486891589827e-09,3.8714099304115734e-06
1959,3.100299128533379e-09,3.488611561408561e-06
1960,1.3841666701708277e-09,3.461108661895196e-06
1961,6.948159270159238e-10,3.601925840257536e-06
1962,6.341956404476434e-10,2.985793109644419e-06
1963,6.466053248388448e-10,3.348122355362193e-06
1964,6.083968329129164e-10,3.091872670779594e-06
1965,1.0944086747954884e-09,2.901277468936314e-06
1966,5.539074754423723e-10,3.095235001637775e-06
1967,1.4791006197611978e-09,3.140130708345623e-06
1968,4.4914158503495116e-10,2.9890373269836346e-06
1969,3.6334062425424918e-09,2.8990040235044034e-06
1970,9.197450023812337e-10,2.7008312741827467e-06
1971,1.0276794970565106e-09,2.6421640271223623e-06
1972,4.104117490300041e-09,2.620479072845683e-06
1973,3.859242703185828e-09,2.58679519049565e-06
1974,1.6876715580593782e-09,2.9252971884830004e-06
1975,0.0,2.656409328949394e-06
1976,2.856763492431469e-09,2.5150945432983463e-06
1977,3.526069214387917e-09,2.6087033688781958e-06
1978,3.5643548113029055e-09,2.2520781080004326e-06
1979,2.3407893401383717e-09,2.3378634068649262e-06
1980,1.7055452605774235e-09,2.3945855502915947e-06
1981,2.5302198114474095e-09,2.0886964051669565e-06
1982,1.2415004579935385e-09,2.3843015242164256e-06
1983,0.0,2.557071582032222e-06
1984,2.3196033982486597e-09,2.441382491724653e-06
1985,1.8046674155058895e-09,2.3298255626968967e-06
1986,4.196139880008332e-09,2.3750151996182467e-06
1987,1.8332451112712533e-09,2.4345494864519424e-06
1988,5.996553809062277e-10,1.9099023731428133e-06
1989,3.2928733073589456e-09,2.093718698858993e-06
1990,1.089730194969718e-09,1.9288224279989663e-06
1991,1.7584396161396398e-09,1.8703936035535662e-06
1992,0.0,2.0215985330196418e-06
1993,0.0,2.202942702922428e-06
1994,5.274926606624319e-10,2.358419628478714e-06
1995,1.0844901643380922e-09,2.007391337599529e-06
1996,0.0,2.199827804361121e-06
1997,2.3974471297094624e-09,1.8949423363778806e-06
1998,9.536258449571733e-10,1.9706677854003374e-06
1999,2.7421207526856506e-09,1.841791075207766e-06
2000,0.0,1.8984281098255451e-06
2001,4.3812117822561447e-10,1.7945443460121169e-06
2002,8.76244299341522e-10,1.995646446317778e-06
2003,8.333845835650777e-10,2.1592993419972117e-06
2004,1.7619165015858584e-09,1.895822194342145e-06
2005,2.702249757291497e-09,1.8654530791195612e-06
2006,8.235779835885637e-10,2.0264136537662125e-06
2007,1.5977917877663117e-09,2.0256004553687035e-06
2008,4.257439678578834e-10,2.016749213851199e-06
2009,3.337734755248789e-09,1.996919131386221e-06
2010,4.2514138876015295e-09,2.013752983032191e-06
2011,3.059177577924288e-09,2.3192390798953966e-06
2012,3.404252713057332e-10,2.436423628182638e-06
2013,2.2313000336282585e-09,1.7571487411771614e-06
2014,3.031623174720721e-09,1.8835042041587258e-06
2015,4.433150790905671e-10,1.8175918015117531e-06
2016,6.214020409345267e-10,1.9936647390750295e-06
2017,2.515611330355938e-10,1.740803007521663e-06
2018,0.0,1.8669167474172355e-06
2019,1.2754939326953263e-09,1.8242113739574961e-06
