year,en_ADP artère_NOUN,en_ADP carter_NOUN
1800,1.8864987794131594e-08,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.5602713787643552e-08,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,2.9367397402779716e-08,0.0
1810,0.0,0.0
1811,1.504245972228091e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,5.751483289628823e-09,0.0
1814,7.237357380063258e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,0.0,0.0
1817,2.9580593974287694e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,5.175524897538253e-09,0.0
1820,1.3053129244156025e-08,0.0
1821,1.1833785507064931e-08,0.0
1822,2.3058916553964082e-08,0.0
1823,5.336650943377208e-08,0.0
1824,2.105278085196005e-08,0.0
1825,1.2327619813845558e-08,0.0
1826,3.435113882233054e-08,0.0
1827,4.2399456390285195e-08,0.0
1828,3.668920500743411e-09,9.172301251858528e-10
1829,3.429270423183084e-09,0.0
1830,1.3567886369969528e-08,0.0
1831,0.0,0.0
1832,2.705993873419743e-09,0.0
1833,2.548398292390175e-08,0.0
1834,8.401078055442213e-09,0.0
1835,2.2689263801112247e-08,0.0
1836,6.72075017860152e-09,0.0
1837,1.530736071231331e-08,0.0
1838,1.009945904684173e-08,0.0
1839,2.586845759822154e-08,0.0
1840,3.821813088222825e-09,0.0
1841,3.852329122366882e-09,0.0
1842,1.341653010911159e-09,0.0
1843,3.36693943836508e-08,0.0
1844,9.330554107123135e-09,0.0
1845,1.4508592549589139e-08,0.0
1846,2.1661655580373917e-08,5.854501328173001e-10
1847,1.833696039454935e-08,0.0
1848,3.218088684420195e-09,0.0
1849,1.256912263158938e-08,0.0
1850,4.752297222410107e-09,0.0
1851,2.7087642351375507e-08,0.0
1852,1.9531636752390114e-08,0.0
1853,7.166318205520383e-09,0.0
1854,2.338049043260071e-08,0.0
1855,2.4942604426314574e-08,0.0
1856,8.28350277259915e-09,0.0
1857,5.857811125054013e-09,0.0
1858,1.5170396494568195e-08,0.0
1859,1.2221216039165483e-08,0.0
1860,8.696649622663699e-09,0.0
1861,9.431927239234028e-09,0.0
1862,2.710791813242963e-09,0.0
1863,9.989241656072068e-10,0.0
1864,1.4863656971897399e-08,0.0
1865,9.413688495385486e-09,0.0
1866,1.4596838404656864e-08,0.0
1867,7.279217228983725e-09,0.0
1868,2.0253484223076157e-08,0.0
1869,1.660396442559886e-08,4.883519144627257e-10
1870,1.2614907340946502e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,1.269941218851045e-08,0.0
1873,2.2746817762708815e-08,0.0
1874,1.1949218503559678e-08,0.0
1875,1.716458086775674e-08,0.0
1876,7.255217759905008e-09,0.0
1877,1.5462040536817767e-08,0.0
1878,4.22736201599605e-09,0.0
1879,1.588424503040642e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,4.183504653809678e-09,0.0
1882,1.9966155395678697e-09,0.0
1883,8.21514056781325e-09,0.0
1884,1.0562715146988921e-08,0.0
1885,6.445635691854079e-10,0.0
1886,1.0325542199041138e-08,0.0
1887,2.6115698492645834e-09,0.0
1888,1.268122939990235e-08,0.0
1889,1.8168895721260014e-08,0.0
