year,en_ADP âmes_NOUN,en_ADP ames_NOUN,en_ADP came_NOUN
1800,0.0,1.8864987794131594e-08,0.0
1801,0.0,2.3811825844433088e-09,0.0
1802,0.0,8.951360541686881e-09,2.2378401354217203e-09
1803,1.950339223455444e-09,1.755305234496518e-08,0.0
1804,0.0,7.4155526164076946e-09,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09,0.0
1806,0.0,2.881669125542885e-09,0.0
1807,2.562259560079383e-08,1.4234775136401367e-08,0.0
1808,2.2660739062985158e-08,0.0,0.0
1809,6.7770917766551975e-09,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,1.1700633351097167e-08,0.0
1811,5.0141535368197765e-09,2.757784400841956e-08,0.0
1812,1.600324850414836e-08,0.0,2.6672082320544632e-09
1813,0.0,1.1502966579257645e-08,2.8757416448144113e-09
1814,3.1466771410748606e-09,3.4613449884091096e-08,0.0
1815,2.697223555614414e-09,0.0,0.0
1816,2.3176038865813098e-09,1.622322720606917e-08,0.0
1817,2.0239355080775567e-08,1.556873407970727e-09,1.556873407970727e-09
1818,2.1458118837358597e-08,3.5763532135746345e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,7.24573512300708e-09,3.105315005136333e-09
1820,1.1866481131050932e-08,2.0173018810965004e-08,2.3732962262101864e-09
1821,0.0,1.97229765852569e-09,9.86148829262845e-10
1822,2.5064039732569654e-08,5.012807946513931e-09,1.0025615893027862e-09
1823,2.9648061783404955e-09,3.9530747564242574e-09,4.941343556552624e-09
1824,7.57900142644985e-09,5.052667617633233e-09,4.210556348027694e-09
1825,3.522177216552791e-09,1.1447076175841175e-08,8.805443041381977e-10
1826,7.0463874735082754e-09,4.403992281964975e-09,8.807984341885344e-10
1827,2.7651818612639545e-09,0.0,9.217273055917019e-10
1828,8.255071293206129e-09,5.5033806956039655e-09,9.172301251858528e-10
1829,1.714635211591542e-09,1.5431716349212365e-08,2.571952872898464e-09
1830,3.1310507520032616e-09,5.218417697960831e-09,4.174734336004349e-09
1831,9.354723218280014e-09,1.2472964883158966e-08,0.0
1832,0.0,4.058990921151917e-09,4.058990810129615e-09
1833,2.20088942626262e-08,6.950177322551099e-09,8.108539839568607e-09
1834,6.534171426153534e-09,2.8003592777992026e-09,9.334530925997342e-10
1835,6.806779140333674e-09,5.294161553592858e-09,7.563087933704082e-10
1836,7.392825018825988e-09,2.016224964762614e-09,2.0162250202737653e-09
1837,4.87052354003481e-09,8.349469338142512e-09,4.174734447026651e-09
1838,3.1560809521380406e-09,3.787297142565649e-09,1.8936485712828244e-09
1839,9.788065469251706e-09,8.38977065598101e-09,3.4957376993105527e-09
1840,5.732719632334238e-09,5.732719632334238e-09,6.369688665408546e-10
1841,8.346713542550788e-09,2.5682194149112547e-09,2.5682194149112547e-09
1842,1.0733224087289273e-08,0.0,6.708265054555795e-10
1843,1.0041748765843295e-08,1.1813822142769936e-09,2.953455480181333e-09
1844,7.1351298203126134e-09,4.390849017710252e-09,1.097712254427563e-09
1845,1.5066614622583074e-08,5.580227946389016e-10,5.580227946389016e-10
1846,2.4003455223464698e-08,5.854501328173001e-09,1.1709002656346001e-09
1847,1.294373674909366e-08,0.0,5.3932236454556914e-09
1848,8.84974404868899e-09,0.0,0.0
1849,1.1731181359664333e-08,8.379414939696517e-10,1.6758829879393033e-09
1850,3.1229383523623255e-08,0.0,6.788996032014438e-10
1851,9.029214709244116e-09,2.579775504329973e-09,3.2247193804124663e-09
1852,2.018269107395554e-08,5.208436348880241e-09,3.906327261660181e-09
1853,2.508211416341055e-08,5.971931837933653e-10,4.180352286553557e-09
1854,1.454786069388092e-08,1.0391328908454511e-09,2.597832227113628e-09
1855,6.8990182455763716e-09,7.429711956774554e-09,4.2455496895854594e-09
1856,1.2425253714809514e-08,2.0708756931497874e-09,2.5885946164372342e-09
1857,1.0251168802710708e-08,8.786716299002961e-09,3.90520732418409e-09
1858,1.663849857891364e-08,0.0,2.4468380654951716e-09
1859,1.1202780925145817e-08,5.092173349652285e-10,2.5460866748261424e-09
1860,2.7920821210614122e-08,2.288591927079864e-09,1.8308735638683515e-09
1861,1.650587222457034e-08,2.3579818653196583e-09,4.715963730639317e-10
1862,1.8975542914745347e-08,1.8071945051545413e-09,7.228778048373741e-09
1863,1.548332484446746e-08,4.994620828036034e-10,2.9967726078439227e-09
1864,1.3904711160250827e-08,9.589455896019672e-10,1.4384183844029508e-09
1865,9.413688495385486e-09,4.7068443587150455e-09,1.882737743486018e-09
1866,2.432806489593986e-08,7.298419202328432e-09,6.811858299649032e-09
1867,1.164674756637396e-08,9.7056229719783e-10,3.88224918879132e-09
1868,1.1361710683388537e-08,1.4819622196071691e-09,3.4579118457500613e-09
1869,2.197583626184496e-08,2.441759683335931e-09,2.930111597798657e-09
1870,1.204150201772336e-08,8.601073631098188e-09,5.734048791339319e-09
1871,2.1242353653860846e-08,3.18635318130589e-09,2.1242354542039266e-09
1872,1.269941218851045e-08,0.0,4.233137507192453e-09
1873,1.616221290134945e-08,5.986004469882289e-10,1.1972008939764578e-09
