year,son_DET otage_NOUN,son_DET cottage_NOUN
1860,6.865775947773045e-09,1.6935580049448618e-08
1861,5.187560159214399e-09,1.9335450573976232e-08
1862,2.5300723294208183e-08,2.1234535907410645e-08
1863,3.995696662428827e-09,2.7470414054597825e-08
1864,1.4384183621984903e-08,2.445311186871635e-08
1865,7.530950973944073e-09,1.2237795665726026e-08
1866,1.4596839292835284e-09,2.432806489593986e-08
1867,1.455843445796745e-09,1.94112459439566e-08
1868,1.877152122631287e-08,1.728955856261649e-08
1869,7.325278605918584e-09,2.490594752657671e-08
1870,1.2614907340946502e-08,1.0894693147633916e-08
1871,4.248470908407853e-09,1.1683295220166201e-08
1872,1.8746751706544273e-08,3.930770375859538e-08
1873,1.1972008939764578e-09,1.6760813181804224e-08
1874,2.0313670745508716e-08,3.2860349108432274e-08
1875,1.4303817685856757e-08,2.3458261722009155e-08
1876,0.0,1.5719638923883394e-08
1877,1.5462040536817767e-08,1.9791411176584006e-08
1878,2.4156354694326865e-09,2.6571990829893366e-08
1879,1.0385853066452455e-08,1.8938909107646396e-08
1880,4.492492600149944e-09,3.337280163329126e-08
1881,1.5339516323820135e-08,1.1156012114099667e-08
1882,5.324308105514319e-09,1.8635077481121698e-08
1883,1.1374810426900694e-08,2.9068958795619437e-08
1884,4.621187876807653e-09,1.9144920315739e-08
1885,8.379326565943757e-09,2.320428826863008e-08
1886,7.744156427236248e-09,2.9040586824180536e-08
1887,4.570247291724172e-09,2.6115698048556624e-08
1888,6.340614699951175e-09,2.282621380800265e-08
1889,5.6386229019267375e-09,1.8795409673089125e-08
1890,7.865263995654459e-09,1.835228202740069e-08
1891,1.5935549768641977e-08,2.039750413018737e-08
1892,1.2537024751679837e-08,2.2566645441202127e-08
1893,6.15841644346915e-09,1.909109159647926e-08
1894,1.8904617871129403e-09,2.9617234886814003e-08
1895,1.1435367319734269e-08,3.4306101071024386e-08
1896,1.2973464080801023e-08,1.47425724961181e-08
1897,1.0488084178916779e-08,1.3401440845939305e-08
1898,1.6975064687230201e-09,1.1316709347397591e-08
1899,7.738609753005221e-09,4.477338677588705e-08
1900,9.863001082521805e-09,4.2047530790512155e-08
1901,4.470991132876634e-09,1.5648469409157428e-08
1902,5.892340837476695e-09,1.5712908307818907e-08
1903,5.400220270956879e-09,2.3760969636299478e-08
1904,9.674325340824907e-09,1.7198800605910947e-08
1905,6.192911072844254e-09,3.6641388589941926e-08
1906,4.629765903985117e-09,3.0865106026567446e-08
1907,1.491424583832668e-08,3.3942766264338786e-08
1908,5.893666887857307e-09,2.062783477363439e-08
1909,5.5009836685826485e-09,1.5402754349747028e-08
1910,3.740905363258662e-09,2.672075360976578e-08
1911,2.6601871816467337e-09,2.074945981700438e-08
1912,8.856016364688912e-09,2.9693701719679666e-08
1913,1.113627856597077e-08,3.0227041813990496e-08
1914,6.696743604095445e-09,1.9420557606508737e-08
1915,0.0,1.8849219074468238e-08
1916,6.592477230782379e-09,3.29623865980011e-08
1917,1.7546279096336548e-08,3.5092558192673096e-08
1918,1.8378202071289707e-08,7.006689628497043e-08
1919,4.603924352863942e-09,2.4861190439651182e-08
1920,3.786115865267448e-09,4.770505945828063e-08
1921,5.300923255902035e-09,2.9533715528717863e-08
1922,3.6889677978990676e-09,2.951174182808103e-08
1923,8.492758496458919e-09,2.65398694132557e-08
1924,1.4180787211159895e-08,2.062659898438568e-08
1925,4.399271169575059e-09,2.859526304632709e-08
1926,3.343841648018042e-09,4.0126099776216506e-08
1927,2.2298449753321847e-09,2.5643217327342427e-08
1928,1.0283437212876834e-08,2.8565102283550914e-08
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,8.402882833991043e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,1.9389105432310316e-08
1932,1.9727165678773417e-08,1.0959536389520963e-08
1933,6.882397318719313e-09,2.523545639121494e-08
1934,1.4377896206951846e-08,9.585264137967897e-09
1935,1.0771455727365264e-08,1.9149254626427137e-08
1936,8.487299751891442e-09,1.576212937948185e-08
1937,2.5182236296217297e-09,1.3850230295986421e-08
1938,5.186085783037697e-09,1.2965214679638848e-08
1939,7.647025235257843e-09,2.141167065872196e-08
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,3.944475324146879e-08,1.8205270180260413e-08
1943,1.4516175816936538e-08,2.322588166236983e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,1.9606536838523425e-08,3.267755976921194e-08
1946,5.568441707737293e-09,2.5057987684817817e-08
1947,3.5762612871081956e-09,2.1457568166738383e-08
1948,1.7395020535104777e-08,4.1313175103141475e-08
1949,8.835307596655184e-09,3.043272656100271e-08
1950,7.444753258312176e-09,2.0207187034770868e-08
1951,3.1984206394497505e-09,1.1727541604500402e-08
1952,1.370824520563474e-08,1.7926166662185494e-08
1953,1.0773827163745864e-08,1.2928593307037772e-08
1954,2.9317608341017376e-09,2.14995790059902e-08
1955,2.815682353940474e-09,1.783265446420046e-08
1956,2.616342476002842e-09,1.6570168570595456e-08
1957,6.184526224473075e-09,2.385460257103844e-08
1958,7.445019267748876e-09,2.1507833736222892e-08
1959,7.750747599288843e-09,2.0927018895555705e-08
1960,6.2287499602575735e-09,1.7302083321624195e-08
1961,1.320150300188061e-08,2.709782087606527e-08
1962,7.610347907416326e-09,2.9807195656150753e-08
1963,5.1728425987107585e-09,1.2285501505004959e-08
1964,1.6426714211092985e-08,2.1293889318485526e-08
1965,1.641613067704384e-08,1.094408652591028e-08
1966,1.0524241922382771e-08,9.416426749453422e-09
1967,1.232583901611406e-08,1.3804939413830652e-08
1968,1.8863946849023705e-08,1.3025106326836067e-08
1969,1.4987801222332564e-08,1.9075383050903838e-08
1970,1.4715920038099739e-08,7.3579600190498695e-09
1971,9.24911525146399e-09,1.2332153964678128e-08
1972,1.5903454553267693e-08,1.4364410994005539e-08
1973,1.1026407342740185e-08,1.5436970424165253e-08
1974,1.5751600912494723e-08,5.06301445213353e-09
1975,2.9128548462153958e-08,1.3707552426467373e-08
1976,2.2282755196556536e-08,2.6853577028695952e-08
1977,2.291944944943225e-08,6.464460078348111e-09
1978,2.3762364520507617e-08,7.128709622605811e-09
1979,2.57486831856113e-08,1.287434159280565e-08
1980,2.2740602290127754e-08,1.819248218737357e-08
1981,3.542307780435294e-08,1.0753434587229549e-08
1982,1.9864007327896616e-08,7.449002747961231e-09
1983,1.7682884490000106e-08,7.57837881337764e-09
1984,3.131464509920079e-08,5.219107812592938e-09
1985,3.0679345286444004e-08,4.210890747202711e-09
1986,3.11713250766843e-08,1.2588419251446936e-08
1987,2.749867533680117e-08,1.5277041853778428e-08
1988,2.878345739532051e-08,1.0194141475405871e-08
1989,2.5245361356951435e-08,1.2622680678475717e-08
1990,2.179460345530515e-08,1.4166492867673242e-08
1991,1.4067516929117119e-08,7.033758298025106e-09
1992,2.6998726809779328e-08,1.4325855168806356e-08
1993,2.1602909683338112e-08,1.2186256448387667e-08
1994,3.428702299856923e-08,1.4242301504818755e-08
1995,2.6570008415660595e-08,8.675921314704738e-09
1996,3.5765218342476146e-08,2.1886178203089912e-08
1997,2.4933450859521145e-08,4.315404922294874e-09
1998,3.3853716274734325e-08,1.2873949017944142e-08
1999,2.7878227726318983e-08,1.325358303660984e-08
2000,1.590491294223284e-08,6.627047355323157e-09
2001,2.0591695459870607e-08,1.2705514501609727e-08
2002,2.3658596859377212e-08,1.2267419968736704e-08
2003,3.041853702256958e-08,1.333415317050779e-08
2004,2.378587282692024e-08,2.114299846311951e-08
2005,3.963299732845371e-08,1.9366123371611366e-08
2006,3.1295964930677656e-08,1.0294724350767837e-08
2007,4.513761808766503e-08,5.112933654238816e-08
2008,5.960415450090295e-08,5.832692229201797e-08
2009,7.438380578150827e-08,6.389377960047682e-08
2010,6.329882751288096e-08,8.597303047253035e-08
2011,7.036108229385718e-08,1.2733826926236702e-07
2012,8.851056776393307e-08,1.0519140669629223e-07
2013,9.929285482712658e-08,1.1546977507492784e-07
2014,1.0740608047399292e-07,1.3815540444994667e-07
2015,9.442611315080285e-08,1.5227872895984262e-07
2016,9.15532325507229e-08,1.5555764276697914e-07
2017,1.2578057351220195e-07,1.0716504350583023e-07
2018,1.1384268105985029e-07,1.277826031653717e-07
2019,1.2142702132678096e-07,1.3163096657109463e-07
