year,bien_ADV analyser_VERB,bien_ADV canaliser_VERB
1800,7.545995117652637e-08,0.0
1801,1.4763331535050384e-07,0.0
1802,2.9091921760482364e-08,0.0
1803,7.996391104825307e-08,0.0
1804,9.145848167690929e-08,0.0
1805,7.675770063997334e-08,0.0
1806,1.152667650217154e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,4.758755522971114e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,5.616304221689461e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,9.068507722531649e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,6.489290882427667e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,7.987188865854478e-08,0.0
1819,3.622867339458935e-08,0.0
1820,3.085285271708926e-08,0.0
1821,5.226588939422072e-08,0.0
1822,1.5038423839541792e-08,0.0
1823,1.8777104315859106e-08,0.0
1824,4.29476756380609e-08,0.0
1825,2.289415235168235e-08,0.0
1826,3.8755132436563144e-08,0.0
1827,5.346018383534101e-08,0.0
1828,2.109629271274116e-08,0.0
1829,4.9724420136953995e-08,0.0
1830,3.026682549034376e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,5.411987658021644e-08,0.0
1833,6.139323005527331e-08,0.0
1834,3.547121707470069e-08,0.0
1835,4.0840674842002045e-08,0.0
1836,2.419469957715137e-08,0.0
1837,2.99189295560609e-08,0.0
1838,2.5248647617104325e-08,0.0
1839,3.425822825420255e-08,0.0
1840,3.3122379505812205e-08,0.0
1841,3.9165346521485844e-08,0.0
1842,2.4820581145945653e-08,0.0
1843,1.7130041385371442e-08,0.0
1844,3.2931367854871496e-08,0.0
1845,3.348136701220028e-08,0.0
1846,6.615586700675635e-08,0.0
1847,4.638172157456211e-08,0.0
1848,1.367687652020777e-08,0.0
1849,6.954914510970411e-08,0.0
1850,2.1045888587423178e-08,0.0
1851,2.579775504329973e-08,0.0
1852,2.799534470909748e-08,0.0
1853,3.0456853039595444e-08,0.0
1854,5.2995776489428437e-08,0.0
1855,1.5920811335945473e-08,0.0
1856,5.901995692170203e-08,0.0
1857,4.735063896532665e-08,0.0
1858,4.159624727995137e-08,0.0
1859,2.5460867192350634e-08,0.0
1860,1.6477862629926676e-08,0.0
1861,2.3108222890755314e-08,0.0
1862,2.710791768834042e-08,0.0
1863,5.5939754162182e-08,0.0
1864,5.993409990523446e-08,0.0
1865,5.6482132748669756e-08,0.0
1866,4.135770836910524e-08,0.0
1867,3.008743121313273e-08,0.0
1868,4.3470891220032115e-08,0.0
1869,3.1742874995188686e-08,0.0
1870,2.465641024684828e-08,0.0
1871,2.0180236148803488e-08,0.0
1872,3.38650991693612e-08,0.0
1873,2.3944018323618366e-08,0.0
1874,3.644511537004291e-08,0.0
1875,4.863298030954866e-08,2.8607636259891933e-09
1876,5.622793608495158e-08,0.0
1877,2.288381928394756e-08,0.0
1878,3.200716847118201e-08,0.0
1879,2.871382953628654e-08,0.0
1880,3.2089232604448625e-08,0.0
1881,4.2532295907449225e-08,0.0
1882,5.1912003584675404e-08,0.0
1883,7.456819872686538e-08,0.0
1884,3.1688145440966764e-08,0.0
1885,3.3517306263775026e-08,0.0
1886,1.7424351739236954e-08,0.0
1887,3.852065688647599e-08,0.0
1888,2.0924028509838877e-08,1.268122939990235e-09
1889,4.322944491264025e-08,6.265136742733546e-10
1890,5.309053108248918e-08,0.0
1891,3.059625441892422e-08,0.0
1892,3.949162774574688e-08,0.0
1893,5.173069794750518e-08,0.0
1894,5.419323656496999e-08,0.0
1895,3.310238128051424e-08,0.0
1896,4.1279204054944785e-08,0.0
1897,2.6220211779559577e-08,0.0
1898,3.1120951149432585e-08,0.0
1899,2.7637891975018647e-08,0.0
1900,3.8413792369240696e-08,0.0
1901,3.856229824350521e-08,1.676621730339889e-09
1902,4.664769692741544e-08,0.0
1903,4.6441892775916926e-08,0.0
1904,4.622177840474251e-08,0.0
1905,4.8511136441220515e-08,1.5482277682110634e-09
1906,5.2985100751357095e-08,0.0
1907,4.165703160197154e-08,5.142843373384665e-10
1908,3.192402786567072e-08,0.0
1909,4.5658164971040804e-08,0.0
1910,3.153049021875631e-08,3.206490406526541e-09
1911,3.990280461607654e-08,0.0
1912,3.64659484830554e-08,5.209421227725386e-10
1913,4.560571220668663e-08,1.590896969716482e-09
1914,2.678697441638178e-08,0.0
1915,9.424609537234119e-09,0.0
1916,3.8456116735474666e-08,0.0
1917,4.386569685266295e-08,1.0966424435210342e-09
1918,4.5945505178224266e-08,0.0
1919,3.4069039145379065e-08,9.207848372660976e-10
1920,4.164727585020955e-08,0.0
1921,2.499006690470651e-08,2.2718242842501013e-09
1922,4.205423209668879e-08,0.0
1923,2.653987074552333e-08,2.1231896241147297e-09
1924,5.801231139912488e-08,0.0
1925,2.969508017258704e-08,3.299453377181294e-09
1926,4.346993875969929e-08,0.0
1927,4.4596898618465275e-08,1.1149224876660924e-09
1928,3.199291476185806e-08,0.0
1929,3.787738322991174e-08,1.1140406375176326e-09
1930,4.3064773080914165e-08,1.0503603542488804e-09
1931,3.763767608688795e-08,1.1405356659111021e-09
1932,4.4934100884574946e-08,4.383814644626227e-09
1933,3.9000251916831985e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,3.231436807027421e-08,2.393656828303392e-09
1936,4.849885826274658e-08,6.0623572828433225e-09
1937,3.273690651894867e-08,0.0
1938,3.6302600703308485e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,0.0
1940,4.81798743123818e-08,1.0143131667916805e-08
1941,7.67390702094417e-08,0.0
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,9.00002916637277e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,6.437270627657199e-08,0.0
1948,3.696441708278542e-08,1.0871887834440486e-09
1949,2.4542520904446974e-08,9.817008317369869e-10
1950,3.084254984742074e-08,0.0
1951,4.264560615752089e-08,4.264560704569931e-09
1952,3.057992969957013e-08,2.1089607837865287e-09
1953,4.3095308654983455e-08,0.0
1954,4.9839933069506515e-08,0.0
1955,3.472674947602172e-08,9.385607846468247e-10
1956,4.447782231409292e-08,0.0
1957,2.9155624137189307e-08,8.835037701437898e-10
1958,4.053399393910695e-08,8.272243445794913e-10
1959,3.952881399982289e-08,1.5501495642666896e-09
1960,3.5296249478733444e-08,6.920833350854139e-10
1961,5.489045662443459e-08,1.3896318540318475e-09
1962,5.390662849436012e-08,2.5367825617905737e-09
1963,4.6555584276575246e-08,1.2932106496776896e-09
1964,4.076258619534201e-08,1.8251904432275978e-09
1965,3.994591679656878e-08,1.0944086747954884e-09
1966,4.209696802259799e-08,0.0
1967,4.9796391010659136e-08,2.9582012395223956e-09
1968,4.850729240502005e-08,4.4914158503495116e-10
1969,5.177603767947403e-08,1.3625273131978588e-09
1970,6.530189722298019e-08,9.197450023812337e-10
1971,6.166077071156906e-08,4.624557625731995e-09
1972,6.515286654629193e-08,1.0260293725750103e-09
1973,4.85161943952761e-08,1.102640756478479e-09
1974,6.075617164924552e-08,1.1251143350321513e-09
1975,6.111283523679845e-08,5.711480177694739e-10
1976,4.9707683302813166e-08,0.0
1977,7.228441534223862e-08,5.876781838942691e-10
