year,bien_ADV analyser_VERB,bien_ADV canaliser_VERB
1978,5.8811853165252614e-08,5.940591352171509e-10
1979,6.671249797030043e-08,1.1703946700691858e-09
1980,6.765329030322675e-08,2.2740602734216964e-09
1981,6.768338206564195e-08,3.1627747087981106e-09
1982,8.19390326700642e-08,2.483000915987077e-09
1983,7.388919698314567e-08,2.5261264191556165e-09
1984,7.248760580669256e-08,5.219107812592938e-09
1985,7.459292172828924e-08,1.2031116103372597e-09
1986,6.474044056403727e-08,3.5966913891627428e-09
1987,7.088547776534782e-08,3.6664902225425067e-09
1988,7.135898960619613e-08,4.797243047249822e-09
1989,6.915033878840404e-08,2.1952488715726304e-09
1990,7.682597669145252e-08,4.358920779878872e-09
1991,7.444061067563013e-08,2.9307325455363298e-09
1992,6.667032131923989e-08,2.2039776670368383e-09
1993,6.979401112605643e-08,2.2156829704300662e-09
1994,6.435410421223864e-08,5.802419433820205e-09
1995,9.706187031888192e-08,5.964695848348356e-09
1996,5.444854145331135e-08,3.736664311304594e-09
1997,6.66490304057632e-08,1.438468344439059e-09
1998,5.81711777636329e-08,5.2449422582867555e-09
1999,7.312321576025127e-08,4.113180906983871e-09
2000,8.17335854552681e-08,6.185244316725402e-09
2001,7.009938993163267e-08,4.381211837767296e-09
2002,7.579512989464021e-08,3.066854992184176e-09
2003,6.45873021731802e-08,5.8336921959778465e-09
2004,7.576240737550144e-08,5.285749615779878e-09
2005,8.827349406992369e-08,4.053374524914943e-09
2006,1.0088829949239653e-07,2.8825228870488218e-09
2007,9.426971780968074e-08,4.393927444112933e-09
2008,9.792111138606785e-08,6.811903485726134e-09
2009,9.202611606085043e-08,6.198650481792356e-09
2010,9.022444480422109e-08,7.558068837454357e-09
2011,1.3728059822248895e-07,7.265546830836911e-09
2012,1.2153182060714585e-07,6.127654827992046e-09
2013,9.929284949805606e-08,4.462600067256517e-09
2014,8.207037549556873e-08,6.496335469563519e-09
2015,8.755473057675545e-08,5.54143841924315e-09
2016,8.96890210988488e-08,6.8354220061905835e-09
2017,9.332917860760404e-08,2.7671724911471074e-09
2018,9.060948125139134e-08,6.711813327342497e-09
2019,9.362124808731664e-08,5.3570743396846865e-09
