year,ton_DET art_NOUN,ton_DET quart_NOUN
1878,7.126124373924014e-08,0.0
1879,4.948553522510224e-08,0.0
1880,1.2835692508872398e-07,1.9253538763308597e-09
1881,9.064260009239433e-08,4.183504653809678e-09
1882,9.583754589925775e-08,1.3310770263785798e-09
1883,1.1311616826548132e-07,1.2638677882037541e-09
1884,6.535679908381553e-08,0.0
1885,4.705314010644557e-08,6.445635691854079e-10
1886,1.2132512189344524e-07,0.0
1887,8.487602265461192e-08,1.3057849246322917e-09
1888,6.530833296380933e-08,6.340614699951175e-10
1889,8.771191151168978e-08,0.0
1890,6.816561853861813e-08,6.554386478008212e-10
1891,8.605197043820567e-08,6.374220040683554e-10
1892,7.271474666836752e-08,3.761107425503951e-09
1893,7.328515805316016e-08,4.310891643655168e-09
1894,5.230277633216929e-08,1.8904617871129403e-09
1895,5.356566989966893e-08,6.018614495673091e-10
1896,7.72510810875815e-08,2.358811590497112e-09
1897,7.8660629565519e-08,2.330685422435863e-09
1898,6.959776321924238e-08,0.0
1899,5.306475436839264e-08,1.6582735185011188e-09
1900,8.980521659651686e-08,5.191053142894475e-10
1901,5.924063112283662e-08,1.1736351446245408e-08
1902,6.874397462386383e-08,4.910283846193408e-10
1903,8.100330184390714e-08,0.0
1904,5.643356626450213e-08,0.0
1905,7.844354055208669e-08,1.0321518084666081e-09
1906,6.73888178037707e-08,1.0288369045596824e-09
1907,6.737124813582795e-08,1.5428529565042481e-09
1908,1.0019233775970804e-07,4.911389073214423e-10
1909,7.811396462997777e-08,5.500983557560346e-10
1910,9.138497814031865e-08,1.8170112081605794e-08
1911,7.395320145153761e-08,1.5961122423746588e-09
1912,5.886645970676341e-08,0.0
1913,1.0712039216764779e-07,0.0
1914,6.964613341597925e-08,0.0
1915,5.536958258556268e-08,5.890381071793627e-09
1916,4.614734194774428e-08,3.2962386153911893e-09
1917,7.676497215669542e-08,1.7546278430202733e-08
1918,1.0452602516863863e-07,2.756730310693456e-08
1919,1.3903850493157677e-07,1.8415696745321952e-09
1920,9.541011802838284e-08,2.2716695191604686e-09
1921,1.453967461984007e-07,7.572747762196741e-09
1922,8.263287981646883e-08,1.549366501762961e-08
1923,1.6879356934396128e-07,2.1231896241147297e-09
1924,1.4180786578332771e-07,6.445812328337297e-09
1925,8.908524251616257e-08,8.798542339150117e-09
1926,1.3598288861604857e-07,0.0
1927,1.0257287130777115e-07,3.3447675740205796e-09
1928,8.912312088327212e-08,9.14083297942625e-09
1929,9.246536936124983e-08,1.1140406375176326e-09
1930,8.402882478719675e-08,7.352522590764465e-09
1931,6.615106951102234e-08,9.124285327288817e-09
1932,8.548438534816682e-08,2.1919073223131136e-09
1933,4.5882648125328274e-08,2.2941324395731044e-09
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,5.864459051707627e-08,0.0
1936,6.668592744674129e-08,0.0
1937,8.561960496145105e-08,1.2591118148108649e-09
1938,9.464606520737107e-08,3.8895642262559704e-09
1939,4.129393804674919e-08,6.117620188206274e-09
1940,4.05725257834888e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,1.1806010391524069e-08
1942,9.102635112334667e-08,9.102635312174812e-09
1943,9.000029432826295e-08,0.0
1944,8.03296504869877e-08,3.2131861615880553e-09
1945,9.367567210816219e-08,4.357008087652048e-09
1946,7.517396394263187e-08,5.568441707737293e-09
1947,5.1259744004994445e-08,0.0
1948,7.50160236151487e-08,4.348755133776194e-09
1949,5.595694796411976e-08,1.4725512254010198e-08
1950,1.1698897939282915e-07,2.1270722960764488e-09
1951,6.716683209617713e-08,9.595261474260042e-09
1952,6.748674286072287e-08,1.0544803918932644e-09
1953,6.14108174312733e-08,5.386913692895234e-09
1954,7.818029157391493e-08,9.772536113672459e-10
1955,4.5050918551226005e-08,4.6928039232341234e-09
1956,8.023449904470681e-08,5.232684952005684e-09
1957,7.156380599226964e-08,3.534015080575159e-09
1958,7.85863135122078e-08,4.1361216673863055e-09
1959,5.8130607105688625e-08,2.325224457422337e-09
1960,7.543708435697738e-08,2.0762500052562416e-09
1961,7.642975075050629e-08,1.250668635321972e-08
1962,7.800606605101734e-08,1.9025869213429303e-09
1963,8.341208612705486e-08,3.233026624194224e-09
1964,6.50984610661709e-08,6.6923653285755336e-09
1965,9.411914803081345e-08,2.73602163147757e-09
1966,6.646889727512928e-08,3.3234448526542337e-09
1967,9.416940738304902e-08,7.395503209828291e-09
1968,1.1003968580780565e-07,3.5931326525240337e-09
1969,7.720988026704845e-08,4.995933444718048e-09
1970,6.944074648629339e-08,3.6789800095249348e-09
1971,8.68389200547881e-08,4.110718099248345e-09
1972,7.643918831234942e-08,5.130146973897354e-09
1973,6.781240990960669e-08,2.7566018911961976e-09
1974,5.45680457486597e-08,1.6876715580593782e-09
1975,5.140332115516344e-08,4.569184142155791e-09
1976,5.942067782260807e-08,2.8567634369203176e-09
1977,5.289103621741731e-08,1.5279633558407113e-08
1978,6.534650753842186e-08,5.940591352171509e-10
1979,4.857137991809424e-08,1.7555920051037788e-09
1980,5.969408412020982e-08,2.8425752862659692e-09
1981,6.452060508088664e-08,2.5302198114474095e-09
1982,7.200702611953602e-08,9.311253101884631e-09
1983,6.189009904566944e-08,3.157658134966823e-09
1984,6.610869629497529e-08,4.639206796497319e-09
1985,6.196024626703434e-08,1.3234227935754461e-08
1986,4.8555334031252784e-08,2.3977942409381114e-09
1987,3.972031037413615e-08,1.8332451112712533e-09
1988,6.536243479793313e-08,5.996553809062277e-10
1989,6.585746525900049e-08,3.841685636274406e-09
1990,5.612110332009479e-08,0.0
1991,7.971592363986701e-08,5.861465202094962e-10
1992,5.509944034365333e-08,2.7549720282848966e-09
1993,4.92989451483794e-08,6.09312805766038e-09
1994,4.747434001473039e-08,3.6924485691258724e-09
1995,7.211859487377126e-08,4.337960657352369e-09
1996,6.832757737385009e-08,3.2028553142993132e-09
1997,5.8497714561234204e-08,3.3564262480467733e-09
1998,6.723062084823539e-08,3.3376904573501065e-09
1999,4.4787970221449314e-08,3.1991408688814005e-09
2000,6.008522879241696e-08,2.6508187866980393e-09
2001,8.324302136486494e-08,3.943090742808408e-09
2002,8.543381557757357e-08,1.3143663935011318e-09
2003,5.792023016759629e-08,2.9168460979889232e-09
2004,7.840528359892573e-08,3.0833538500196767e-09
2005,7.025849280140051e-08,1.8014998381943315e-09
2006,7.535738788533308e-08,4.529678854225949e-09
2007,7.230007925684845e-08,4.7933754743212376e-09
2008,7.833689097402896e-08,3.8316958494988285e-09
2009,7.533744095233885e-08,5.245011980292702e-09
2010,7.274641022902983e-08,8.502827775203059e-09
2011,6.730190538206671e-08,1.1854313058945465e-08
2012,9.804247835809576e-08,1.4978711715407655e-08
2013,1.0738131361875958e-07,1.6455838580675675e-08
2014,1.2343037236739463e-07,1.6240838812686675e-08
2015,1.241282230335372e-07,1.3077794847049518e-08
2016,1.4872221498762883e-07,1.6777854328076103e-08
2017,9.30776167251679e-08,1.0817129109108592e-08
2018,1.1771488384049178e-07,1.910285435391401e-08
2019,1.410696228720809e-07,1.9387506156043344e-08
