year,ton_DET ouvert_ADJ,ton_DET couvert_NOUN
1894,0.0,1.2603078580752936e-08
1895,0.0,6.018614495673091e-09
1896,0.0,4.127920338881097e-09
1897,5.826713556089658e-10,3.496028022631492e-09
1898,0.0,2.8291774478717002e-09
1899,0.0,4.9748205555033564e-09
1900,0.0,3.1146317747143826e-09
1901,0.0,6.147612863216523e-09
1902,0.0,1.9641135384773634e-09
1903,0.0,3.2401321625741275e-09
1904,0.0,2.1498500757388683e-09
1905,5.160759042333041e-10,8.257214301199411e-09
1906,0.0,3.6009290549365858e-09
1907,0.0,1.5428529565042481e-09
1908,0.0,1.4734167219643268e-09
1909,2.2003934230241384e-09,3.850688434781091e-09
1910,0.0,3.7409054742809644e-09
1911,5.320374141248863e-10,7.4485240197930125e-09
1912,1.5628263128064646e-09,1.0418842233406167e-08
1913,0.0,5.30298971401777e-10
1914,2.0090231700464756e-09,4.018046340092951e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,9.888715846173568e-09
1917,0.0,4.386569774084137e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,2.762354567309444e-09
1920,0.0,3.786115865267448e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,0.0,6.640141769764796e-09
1923,0.0,8.492758496458919e-09
1924,0.0,7.734974771800296e-09
1925,0.0,8.798542339150117e-09
1926,0.0,1.1146138456652466e-09
1927,1.1149224876660924e-09,1.1149224765638621e-08
1928,0.0,9.140832868403947e-09
1929,0.0,7.798284462623428e-09
1930,0.0,8.402882945013346e-09
1931,0.0,1.1405356659111021e-09
1932,0.0,2.1919073223131136e-09
1933,1.1470662197865522e-09,5.735331098932761e-09
1934,0.0,0.0
1935,1.196828414151696e-09,4.787313656606784e-09
1936,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,9.784699273041042e-09,4.348755133776194e-09
1949,0.0,4.908504269707237e-09
1950,0.0,7.444753258312176e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,8.435843024123812e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,6.840775279570721e-09
1955,0.0,3.754243138587299e-09
1956,0.0,3.488456634670456e-09
1957,0.0,3.5340151360863103e-09
1958,0.0,1.6544486891589827e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,1.3841666701708277e-09,6.2287499602575735e-09
1961,3.47407969059077e-09,2.779263652552544e-09
1962,0.0,3.805173787174709e-09
1963,6.466053248388448e-10,9.69908020564958e-09
1964,0.0,7.300761994954996e-09
1965,5.472043373977442e-10,1.0944086747954884e-09
1966,0.0,5.539074865446025e-09
1967,1.9721342336964653e-09,6.409436092980059e-09
1968,0.0,8.08454847511797e-09
1969,4.5417578031781147e-10,3.179230406713529e-09
1970,4.5987250119061684e-10,8.277704965919952e-09
1971,0.0,3.0830383801472294e-09
1972,5.130146862875051e-10,3.5911026929902334e-09
1973,0.0,2.205281512956958e-09
1974,0.0,2.2502286700643026e-09
1975,0.0,1.1422960355389478e-09
1976,0.0,2.856763492431469e-09
1977,0.0,1.1753563677885381e-09
1978,1.1881182704343018e-09,4.752473081737207e-09
1979,0.0,3.511183899185255e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,1.8976649140967083e-09
1982,0.0,3.103751144983846e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,3.4794050418618383e-09
1985,0.0,5.4140022465176685e-09
1986,0.0,3.596691222629289e-09
1987,0.0,3.0554083707556856e-09
1988,0.0,3.597932174415064e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,0.0,2.1794604454505873e-09
1991,0.0,1.1722930404189924e-09
1992,0.0,2.7549720282848966e-09
1993,0.0,3.877445309274918e-09
1994,0.0,3.6924485691258724e-09
1995,0.0,3.795715741716776e-09
1996,0.0,1.6014276571496566e-09
1997,4.79489448146353e-10,3.3564261370244708e-09
1998,4.768129224785866e-10,4.768129224785866e-10
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,0.0,8.836062992401139e-10
2001,0.0,3.943090742808408e-09
2002,0.0,1.752488598683044e-09
2003,4.1669229178253886e-10,8.333845835650777e-10
2004,0.0,1.761916529341434e-09
2005,0.0,2.2518747977429143e-09
2006,0.0,4.11788997345397e-09
2007,3.994479469415779e-10,4.393927360846206e-09
2008,0.0,1.7029758714315335e-09
2009,0.0,7.1522885392028e-09
2010,0.0,1.8895172093635892e-09
2011,1.1471915639660324e-09,3.0591775224131368e-09
2012,3.404252713057332e-10,1.0553183549255607e-08
2013,8.367375126105969e-10,6.136074870433106e-09
2014,6.496335691608124e-10,1.0610681666634036e-08
2015,4.433150790905671e-10,1.086121914628535e-08
2016,2.0713400439298368e-10,1.0978102427117165e-08
2017,0.0,6.289028409156572e-09
2018,1.290733298020541e-09,6.7118136048982535e-09
2019,1.02039510174734e-09,5.612173281654975e-09
