year,en_ADP arts_NOUN,en_ADP quarts_NOUN
1847,1.5101026207275936e-08,3.55952778363644e-08
1848,2.735375304041554e-08,2.896279838182636e-08
1849,3.26797175986826e-08,4.9438547478075634e-08
1850,3.6660578572877967e-08,3.394497838371535e-08
1851,2.3217978650791338e-08,9.867641637129054e-08
1852,4.9480144648228475e-08,4.036538214791108e-08
1853,2.926246556178569e-08,3.702597695109944e-08
1854,4.0006617019194834e-08,4.572184764128906e-08
1855,1.0083180512765466e-08,3.714855978387277e-08
1856,2.0708756043319454e-08,2.174419400091665e-08
1857,1.3668224996266076e-08,2.6848299583548396e-08
1858,4.8447393652395476e-08,2.0064071293290908e-08
1859,3.5645212559387573e-08,7.841946825237756e-08
1860,3.249800525906288e-08,5.1722178540103414e-08
1861,3.301174633651982e-08,3.678451676591976e-08
1862,5.0149648683772696e-08,3.3884898442693157e-08
1863,3.9457503930862003e-08,3.1965573299430616e-08
1864,1.726102105692462e-08,3.835782536043553e-08
1865,3.4830647810402127e-08,3.3418594114209554e-08
1866,2.7733993435141713e-08,1.556996132023869e-08
1867,1.5043715606566366e-08,2.9602150064533816e-08
1868,1.778354707937524e-08,2.9145256874585357e-08
1869,1.12320943657096e-08,4.932354258357918e-08
1870,2.5803219116937726e-08,3.55511033944822e-08
1871,1.1683294776076991e-08,3.186353225714811e-08
1872,1.8746751706544273e-08,3.62840353318461e-08
1873,5.566984079274917e-08,6.524744833313889e-08
1874,2.031367180022059e-08,3.943242177228967e-08
1875,1.3731665304828056e-08,3.490131450512024e-08
1876,6.16693476285235e-08,4.111290152764013e-08
1877,2.1028374708187414e-08,4.576763856789512e-08
1878,2.5364172762110115e-08,5.7975249490027636e-08
1879,1.7717042943843353e-08,2.3826368433788048e-08
1880,2.7596738449986447e-08,4.1074216028391675e-08
1881,1.2550513517339823e-08,3.486253774553916e-08
1882,2.5290463057103807e-08,3.8601232432711186e-08
1883,2.7805092117638708e-08,2.6541224329434954e-08
1884,1.914492120391742e-08,4.687204935294176e-08
1885,3.931837805337679e-08,4.18966337178972e-08
1886,4.130216729736347e-08,6.517998230037847e-08
1887,4.178511875396751e-08,7.181817096579834e-08
1888,2.1558089979833994e-08,3.7409627395845746e-08
1889,2.6940088715399213e-08,2.8819629349641218e-08
1890,4.194807196045147e-08,4.522526708683472e-08
1891,5.0993758771156195e-08,5.864282570655632e-08
1892,4.701384459515623e-08,6.581937839200691e-08
1893,2.5249507429325746e-08,7.020594949835868e-08
1894,2.9617235108858608e-08,8.128985484745499e-08
1895,4.6343330728504384e-08,6.319545020616602e-08
1896,5.071444997284402e-08,5.307326134129653e-08
1897,2.4472196047398143e-08,4.952706689209663e-08
1898,3.734514275599565e-08,6.111023509447477e-08
1899,3.59292577911674e-08,4.09040801230276e-08
1900,3.9971108201086736e-08,3.2703635355346705e-08
1901,3.297355899434251e-08,6.035838140405758e-08
1902,3.731815834129293e-08,5.794134949610452e-08
1903,4.104167294904926e-08,3.510143287144274e-08
1904,5.159640092955442e-08,6.395804064140975e-08
1905,2.3223415412942927e-08,5.728442431518488e-08
1906,5.452835516450705e-08,5.19562632916859e-08
1907,2.2114226339020604e-08,3.805704196224724e-08
1908,5.549869519505535e-08,5.107844458507316e-08
1909,3.6306490647231016e-08,4.7308457595818254e-08
1910,3.42025641142385e-08,3.313373397872965e-08
1911,5.32037401912433e-08,6.916486228192298e-08
1912,6.355493675780366e-08,4.4801023335594437e-08
1913,2.0681660051202755e-08,4.454511426388308e-08
1914,5.0895253012051e-08,5.2904276515164383e-08
1915,1.8849218963445935e-08,2.709575319670421e-08
1916,4.944358011904626e-08,1.8678685265172135e-08
1917,3.728584374584898e-08,6.141197417264266e-08
1918,6.776962369059447e-08,2.756730310693456e-08
1919,2.1178050757519884e-08,4.880159565345821e-08
1920,4.46761680983343e-08,4.770506123463747e-08
1921,4.240738515903786e-08,4.1650110915725236e-08
1922,3.32007097370024e-08,4.943216680430851e-08
1923,3.6094222277682775e-08,4.564857647437748e-08
1924,2.707241186783449e-08,6.574728672603669e-08
1925,3.849362140151413e-08,5.609070896639423e-08
1926,3.566764272822098e-08,6.799144358637932e-08
1927,4.682674314970825e-08,7.91594985116717e-08
1928,3.8848539829494655e-08,5.827281057690925e-08
1929,3.3421218015305953e-08,4.9017788938954254e-08
1930,5.566909955234678e-08,7.877702756786675e-08
1931,2.3951248984133144e-08,3.9918749195066994e-08
1932,4.7126008873021874e-08,6.356530946050043e-08
1933,5.850037565480193e-08,3.4411986149507356e-08
1934,5.990790441501304e-08,2.875579241390369e-08
1935,6.582556189016486e-08,6.941604624444153e-08
1936,5.698615890281644e-08,5.2136272188363364e-08
1937,5.791914281516597e-08,7.680581859403901e-08
1938,3.889564470505036e-08,6.871563584809337e-08
1939,3.8235125288110794e-08,8.717608679376099e-08
1940,3.803674530900025e-08,3.550096039361961e-08
1941,7.378756183840096e-08,6.788455664263893e-08
1942,5.158160121254696e-08,2.1239483061208375e-08
1943,2.6129116870166058e-08,2.322588166236983e-08
1944,3.855823393905666e-08,5.462416652335378e-08
1945,2.6142048525912287e-08,1.089252066321933e-08
1946,4.315542145860718e-08,4.037120149291695e-08
1947,3.457052732969146e-08,4.172304812755101e-08
1948,2.3918153901902883e-08,7.284165093324191e-08
1949,5.203014352694879e-08,4.8103338978755517e-08
1950,1.0103593162114066e-07,3.93508372553697e-08
1951,5.01085888338082e-08,5.543929049167673e-08
1952,3.796129288691219e-08,2.8470971358274255e-08
1953,5.279175385730639e-08,4.417269394707546e-08
1954,3.811289239763482e-08,4.495366523471489e-08
1955,3.566531070475776e-08,3.754243138587299e-08
1956,3.7500909488841216e-08,7.064124440958608e-08
1957,3.003912851795576e-08,4.240818185508033e-08
1958,4.880623505343351e-08,4.715178647529683e-08
1959,4.960478516835565e-08,3.2553142403912716e-08
1960,7.543708591128961e-08,4.014083287984249e-08
1961,4.446822099435366e-08,2.987708569435199e-08
1962,5.77118033362467e-08,5.390662849436012e-08
1963,8.082566393952106e-08,3.103705459306383e-08
1964,7.848319272252269e-08,3.5895414529640846e-08
1965,7.058936013493167e-08,4.377634726937529e-08
1966,6.979234279391733e-08,3.4342264143560897e-08
1967,7.543413310662217e-08,3.5498416650625586e-08
1968,7.051523109868896e-08,2.380450325745187e-08
1969,1.2626086995370933e-07,3.587988572917311e-08
1970,1.3106366436588246e-07,2.0694262303777577e-08
1971,1.3051529534902073e-07,3.1344225104312784e-08
1972,1.1132418914483466e-07,5.489257048907348e-08
1973,1.334195335322974e-07,6.615844860835551e-08
1974,1.5020276666888321e-07,3.037808582462276e-08
1975,1.1765649432504688e-07,2.5701661243715535e-08
1976,1.2512623959182179e-07,2.228275497451193e-08
1977,1.569100801512846e-07,2.6445517775641747e-08
1978,1.657425026113657e-07,5.405938097169383e-08
1979,2.0598946381955585e-07,3.0430262420999554e-08
1980,2.0523393451377103e-07,4.491268978945584e-08
1981,1.5371085165805098e-07,6.135783081617774e-08
1982,3.1720337467788795e-07,2.3588509479033348e-08
1983,2.1408921646592916e-07,4.041802159626684e-08
1984,2.696539020963229e-07,3.595385433818876e-08
1985,3.326603521536242e-07,6.19602489315696e-08
1986,4.5797868297725586e-07,4.615753823600244e-08
1987,2.7804215485538464e-07,3.0554083707556856e-08
1988,4.17360150439805e-07,4.257553243292023e-08
1989,3.605696310415851e-07,4.061210390204906e-08
1990,3.639698877844211e-07,4.3044344200104945e-08
1991,4.185086017738371e-07,3.575493734420121e-08
1992,3.4051454278483106e-07,4.1324582866764104e-08
1993,4.5975422180433156e-07,4.4867579873653085e-08
1994,3.6502492362089356e-07,2.8484603120659813e-08
1995,5.232664950227672e-07,3.578817392435596e-08
1996,3.9501881499148794e-07,3.149474236963101e-08
1997,4.909971869082597e-07,3.116681412951294e-08
1998,3.4425893347123093e-07,6.913787387041737e-08
1999,5.246590891738734e-07,7.220918085693029e-08
2000,3.892285849182997e-07,5.080736054097201e-08
2001,6.361519561681739e-07,3.0230360437144554e-08
2002,5.555388691291796e-07,6.703268845553723e-08
2003,4.6169506306981134e-07,8.458853528736654e-08
2004,3.9731216042171447e-07,8.325055489422084e-08
2005,5.17480829742567e-07,1.0628849000937635e-07
2006,5.270899150477959e-07,8.812284724157848e-08
2007,4.841309169112407e-07,1.2622555267682856e-07
2008,4.849223698144556e-07,8.514879157317523e-08
2009,4.0481954499682615e-07,5.9602406787817586e-08
2010,3.80265337884822e-07,4.534841480108298e-08
2011,5.74360592808798e-07,6.347793446437322e-08
2012,4.54808154914943e-07,6.570207800038474e-08
2013,3.7932100527271473e-07,7.474855046041284e-08
2014,3.6596023633705954e-07,1.2126493209585476e-07
2015,3.6396168223706837e-07,7.60285363554658e-08
2016,3.5005647902597303e-07,6.586861367452457e-08
2017,4.857645619082973e-07,1.2527744530643758e-07
2018,4.0451583177558703e-07,1.3217109362528845e-07
2019,3.499955180119585e-07,8.316219934911828e-08
