year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP cages_NOUN
1800,4.2100364225916564e-06,1.19478254401173e-07,3.144164484325529e-09
1801,5.441002031147946e-06,4.0480102825313224e-08,0.0
1802,4.701701982412487e-06,2.9091921760482364e-08,0.0
1803,5.601374141406268e-06,6.4361191931539e-08,1.950339223455444e-09
1804,5.465262347570388e-06,6.673997310358004e-08,0.0
1805,6.021215085638687e-06,3.4114532976303735e-08,8.528632911009026e-09
1806,4.4752323447028175e-06,9.509507847837995e-08,1.152667650217154e-08
1807,4.714557690022048e-06,5.124519120158766e-08,0.0
1808,4.844865998165915e-06,6.571614541428517e-08,2.2660739951163578e-09
1809,5.209324172028573e-06,3.614448895739031e-08,2.0331274441787173e-08
1810,5.553120900003705e-06,5.148278958699848e-08,0.0
1811,6.355439381877659e-06,4.011322829455821e-08,5.0141535368197765e-09
1812,5.7131601352011785e-06,4.800974817698034e-08,0.0
1813,5.426524694485124e-06,7.764502640839055e-08,0.0
1814,4.679108769778395e-06,1.1957373402537996e-07,0.0
1815,5.9824419622600544e-06,9.979726955933188e-08,0.0
1816,4.704736056737602e-06,2.7811246638975717e-08,2.3176038865813098e-09
1817,5.699713710782817e-06,6.227493631882908e-08,3.113746815941454e-09
1818,5.396716915129218e-06,3.337929710411913e-08,4.768470951432846e-09
1819,5.5398818403773475e-06,3.726378050572521e-08,0.0
1820,5.395689186116215e-06,1.0917162995838225e-07,3.5599443393152796e-09
1821,5.794610387965804e-06,1.6271455649530253e-07,4.930744257336528e-09
1822,5.358691851142794e-06,3.709477880420309e-08,8.02049271442229e-09
1823,4.653757059713826e-06,4.743689674402418e-08,8.894418535021487e-09
1824,5.1132997214153875e-06,4.968456579490521e-08,8.421112696055388e-10
1825,5.177600542083383e-06,8.012952967817455e-08,1.3208164340028361e-08
1826,5.237227469478967e-06,3.5231937256519075e-08,1.145037931138404e-08
1827,4.344100943853846e-06,5.622536392024813e-08,0.0
1828,4.391697984829079e-06,6.51233387216621e-08,0.0
1829,4.560072284220951e-06,4.9724419248775575e-08,8.57317605795771e-10
1830,4.086021363036707e-06,3.6528926106171866e-08,8.349468672008697e-09
1831,3.872855813824572e-06,7.639691101957169e-08,0.0
1832,4.5108918129699305e-06,4.7354892895867806e-08,1.8941957335982806e-08
1833,4.610284122463781e-06,1.0888610679771205e-07,2.3167257001688313e-09
1834,3.896233010891592e-06,4.480574977705487e-08,1.8669061851994684e-09
1835,4.853990049014101e-06,5.142899794918776e-08,1.2100940693926532e-08
1836,4.899426585325273e-06,7.728862810862935e-08,5.376600054063374e-09
1837,4.727886789623881e-06,6.192522983283766e-08,8.349468672008697e-09
1838,4.5106708057574e-06,7.258986212121954e-08,4.418513555037862e-09
1839,4.505306606006343e-06,8.11011120482874e-08,4.894032734625853e-09
1840,4.551779511530185e-06,7.516232763959962e-08,3.1848443882154243e-09
1841,4.6041755012993235e-06,9.117178922934954e-08,6.420548537278137e-10
1842,4.3154268496437e-06,6.976595834373711e-08,8.720745015011744e-09
1843,4.632199761545053e-06,6.084118464588784e-08,4.7255288571079745e-09
1844,4.046716185257537e-06,5.817875081692847e-08,2.7442805805577564e-09
1845,4.081378847331507e-06,6.696273535666819e-08,5.580227835366713e-09
1846,4.122154223296093e-06,9.015932223022105e-08,1.2879903366069811e-08
1847,4.080513008375419e-06,5.716817241818717e-08,2.6966118227278457e-09
1848,3.5801235753751826e-06,6.677534170052013e-08,2.172209789819135e-08
1849,3.713756768775056e-06,7.457679385147742e-08,6.703531951757213e-09
1850,3.661305527202785e-06,7.535785506718184e-08,1.3577992064028876e-09
1851,3.5117193419864634e-06,6.320449852381671e-08,5.8044946626978344e-09
1852,4.030027412227355e-06,1.0547083917344935e-07,4.557382027314816e-09
1853,3.882950295519549e-06,8.480143276479168e-08,8.957897534855874e-09
1854,4.1134076127491426e-06,9.144369528257812e-08,1.3508727469968562e-08
1855,3.97330359191983e-06,6.63367138997728e-08,5.306937111981824e-10
1856,4.294478458177764e-06,8.024643349813232e-08,9.836659486950339e-09
1857,4.201514911983395e-06,8.396195760873582e-08,5.369659827891837e-09
1858,3.6208309666108107e-06,9.542668594209047e-08,1.0766087576996597e-08
1859,3.590491360228043e-06,4.735721281790006e-08,3.5645213447565993e-09
1860,3.6782250845135422e-06,5.81302364022207e-08,2.746310290291376e-09
1861,3.5539503642212367e-06,4.998921571131021e-08,1.1789909493131745e-08
1862,3.514541504046065e-06,6.460720497480921e-08,1.671654992208005e-08
1863,3.601621074267314e-06,7.042415417490844e-08,1.048870412745373e-08
1864,3.806055019595078e-06,9.253824750921069e-08,2.349416661218129e-08
1865,3.691578058351297e-06,4.895118116410302e-08,1.7415324293779122e-08
1866,3.5786583794106264e-06,6.909170474633797e-08,6.811858188626729e-09
1867,3.2596335586276837e-06,9.60856638698715e-08,1.747012134956094e-08
1868,3.302799768789555e-06,8.644779669886304e-08,6.915823469455518e-09
1869,3.4326255899941316e-06,8.741499435416245e-08,5.860222973552709e-09
1870,3.4083186619682238e-06,4.931282004960735e-08,5.160643912205387e-09
1871,2.677598786249291e-06,6.691341591924527e-08,1.5931766128574054e-08
1872,3.549788061718573e-06,7.256807244004904e-08,2.3584624031514068e-08
1873,3.194730652467115e-06,5.926144391876775e-08,1.4366410283628284e-08
1874,2.8421216029528296e-06,9.141151885438958e-08,2.4495896866483235e-08
1875,3.0209662327251863e-06,5.2065896039010795e-08,1.0870901512305409e-08
1876,3.0725848318979843e-06,7.255217782109469e-08,1.6324239737741664e-08
1877,2.8845981887570815e-06,7.916564426224681e-08,6.184816214727107e-09
1878,2.6759200864034938e-06,9.722932670097606e-08,1.3285995414946683e-08
1879,3.0558844628103543e-06,8.247589144971812e-08,1.2829582729523281e-08
1880,2.8514491532405373e-06,6.289489329347475e-08,2.0537108014195837e-08
1881,2.632121550050215e-06,5.647731349256446e-08,5.5780060570498335e-09
1882,3.2192097023653332e-06,6.921600625986457e-08,4.6587693702804245e-09
1883,2.5176245799229946e-06,6.256145756999842e-08,8.21514056781325e-09
1884,2.7707321805792162e-06,5.149323545339257e-08,1.7164412113856997e-08
1885,2.5892118173942436e-06,6.05889756699618e-08,3.86738152613475e-09
1886,2.774344011413632e-06,6.38892928561674e-08,4.5174246565693466e-09
1887,2.4790326733636903e-06,8.030577025586183e-08,3.590908548289917e-08
1888,2.69032284450077e-06,9.891358998537214e-08,1.775372027168487e-08
1889,2.4991629743453814e-06,6.891650272677907e-08,1.8795409673089125e-08
1890,2.4906669295887696e-06,7.209824937071119e-08,2.3595791986963377e-08
1891,2.421566250632168e-06,5.6730556918793695e-08,1.2748440525456317e-08
1892,2.2447543415182736e-06,4.513328932809202e-08,1.7551833764173352e-08
1893,2.0784655134775676e-06,6.651089845544078e-08,1.6627724974682678e-08
1894,2.0738366401928943e-06,5.860431362414431e-08,3.0247388593807045e-08
1895,2.27804548558197e-06,6.259359164317857e-08,2.467631965430428e-08
1896,2.2674075808026828e-06,6.486731918275979e-08,3.184395680477792e-08
1897,2.140734522981802e-06,6.118049433734285e-08,2.9133568446582103e-08
1898,2.0415343442437006e-06,5.432020577789132e-08,1.867257104493092e-08
1899,2.3077639070834266e-06,6.854197209804624e-08,1.6582735185011188e-08
1900,2.223328010586556e-06,6.177353306657807e-08,9.34389543516545e-09
1901,2.0192114789097104e-06,6.259387519413906e-08,1.2295225282343836e-08
