year,un_DET art_NOUN,un_DET quart_NOUN
1800,1.1168072575173937e-05,2.1748184849457175e-05
1801,7.662645380435151e-06,2.1244911124540522e-05
1802,7.964473468291544e-06,2.1919644524359683e-05
1803,8.7375199058215e-06,1.980764486120279e-05
1804,9.917066250864082e-06,2.1299939419350267e-05
1805,9.119951471348031e-06,1.93884260681898e-05
1806,1.022704354625148e-05,1.7872111669703372e-05
1807,8.512396107107634e-06,1.9495948635039895e-05
1808,9.005377933135605e-06,1.7376254845657968e-05
1809,6.908115224746325e-06,2.2795877526959885e-05
1810,9.894055466475038e-06,1.9507297338350327e-05
1811,8.571695602199725e-06,2.1102064295064338e-05
1812,7.65488776011125e-06,2.172174464476484e-05
1813,1.0131237729638087e-05,2.09699082915904e-05
1814,6.513621855219753e-06,2.3461625346499204e-05
1815,6.527280870471941e-06,1.990281322150622e-05
1816,6.739592166127295e-06,1.9525812660958763e-05
1817,8.013227336789441e-06,2.169503176219223e-05
1818,7.951425367025422e-06,1.8529085309637594e-05
1819,7.476563290254035e-06,1.687117605797539e-05
1820,7.450963330768445e-06,1.6995174348721775e-05
1821,7.815229349006358e-06,1.66314005696222e-05
1822,7.141246328501438e-06,1.580638630116482e-05
1823,6.724180103390154e-06,1.7321385712421034e-05
1824,6.650152876375159e-06,1.716138643814702e-05
1825,7.5770836218680415e-06,1.8404256422854814e-05
1826,6.366410921998522e-06,2.1162063205792947e-05
1827,6.3562316690024545e-06,1.878664511423267e-05
1828,6.462803479934109e-06,1.7664935541006344e-05
1829,7.83331104514673e-06,1.7843351940882712e-05
1830,6.491711690870261e-06,1.8924071525816544e-05
1831,5.743800198132476e-06,2.020152624027105e-05
1832,7.032878123425235e-06,1.947233261034853e-05
1833,6.752097103657206e-06,2.127333465296033e-05
1834,6.67512324170616e-06,2.1626240481964487e-05
1835,6.156353670405679e-06,1.8934190393338213e-05
1836,5.654167104296448e-06,1.7178909217818727e-05
1837,5.981698816270864e-06,1.8471112412044022e-05
1838,5.291485216218916e-06,1.6928587598386002e-05
1839,5.60506542868211e-06,1.690119228214826e-05
1840,6.562690131772797e-06,1.6589854453741282e-05
1841,5.781062075271848e-06,1.6808353848318802e-05
1842,6.143428995741829e-06,1.6482878038459603e-05
1843,6.781133954802954e-06,1.6264680311905977e-05
1844,6.17408274194986e-06,1.4449186437559547e-05
1845,6.4596719866472085e-06,1.5294289141820627e-05
1846,6.343351984128276e-06,1.6613904676887614e-05
1847,6.225937603687726e-06,1.5599359812767943e-05
1848,5.6598133788554605e-06,1.7538582710585615e-05
1849,5.643535970989433e-06,1.667419758177857e-05
1850,5.885380794268258e-06,1.7375755874127208e-05
1851,5.546517435561782e-06,1.605007270200076e-05
1852,6.8842505598354364e-06,1.7333676680664212e-05
1853,6.757838090010182e-06,1.7068378667772777e-05
1854,6.481591505291817e-06,1.5225895026560465e-05
1855,7.038590624119934e-06,1.6539599982934305e-05
1856,6.83285424329938e-06,1.6163701786808815e-05
1857,7.0039892534623505e-06,1.572822253592676e-05
1858,6.85310406112194e-06,1.5328461415720085e-05
1859,7.935642678091881e-06,1.6197693355479714e-05
1860,7.1083663968352084e-06,1.5625133016783366e-05
1861,7.852079310310955e-06,1.510145909833227e-05
1862,7.5603982736538455e-06,1.5042635482132027e-05
1863,8.289572635433728e-06,1.4422966273741622e-05
1864,8.288645942045036e-06,1.5086611597325827e-05
1865,7.466937692157671e-06,1.4006626997797866e-05
1866,7.100875549781449e-06,1.5229854625431472e-05
1867,7.793614898332635e-06,1.5368368735835247e-05
1868,7.773385497955587e-06,1.6703195797163062e-05
1869,7.6246385170009034e-06,1.509349237949209e-05
1870,6.912396038671886e-06,1.4629852444159042e-05
1871,5.039748625534912e-06,1.768001095570071e-05
1872,7.0294273974980115e-06,1.618026163896502e-05
1873,6.679183893965046e-06,1.722831865436092e-05
1874,6.2494411317004506e-06,1.642121321765444e-05
1875,8.08165676602357e-06,1.6251425108748663e-05
1876,8.238299557206119e-06,1.5500772690302256e-05
1877,7.516406924423791e-06,1.542493100714637e-05
1878,7.8333017654586e-06,1.4426174573145545e-05
1879,6.890097115075378e-06,1.6191545000765473e-05
1880,7.050646072315203e-06,1.5450964554020175e-05
1881,7.180288136510171e-06,1.5366012178219535e-05
1882,8.049688602795868e-06,1.5215541168345226e-05
1883,7.63755318899939e-06,1.609282838899162e-05
1884,7.465858949728954e-06,1.6690409779585025e-05
1885,7.142409039317954e-06,1.5051203547500336e-05
1886,7.1943216610748095e-06,1.5095942615062086e-05
1887,6.997048593859745e-06,1.6392824477406975e-05
1888,7.101488641581e-06,1.5433690350619145e-05
1889,8.031278930786812e-06,1.5143461666866642e-05
1890,7.159356407271389e-06,1.5752156855342037e-05
1891,7.288282994011297e-06,1.6536001510303322e-05
1892,7.113507944467301e-06,1.546504643101798e-05
1893,7.298955111423311e-06,1.5633756049737713e-05
1894,8.112601548759812e-06,1.5717299334028212e-05
1895,7.5918802338037494e-06,1.6124469993883395e-05
1896,7.587707173684066e-06,1.583470253763153e-05
1897,7.34923391121356e-06,1.5532852557953447e-05
1898,8.097671347684354e-06,1.4964085153224005e-05
1899,7.98348141728411e-06,1.5101344047252496e-05
1900,8.474912910116927e-06,1.4107206368407788e-05
1901,7.828146571853267e-06,1.4183660539401899e-05
1902,6.832168899961744e-06,1.4764241484499507e-05
1903,7.733115403141255e-06,1.4070273550714774e-05
1904,8.474171977468359e-06,1.4057332634820341e-05
1905,8.49254552548473e-06,1.3707491973491415e-05
1906,7.982230862069173e-06,1.4514831320866506e-05
1907,8.111292416401739e-06,1.3998819724747591e-05
1908,8.415174256981572e-06,1.4374653289905837e-05
1909,8.778469819503698e-06,1.4274502120770194e-05
1910,8.612098561400217e-06,1.4750924890449824e-05
1911,8.73924638256085e-06,1.3458418720802001e-05
1912,8.946659853847905e-06,1.3852372035216831e-05
1913,9.786667455102815e-06,1.3736334040004294e-05
1914,8.86380991715896e-06,1.384685685934528e-05
1915,5.1906037725757415e-06,1.4551597416812001e-05
1916,6.625439695540081e-06,1.3545342881116085e-05
1917,7.173138129701329e-06,1.4291444585978752e-05
1918,7.832560150689005e-06,1.4403915486127516e-05
1919,8.605655082760677e-06,1.3509754751339642e-05
1920,1.0781343306121016e-05,1.233743688544564e-05
1921,1.0497342714188562e-05,1.2845651895077026e-05
1922,1.1065427905521119e-05,1.2096863315491646e-05
1923,1.0293222842960859e-05,1.1721068631231901e-05
1924,1.0095431349554929e-05,1.1779077283335937e-05
1925,1.0925590103738614e-05,1.2528024456059939e-05
1926,1.0488516423379224e-05,1.2184958279704006e-05
1927,1.0802484148086933e-05,1.3635501602493605e-05
1928,1.0258299795395942e-05,1.2346979815447412e-05
1929,9.840320664977753e-06,1.2344683852916205e-05
1930,1.0834467317977214e-05,1.1885878052453336e-05
1931,9.405997921874132e-06,1.1060914630434127e-05
1932,9.19505090024586e-06,1.1397918058264622e-05
1933,9.15358801023558e-06,1.0965953435970732e-05
1934,8.17143792630759e-06,1.1238722095185949e-05
1935,9.916920632235815e-06,1.0796588867378887e-05
1936,8.903177786123706e-06,9.933778244430869e-06
1937,8.593438366233386e-06,1.0742741665126232e-05
1938,9.5138746161183e-06,1.0416252848699514e-05
1939,9.352311550969716e-06,1.0425954428683326e-05
1940,7.571847717713354e-06,1.0903866723310784e-05
1941,8.990277237330702e-06,1.0905802184879576e-05
1942,1.036486735017661e-05,1.1642270578704483e-05
1943,1.128487546964152e-05,1.093938988105947e-05
1944,1.0616366864724114e-05,1.0834863530817529e-05
1945,1.0435034148770228e-05,1.1439324623552238e-05
1946,1.1479342958864436e-05,1.105892505393058e-05
1947,1.1393968762263285e-05,1.0571428163075325e-05
1948,1.0808830552377913e-05,1.0769692039502843e-05
1949,9.97309909678279e-06,1.1057878452902514e-05
1950,9.638827997093813e-06,1.0039780875104043e-05
1951,1.0027048617189394e-05,1.0902349742991646e-05
1952,8.826001177908438e-06,1.029067419722196e-05
1953,9.958248675445702e-06,1.0110159792020568e-05
1954,1.0155619889928857e-05,1.0262139937822212e-05
1955,1.0169306236207376e-05,9.938420021171623e-06
1956,1.022292221364296e-05,1.0461881458923017e-05
1957,1.0124953632839606e-05,9.398713132213743e-06
1958,9.349289385340853e-06,9.990388832648023e-06
1959,9.679133810891472e-06,9.527218765015277e-06
1960,1.0014445692263507e-05,1.0112721383848111e-05
1961,1.0281191698879866e-05,9.745487773216155e-06
1962,9.445709537203584e-06,9.817982629556354e-06
1963,1.0498930947733243e-05,9.7630935442794e-06
1964,9.463613011462257e-06,9.42041640428215e-06
1965,1.0740526633412628e-05,9.577170203556307e-06
1966,9.136703866374773e-06,1.2497813941081404e-05
1967,9.731989237593552e-06,9.600842759027728e-06
1968,1.267836856300164e-05,9.65160387522701e-06
1969,8.701553596779377e-06,1.0146287024781486e-05
1970,9.001084904980416e-06,9.160200022506615e-06
1971,1.0431460566451278e-05,9.641689416639565e-06
1972,9.407663185356796e-06,9.164494429114711e-06
1973,8.632574804323667e-06,9.212563156779652e-06
1974,7.68003064166578e-06,9.273192176806333e-06
1975,8.199400625130693e-06,8.550085567549104e-06
1976,7.75668409858099e-06,8.4788742924502e-06
1977,8.221029759170051e-06,8.600082651355478e-06
1978,8.805144304346868e-06,9.192470884045179e-06
1979,8.85813219042575e-06,9.123226561769116e-06
1980,9.459522132715392e-06,8.569796079882508e-06
1981,8.54455267784715e-06,9.210000200710056e-06
1982,8.62966986403535e-06,8.94438983323198e-06
1983,9.102896541435257e-06,8.952591883826244e-06
1984,8.823191151918763e-06,9.738274968640326e-06
1985,9.02333671604083e-06,9.515409828964039e-06
1986,9.28006281242233e-06,9.59237547704106e-06
1987,9.362993878880843e-06,9.659367890435533e-06
1988,9.172328361728432e-06,9.537518735669437e-06
1989,9.715622425687798e-06,9.682693701051903e-06
1990,1.0556761537827697e-05,9.394019230057893e-06
1991,9.534845162306738e-06,9.548913112666924e-06
1992,1.0523993040578716e-05,9.523938729216752e-06
1993,1.044749916445653e-05,9.834309025791299e-06
1994,9.677908018090875e-06,9.40888645573068e-06
1995,1.0629088421865163e-05,9.228469025401864e-06
1996,1.1026897205113073e-05,9.045397007412248e-06
1997,1.0505134156346685e-05,9.198525390274881e-06
1998,1.0831282082790494e-05,9.56009938590796e-06
1999,1.0764194982471054e-05,9.512873361927632e-06
2000,1.0716818650280402e-05,9.367110578750726e-06
2001,1.0991145984462491e-05,9.366154586132325e-06
2002,1.1030600958861214e-05,9.523022754365229e-06
2003,1.070857537399661e-05,9.363492551983654e-06
2004,1.041292688341855e-05,9.850434594227409e-06
2005,1.095221837488225e-05,9.829433338381932e-06
2006,1.1067652820884177e-05,9.775047431048733e-06
2007,1.1154583475558866e-05,9.794464119750046e-06
2008,1.037240070900225e-05,1.026596424935633e-05
2009,9.929760764748607e-06,9.675616638560314e-06
2010,8.722955911366626e-06,1.0820792908816657e-05
2011,7.825376272307949e-06,1.0863522447834839e-05
2012,6.844250115989325e-06,1.2814969181818014e-05
2013,6.392395565768538e-06,1.2309803764765093e-05
2014,7.225657689957643e-06,1.323563412825024e-05
2015,7.595095553369902e-06,1.3783109579890152e-05
2016,7.149023232955187e-06,1.3634596257361409e-05
2017,6.130293225936612e-06,1.0976618341373978e-05
2018,6.241212222590775e-06,1.2553672149806516e-05
2019,6.612160056818084e-06,1.3187841432227287e-05
