year,on_PRON aille_VERB,on_PRON caille_VERB
1877,1.3606594784221215e-07,6.184815992682502e-10
1878,1.1051532311512346e-07,2.838371737645673e-08
1879,1.5700965305676107e-07,3.0546627449723474e-09
1880,9.49841270081464e-08,0.0
1881,1.3735839843320719e-07,6.972507571312292e-10
1882,1.2245909086772144e-07,0.0
1883,1.383935219756438e-07,1.8958017378167824e-09
1884,1.095881714263669e-07,0.0
1885,6.896830140323829e-08,6.445635636342928e-09
1886,1.0841819375606576e-07,0.0
1887,1.168677528085027e-07,0.0
1888,9.510922338584749e-08,6.340614699951175e-10
1889,1.4535116549252436e-07,6.265136742733546e-10
1890,1.2125615561631164e-07,0.0
1891,1.0198752420365054e-07,0.0
1892,1.165943306347117e-07,6.268512375839919e-10
1893,9.545545509581643e-08,1.2316833108982905e-09
1894,1.1531816568322029e-07,6.301539290376468e-10
1895,1.0171458342256301e-07,3.611168697403855e-09
1896,9.31730568254352e-08,5.89702897624278e-10
1897,1.130382401015595e-07,5.826713556089658e-10
1898,1.0524540006162653e-07,4.526683805572418e-09
1899,1.2160673001915256e-07,5.527578395003729e-10
1900,1.0485927504078063e-07,5.191053142894475e-10
1901,1.0953928258894408e-07,2.235495566438317e-09
1902,1.0262493077561885e-07,7.365425602756659e-09
1903,1.3230540218955866e-07,5.400220270956879e-10
1904,1.0534265104666929e-07,4.299700151477737e-09
1905,1.1869745719650382e-07,1.5482277126999122e-09
1906,9.10520689956229e-08,5.144184522798412e-10
1907,9.925688004841504e-08,4.1142746431965804e-09
1908,1.154176463291634e-07,1.4734167219643268e-09
1909,1.1992143811312417e-07,0.0
1910,8.817848473618994e-08,0.0
1911,8.938228290844563e-08,1.5961122423746588e-09
1912,7.501566656742398e-08,5.209421227725386e-10
1913,9.492351438211699e-08,7.42418571064718e-09
1914,9.911180348654014e-08,3.3483718020477227e-09
1915,1.0249262771822032e-07,0.0
1916,1.4723198660249182e-07,0.0
1917,9.869781791849164e-08,2.1932848870420685e-09
1918,9.189101035644853e-08,6.89182577673364e-09
1919,9.023691660559052e-08,0.0
1920,1.2115570768855832e-07,7.572231730534895e-10
1921,1.2116396419514786e-07,0.0
1922,1.0624226831623673e-07,0.0
1923,9.342033990833443e-08,0.0
1924,1.0957880958173405e-07,1.289162443462999e-09
1925,6.708888378170741e-08,1.0998177923937646e-09
1926,1.3263904463656218e-07,2.229227691330493e-09
1927,1.4159515160372393e-07,2.2298449753321847e-09
1928,8.455270261720216e-08,0.0
1929,1.0583386256257654e-07,0.0
1930,8.612954671693984e-08,0.0
1931,6.84321435073798e-08,1.1405356659111021e-09
1932,1.0521155502374313e-07,0.0
1933,8.832410003378754e-08,0.0
1934,8.746553348260022e-08,0.0
1935,8.258115968828861e-08,2.393656828303392e-09
1936,6.789839934739916e-08,0.0
1937,8.939694140508436e-08,0.0
1938,7.90878047496335e-08,0.0
1939,5.6587985852729616e-08,0.0
1940,7.60734906180005e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,0.0
1942,9.709477910568864e-08,0.0
1943,8.709705667797607e-08,0.0
1944,6.7476911169706e-08,0.0
1945,8.931866801731303e-08,0.0
1946,8.491873604299371e-08,1.3921104269343232e-09
1947,7.033313909055039e-08,0.0
1948,7.284165093324191e-08,0.0
1949,1.0504199110528134e-07,0.0
1950,9.997239658332546e-08,2.1270722960764488e-09
1951,7.462980988748313e-08,0.0
1952,7.065018792218325e-08,1.0544803918932644e-09
1953,8.834538789415092e-08,0.0
1954,9.772536357921524e-08,0.0
1955,7.696198167650437e-08,9.385607846468247e-10
1956,7.325758843990116e-08,8.72114158667614e-10
1957,7.951533831374036e-08,8.835037701437898e-10
1958,1.0588471877071015e-07,2.4816730892496253e-09
1959,1.147110708643595e-07,7.750747821333448e-10
1960,1.0934916616633927e-07,0.0
1961,1.208979654165887e-07,2.779263652552544e-09
1962,1.0020291230095069e-07,2.5367825617905737e-09
1963,1.2285501371778196e-07,1.939815863494232e-09
1964,1.0890303059341022e-07,1.2167936658258327e-09
1965,9.028871872374111e-08,1.0944086747954884e-09
1966,1.3626123196441853e-07,2.215629901769489e-09
1967,1.1191862092641003e-07,9.860671168482327e-10
1968,1.1363282267917718e-07,1.7965663401398047e-09
1969,1.6077822179161316e-07,0.0
1970,1.1220888965213227e-07,1.3796175035718505e-09
1971,1.3668137910372025e-07,5.138397485282553e-10
1972,9.747279250404972e-08,5.130146862875051e-10
1973,1.2018784900647006e-07,5.513203782392395e-10
1974,1.1644933467502838e-07,2.2502286700643026e-09
1975,1.1080271544727793e-07,3.4268881066168433e-09
1976,8.97023753054782e-08,1.7140580066410394e-09
1977,1.1636028318662284e-07,1.7630345516828072e-09
1978,1.0396034888504602e-07,2.970295565063452e-09
1979,1.3518058494810248e-07,5.851973350345929e-10
1980,1.0972340902526412e-07,2.2740602734216964e-09
1981,1.290412114940409e-07,1.897664858585557e-09
1982,9.869928874195466e-08,6.2075020679230875e-09
1983,1.2188560560844053e-07,1.2630632095778083e-09
1984,1.2119927816911513e-07,2.3196033982486597e-09
1985,8.662403350179204e-08,3.609334831011779e-09
1986,1.1869081362192446e-07,4.795588426365072e-09
1987,1.1243903230706564e-07,4.888653593049241e-09
1988,1.1513382958128204e-07,3.5979322854373663e-09
1989,1.081160050375729e-07,2.1952488715726304e-09
1990,1.0243464032555494e-07,1.634595292454577e-09
1991,1.4419204319437995e-07,2.344586080837985e-09
1992,1.261777242689277e-07,2.2039777225479895e-09
1993,1.4401939552044496e-07,1.1078414852150331e-09
1994,1.392580628034601e-07,3.6924485691258724e-09
1995,1.3068106330393903e-07,5.422450821690461e-09
1996,1.3825658817800957e-07,3.2028553142993132e-09
1997,1.3809295751343598e-07,0.0
1998,1.273090529663179e-07,2.86087753487152e-09
1999,1.1973926819508485e-07,2.2851005809787495e-09
2000,1.2900652468506024e-07,4.4180314962005696e-10
2001,1.4501810649547586e-07,1.7524847129024579e-09
2002,1.458946771171199e-07,2.6287329535357173e-09
2003,1.1917399689309605e-07,2.0834615144238455e-09
2004,1.0791738649928995e-07,4.845270240583233e-09
2005,1.2520423808837222e-07,3.15262471684008e-09
2006,1.3341963372992538e-07,2.0589449589714093e-09
2007,1.2302997234869828e-07,1.5977918155218873e-09
2008,1.404955156658616e-07,2.980207747249608e-09
2009,1.106220679503167e-07,1.430457752249481e-09
2010,1.4596520259146928e-07,1.8895172093635892e-09
2011,1.4837010553492291e-07,3.441574691898097e-09
2012,1.6919136669457657e-07,4.085103255668798e-09
2013,1.333201732900413e-07,5.020425186685884e-09
2014,1.628414716958737e-07,5.630157451363971e-09
2015,1.5737685661598722e-07,3.546520632724537e-09
2016,1.4665088032828066e-07,4.971216327476213e-09
2017,1.6024444052242792e-07,3.018733707449428e-09
2018,1.520483915995463e-07,4.904786576886977e-09
2019,1.4234511414024098e-07,3.06118530524202e-09
