year,en_ADP offres_NOUN,en_ADP coffre_NOUN
1941,2.9515025978810172e-09,9.739958528598436e-08
1942,9.102635090130207e-09,4.8547388331598995e-08
1943,2.0322646676618206e-08,4.3548528338988035e-08
1944,3.2131861615880553e-09,5.1410978585408884e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.5313215584455975e-08,2.645009811175214e-08
1947,5.960435700558264e-09,3.9338875268413176e-08
1948,7.610321262063735e-09,1.1959077061973744e-08
1949,3.9268033269479474e-09,1.9634017078828947e-08
1950,4.2541445921528975e-09,2.9779013033248702e-08
1951,9.595261474260042e-09,1.0661401539380222e-08
1952,4.2179215675730575e-09,9.490323193972472e-09
1953,0.0,1.4005975934594517e-08
1954,5.863521668203475e-09,2.14995790059902e-08
1955,9.385607846468247e-10,4.786659957289885e-08
1956,8.72114158667614e-10,2.616342520411763e-08
1957,4.417518795207798e-09,2.6505112771246786e-08
1958,6.617794756635931e-09,5.2942358053087446e-08
1959,4.650448914844674e-09,3.177806517928872e-08
1960,6.2287499602575735e-09,1.6610000486139143e-08
1961,5.55852741612739e-09,1.250668635321972e-08
1962,8.244543714397423e-09,2.029426049432459e-08
1963,1.0345685197421517e-08,2.9743844720542256e-08
1964,9.125952438182594e-09,1.46015243229769e-08
1965,6.5664522708175355e-09,2.188817305182056e-08
1966,2.769537488234164e-09,2.658755882123387e-08
1967,6.902469706915326e-09,2.169347623759421e-08
1968,1.7965663401398047e-09,2.245707975134792e-08
1969,6.8126366770115965e-09,2.6796370788950696e-08
1970,2.7592350626548523e-09,2.2533752641606952e-08
1971,1.0790635052160269e-08,4.573173850719314e-08
1972,3.5911027485013847e-09,4.565830735714371e-08
1973,1.3783009400469837e-08,6.229920046507686e-08
1974,2.2502286700643026e-09,3.375343138323217e-08
1975,5.711480177694739e-10,4.454954449784054e-08
1976,1.199840671262109e-08,4.456551039311307e-08
1977,5.289103821581875e-09,3.290997696581144e-08
1978,1.0693064211864112e-08,3.683166482915112e-08
1979,7.607565244427406e-09,5.559374827157626e-08
1980,5.6851505725319385e-09,3.2973875241371076e-08
1981,2.5302198114474095e-09,4.364629191400127e-08
1982,6.828252629986764e-09,1.924325765401136e-08
1983,6.946847541655643e-09,4.2312617409834274e-08
1984,7.538710988796993e-09,4.001315900836744e-08
1985,6.617113967877231e-09,4.271046094572739e-08
1986,3.5966913891627428e-09,3.656636154980575e-08
1987,3.6664902225425067e-09,4.5831125561335284e-08
1988,1.5591039570495013e-08,4.557380950398482e-08
1989,1.4817929994137558e-08,3.0733485090195245e-08
1990,3.2691906959314565e-09,5.830056398758998e-08
1991,4.68917216167597e-09,5.2753186707832356e-08
1992,5.509944056569793e-09,4.518154383958972e-08
1993,5.539207315052863e-09,4.5421501226883265e-08
1994,2.637463358823311e-09,4.5364370038214474e-08
1995,7.591431483433553e-09,6.181593903420435e-08
1996,5.871901187504136e-09,5.12456845846998e-08
1997,1.2466725429760572e-08,4.171558032339817e-08
1998,3.814503379828693e-09,5.4833485307881347e-08
1999,1.1882523409667556e-08,7.038109828272354e-08
2000,3.97622823555821e-09,3.7111465900352414e-08
2001,9.20054432640427e-09,9.594853622729715e-08
2002,5.6955880012310445e-09,3.50497728618393e-08
2003,6.667076668520622e-09,3.2918691772465536e-08
2004,5.726228824443069e-09,4.2726476578991424e-08
2005,4.503749373441224e-09,6.440362199100491e-08
2006,9.882935358973555e-09,3.5825642896725185e-08
2007,9.18730247434496e-09,4.913209750156966e-08
2008,8.51487946817997e-09,2.2990174292081278e-08
2009,9.059565542202108e-09,4.005281795116389e-08
2010,1.0864724231396394e-08,1.7005655550406118e-08
2011,2.103184648660772e-08,1.185431308670104e-08
2012,2.144679278615058e-08,1.7702113552786614e-08
2013,1.7013663367038134e-08,7.2517249982695375e-09
2014,1.537466154388767e-08,1.1476859865244826e-08
2015,1.4186082530898148e-08,1.329945220618356e-08
2016,1.3463710146766061e-08,7.663958356829426e-09
2017,1.2326495379966218e-08,8.301517695485927e-09
2018,1.4714360396794746e-08,1.1100306451794495e-08
2019,1.4285530980373551e-08,9.693753355577428e-09
