year,en_ADP offres_NOUN,en_ADP coffre_NOUN
1800,0.0,2.829747991484055e-08
1801,1.904946067554647e-08,2.3811825844433088e-09
1802,1.1189200677108602e-08,2.2378401354217203e-09
1803,1.5602713787643552e-08,1.950339223455444e-09
1804,4.943701892301533e-09,0.0
1805,2.842877711017877e-09,4.264316544322355e-08
1806,0.0,0.0
1807,1.1387820464392462e-08,2.2775640928784924e-08
1808,6.798221985349073e-09,3.852325747288887e-08
1809,0.0,1.129515236897305e-08
1810,0.0,9.360507036149102e-09
1811,2.5070767684098882e-09,4.763445815569867e-08
1812,2.6672082320544632e-09,2.1337665856435706e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.5493642752394408e-08,0.0
1817,1.2454987263765815e-08,1.556873407970727e-09
1818,1.3113295338484932e-08,0.0
1819,0.0,4.140420006848444e-09
1820,5.933240565525466e-09,1.0679833017945839e-08
1821,2.9584463767662328e-09,1.577838126820552e-08
1822,1.7043547018147365e-08,8.02049271442229e-09
1823,9.882686669016039e-09,3.162459805139406e-08
1824,0.0,2.0210670470532932e-08
1825,4.4027217427355936e-09,1.4088708866211164e-08
1826,2.2019960965735663e-08,6.1655889282974385e-09
1827,1.935627302884768e-08,2.3964910056406552e-08
1828,9.172301251858528e-10,9.172301140836225e-09
1829,0.0,1.800366966620004e-08
1830,1.5655253093882493e-08,1.0436835395921662e-08
1831,0.0,1.5591206103948707e-09
1832,8.117981842303834e-09,2.0294953273491956e-08
1833,3.4750886612755494e-09,3.4750886612755494e-09
1834,5.600718555598405e-09,9.334530925997342e-10
1835,2.4958190181223472e-08,5.294161553592858e-09
1836,1.2097349788575684e-08,1.3441500135158435e-09
1837,5.5663127440652715e-09,5.287997240088771e-08
1838,1.3886756633496589e-08,1.009945904684173e-08
1839,1.2584655095793096e-08,1.0487212875887053e-08
1840,4.458782232319436e-09,3.821813199245128e-09
1841,1.5409316489467528e-08,1.1556987367100646e-08
1842,1.341653010911159e-08,2.0124795163667386e-09
1843,5.31621990873532e-09,4.134837805480629e-09
1844,9.879410178825765e-09,2.195424508855126e-09
1845,5.580227835366713e-09,6.138250796539069e-09
1846,1.7563503984519002e-09,2.9272506640865004e-09
1847,4.314578916364553e-09,1.77976389181822e-08
1848,4.82713291560799e-09,5.63165514222419e-09
1849,1.3407063903514427e-08,2.513824481908955e-09
1850,1.0183494048021657e-08,2.0366988096043315e-09
1851,1.483370937194195e-08,5.159551008659946e-09
1852,1.1067927019325907e-08,0.0
1853,1.1943863675867306e-08,0.0
1854,2.0782657816909023e-09,1.1430461910322265e-08
1855,1.0613874223963649e-09,1.5920811335945473e-08
1856,6.73034605824796e-09,3.1063134287023786e-08
1857,4.881508974818871e-09,1.0251168802710708e-08
1858,4.404308473482388e-09,5.3830437884982985e-09
1859,1.2221216039165483e-08,2.036869339860914e-09
1860,4.57718396518203e-09,5.950338888283113e-09
1861,1.9807048445841247e-08,1.6977470096435354e-08
1862,9.487771457372673e-09,2.710791813242963e-09
1863,7.491931519609807e-09,4.295374012031061e-08
1864,2.8768367688059016e-09,2.1576274988888144e-08
1865,4.706844247692743e-09,1.694463946932956e-08
1866,3.8924903300596725e-09,1.6543083347642096e-08
1867,6.308654931785895e-09,9.220341823379385e-09
1868,1.4819622196071691e-09,1.4819622196071691e-09
1869,8.790334682373668e-09,5.371871281134588e-09
1870,7.454262984651905e-09,1.548193218070537e-08
1871,1.0621177271019633e-09,1.0621177048975028e-08
1872,1.2094678591978436e-09,8.4662747923403e-09
1873,2.9930022904522957e-09,4.788803575905831e-09
1874,2.3898436563030145e-09,3.5847653734322193e-09
1875,4.005069165202713e-09,1.7736734747586524e-08
1876,1.5719638923883394e-08,1.0882827083946722e-08
1877,1.8554447978047506e-09,1.917293024344957e-08
1878,4.22736201599605e-09,1.9928991790152395e-08
1879,2.443730107160036e-09,1.1607718342077078e-08
1880,1.9253538763308597e-09,8.343199908722454e-09
1881,4.8807553554297556e-09,6.972507571312292e-10
1882,7.986462158271479e-09,1.2645231528551903e-08
1883,3.159669414998234e-09,1.4534479397809719e-08
1884,3.300848483434038e-09,3.9610182689386875e-08
1885,8.379326565943757e-09,1.0313017106966527e-08
1886,7.098810428374236e-09,4.5174246565693466e-09
1887,6.528924512139156e-09,9.793386546164129e-09
1888,1.9021844099853524e-09,1.6485598663962264e-08
1889,1.8795409673089125e-08,1.1903759755682586e-08
1890,6.554386366985909e-09,1.4419650362640368e-08
1891,1.9122659011827636e-09,1.2748440081367107e-09
1892,1.2537024751679837e-09,7.522214851007902e-09
1893,8.005941687372342e-09,6.158416554491453e-10
1894,1.764431090123253e-08,1.827446460822557e-08
1895,7.22233739480771e-09,1.6852119699706236e-08
1896,7.076434549446731e-09,1.0614652268259306e-08
1897,2.330685422435863e-09,3.4960281336537946e-09
1898,3.3950129374460403e-09,7.921697076085366e-09
1899,2.3215829259015663e-08,9.949641111006713e-09
1900,1.453494924419374e-08,6.22926377147337e-09
1901,1.676621685930968e-08,5.029864968975062e-09
1902,6.38336894454028e-09,1.8659077838378835e-08
1903,6.480264325148255e-09,3.7801539676252105e-09
1904,1.4511488011237361e-08,6.449550227216605e-09
1905,1.5482277682110634e-09,5.160759042333041e-10
1906,6.6874399351490865e-09,7.201858220895474e-09
1907,1.0285686968813934e-08,7.199980611716228e-09
1908,6.875944702500192e-09,1.2278472460991452e-08
1909,7.701377313651392e-09,1.1552065082298668e-08
1910,8.550641084070776e-09,5.344150788566537e-09
1911,1.3832972989291648e-08,7.980561100850991e-09
1912,7.293189607793238e-09,4.688478938419394e-09
1913,3.181793939432964e-09,1.9090762748419365e-08
1914,8.036092680185902e-09,5.3573948055607445e-09
1915,5.890381071793627e-09,1.6493066468115103e-08
1916,1.0987461607214755e-08,2.197492410260793e-09
1917,2.4126133979507358e-08,3.289927441585405e-09
1918,1.8378202071289707e-08,9.189101035644853e-09
1919,8.287063479883727e-09,8.287063479883727e-09
1920,1.590168707821249e-08,1.4387239843927091e-08
1921,5.300923255902035e-09,8.330022005509363e-09
1922,3.6889677978990676e-09,1.1804696775641332e-08
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.5469949321555987e-08
1925,5.499089184013428e-09,4.06932585406139e-08
1926,6.687683296036084e-09,3.566764394946631e-08
1927,7.804457524684949e-09,4.0137210888246955e-08
1928,2.2852082448565625e-09,6.85562484559199e-09
1929,2.2280812750352652e-09,7.798284684668033e-09
1930,5.2518016602221e-09,3.361153133596417e-08
1931,4.5621426636444085e-09,2.2810713318222042e-08
1932,5.4797681947604815e-09,1.753525857850491e-08
1933,4.588264879146209e-09,1.3764794637438627e-08
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,1.196828414151696e-09,2.752705441366743e-08
1936,6.0623572828433225e-09,1.4549657478823974e-08
1937,1.2591118148108649e-09,2.5182236740306507e-08
1938,7.779128452511941e-09,1.2965214679638848e-08
1939,1.3764645423464117e-08,1.070583532936098e-08
1940,0.0,2.2822046474857416e-08
