year,en_ADP heure_NOUN,en_ADP coeur_NOUN
1800,7.231578251776227e-07,5.250754497865273e-07
1801,6.714934670526418e-07,5.405284586590398e-07
1802,6.870169499961776e-07,1.1099686787474639e-06
1803,1.2111606793041574e-06,5.669636248484267e-06
1804,5.166168648429448e-07,1.112332960628848e-06
1805,6.623905051128531e-07,2.786020085743246e-07
1806,6.656655955339374e-07,5.878604838471801e-07
1807,5.608501396636711e-07,2.1921554571591173e-07
1808,6.254364279811853e-07,1.8128592227384388e-07
1809,8.697267617208126e-07,1.6716825657070444e-07
1810,9.734927743920707e-07,1.357273573532325e-07
1811,7.245452025017585e-07,1.7549537290051376e-07
1812,7.814920195414743e-07,3.7340914360584065e-08
1813,7.476928090000001e-07,3.4508900625951355e-08
1814,1.7023522786985268e-06,2.5173416684509675e-08
1815,1.1058616564696422e-06,7.282503844407984e-08
1816,7.138219757507613e-07,1.1356259221884102e-07
1817,6.881380727463693e-07,1.9927979266753937e-07
1818,7.534184192081739e-07,7.39112993031199e-08
1819,7.12152257165144e-07,1.387040715616905e-07
1820,6.502831411125953e-07,2.3732962262101864e-08
1821,7.218609425763134e-07,5.7196632985423435e-08
1822,7.408930287056137e-07,3.909990198280866e-08
1823,1.0969782806569128e-06,4.941343623166006e-08
1824,1.0231651685899124e-06,8.336901302641309e-08
1825,6.877050964249065e-07,5.6354835464844655e-08
1826,9.776862270882702e-07,6.341748770566369e-08
1827,9.254142128156673e-07,1.9540619144997606e-07
1828,7.741422223261907e-07,5.961995813708043e-08
1829,8.616041782261163e-07,7.20146780541775e-08
1830,1.0593388424240402e-06,7.09704821577617e-08
1831,9.83805080068123e-07,2.3386808489789246e-08
1832,1.2555811963466113e-06,6.629685023185061e-08
1833,1.107394837163156e-06,2.4325620517906543e-08
1834,9.92260652310506e-07,1.213488998175194e-08
1835,1.206312504109519e-06,6.050470346963266e-08
1836,1.0739759090938605e-06,2.688300071440608e-08
1837,1.2558992921185563e-06,2.4352617478129446e-08
1838,1.0036337698693387e-06,2.0830134506155673e-08
1839,9.137858114627306e-07,2.097442508564029e-08
1840,1.3166146572984871e-06,1.0828470731194528e-08
1841,9.695028211353929e-07,1.0272877659645019e-08
1842,1.2906701840620372e-06,1.341653010911159e-08
1843,1.3444129081108258e-06,1.6539350389255247e-08
1844,1.0000159136325237e-06,4.7750483622710505e-08
1845,1.124974005506374e-06,2.8459162693117435e-08
1846,1.1041589687010855e-06,1.931985385006385e-07
1847,1.4863724118185928e-06,2.1572895470001185e-08
1848,1.4827343193246634e-06,2.0113055110293487e-08
1849,1.7747601077644504e-06,4.7762665156270145e-08
1850,1.4806799981670338e-06,1.4935791270431764e-08
1851,1.289887791244837e-06,3.6761801824880536e-08
1852,1.1373922461643815e-06,2.474007243513654e-08
1853,1.371752773593471e-06,2.5679306903114707e-08
1854,1.2729377658615704e-06,1.610656008566025e-08
1855,1.2678273151323083e-06,1.6451505047143655e-08
1856,1.252362039849686e-06,1.8637882071015355e-08
1857,1.2101261290808907e-06,2.6360149729676152e-08
1858,1.2870367527284543e-06,2.838332102683694e-08
1859,1.3448429854179267e-06,5.14309519417111e-08
1860,1.6262733879557345e-06,6.041882802398924e-08
1861,1.4449713034991873e-06,1.650587222457034e-08
1862,1.2939512998855207e-06,4.1113676130244414e-08
1863,1.196211655951629e-06,4.7948359005456354e-08
1864,1.0754574759630486e-06,2.3014694150447212e-08
1865,1.3113268551023793e-06,3.577201745930125e-08
1866,1.2056989362463355e-06,3.162648393173484e-08
1867,1.2801716593457968e-06,1.552899675516528e-08
1868,1.0823264346981887e-06,2.173544577654951e-08
1869,1.321968625234149e-06,1.5138909237322196e-08
1870,1.2884407851743163e-06,2.465641024684828e-08
1871,1.8204698335466674e-06,1.3807530230280918e-08
1872,1.5892408100626199e-06,1.995621967676442e-08
1873,1.4647753232566174e-06,1.855661402316855e-08
1874,1.4828980283709825e-06,2.4495897199550143e-08
1875,1.3571462886829977e-06,1.8308887461682133e-08
1876,1.0320546834918787e-06,3.023007266733657e-08
1877,1.2784014415956335e-06,2.4120781816350245e-08
1878,1.082808580576966e-06,2.4760264505374607e-08
1879,1.071575638889044e-06,1.8327975137566455e-08
1880,1.0550938895903528e-06,1.6686399817444908e-08
1881,1.0758578810055042e-06,1.743126887276958e-08
1882,1.0795034768307232e-06,2.3293848405714357e-08
1883,1.0900860161200399e-06,1.7694148368718743e-08
1884,1.2067902162016253e-06,1.5844072720483382e-08
1885,1.0693310059650685e-06,1.933690724209569e-08
1886,9.660835758040776e-07,2.0005737511041843e-08
1887,9.780328582564835e-07,1.4363633837888301e-08
1888,9.827953135754797e-07,2.599652093593363e-08
1889,9.228546673512028e-07,2.4434033463194282e-08
1890,8.854976272232307e-07,2.6217546356122057e-08
1891,1.043459860738949e-06,2.613430305498099e-08
1892,9.208444566866092e-07,1.567128071755519e-08
1893,8.788060199549363e-07,1.6011882930655474e-08
1894,9.004899652609311e-07,1.827446460822557e-08
1895,9.635801916374476e-07,2.1065151400989635e-08
1896,8.804263984529825e-07,8.845543852942228e-09
1897,8.862431286615902e-07,1.8645483379486905e-08
1898,9.132584750659589e-07,1.810673611046809e-08
1899,9.336079642707773e-07,2.1004797901014172e-08
1900,9.349086553811503e-07,1.764958135197503e-08
1901,8.338398629348376e-07,2.6267072072982955e-08
1902,6.506126055683126e-07,1.3257766440233354e-08
1903,8.213734759010549e-07,1.4040573148577096e-08
1904,7.330988864850951e-07,2.6335663427801137e-08
1905,7.219902045108029e-07,5.212366521734069e-08
1906,7.520797566940018e-07,1.6975809202790515e-08
1907,6.881124363644631e-07,1.3937105336481181e-07
1908,7.735437748124241e-07,1.5716445478375363e-08
1909,7.442830565196346e-07,1.1552065082298668e-08
1910,7.711609555371979e-07,2.0307773240801907e-08
1911,8.512598697052454e-07,2.447372160485628e-08
1912,7.933948609206709e-07,2.135862686714063e-08
1913,8.044635251280852e-07,1.6439267724877027e-08
1914,8.692373398844211e-07,2.6117300877537275e-08
1915,1.3430068293018849e-06,3.062998121805549e-08
1916,1.1657697314149118e-06,2.0876177231343718e-08
1917,1.1777939334933762e-06,1.4256351654751143e-08
1918,1.2049208635289688e-06,1.9526840588923733e-08
1919,9.907645335260895e-07,2.8544329566670967e-08
1920,8.98066673471476e-07,3.48322650722821e-08
1921,8.451186204183614e-07,1.8931869405491852e-08
1922,8.705964091859641e-07,1.9182632371439468e-08
1923,7.781490012348513e-07,1.9108707061121777e-08
1924,6.961477083677892e-07,2.3204924204378585e-08
1925,8.303624099426088e-07,1.9796720707176974e-08
1926,8.036365670704981e-07,5.795991953050361e-08
1927,9.16466262879112e-07,3.233275258640589e-08
1928,8.055359330683132e-07,6.8556245125250825e-09
1929,7.742582397440856e-07,1.7824650422326727e-08
1930,7.972234925546218e-07,2.941009036305786e-08
1931,7.219590543172671e-07,2.2810713318222042e-08
1932,7.244253765747999e-07,3.1782654730250215e-08
1933,7.857403829802934e-07,2.523545639121494e-08
1934,7.344708592427196e-07,1.5576054224197833e-08
1935,6.893731665513769e-07,1.9149254626427137e-08
1936,6.911087098160351e-07,3.758661648589623e-08
1937,7.453941748281068e-07,5.414180748175568e-08
1938,8.271806564152939e-07,2.463390735840676e-08
1939,7.279967917384056e-07,1.6823456405745674e-08
1940,7.176265626185341e-07,5.325144059042941e-08
1941,8.824992505651608e-07,3.5418032950929046e-08
1942,7.464161058123864e-07,4.247896612241675e-08
1943,9.783902896742802e-07,4.935499831049128e-08
1944,7.96870153862983e-07,4.4984606262232774e-08
1945,9.476492550675175e-07,1.9606536838523425e-08
1946,8.310899488606083e-07,2.0881656404014848e-08
1947,1.0085057056130609e-06,3.814678706248742e-08
1948,7.816887546141515e-07,1.3481141536431096e-07
1949,7.647449251635408e-07,3.337782672474532e-08
1950,6.498206062133249e-07,1.2762433776458693e-08
1951,6.642053449468222e-07,3.411648485940333e-08
1952,6.769764127056987e-07,2.1089608281954497e-08
1953,6.625903665735677e-07,2.477980309834038e-08
1954,6.058972417122277e-07,2.5408594339637602e-08
1955,6.128801715021837e-07,1.595553378308523e-08
1956,6.72400005896634e-07,3.3140339583681566e-08
1957,5.88413513469277e-07,4.4175187952077977e-08
1958,5.707847776648123e-07,3.22617488279775e-08
1959,5.968075811324525e-07,1.6276571201956358e-08
1960,5.813499797113764e-07,1.868625076895114e-08
1961,5.405668161984067e-07,3.196153386397782e-08
1962,6.544898951688083e-07,2.2196846694022554e-08
1963,5.599601990979863e-07,3.620989730279689e-08
1964,6.090052124818612e-07,2.007709554163739e-08
1965,5.537708034353273e-07,2.79074209297292e-08
1966,6.203763973644527e-07,2.3818021332999706e-08
1967,6.611580261051131e-07,1.5284040699725665e-08
1968,6.027480026205012e-07,2.155879605392208e-08
1969,5.718073339266994e-07,2.8158897852348375e-08
1970,5.173565682525805e-07,2.3913370839068193e-08
1971,5.025352720622323e-07,2.2608949379332444e-08
1972,5.57133944312227e-07,4.411926396441501e-08
1973,4.4987743308411154e-07,3.914374563374068e-08
1974,4.348567017586902e-07,5.006758763137498e-08
1975,4.1408230799788726e-07,2.9128548462153958e-08
1976,4.0794580513647816e-07,4.170874662312585e-08
1977,4.4310934299574e-07,4.818961124586352e-08
1978,4.425740485203278e-07,5.1089084962541165e-08
1979,4.125641339669528e-07,4.6230587802398304e-08
1980,3.78631028752352e-07,4.548120646763465e-08
1981,4.0989561966853216e-07,3.7320742052315836e-08
1982,4.438364271663886e-07,7.573152771556124e-08
1983,4.1049554511118913e-07,7.894144715692164e-08
1984,4.494231689022854e-07,3.0734744804750136e-08
1985,4.156750605943671e-07,4.4515129360434e-08
1986,4.2500900576669665e-07,4.375974427262008e-08
1987,4.033139191506052e-07,5.316410711664332e-08
1988,4.1376222270628205e-07,5.6967262684892717e-08
1989,4.390497849726671e-07,5.8722906093322536e-08
1990,3.873990976899222e-07,6.538380820098055e-08
1991,3.727891737526079e-07,5.3925479193139836e-08
1992,3.906550318788504e-07,1.1901479468612308e-07
1993,4.1045527154892625e-07,8.696556008658263e-08
1994,4.383464045076835e-07,6.540908881191854e-08
1995,4.1264851802225166e-07,5.1513282528503623e-08
1996,4.270473823453358e-07,8.48756656068872e-08
1997,4.003736933100299e-07,5.130537006348135e-08
1998,4.2627075913515e-07,7.676688085211936e-08
1999,4.1177511889145535e-07,5.118625168165636e-08
2000,3.998318618414487e-07,5.6550801486032753e-08
2001,3.85984748163537e-07,3.504969470213837e-08
2002,4.333028016390017e-07,4.337409365007261e-08
2003,3.7710651668021455e-07,4.0835843151398876e-08
2004,4.739555379273952e-07,3.347641452933203e-08
2005,4.2110059439437464e-07,4.053374524914943e-08
2006,4.348491700056911e-07,2.7589862117149977e-08
2007,5.112933649797924e-07,2.676301313897511e-08
2008,5.951900448053493e-07,4.001993403335291e-08
2009,6.155736400614842e-07,2.28873242580363e-08
2010,6.783366757190379e-07,2.50361026354895e-08
2011,8.102996389425243e-07,2.3708625951357476e-08
2012,8.936163453654444e-07,2.008509125683844e-08
2013,9.817720183491474e-07,2.0081699469987058e-08
2014,9.857106988420128e-07,1.5591206062315344e-08
2015,1.0404604608993395e-06,1.817591838149113e-08
2016,1.074611191143049e-06,7.871092500000287e-09
2017,9.174434580927482e-07,1.232649593507773e-08
2018,1.0718249541241676e-06,2.2716907466246994e-08
2019,1.0527926406211918e-06,2.1428296803627234e-08
