year,en_ADP hôtes_NOUN,en_ADP côtes_NOUN
1895,4.273216447359118e-08,4.8750777636996645e-08
1896,1.2383760683576384e-08,5.955999426987546e-08
1897,1.0488084178916779e-08,1.0138481343346939e-07
1898,1.0185038590293516e-08,6.790025963709923e-08
1899,3.040168117252051e-08,1.0612950696042844e-07
1900,1.661137005726232e-08,1.251043784122885e-07
1901,2.4031576728589243e-08,8.997869826998794e-08
1902,8.34748237199534e-09,1.0066081967963214e-07
1903,2.214090244478939e-08,8.586350475070503e-08
1904,1.7736262236667244e-08,1.0641758141360924e-07
1905,3.6641388589941926e-08,1.0218303136966256e-07
1906,1.4918134283448126e-08,7.767718823714631e-08
1907,6.1714118260169926e-09,1.2908537233569106e-07
1908,2.504808449543816e-08,7.268855495290438e-08
1909,2.9155213354670195e-08,7.261298407001959e-08
1910,1.0153886620400954e-08,9.191938943331479e-08
1911,1.8089272302290738e-08,8.831821396437789e-08
1912,1.719108944087111e-08,8.022508524163641e-08
1913,1.113627856597077e-08,1.0287800322750229e-07
1914,1.1384464038144415e-08,6.830678245250965e-08
1915,1.4136913861761968e-08,1.6257450852208422e-07
1916,3.29623865980011e-08,2.494153932275367e-07
1917,1.0966424213165737e-08,1.6120644374950643e-07
1918,1.378365155346728e-08,9.878283435682533e-08
1919,5.7088658744763876e-08,1.114149625891514e-07
1920,1.9687803387569147e-08,1.1055458548625552e-07
1921,1.060184651180407e-08,1.1056211157711715e-07
1922,2.656056830030451e-08,9.738874684472876e-08
1923,7.431163684401554e-09,9.766671915656389e-08
1924,9.02413699321869e-09,8.895220560134476e-08
1925,1.4297631523163545e-08,8.578579113738272e-08
1926,2.11776637337735e-08,8.69398832925583e-08
1927,3.4562596340492746e-08,1.1037732550178703e-07
1928,1.3711249025050165e-08,1.1311780800937754e-07
1929,1.1140405931087116e-08,1.3479891891599038e-07
1930,1.05036033204442e-08,1.1448928205481934e-07
1931,1.596749932275543e-08,1.1861570925475462e-07
1932,1.3151444377967891e-08,1.2713062824687427e-07
1933,8.02946331646126e-09,8.144170493551428e-08
1934,9.585264137967897e-09,1.2101395441277418e-07
1935,2.393656828303392e-08,7.061287732312849e-08
1936,1.576212937948185e-08,1.4549657123552606e-07
1937,1.3850230295986421e-08,1.6620275455903055e-07
1938,7.779128452511941e-09,1.1020432566510863e-07
1939,1.988226472349197e-08,2.0952849411060015e-07
1940,1.2678914806940611e-08,2.10469977446337e-07
1941,1.1806010391524069e-08,2.7153824166958884e-07
1942,3.3376331032286544e-08,2.306000936869168e-07
1943,2.0322646676618206e-08,1.0451646659248581e-07
1944,2.2492303131116387e-08,9.31823986860536e-08
1945,2.6142048525912287e-08,1.0021118423964026e-07
1946,3.6194869323935563e-08,9.883983675962327e-08
1947,1.0728784083369192e-08,6.556478870933802e-08
1948,3.805160786463091e-08,1.58729567489857e-07
1949,1.4725512254010198e-08,1.0504199188243746e-07
1950,1.595304155443955e-08,1.425138451693897e-07
1951,3.3050344683260846e-08,1.6418559234399055e-07
1952,7.381362632230548e-09,1.6766238797316646e-07
1953,1.1851210235391818e-08,1.691490914002003e-07
1954,2.5408594339637602e-08,1.8665544287976843e-07
1955,3.003394510869839e-08,1.191972178737899e-07
1956,1.2209598665435806e-08,8.633930281831681e-08
1957,2.03205861026845e-08,9.718541493786148e-08
1958,2.3989505493204888e-08,6.617794579000247e-08
1959,1.5501495198577686e-08,5.7355532989689095e-08
1960,1.3564833523105335e-07,8.304999810082592e-08
1961,2.36237411854745e-08,5.975416961234714e-08
1962,2.0294261215969556e-08,5.644341349864135e-08
1963,1.2932106940866106e-08,8.599850964685629e-08
1964,2.5552667537454e-08,7.361601905842008e-08
1965,1.3132904541635071e-08,5.5267637577571804e-08
1966,1.6063316343739587e-08,6.314545175634123e-08
1967,2.218651040664099e-08,4.881032333869939e-08
1968,1.257596426995633e-08,3.5931325470528463e-08
1969,1.862120768691966e-08,4.9505159083196304e-08
1970,1.1496812390987543e-08,6.484202197398758e-08
1971,1.1818314327172175e-08,5.600853203446832e-08
1972,1.3338381954497436e-08,4.6171320544630134e-08
1973,7.718485461882807e-09,5.127279489869352e-08
1974,2.925297337696975e-08,5.6818275417924724e-08
1975,1.6563292515314743e-08,4.397839736824949e-08
1976,1.4855169538918744e-08,3.313845509111957e-08
1977,1.645498848290572e-08,4.642657724929222e-08
1978,1.7227715365386587e-08,4.514849383241426e-08
1979,1.7555919384903973e-08,5.910493161565e-08
1980,1.5349907178663358e-08,5.1166355596876656e-08
1981,2.213942412732095e-08,2.6567307909175497e-08
1982,1.1794254461960918e-08,2.669225995788338e-08
1983,1.515675762675528e-08,4.357568084145669e-08
1984,1.6817124248724724e-08,2.609553817478627e-08
1985,1.3835783740923091e-08,4.6319795998783775e-08
1986,1.1389522214244607e-08,3.7765259808253404e-08
1987,1.5277041853778428e-08,3.238732970700653e-08
1988,1.9188972188999287e-08,6.716140088514067e-08
1989,9.878619700032232e-09,3.8416856362744056e-08
1990,2.0160008773473237e-08,4.358920779878872e-08
1991,1.4653663171770859e-08,5.6270065940111635e-08
1992,2.2039776725879534e-08,6.501734262087666e-08
1993,1.3848018731721368e-08,6.14852027069901e-08
1994,1.793475057354499e-08,3.481451571474281e-08
1995,6.506940763983948e-09,7.916778166361382e-08
1996,1.1209993822092201e-08,5.071187381133768e-08
1997,2.0618046159270875e-08,5.849771333998888e-08
1998,1.6688451509594415e-08,3.576097018509472e-08
1999,2.0565904534919355e-08,4.981519374780419e-08
2000,1.5904913164277446e-08,4.550572363370975e-08
2001,1.7962968529294798e-08,1.0427283747560523e-07
2002,1.7086764003693133e-08,4.162160394116654e-08
2003,2.6668306507549033e-08,4.958638122332104e-08
2004,2.2464435645019876e-08,5.7702767009004674e-08
2005,2.2068373795036678e-08,4.098412187403255e-08
2006,9.471147199846541e-09,4.529678854225949e-08
2007,1.7975157362570826e-08,3.994479413904628e-08
2008,2.0861454952392222e-08,6.258436258121947e-08
2009,2.4794601927169424e-08,3.9575997590191037e-08
2010,1.3698999989930627e-08,4.487603355585179e-08
2011,1.9502257586623273e-08,9.29225159040925e-08
2012,2.008509092377153e-08,7.012760505631377e-08
2013,1.2551062911203559e-08,9.287786717493418e-08
2014,1.992209548717927e-08,6.453026557551311e-08
2015,1.8175918020668647e-08,5.1646207310795944e-08
2016,1.802065902056782e-08,5.136923242332614e-08
2017,1.9873329037967125e-08,7.295272830276645e-08
2018,1.9361000358486535e-08,8.46721075475898e-08
2019,1.8877309826415e-08,1.3647784236070493e-07
