year,son_DET épi_NOUN,son_DET epi_NOUN,son_DET képi_NOUN
1861,6.743828101507532e-08,9.431927461278633e-10,4.810282866474225e-08
1862,7.454677630747142e-08,2.2589932147099034e-09,1.7168348520613108e-08
1863,8.9403714653713e-08,3.496234635136375e-09,4.345320192555846e-08
1864,5.178306272668465e-08,0.0,2.5412058235474433e-08
1865,4.377365092622654e-08,2.8241067262513297e-09,1.835669216632141e-08
1866,4.1844272602453714e-08,9.731225825149181e-10,2.6760870852626795e-08
1867,4.707226963773792e-08,2.426405742994575e-09,3.008743121313273e-08
1868,5.63145632348494e-08,0.0,4.841076550743395e-08
1869,3.125452341379287e-08,0.0,3.076617005604021e-08
1870,6.938198993111655e-08,1.7202146374017957e-09,4.300536460277726e-08
1871,4.991953161948004e-08,1.0621177271019633e-09,4.1316379295608385e-07
1872,4.293610778027812e-08,1.2094678591978436e-09,2.2617048500706005e-07
1873,4.1902030956109115e-08,0.0,1.3707949619856663e-07
1874,3.4055271935784504e-08,5.974609140757536e-10,7.10978471651913e-08
1875,3.833423301013994e-08,5.721527140956084e-10,1.0012672202464046e-07
1876,4.171750056514156e-08,1.209202959984168e-09,8.162120290755581e-08
1877,8.2258053701878e-08,0.0,9.895705943563371e-08
1878,3.321498764918829e-08,6.039088673581716e-10,9.119024196868608e-08
1879,7.086817355173025e-08,6.10932526790009e-10,6.1704184872724e-08
1880,4.8775630645536694e-08,6.417846254436199e-10,4.5566708850586224e-08
1881,3.974329199074589e-08,6.972507571312292e-10,8.2972839265949e-08
1882,7.054708284215394e-08,6.655385131892899e-10,1.0715169906916344e-07
1883,4.044376922252013e-08,1.2638677882037541e-09,7.83598024800547e-08
1884,4.687204846476334e-08,0.0,6.667713670083231e-08
1885,2.6427105892512515e-08,0.0,9.539540557490511e-08
1886,5.162771188338411e-08,1.936039106809062e-09,6.840671928909359e-08
1887,4.439668899181015e-08,6.528924623161458e-10,1.6387601142753283e-07
1888,8.433017839593049e-08,6.340614699951175e-10,1.471022539334399e-07
1889,6.202485458572937e-08,0.0,1.2154364981142862e-07
1890,5.702316396849483e-08,1.3108772956016423e-09,1.3829755679539701e-07
1891,5.928024826573619e-08,6.374220040683554e-10,9.561329750162884e-08
1892,4.3252735171250833e-08,6.268512375839919e-10,1.2599709298122264e-07
1893,4.803564879196642e-08,0.0,7.020594955386983e-08
1894,8.255016847869001e-08,0.0,1.2918155789520824e-07
1895,9.088107910670828e-08,1.2037228991346183e-09,1.0352016976966638e-07
1896,5.7201180680976904e-08,0.0,1.374007696508528e-07
1897,2.855089675790623e-08,1.1653427112179315e-09,1.4916386703589524e-07
1898,3.508179968747527e-08,5.6583548957434e-10,1.646581343495157e-07
1899,4.919544771553319e-08,0.0,1.2160672824279573e-07
1900,3.218452926390114e-08,5.191053142894475e-10,1.3496737649720814e-07
1901,4.303328915433724e-08,1.1177477832191585e-09,1.2854099662451546e-07
1902,3.1425815949504e-08,0.0,7.070809004972034e-08
1903,2.4841012802312434e-08,0.0,9.828400537870152e-08
1904,2.741058757749215e-08,5.374625189347171e-10,1.3651547536852604e-07
1905,2.631987072732045e-08,5.160759042333041e-10,1.1766530860768398e-07
1906,4.629765992802959e-08,0.0,1.1831624280311814e-07
1907,1.594281484607052e-08,0.0,1.2394252446590315e-07
1908,2.7994917273233e-08,0.0,1.1787333598078931e-07
1909,3.025540884493694e-08,0.0,1.23222034353887e-07
1910,2.7255168455475598e-08,0.0,1.0795184568479499e-07
1911,2.3941684634820604e-08,2.6601871816467337e-09,1.457782504710181e-07
1912,2.3963337980603683e-08,2.0837684910901544e-09,9.793711575056818e-08
1913,1.9090763747620088e-08,5.30298971401777e-10,9.810530898768377e-08
1914,4.620753157880131e-08,0.0,1.694276123842542e-07
1915,1.295883844676382e-08,0.0,5.996408010133791e-07
1916,1.538244687182555e-08,0.0,5.131144771297613e-07
1917,3.070598708632133e-08,0.0,4.858125945972347e-07
1918,1.8378202071289707e-08,0.0,3.7445585299167305e-07
1919,4.6960025201769895e-08,0.0,2.532158340784463e-07
1920,2.1959472462640406e-08,0.0,1.7567577526023115e-07
1921,1.8931869016913794e-08,0.0,2.2339604832666282e-07
1922,3.8365263854700515e-08,0.0,1.755948586534828e-07
1923,3.503262879789304e-08,1.0615948120573648e-09,1.1252905096625909e-07
1924,3.3518222752881854e-08,0.0,1.2504875346319722e-07
1925,2.5295809447101192e-08,0.0,1.8586921157748293e-07
1926,2.1177663400706592e-08,0.0,1.4935825731754448e-07
1927,2.5643216883253217e-08,0.0,1.5608914338827162e-07
1928,4.570416400895283e-08,0.0,1.451107268790608e-07
1929,5.4587991238364e-08,0.0,1.5150951981901528e-07
1930,5.041729789212468e-08,0.0,1.523022579164035e-07
1931,2.737285598186645e-08,2.2810713318222042e-09,1.437075001220478e-07
1932,2.082311922890767e-08,1.0959536611565568e-09,1.4356992616981756e-07
1933,1.261772819560747e-08,0.0,1.3191260861411536e-07
1934,1.7972370258689807e-08,0.0,1.449771183104076e-07
1935,2.99207103537924e-08,1.196828414151696e-09,1.4720989138794494e-07
1936,2.182448577414675e-08,2.424942913137329e-09,1.4307163231919162e-07
1937,1.76275650742852e-08,0.0,1.359840715586813e-07
1938,1.9447821131279852e-08,1.2965214457594243e-09,1.4391388347689826e-07
1939,3.211750598808294e-08,1.5294050470515685e-09,1.819992068163856e-07
1940,3.296517858686343e-08,2.5357829169792012e-09,8.621662228591731e-08
1941,5.017554549624492e-08,0.0,2.1250819237650376e-07
1942,3.3376328811840494e-08,0.0,1.4260795921927638e-07
1943,3.4838822049465534e-08,2.9032352077962287e-09,1.219358836124229e-07
1944,3.534504600111177e-08,0.0,1.4459337194239197e-07
1945,2.3963545370264683e-08,2.178504043826024e-09,3.049905554775023e-07
1946,1.2528993842408909e-08,1.3921104269343232e-09,1.7958224773906295e-07
1947,2.5033829231801974e-08,1.1920870957027319e-09,1.6689219783927456e-07
1948,2.9354096486855497e-08,1.0871887834440486e-09,2.5875093467853105e-07
1949,2.3560819517598475e-08,9.817008317369869e-10,1.560904276942665e-07
1950,3.509669221912759e-08,0.0,1.4783151991437649e-07
1951,2.7719645245838365e-08,1.0661401761424827e-09,1.8444225391434088e-07
1952,2.5307528517259925e-08,0.0,1.3075557081521083e-07
1953,1.5083358673173564e-08,0.0,1.5191096836009166e-07
1954,1.856781906006688e-08,0.0,1.6613310860336128e-07
1955,2.9095383879962355e-08,1.8771215692936494e-09,1.5673964526286e-07
1956,2.7907653521452858e-08,0.0,2.5640155554285116e-07
1957,1.5903067307476704e-08,8.835037701437898e-10,1.9437083320639204e-07
1958,2.4816731114540858e-08,8.272243445794913e-10,1.546909509375638e-07
1959,2.247716912595621e-08,0.0,1.565651086554709e-07
1960,1.3149583755200922e-08,0.0,2.1316167408969022e-07
1961,1.9454845512356655e-08,0.0,1.653661975131726e-07
1962,1.4586500007851555e-08,0.0,1.5157276278543463e-07
1963,2.71574245314099e-08,6.466053248388448e-10,1.7329023282997014e-07
1964,1.216793682479178e-08,6.083968329129164e-10,1.581831747810014e-07
1965,1.8057742523502895e-08,0.0,1.4446194107620158e-07
1966,1.7171132071780448e-08,0.0,1.6894177501391994e-07
1967,2.0707409509324037e-08,4.930335584241163e-10,2.0165073189026828e-07
1968,1.392338955241712e-08,8.982831700699023e-10,1.9133431994333705e-07
1969,1.2262746373892242e-08,0.0,1.5532811437068972e-07
1970,1.0577067222072856e-08,1.3796175313274261e-09,1.6003563274580301e-07
1971,2.4150468513894907e-08,1.0276794970565106e-09,1.3925057107400107e-07
1972,1.0260293947794707e-08,0.0,1.2620161554677267e-07
1973,2.315545583053691e-08,0.0,1.0089162727489054e-07
1974,1.237625746330906e-08,0.0,9.56347154801307e-08
1975,9.138367840222372e-09,0.0,1.1365845820066056e-07
1976,2.1140049710766107e-08,0.0,9.770130993125292e-08
1977,2.1744092748576804e-08,1.7630346071939584e-09,9.344083445883555e-08
1978,1.2475242172627077e-08,5.940591352171509e-10,1.06930646115444e-07
1979,8.777959692451986e-09,1.1703946700691858e-09,8.543881058198366e-08
1980,1.2507331170752423e-08,0.0,1.2621034362059191e-07
1981,6.958104370458074e-09,0.0,1.3220398908941888e-07
1982,9.932003885992913e-09,0.0,1.3470280524341405e-07
1983,1.136756910824488e-08,6.315316047889041e-10,9.851892945889063e-08
1984,2.3196033538397387e-08,2.8995042478108246e-09,1.2873799004609054e-07
1985,1.564045071233977e-08,6.015558051686298e-10,1.106862687061394e-07
1986,1.798345583559069e-08,1.1988970927134801e-09,9.231507647200488e-08
1987,7.94406213033838e-09,0.0,1.0693929725080764e-07
1988,2.2187248926996972e-08,0.0,9.714417348316573e-08
1989,1.426911733215519e-08,0.0,1.0317669818515895e-07
1990,1.1442167213715493e-08,5.44865097484859e-10,1.231395063694407e-07
1991,1.6412102177287835e-08,1.7584395606284886e-09,1.219184762035752e-07
1992,1.3774860585513693e-08,0.0,1.05790926463456e-07
1993,1.4401939474328884e-08,0.0,9.582828985887915e-08
1994,1.4242301560329906e-08,1.5824779819872958e-09,1.3873056969870845e-07
1995,9.760411756598586e-09,5.422450821690461e-10,1.1061800009315448e-07
1996,1.548046646426826e-08,5.338092190498855e-10,7.366567378319644e-08
1997,9.589788629860152e-09,0.0,1.1172104086298873e-07
1998,1.4781200485813883e-08,0.0,1.1968004676177202e-07
1999,1.7823784143056187e-08,0.0,8.454872091334664e-08
2000,1.2812291672048559e-08,0.0,9.719669546992549e-08
2001,2.0591695987226544e-08,4.3812117822561447e-10,8.762423728270186e-08
2002,1.577239705508049e-08,4.38122149670761e-10,9.244377296990791e-08
2003,1.5834307920403745e-08,0.0,1.2584107267343825e-07
2004,6.166707949839534e-09,4.404791253964646e-10,1.0263163452428614e-07
2005,1.80149977158095e-08,9.007499190971657e-10,1.004336125376426e-07
2006,1.1941880817545325e-08,0.0,1.1159481339007016e-07
2007,1.5977917877663117e-08,1.997239706952314e-09,1.3621175165567934e-07
2008,1.6178270612066115e-08,0.0,1.2772318508380565e-07
2009,1.6211853859360303e-08,4.76819250749827e-10,1.19681632826385e-07
2010,2.220182704348872e-08,0.0,1.695841707061163e-07
2011,1.3383901958929911e-08,0.0,1.770499067355047e-07
2012,2.144679134286065e-08,0.0,2.399998106916712e-07
2013,2.3149738348493543e-08,0.0,2.499055966609376e-07
2014,2.8367331594836287e-08,0.0,3.378094497463735e-07
2015,2.3274041027754322e-08,0.0,2.5867434949589097e-07
2016,2.941302890135944e-08,0.0,2.4068971971047404e-07
2017,1.9370206771895937e-08,0.0,2.020035942962295e-07
2018,2.5556520899527868e-08,0.0,2.7699136628811516e-07
2019,1.913240832429608e-08,0.0,2.1683396278504574e-07
