year,bien_ADV ouverts_ADJ,bien_ADV couverts_ADJ
1800,0.0,1.603523855919775e-07
1801,2.3811825844433088e-09,2.1906879510424915e-07
1802,0.0,1.4993528907325526e-07
1803,0.0,6.241085515057421e-08
1804,2.4718509461507665e-09,8.898663139689234e-08
1805,0.0,1.4214388954769674e-07
1806,8.645007376628655e-09,1.123850950079941e-07
1807,2.8469551160981155e-09,5.97860605466849e-08
1808,6.798221985349073e-09,4.305540457494317e-08
1809,0.0,6.777091243748146e-08
1810,0.0,1.263668423234776e-07
1811,0.0,1.7048121492280188e-07
1812,2.6672082320544632e-09,1.6269970615212515e-07
1813,0.0,1.1502966401621961e-07
1814,0.0,3.1466772298927026e-08
1815,0.0,7.282503844407984e-08
1816,2.3176038865813098e-09,4.8669683394564345e-08
1817,0.0,1.0275364559220179e-07
1818,0.0,7.27191817873063e-08
1819,0.0,3.519356894798875e-08
1820,0.0,3.797273961936298e-08
1821,9.86148829262845e-10,3.254291058851777e-08
1822,0.0,1.2431763707354548e-07
1823,0.0,1.087095569118901e-07
1824,0.0,8.168479581627253e-08
1825,0.0,6.427973175959778e-08
1826,0.0,7.398706713956926e-08
1827,0.0,4.7008093417844066e-08
1828,3.668920500743411e-09,7.06267186956211e-08
1829,0.0,6.001223340490469e-08
1830,3.1310507520032616e-09,3.5485243188304594e-08
1831,0.0,1.1069756311599122e-07
1832,1.3529969367098715e-09,5.953186388296672e-08
1833,2.3167257001688313e-09,8.340212787061319e-08
1834,6.534171426153534e-09,3.080395316601425e-08
1835,0.0,8.546289365085613e-08
1836,2.688300027031687e-09,8.468145296092189e-08
1837,6.957890930081589e-10,8.419048214136637e-08
1838,1.8936485712828244e-09,1.1109405306797271e-07
1839,3.4957374772659477e-09,6.50207212515852e-08
1840,5.732719632334238e-09,6.369688776430849e-08
1841,0.0,7.255219713897532e-08
1842,1.341653010911159e-09,4.695785449371215e-08
1843,5.906911071384968e-10,4.134837894298471e-08
1844,0.0,4.50062032086862e-08
1845,3.348136878855712e-09,2.9575208060350633e-08
1846,0.0,5.444686124178588e-08
1847,0.0,2.6426796750911308e-08
1848,0.0,3.298540818263973e-08
1849,0.0,5.614208120618969e-08
1850,6.788996032014438e-10,7.060555873295016e-08
1851,3.8696632564949596e-09,4.127640806927957e-08
1852,4.557382027314816e-09,1.6927417689771573e-08
1853,5.971931837933653e-10,3.941475057445132e-08
1854,1.0391328908454511e-09,5.507404310378661e-08
1855,1.0613874223963649e-09,6.952087971967558e-08
1856,5.177189232874468e-10,3.986435714864456e-08
1857,0.0,6.736482305313984e-08
1858,2.4468380654951716e-09,4.8447393652395476e-08
1859,2.5460866748261424e-09,2.6988518087023294e-08
1860,6.408057640072684e-09,4.668727626722102e-08
1861,1.8863854922557266e-09,4.5744847909645614e-08
1862,4.517986262886353e-10,3.8402884428023754e-08
1863,0.0,3.995696573610985e-08
1864,2.8768367688059016e-09,4.1234660130839984e-08
1865,0.0,4.848049783845454e-08
1866,0.0,3.454585240092456e-08
1867,0.0,4.124889585455094e-08
1868,0.0,3.556709415875048e-08
1869,0.0,2.8324411260882698e-08
1870,2.2936195165357276e-09,2.9243649279919737e-08
1871,3.18635318130589e-09,3.823623728749226e-08
1872,1.2094678591978436e-09,5.442605299776915e-08
1873,0.0,4.4895035244962855e-08
1874,0.0,3.4652732239237594e-08
1875,2.2886108563824337e-09,5.263805036292979e-08
1876,1.813804439976252e-09,1.934724735974669e-08
1877,3.710889595609501e-09,3.896434108696667e-08
1878,1.8117265465633636e-09,6.03908887342186e-08
1879,0.0,3.4823152361695975e-08
1880,0.0,3.5939940801199555e-08
1881,3.4862537301449947e-09,3.416528571165145e-08
1882,6.655385131892899e-10,2.5956001792337702e-08
1883,0.0,1.2638677659992936e-08
1884,6.601696966868076e-10,3.300848305798354e-08
1885,0.0,3.0939052209078e-08
1886,0.0,3.549405036551434e-08
1887,0.0,3.264462478114183e-08
1888,6.340614699951175e-10,2.8532765483646472e-08
1889,0.0,3.4458253139746375e-08
1890,0.0,2.2940351840361473e-08
1891,0.0,1.8485238229004608e-08
1892,0.0,2.193979398157353e-08
1893,0.0,2.9560400349737392e-08
1894,1.2603078580752936e-09,2.142523314319078e-08
1895,1.2037228991346183e-09,4.273216447359118e-08
1896,0.0,2.8305738197786923e-08
1897,0.0,3.088158351260972e-08
1898,1.13167097914868e-09,2.9423445013776472e-08
1899,0.0,3.15071986278781e-08
1900,5.191053142894475e-10,2.1283318218934255e-08
1901,1.1177477832191585e-09,2.794369535763508e-08
1902,0.0,2.1114219705964388e-08
1903,0.0,1.8900770726304472e-08
1904,0.0,3.654745128756076e-08
1905,0.0,2.4255568220610257e-08
1906,5.144184522798412e-10,2.8807432883581896e-08
1907,4.114274698707732e-09,1.0285686968813934e-08
1908,2.9468334439286537e-09,2.89771957540097e-08
1909,8.801573692096554e-09,2.585462333115629e-08
1910,0.0,2.5651923252212327e-08
1911,0.0,2.979409430281521e-08
1912,1.0418842455450772e-09,2.4484279492753558e-08
1913,1.590896969716482e-09,7.954484182448596e-09
1914,1.3393487430235496e-09,2.276892807628883e-08
1915,0.0,1.6493066468115103e-08
1916,0.0,2.8567400889301098e-08
1917,1.0966424435210342e-09,2.0836205649743533e-08
1918,0.0,8.040463406189247e-09
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,3.786115865267448e-09,3.028892692213958e-08
1921,0.0,1.060184651180407e-08
1922,1.4755870969551665e-09,2.2133805899215986e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,2.5783249313349188e-08
1925,0.0,1.8696901804560184e-08
1926,0.0,1.5604593173179637e-08
1927,0.0,1.2264147031260109e-08
1928,0.0,2.8565102283550914e-08
1929,1.1140406375176326e-09,2.1166771446701205e-08
1930,0.0,1.8906487042613662e-08
1931,5.7026783295555106e-09,2.3951248095954725e-08
1932,0.0,2.1919072779041926e-08
1933,0.0,2.408838994938378e-08
1934,0.0,1.677421224144382e-08
1935,0.0,1.196828414151696e-08
1936,0.0,1.6974599503782883e-08
1937,0.0,1.6368453259474336e-08
1938,0.0,9.075650453382877e-09
1939,1.5294050470515685e-09,3.364691281149135e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032351633873077e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,2.178504132643866e-08
1946,0.0,3.480275978517966e-08
1947,1.1920870957027319e-09,1.907339353124371e-08
1948,1.0871887834440486e-09,2.174377655705939e-08
1949,9.817008317369869e-10,1.7670615193310368e-08
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.330700769690111e-09,1.8124383771578323e-08
1952,3.1634410646574906e-09,1.5817205323287453e-08
1953,0.0,2.5857186614075545e-08
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,0.0,9.385607846468247e-09
1956,8.72114158667614e-10,9.593255967388359e-09
1957,0.0,1.1485549400447326e-08
1958,0.0,1.3235589513271862e-08
1959,2.325224457422337e-09,1.3176271629333769e-08
1960,0.0,1.868625076895114e-08
1961,0.0,1.459113452284555e-08
1962,1.2683912808952869e-09,1.2683912586908264e-08
1963,2.5864212993553792e-09,2.392439668597035e-08
1964,0.0,1.034274621503073e-08
1965,1.6416130677043839e-09,2.407699106754535e-08
1966,3.8773522170743036e-09,1.38476865529924e-08
1967,1.4791006197611978e-09,2.1693477236794934e-08
1968,2.245707841908029e-09,1.9313088017725022e-08
1969,9.083515606356229e-10,2.5888018839737015e-08
1970,4.5987250119061684e-10,1.977451802304131e-08
1971,1.541519245584766e-09,1.849823050292798e-08
1972,2.0520587451500205e-09,1.898154344814884e-08
1973,5.513203782392395e-10,2.1501493918663073e-08
1974,5.625571675160757e-10,1.6876715136504572e-08
1975,1.1422960355389478e-09,1.770558810676448e-08
1976,1.142705374768127e-09,1.4855169538918744e-08
1977,5.876781838942691e-10,2.2331770210826107e-08
1978,1.7821774056514528e-09,1.3069301196821925e-08
1979,5.851973350345929e-10,2.3993090181306798e-08
1980,5.685150683554241e-10,1.762396628635088e-08
1981,0.0,2.6567308353264707e-08
1982,0.0,1.3035754697909852e-08
1983,0.0,2.5892795463278162e-08
1984,5.799008495621649e-10,2.4355836458767044e-08
1985,0.0,3.428868211585723e-08
1986,5.994485463567401e-10,3.2370220282018636e-08
1987,0.0,3.483165755824302e-08
1988,0.0,2.6984492862425213e-08
1989,2.7440609784434855e-09,2.469655058234821e-08
1990,1.6345953479657283e-09,2.887784944505256e-08
1991,2.344586080837985e-09,3.57549367890897e-08
1992,0.0,1.983579878128694e-08
1993,1.1078414852150331e-09,2.9357799746776436e-08
1994,0.0,3.428702299856923e-08
1995,1.0844901643380922e-09,3.199246023655178e-08
1996,2.135236876199542e-09,2.4555223632205525e-08
1997,0.0,2.5412941084823615e-08
1998,3.337690568372409e-09,2.43174582692518e-08
1999,1.3710603763428253e-09,3.4733528053720875e-08
2000,4.4180314962005696e-10,2.385736941334926e-08
2001,4.3812117822561447e-10,2.4096664219541708e-08
2002,0.0,2.2782352004924178e-08
2003,1.2500769308587678e-09,1.6250998768896352e-08
2004,8.809582507929292e-10,1.6738207264666016e-08
2005,2.251874686720612e-09,1.8915748967174295e-08
2006,8.235779835885637e-10,1.976587071794711e-08
2007,7.988958938831558e-10,1.917350189728495e-08
2008,4.257439678578834e-10,2.6396126173722223e-08
2009,9.53638501499654e-10,1.668867355419934e-08
2010,1.8895172093635892e-09,2.3618964561933353e-08
2011,1.529588788962144e-09,3.288615957330876e-08
2012,6.808505426114664e-10,2.6212745751763578e-08
2013,2.789125042035323e-10,2.9843636895066084e-08
2014,6.496335691608124e-10,2.403644216997236e-08
2015,2.438232948875907e-09,3.125371250689568e-08
2016,1.0356699942093428e-09,3.6662719082869444e-08
2017,2.0124890642847504e-09,2.3395186232733067e-08
2018,2.0651733656507076e-09,3.5882386839602987e-08
2019,7.65296326310505e-10,2.7040469419148394e-08
