year,en_ADP or_NOUN,en_ADP corps_NOUN
1839,7.455709237547126e-06,4.597593942889944e-06
1840,7.969754733494483e-06,4.582991095958278e-06
1841,7.788125003571622e-06,3.940290753234876e-06
1842,7.114786058082245e-06,5.004365903005237e-06
1843,7.359420578723075e-06,3.918644779332681e-06
1844,6.799778475397034e-06,4.476470621739281e-06
1845,7.008766260696575e-06,4.257713953847997e-06
1846,7.009009095781948e-06,4.262076799932402e-06
1847,8.276440894405823e-06,4.433768935996341e-06
1848,6.6855791374109685e-06,4.026633632747689e-06
1849,5.945194970990997e-06,3.5704686069948366e-06
1850,7.818886842869688e-06,4.120241555938264e-06
1851,7.19241415936267e-06,3.6955284485884476e-06
1852,8.220215022447519e-06,3.7689546843466815e-06
1853,8.5852489064564e-06,3.852493136946578e-06
1854,7.341993295995053e-06,3.748671815628768e-06
1855,7.917419679870363e-06,3.825770818366436e-06
1856,8.091428753687069e-06,4.063057986058993e-06
1857,8.515304216416553e-06,4.123410690226592e-06
1858,8.358888408110943e-06,3.4798929391399724e-06
1859,7.205934707599226e-06,3.6261367313272785e-06
1860,8.530039849574678e-06,3.710722921823617e-06
1861,8.377909580303822e-06,3.7251397770887706e-06
1862,9.247414709534496e-06,3.8149873944348656e-06
1863,7.2911475399450865e-06,3.4492850318201818e-06
1864,7.302370704564964e-06,3.5423449844529387e-06
1865,7.4099853009101935e-06,3.251958787586773e-06
1866,8.710906513442751e-06,3.3957112464122474e-06
1867,9.209665222442709e-06,2.903437007262255e-06
1868,8.792975677351933e-06,3.2356174415326677e-06
1869,6.798835329391295e-06,3.273422862548614e-06
1870,7.445089067914523e-06,3.0671426429762505e-06
1871,6.073189069866203e-06,3.12899874188588e-06
1872,7.06631590219331e-06,3.101075662925723e-06
1873,8.139169949572533e-06,2.8122249204898253e-06
1874,7.414490028168075e-06,3.1563859010930173e-06
1875,7.726350304437801e-06,2.8779281819879543e-06
1876,7.484966317861108e-06,3.0338901524373796e-06
1877,9.371233318233863e-06,2.6712220915214857e-06
1878,1.0096752703248058e-05,3.07510390484822e-06
1879,9.032026355271228e-06,3.457878165136208e-06
1880,7.997919965418987e-06,2.930388518507243e-06
1881,1.044342207023874e-05,2.473845597705804e-06
1882,7.564510724478168e-06,2.43653653342335e-06
1883,9.607290849089622e-06,2.8070503503840882e-06
1884,7.816409379302058e-06,2.8387296424625674e-06
1885,9.4944216471049e-06,2.823188424372347e-06
1886,9.35300522542093e-06,2.8737274533341406e-06
1887,7.971164450282231e-06,2.5390988867002307e-06
1888,8.393071766477078e-06,2.8266460958548123e-06
1889,8.273739695141558e-06,2.5292356440331787e-06
1890,7.080048362695379e-06,2.4310220396728255e-06
1891,8.761365279497113e-06,2.6618743049766636e-06
1892,9.089342711376958e-06,2.6929528758046217e-06
1893,9.538771337247454e-06,2.3845389023335883e-06
1894,1.042841722664889e-05,2.2805270418757573e-06
1895,9.170563316729385e-06,2.6283289571438218e-06
1896,9.294896699429955e-06,2.7568610221351264e-06
1897,1.0751451554824598e-05,2.4023540845519165e-06
1898,8.204048754123505e-06,2.5089145765377907e-06
1899,8.074133802438155e-06,2.309422143298434e-06
1900,9.301328645960893e-06,2.3795787456037942e-06
1901,7.562681275885552e-06,2.1756959540653042e-06
1902,7.296681815205375e-06,2.0770501123479335e-06
1903,7.375620953098405e-06,2.2135502604214707e-06
1904,6.838135504949605e-06,2.0477320958889322e-06
1905,7.16468184691621e-06,2.2149977212393424e-06
1906,7.4348899943288416e-06,2.019092335103778e-06
1907,7.372780146397417e-06,2.2499939404951874e-06
1908,7.036056103970623e-06,2.2911629002919653e-06
1909,6.1825553530070465e-06,1.9963069917139364e-06
1910,6.2622757468489e-06,2.134988108082325e-06
1911,6.615885467908811e-06,1.928635583681171e-06
1912,6.261724138312275e-06,2.0186507754260674e-06
1913,6.590555585717084e-06,2.0204390693834284e-06
1914,7.541872946603689e-06,1.9192866602679715e-06
1915,8.198232535505667e-06,1.9167300706612878e-06
1916,7.160529094107915e-06,1.472319922868337e-06
1917,5.998634151183069e-06,1.4804672900936566e-06
1918,5.382516064855736e-06,1.570187691868341e-06
1919,6.98139047017321e-06,1.4078800631978083e-06
1920,7.841045771783683e-06,1.567451931805408e-06
1921,7.103237294359133e-06,1.5675586837460287e-06
1922,8.12753387435805e-06,1.5633845578122418e-06
1923,8.043703928706236e-06,1.563729142617376e-06
1924,8.326700481120497e-06,1.487693452872918e-06
1925,8.824938049656339e-06,1.5650407476641703e-06
1926,8.1400248745922e-06,1.4111011523709749e-06
1927,8.067579074122477e-06,1.477272348893166e-06
1928,8.855182386469096e-06,1.5345173096648068e-06
1929,1.1270749382674694e-05,1.6465520502606523e-06
1930,7.525831733801169e-06,1.4673533996756305e-06
1931,7.273195933521492e-06,1.6275444068014622e-06
1932,7.509474471589783e-06,1.802843826226308e-06
1933,7.3159885687346105e-06,1.5095391745489906e-06
1934,7.547197128587868e-06,1.4869141296003363e-06
1935,7.015808023425052e-06,1.5953722822814598e-06
1936,6.872288395243231e-06,1.3494807262759423e-06
1937,7.155532330216374e-06,1.3485087038134225e-06
1938,6.883232344989665e-06,1.354864934910438e-06
1939,7.052086857584072e-06,1.353523430225323e-06
1940,5.931196028541308e-06,1.7243323782167863e-06
1941,5.746575425291667e-06,1.6675990082148928e-06
1942,5.1793995226034895e-06,1.9752719708776567e-06
1943,5.707760465156753e-06,1.8841996052287868e-06
1944,6.905137070134515e-06,3.862249741359847e-06
1945,6.2893413996789604e-06,1.7166611314678448e-06
1946,6.498371476482134e-06,1.4422264484892366e-06
1947,6.525484877784038e-06,1.3363296602619812e-06
1948,5.5359651014441624e-06,1.352462845716218e-06
1949,6.833619409007952e-06,1.358673898721463e-06
1950,6.2078606788418256e-06,1.412376036569185e-06
1951,6.310483513516374e-06,1.463810463064874e-06
1952,6.2530689319828525e-06,1.0745154668256873e-06
1953,6.049504008842632e-06,1.3445736612993642e-06
1954,6.1772202570864465e-06,1.2626117040781537e-06
1955,6.206702437339118e-06,1.2135591305195703e-06
1956,6.0036336435587145e-06,1.84364932920289e-06
1957,6.971728453208925e-06,1.2828475064452505e-06
1958,4.993953552911989e-06,1.0522293223402812e-06
1959,5.545659860217711e-06,1.2377944358377135e-06
1960,5.3352705435827374e-06,1.0927996072496171e-06
1961,6.085892891860567e-06,1.1992523241133313e-06
1962,6.563290753547335e-06,1.0337388403058867e-06
1963,6.0923152886971366e-06,1.0436209549880004e-06
1964,5.8765049288922455e-06,1.2338288115643081e-06
1965,6.6567408794071525e-06,1.2104160305170808e-06
1966,6.204317742231069e-06,1.1881315913342405e-06
1967,6.0919228417333215e-06,1.3819731066178065e-06
1968,6.53456072541303e-06,1.3492212929122616e-06
1969,7.288158940355061e-06,1.5991529380698921e-06
1970,6.666771696473006e-06,1.2365971997496672e-06
1971,6.522681815113174e-06,1.1797760635090526e-06
1972,6.21466006123228e-06,1.0537321486481233e-06
1973,5.915667770750588e-06,1.105397359424387e-06
1974,5.516998044186039e-06,1.1239892501180293e-06
1975,6.028467396390624e-06,1.0240684105156106e-06
1976,6.0900483731529675e-06,1.0398618996987352e-06
1977,6.050147021596786e-06,1.023735421767924e-06
1978,5.6108883654815145e-06,1.243365773007099e-06
1979,5.7173779168806504e-06,1.1247492466281983e-06
1980,5.888678970222827e-06,1.0227586244582199e-06
1981,5.95044457440963e-06,9.46302236570773e-07
1982,5.961064289294882e-06,1.1421803947087028e-06
1983,5.759568011853844e-06,9.472973943047691e-07
1984,6.095917797210859e-06,9.62635454015981e-07
1985,6.118424153100932e-06,1.0262541536576464e-06
1986,5.735523700423073e-06,9.171562851406634e-07
1987,5.65678328712238e-06,1.0877254226215882e-06
1988,5.375311047828291e-06,1.0038230584541452e-06
1989,6.06547246206901e-06,1.28312296965305e-06
1990,5.819704256282421e-06,1.0352437129768077e-06
1991,5.580114702752326e-06,9.970352721211384e-07
1992,5.430049895949196e-06,1.0490933846085682e-06
1993,5.8560499383020215e-06,1.0740523066488095e-06
1994,5.764439720223891e-06,9.616190936867497e-07
1995,5.808529294881737e-06,1.024301013785589e-06
1996,5.747524028265616e-06,9.096108897210797e-07
1997,5.329525265551638e-06,9.834328693614225e-07
1998,5.069474809715757e-06,9.61731643656094e-07
1999,5.412489372247364e-06,1.083594725059811e-06
2000,5.48984598935931e-06,1.0797668892337242e-06
2001,5.306085768097546e-06,1.1303526434858213e-06
2002,6.18234162175213e-06,1.0322157777409302e-06
2003,6.024537015036913e-06,9.921443506755168e-07
2004,5.382214567362098e-06,9.99887561192736e-07
2005,5.035642516304506e-06,9.750617664394667e-07
2006,5.536914613912813e-06,1.0286488532074145e-06
2007,6.016085535520688e-06,1.034969614011061e-06
2008,6.0127822507638484e-06,9.630329032006557e-07
2009,6.098518042563228e-06,9.49347111145471e-07
2010,6.364838554873131e-06,8.64926505528274e-07
2011,6.975689757382497e-06,7.575288236694178e-07
2012,7.917270522739273e-06,6.665526939286792e-07
2013,8.129462912620511e-06,6.992336238909047e-07
2014,8.145538231474347e-06,8.248180733971822e-07
2015,8.120645361486822e-06,8.185812703231932e-07
2016,8.165222425304819e-06,9.488808814239746e-07
2017,7.38835069569177e-06,6.002248369441077e-07
2018,8.043333764362615e-06,6.60855448586517e-07
2019,7.576943971798755e-06,6.931033453838609e-07
