year,en_ADP as_NOUN,en_ADP casse_NOUN
1844,2.6729294777538826e-07,7.1351295982680085e-09
1845,4.0456653921383534e-07,3.124927649977849e-08
1846,2.915541785775133e-07,1.8734403806064392e-08
1847,3.537954720300718e-07,1.6718993300912643e-08
1848,2.5181543988894717e-07,2.3331142240401448e-08
1849,2.2875802829780412e-07,3.9383249106350604e-08
1850,2.8038552457587684e-07,1.0183494048021657e-08
1851,2.2637530627811486e-07,1.0319102461409102e-08
1852,2.793023943237216e-07,1.1067927241370512e-08
1853,2.6037622324892595e-07,2.8068079416243563e-08
1854,2.9407460516717165e-07,3.013485283531736e-08
1855,3.3539842902996497e-07,3.661786607267459e-08
1856,2.8422767495150936e-07,9.3189408967298e-09
1857,3.1192843735761144e-07,1.9526035899275485e-08
1858,3.8366420923585665e-07,1.2723557984983813e-08
1859,3.7071023051282737e-07,3.2080691658720184e-08
1860,3.9272237825627165e-07,4.073693560258107e-08
1861,3.485097264110948e-07,2.59378009070943e-08
1862,2.9186190375618537e-07,2.9818709307294355e-08
1863,3.3064388560433144e-07,2.447364266799923e-08
1864,3.2700043783862043e-07,2.7809422320501653e-08
1865,3.1959472512888e-07,2.541695881541628e-08
1866,4.5785417668309236e-07,2.1895258328630263e-08
1867,3.9550414143718626e-07,2.232293283555009e-08
1868,2.711990786385954e-07,2.0747470852455763e-08
1869,4.0728548655888375e-07,4.981189449804191e-08
1870,4.512696407665828e-07,3.669791315275006e-08
1871,3.8236238508737586e-07,6.37270636261178e-09
1872,3.368367974543318e-07,4.051717328312776e-08
1873,3.5137846432498065e-07,2.7535620006347017e-08
1874,3.5130700881680355e-07,2.2106053876314036e-08
1875,4.7317029022719836e-07,4.405575992905142e-08
1876,3.301123994159383e-07,2.237025564788553e-08
1877,3.698519965844582e-07,3.710889762142955e-08
1878,3.448319532139976e-07,3.140326043649111e-08
1879,3.335691514116945e-07,2.504823326532346e-08
1880,3.3244444619384694e-07,1.6044616302224313e-08
1881,3.4653363067960186e-07,2.091752243638112e-08
1882,3.374280168610966e-07,2.1297232422057277e-08
1883,3.7536872571353186e-07,3.9811834384728684e-08
1884,3.096195948515401e-07,2.772712726084592e-08
1885,4.447488609615746e-07,2.4493415295978593e-08
1886,3.2331852700684394e-07,2.452316216761119e-08
1887,3.042478760040268e-07,3.1991731541669566e-08
1888,2.5869708109027556e-07,1.9655905125759432e-08
1889,2.982205120072301e-07,3.759081934617825e-08
1890,2.890484358530898e-07,4.129263331265065e-08
1891,2.3520871894611162e-07,2.4859458491732767e-08
1892,3.265894872317432e-07,3.19694137829174e-08
1893,2.43873290228791e-07,2.8328715429015716e-08
1894,2.2307449065728235e-07,4.4110773700367645e-08
1895,2.3773527124681948e-07,3.310238105846963e-08
1896,3.036969786762711e-07,2.4177818858106548e-08
1897,2.709421679236712e-07,2.9716239136057254e-08
1898,2.5858681684809426e-07,3.338429455101988e-08
1899,2.785899582136153e-07,2.9296165493519766e-08
1900,3.021192990226851e-07,3.737558229577331e-08
1901,2.749659515632885e-07,2.9620317032463817e-08
1902,2.828323433234914e-07,3.28989024911408e-08
1903,2.6299072075630647e-07,3.024123440553694e-08
1904,3.004415365381874e-07,2.6873125058557434e-08
1905,2.797131311016443e-07,2.9932401446330914e-08
1906,2.9218967750876956e-07,3.395161757291376e-08
1907,2.900563543795087e-07,2.0057088434555226e-08
1908,3.0254155403142136e-07,2.553922229253658e-08
1909,3.2730850829665314e-07,2.4204326876109405e-08
1910,3.8210678510175455e-07,2.404867771588215e-08
1911,2.4526925279655387e-07,2.074945903984826e-08
1912,2.5682447457597846e-07,2.9172759097306766e-08
1913,3.1817937240496974e-07,3.659062897121146e-08
1914,2.7858453233164937e-07,2.2099254537444324e-08
1915,1.9791680205827333e-07,3.416420879531756e-08
1916,2.593041019682829e-07,5.0542325880087446e-08
1917,2.9719009653206285e-07,3.72858446340274e-08
1918,2.9634850040594074e-07,1.8378201183111287e-08
1919,2.541366124209077e-07,1.749491218561161e-08
1920,3.4377930724360795e-07,2.2716695635693895e-08
1921,3.218417599648582e-07,2.877644039722682e-08
1922,4.190667302061968e-07,2.8773948279603445e-08
1923,3.980980638473852e-07,3.3971033985835675e-08
1924,4.486285209992502e-07,3.0939897754933554e-08
1925,4.2233001984470775e-07,2.1996356736053713e-08
1926,3.9791713002390594e-07,2.7865345586519652e-08
1927,4.4708391400138936e-07,2.8987985345452216e-08
1928,3.8734279761420964e-07,1.8281665847830197e-08
1929,4.3670392324557383e-07,1.5596569369336066e-08
1930,3.382160305154258e-07,1.995684684175103e-08
1931,3.3189588410920123e-07,1.710803587684495e-08
1932,3.704323338071802e-07,1.8631212128639163e-08
1933,3.005313560233702e-07,3.0970788600370724e-08
1934,3.2350267531455756e-07,2.156684431042777e-08
1935,4.057248297328897e-07,1.196828414151696e-08
1936,3.297922339662307e-07,2.66743711563322e-08
1937,3.9536109475157843e-07,3.5255130370615007e-08
1938,3.721016561542001e-07,1.6854778905894818e-08
1939,3.869394795685821e-07,2.9058696782158222e-08
1940,2.865434600707317e-07,5.0715658339584024e-09
1941,3.984528449407776e-07,2.066051862925633e-08
1942,5.643633826935002e-07,2.1239483061208375e-08
1943,5.458082172893342e-07,3.193558706371391e-08
1944,4.7555155546774586e-07,9.639558484764166e-09
1945,5.969101186664716e-07,2.6142048525912287e-08
1946,5.33178296180381e-07,1.8097434661967782e-08
1947,5.364392037243704e-07,3.695469885656166e-08
1948,5.131530942392715e-07,1.195907639583993e-08
1949,4.476555710564156e-07,2.0615717133409817e-08
1950,5.455940654819358e-07,7.444753258312176e-09
1951,4.2112536879912454e-07,1.8124383771578323e-08
1952,3.9964806997083713e-07,2.31985678444957e-08
1953,4.6650671969850066e-07,1.9392889294422844e-08
1954,4.944903166936854e-07,1.7590565448699635e-08
1955,3.819942366867224e-07,2.9095383435873146e-08
1956,4.6134837927702677e-07,2.4419196664737797e-08
1957,5.16849691933885e-07,7.951533653738352e-09
1958,4.988162860541934e-07,6.617794756635931e-09
1959,4.402424780280967e-07,1.5501495198577686e-08
1960,5.003762590938265e-07,1.9378332827280076e-08
1961,4.967934006394614e-07,1.80652133252579e-08
1962,5.098932955860391e-07,2.4099435003144265e-08
1963,5.347425994228772e-07,1.8751554975438012e-08
1964,4.404793096934867e-07,1.7035111099517053e-08
1965,4.985031392124029e-07,1.641613067704384e-08
1966,4.913159239450238e-07,1.329377918857233e-08
1967,4.7380523993112433e-07,1.1339772176821583e-08
1968,4.540821489928959e-07,8.98283178396575e-09
1969,4.446380916789394e-07,1.4987801222332564e-08
1970,3.8583302530703634e-07,1.0117194915171268e-08
1971,4.377914790687498e-07,1.0790635052160269e-08
1972,3.457718964483547e-07,1.2312352026810913e-08
1973,4.377483728834619e-07,1.5988290802404492e-08
1974,3.5159821631935984e-07,1.4626486688484874e-08
1975,3.7410196407350327e-07,1.4278700888326057e-08
1976,3.982328118379286e-07,1.4283817573179647e-08
1977,3.9668278306592697e-07,9.402850942308305e-09
1978,4.877225388000284e-07,1.603959731699689e-08
1979,4.3889798639895616e-07,1.8141116719938566e-08
1980,4.178585761849263e-07,1.591842213599648e-08
1981,4.0989559701998246e-07,1.3916208629893845e-08
1982,4.475609056697749e-07,9.932003663948308e-09
1983,4.319676154551644e-07,2.7787390166622572e-08
1984,4.4884324790217534e-07,1.623722339916256e-08
1985,4.511668638684796e-07,1.804667393301429e-08
1986,4.6577151557869456e-07,2.217959615968823e-08
1987,4.3203475463826635e-07,9.166225112267057e-09
1988,4.779253419684437e-07,9.594486038988492e-09
1989,4.4289146305942495e-07,1.2073869015694072e-08
1990,4.544174814213875e-07,1.689081763345257e-08
1991,3.974073312651427e-07,9.378343990285032e-09
1992,4.3142863326295355e-07,6.61193322315512e-09
1993,3.894062734488557e-07,1.606370148010683e-08
1994,4.293790212273052e-07,1.9517228722065738e-08
1995,4.370495325645152e-07,2.006306737412089e-08
1996,4.099654749012416e-07,1.868332333287981e-08
1997,4.809279241513309e-07,1.3425704992187093e-08
1998,4.4105196650434664e-07,1.7165265875362934e-08
1999,4.935817319307034e-07,1.4624643551730543e-08
2000,3.8348513342612023e-07,1.2812291783070862e-08
2001,4.0920518795672933e-07,1.8839209831034154e-08
2002,4.937636735036222e-07,2.3220474432150695e-08
2003,4.891967542164366e-07,2.4584844382502524e-08
2004,4.695507432317392e-07,1.850012304460691e-08
2005,4.6793958929924884e-07,1.2610498756338018e-08
2006,4.7891058541083e-07,2.8001651830589225e-08
2007,7.661411516313166e-07,1.7176261135620763e-08
2008,8.872504198009779e-07,2.511889474199336e-08
2009,9.007115471248994e-07,1.7642312055698994e-08
2010,1.3127420475100848e-06,2.172944846279279e-08
2011,1.4397254788356406e-06,2.638540580468529e-08
2012,1.8437432953710697e-06,3.0978698328798515e-08
2013,1.957129092566845e-06,2.7612338693305816e-08
2014,2.121486572193021e-06,2.750115368765904e-08
2015,2.1358920470060383e-06,3.369194755131755e-08
2016,2.1204307736333305e-06,2.9205895146766636e-08
2017,2.478631914076823e-06,2.490455189296803e-08
2018,2.6754321372779444e-06,2.9686866853673166e-08
2019,2.4678255622356815e-06,2.3979285557196306e-08
