year,un_DET ouvert_ADJ,un_DET couvert_ADJ
1800,6.288328968651058e-09,3.772997558826319e-08
1801,3.809892135109294e-08,4.7623651688866175e-09
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,3.315576790896557e-08,1.950339223455444e-09
1804,7.4155526164076946e-09,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,6.339671898558663e-08
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,6.798221985349073e-09
1809,9.036122072814123e-09,0.0
1810,1.4040760554223652e-08,9.360507036149102e-09
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,8.00162425207418e-09,2.6672082320544632e-09
1813,2.8757416448144113e-09,0.0
1814,6.293354282149721e-09,2.2026739543434815e-08
1815,5.394447111228828e-09,8.091670444798638e-09
1816,4.4034472068688046e-08,1.3905623319487859e-08
1817,3.89218364205135e-08,9.341240669868967e-09
1818,9.536941902865692e-09,4.768470951432846e-09
1819,1.1386155129855524e-08,4.140420006848444e-09
1820,2.1359666035891678e-08,1.542642635854463e-08
1821,1.97229765852569e-09,9.861488514673056e-09
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,1.9765373782121287e-09,1.1859224713361982e-08
1824,1.6842225392110777e-09,8.421112696055388e-09
1825,1.937197424695114e-08,2.0252519661312363e-08
1826,2.906634755106552e-08,7.0463874735082754e-09
1827,6.452091305675367e-09,8.295545583791863e-09
1828,0.0,2.384798314380987e-08
1829,6.001223074036943e-09,9.430493719264632e-09
1830,2.0873670791843324e-08,1.0436835617966267e-08
1831,4.677361609140007e-09,1.5591206548037917e-08
1832,1.2176972319366541e-08,2.976593327375099e-08
1833,6.950177322551099e-09,8.108539617524002e-09
1834,1.5868701908061666e-08,1.0267983796552471e-08
1835,7.563087933704082e-09,1.1344631900556124e-08
1836,2.2850549896702432e-08,2.688300071440608e-08
1837,1.530736071231331e-08,2.2961040069269245e-08
1838,8.2058102535143e-09,8.837026443941909e-09
1839,2.0974426639952526e-09,7.690622361167243e-09
1840,7.64362617644565e-09,3.1848443882154243e-09
1841,8.346713542550788e-09,3.852329122366882e-09
1842,1.8783142152756227e-08,7.379091560011375e-09
1843,5.906910960362666e-09,2.953455480181333e-09
1844,9.330554107123135e-09,7.683985892015244e-09
1845,7.812318791877715e-09,7.812318791877715e-09
1846,2.9272506640865004e-09,7.025401593807601e-09
1847,7.550513103637968e-09,9.168480197274675e-09
1848,4.82713291560799e-09,1.6090443422100975e-09
1849,5.865590679832167e-09,1.4245005175439474e-08
1850,1.2220192857625989e-08,4.752297222410107e-09
1851,5.8044946626978344e-09,1.1608989325395669e-08
1852,1.1718981340891332e-08,1.5625309268685328e-08
1853,9.555090940693844e-09,3.224843259097554e-08
1854,3.117398783558656e-09,1.2469594690145414e-08
1855,6.368324534378189e-09,1.1675261646360013e-08
1856,6.212626857404757e-09,2.0191037619632368e-08
1857,1.1715622250108026e-08,2.440754598431738e-09
1858,3.9149408159744326e-09,2.2510910357986802e-08
1859,1.323965115318515e-08,1.3748867822016564e-08
1860,1.876645328025006e-08,2.1970483293776155e-08
1861,1.8863854478468056e-08,2.452301117727984e-08
1862,1.400575744270327e-08,1.671654992208005e-08
1863,6.99246927027275e-09,2.1476869171976887e-08
1864,8.63051052846231e-09,1.678154715190061e-08
1865,7.0602665935837194e-09,1.4591217789572397e-08
1866,1.0217787504984699e-08,1.4110277390955162e-08
1867,1.164674756637396e-08,1.94112459439566e-08
1868,1.4819621974027086e-08,1.5807597231187742e-08
1869,1.0255390314739543e-08,2.09991319888303e-08
1870,5.160643912205387e-09,5.734048791339319e-09
1871,9.559059321873065e-09,6.37270636261178e-09
1872,1.8142017887967654e-09,1.6932549473658298e-08
1873,2.993002112816612e-08,1.4965010730616513e-08
1874,8.364453130127458e-09,2.8080663461160782e-08
1875,3.318485752856759e-08,1.716458086775674e-08
1876,3.02300739996042e-09,1.3905833817773328e-08
1877,6.184816214727107e-09,1.9172929910382663e-08
1878,1.2078177569208037e-08,1.509772218355465e-08
1879,7.331190321480108e-09,1.7717043832021773e-08
1880,2.3104245627791897e-08,1.6686399817444908e-08
1881,1.673401861523871e-08,2.5798278291411236e-08
1882,1.8635077481121698e-08,2.2628309892525067e-08
1883,6.319338829996468e-09,4.613117354779206e-08
1884,2.1125430293977843e-08,1.5183903911974994e-08
1885,5.80107206715752e-09,2.707166935067562e-08
1886,9.034849313138693e-09,1.7424351739236954e-08
1887,1.5016526688782506e-08,2.219834338568205e-08
1888,1.4583413587843097e-08,2.9166828063864614e-08
1889,6.265136853755848e-09,2.004843729919159e-08
1890,1.3108772733971819e-08,2.818386235503567e-08
1891,1.5935549768641977e-08,1.8485238229004608e-08
1892,1.2537024751679837e-08,1.4417578020342603e-08
1893,4.926733243593162e-09,1.847524983000781e-08
1894,2.0164925729204697e-08,2.5206157827639686e-08
1895,5.416753268150387e-09,1.0833506092211564e-08
1896,5.897029087265082e-09,1.8870492723976895e-08
1897,8.740070001067579e-09,2.73855541577106e-08
1898,1.1882545614128048e-08,2.6028431854285827e-08
1899,3.8693048765026106e-09,1.6029977345510815e-08
1900,1.6092265298084385e-08,2.5955266269583888e-08
1901,2.1237207548097103e-08,1.8442838811694173e-08
1902,1.6694965410124496e-08,1.0802624406114347e-08
1903,1.4580594509538969e-08,2.376096830403185e-08
1904,1.0211787859759625e-08,1.5048950530172078e-08
1905,8.257214467732865e-09,1.909480928929952e-08
1906,1.6975809202790515e-08,2.4692086042499284e-08
1907,1.4399961223432456e-08,1.4914245616282074e-08
1908,1.5716445034286153e-08,1.3751889182955779e-08
1909,1.3752458727367411e-08,2.1453836041018803e-08
1910,9.619471441624228e-09,1.2825961626106164e-08
1911,1.4897047151407605e-08,1.5961122201701983e-08
1912,1.1460726589973547e-08,1.0939784189645252e-08
1913,1.0075680734189518e-08,1.2727175369153798e-08
1914,6.027069510139427e-09,1.7411534103395354e-08
1915,5.890381071793627e-09,5.890381071793627e-09
1916,1.3184954461564757e-08,1.538244731591476e-08
1917,3.289927441585405e-09,5.483212106582869e-09
1918,8.040463406189247e-09,1.722956355365568e-08
1919,4.603924352863942e-09,1.4732557396257562e-08
1920,1.514446346106979e-08,1.2872794385998532e-08
1921,1.2116395886607734e-08,2.120369302360814e-08
1922,5.164555005876537e-09,1.696925133742866e-08
1923,2.866305948145964e-08,2.0170300985000722e-08
1924,9.02413699321869e-09,1.675911143195208e-08
1925,8.798542339150117e-09,1.4297631523163545e-08
1926,5.127223801082437e-08,2.5636119005412183e-08
1927,6.689535148041159e-09,3.010290783311831e-08
1928,4.570416489713125e-09,1.2568645679778001e-08
1929,7.798284684668033e-09,1.7824650200282122e-08
1930,7.352522590764465e-09,1.6805765667982087e-08
1931,1.4826963656844327e-08,1.2545892325022123e-08
1932,6.904507898752854e-08,1.2055489939655217e-08
1933,2.6382522833046096e-08,1.1470662641954732e-08
1934,1.0783422155213884e-08,1.9170528275935794e-08
1935,1.3165112555668657e-08,2.0346083040578833e-08
1936,1.4549657478823974e-08,1.2124715009775855e-08
1937,5.0364472592434595e-09,5.0364472592434595e-09
1938,1.0372171566075394e-08,2.5930428804166183e-08
1939,1.6823456405745674e-08,1.070583532936098e-08
1940,2.9922239264124073e-07,2.2822046474857416e-08
1941,1.7709016475464523e-08,2.6563522936839945e-08
1942,7.888950648293758e-08,4.247896612241675e-08
1943,4.935499831049128e-08,2.0322646676618206e-08
1944,1.5101974781828176e-07,3.855823393905666e-08
1945,6.099811145077183e-08,2.6142048081823077e-08
1946,4.872386583087973e-08,2.0881657292193267e-08
1947,7.867775053682635e-08,2.5033828787712764e-08
1948,3.587722829934137e-08,1.3046265401328583e-08
1949,1.197675061348491e-07,2.9451024730065e-08
1950,1.4676798798518575e-07,1.9143651330821854e-08
1951,3.443632863309176e-07,2.1322803078760444e-08
1952,2.2354984707817493e-07,2.1089608281954497e-08
1953,3.673875141885219e-07,1.508335811806205e-08
1954,2.6385848173049453e-07,2.443134050622575e-08
1955,7.696198167650437e-07,2.2525458831523792e-08
1956,5.162916068002232e-07,3.1396108823855684e-08
1957,7.624637419212377e-07,2.738861759610245e-08
1958,8.371510489268985e-07,2.5643954515430778e-08
1959,6.409868547052611e-07,1.5501495198577686e-08
1960,5.128337647875014e-07,2.1454582610491713e-08
1961,7.955642331580748e-07,1.8760030640052605e-08
1962,7.394721137643501e-07,2.663621678777872e-08
1963,1.026809286486241e-06,2.0044765847160306e-08
1964,9.308471362601267e-07,1.5818317322668918e-08
1965,5.811310188619245e-07,2.3529786119524942e-08
1966,8.519097036696621e-07,1.0524241922382771e-08
1967,8.514689397998154e-07,1.6763140209263838e-08
1968,6.898814604028303e-07,2.4253645647398514e-08
1969,8.243290494647226e-07,1.0446042586487181e-08
1970,8.650201834825566e-07,1.1956684753400282e-08
1971,1.023568756863824e-06,1.7470551338938378e-08
1972,9.880662901196047e-07,1.6416469239555198e-08
1973,9.521302786197339e-07,1.653961156922179e-08
1974,9.332823651675426e-07,2.418995848074701e-08
1975,6.956582865313976e-07,1.1994108373158952e-08
1976,7.4047306952707e-07,1.7140580954588813e-08
1977,9.861239504971309e-07,1.8218024422367307e-08
1978,9.807915830606362e-07,1.7821774056514528e-08
1979,7.41445035146171e-07,1.1703946256602649e-08
1980,7.004105668784177e-07,2.2172088276484203e-08
1981,6.439409503400384e-07,1.2651098835192442e-08
1982,1.039135895553045e-06,1.6760255960868164e-08
1983,6.315315772553731e-07,2.273513777240055e-08
1984,4.6102118744784093e-07,2.667543874679268e-08
1985,4.800415354111465e-07,1.8046674932215012e-08
1986,6.378132297868433e-07,2.7574632466276228e-08
1987,4.59533424645997e-07,1.8943532964499354e-08
1988,4.57537055353896e-07,2.5785181934079304e-08
1989,3.5178862844986725e-07,1.81108031904742e-08
1990,5.421407536232437e-07,2.179460345530515e-08
1991,4.37851440437953e-07,1.817054240405014e-08
1992,4.0442989757139003e-07,1.2121877057680308e-08
1993,2.5923489488377527e-07,2.2156829815322965e-08
1994,2.3895418621577846e-07,2.5319648377930548e-08
1995,3.6276196624385193e-07,2.819674393972349e-08
1996,3.096093337262573e-07,1.7081894787551732e-08
1997,3.428349657497165e-07,1.965906726297817e-08
1998,2.5032679218384146e-07,2.2887021056128276e-08
1999,1.8189400918799947e-07,9.597422412355172e-09
2000,1.882081477333486e-07,1.3254094821668616e-08
2001,2.9178869453971856e-07,1.445799924226776e-08
2002,1.71743877785957e-07,1.6210518871684343e-08
2003,2.62516152815806e-07,1.6667691227212345e-08
2004,1.2861990228429931e-07,1.6738207264666016e-08
2005,2.684234630123683e-07,2.07172475841233e-08
2006,7.638685701749637e-07,2.717807379148951e-08
2007,2.3128036730213353e-07,1.4779574009082808e-08
2008,1.5582229195842956e-07,1.617827133371108e-08
2009,1.106220679503167e-07,1.2874120214334539e-08
2010,2.4799913944661967e-07,1.0392344762522043e-08
2011,1.877570241504145e-07,1.0324724186716594e-08
2012,2.1719132803355023e-07,1.2936160587173617e-08
2013,1.0124524152388403e-07,1.2829975415407091e-08
2014,8.120419181523175e-08,1.4725027336348617e-08
2015,8.777638527135423e-08,1.3742767812630063e-08
2016,8.513207916394094e-08,1.4913648371805976e-08
2017,6.339340785643799e-08,8.553078828521521e-09
2018,8.59628386251643e-08,1.44562133930215e-08
2019,5.99482135044127e-08,1.275493877184175e-08
