year,en_ADP ouvertures_NOUN,en_ADP couvertures_NOUN
1850,1.5614691761811628e-08,1.6293590476834652e-08
1851,8.384270167027807e-09,1.3543821175687754e-08
1852,7.812654523320361e-09,2.018269107395554e-08
1853,7.166318205520383e-09,3.1651239851271384e-08
1854,4.676098175337984e-09,1.2469595134234623e-08
1855,7.429711956774554e-09,1.963566731433275e-08
1856,5.694908100650764e-09,1.0872097000458325e-08
1857,6.345962033638131e-09,2.147863931156735e-08
1858,4.404308473482388e-09,6.361778659424999e-09
1859,0.0,2.2914779407301467e-08
1860,1.0069804545764782e-08,1.785101666484934e-08
1861,3.3011746669586728e-09,1.4147891136406798e-08
1862,1.400575744270327e-08,2.6656119089807362e-08
1863,5.494082966350788e-09,1.2986014041871385e-08
1864,1.0548401263577034e-08,8.151037178549814e-09
1865,8.47231973466478e-09,1.6003271596787272e-08
1866,7.298419202328432e-09,1.2650593461671633e-08
1867,3.396968040192405e-09,2.329349513274792e-08
1868,1.4819621974027086e-08,1.8277534152844055e-08
1869,1.953407657850903e-09,1.4650557211837167e-08
1870,2.8670243956696595e-09,1.4335121534259088e-08
1871,7.434824311758348e-09,3.080141297573391e-08
1872,2.4189357183956872e-09,7.861540751719076e-09
1873,7.781805422268917e-09,1.4366410283628284e-08
1874,5.377148060148329e-09,5.974608974224083e-09
1875,5.149374260327022e-09,2.574687130163511e-08
1876,6.04601479992084e-10,1.269663130187837e-08
1877,1.2988113695655557e-08,2.4739264858908427e-08
1878,6.039088784604019e-09,1.268208649207736e-08
1879,1.221865053580018e-09,2.077170613290491e-08
1880,8.343199908722454e-09,3.2089231272180996e-09
1881,2.2312024228199334e-08,1.9523021421719022e-08
1882,1.7969540522244642e-08,3.9932310791357395e-09
1883,3.159669414998234e-09,1.3270612164717477e-08
1884,3.300848483434038e-09,1.9144920315739e-08
1885,1.0957580676151935e-08,5.80107206715752e-09
1886,7.098810428374236e-09,3.0976625708944994e-08
1887,6.528924512139156e-09,1.2404957061562527e-08
1888,5.07249175996094e-09,1.4583413365798492e-08
1889,5.6386229019267375e-09,1.566284169030041e-08
1890,8.520702365899524e-09,2.8839300725280737e-08
1891,8.28648560879941e-09,5.736798147637501e-09
1892,6.8953633913793055e-09,1.8805536683430546e-08
1893,4.310891643655168e-09,1.23168328869383e-08
1894,2.520615716150587e-09,1.3233232287745977e-08
1895,7.222337172763105e-09,9.629783193076946e-09
1896,1.0614652268259306e-08,1.1204354777305525e-08
1897,5.826713445067355e-09,6.409385022720926e-09
1898,7.355861475488723e-09,1.640922964174507e-08
1899,2.7637891975018647e-09,1.6029977345510815e-08
1900,6.22926377147337e-09,1.9206897405865675e-08
1901,8.941982265753268e-09,1.4530721570427119e-08
1902,6.874397495693074e-09,1.2275709337927765e-08
1903,7.020286574288548e-09,5.940242076007962e-09
1904,1.1286712897629059e-08,1.289910045443321e-08
1905,1.5482277682110634e-09,9.805441791854719e-09
1906,2.572092316910357e-09,6.173021205313489e-09
1907,2.057137349353866e-09,1.3885677496716653e-08
1908,4.911389073214423e-09,1.1787333775714615e-08
1909,1.1001967115120692e-09,2.53045246978445e-08
1910,4.809735720812114e-09,5.34415089958884e-09
1911,5.852411777418354e-09,9.044636151145369e-09
1912,6.772247651554153e-09,9.897900277167082e-09
1913,2.5984650209309734e-08,1.2727175757731857e-08
1914,2.2099253815799358e-08,1.2054139020278853e-08
1915,1.2958838002674611e-08,3.416420923940677e-08
1916,1.0987462051303964e-09,1.538244731591476e-08
1917,2.7416060977003553e-08,8.773139548168274e-09
1918,1.72295644418341e-08,1.4932290071101306e-08
1919,7.366278753639932e-09,4.603924352863942e-09
1920,4.316172264040574e-08,4.543339038320937e-09
1921,1.741731836535365e-08,1.5902768879527684e-08
1922,3.098733003525922e-08,1.475587119159627e-08
1923,2.7601464225313066e-08,1.6985516992917837e-08
1924,5.156649773851996e-09,7.734974438733389e-09
1925,4.6192349056894955e-08,1.3197813508725176e-08
1926,5.684530535177146e-08,2.0063049888108253e-08
1927,1.1149224765638621e-08,7.804457524684949e-09
1928,1.1426041224282812e-09,1.3711249025050165e-08
1929,5.570202965543558e-09,1.1140405931087116e-08
1930,6.3021621254932825e-09,7.352522590764465e-09
1931,5.7026783295555106e-09,1.0264820993199919e-08
1932,9.863583061431314e-09,4.383814644626227e-09
1933,5.735331320977366e-09,1.3764794637438627e-08
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,7.180970484910176e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,1.510934133364117e-08,2.0145789036973838e-08
1938,1.5558256905023882e-08,1.1668693011834819e-08
1939,1.8352860564618823e-08,7.647025235257843e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,2.1239483061208375e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,0.0,1.927911696952833e-08
1945,0.0,3.0499055725385915e-08
1946,2.7842208538686464e-09,9.744772988540262e-09
1947,8.344609447874518e-09,1.4305045148432782e-08
1948,1.848220954059343e-08,1.4133454406817236e-08
1949,3.9268033269479474e-09,6.8719057111366055e-09
1950,7.444753258312176e-09,1.2762433776458693e-08
1951,5.330700769690111e-09,3.1984206394497505e-09
1952,9.490323193972472e-09,8.435843135146115e-09
1953,3.232148326759443e-09,1.4005975934594517e-08
1954,8.795282724349818e-09,1.172704333640695e-08
1955,4.6928039232341234e-09,9.385607846468247e-09
1956,1.1337483840634377e-08,2.2674968569447174e-08
1957,4.417518795207798e-09,1.7670074847764283e-08
1958,3.3088973783179654e-09,1.0753916868111446e-08
1959,6.975672928177801e-09,1.6276571201956358e-08
1960,5.536666736194462e-09,8.305000243069571e-09
1961,6.25334317660986e-09,2.0149662549595604e-08
1962,6.976152100435229e-09,1.0147130247162295e-08
1963,1.1638896069143811e-08,1.875155397623729e-08
1964,5.475571551727398e-09,1.5818317267157767e-08
1965,3.2832261354087677e-09,1.8057743078614408e-08
1966,4.985167390003653e-09,8.30861190959098e-09
1967,9.860671390526932e-09,1.3311906243984595e-08
1968,6.737123720013116e-09,1.122853987567396e-08
1969,8.62933943746036e-09,1.3171097990039016e-08
1970,5.9783426265003214e-09,7.3579600190498695e-09
1971,3.5968783507200897e-09,1.3359833239690033e-08
1972,7.69522046084603e-09,1.0773308467548759e-08
1973,1.2680368366435602e-08,1.3783009400469837e-08
1974,8.438357568252286e-09,1.6876715136504572e-08
1975,5.140332159925265e-09,1.3707551982378163e-08
1976,7.998937512354587e-09,1.542652228181396e-08
1977,7.639816779203557e-09,1.1753563289307323e-08
1978,1.4257419245211622e-08,8.316828115084718e-09
1979,1.1703946256602649e-08,9.363157360553487e-09
1980,4.548120546843393e-09,6.822181042309694e-09
1981,6.958104314946922e-09,1.2018544381930951e-08
1982,1.0552754226011984e-08,1.4898005495922462e-08
1983,3.78918940668882e-09,8.841442245000053e-09
1984,6.958810416790584e-09,1.681712546997005e-08
1985,9.624892882698077e-09,8.421781494405423e-09
1986,7.1933827783254856e-09,1.6784559520033326e-08
1987,6.721898426764739e-09,1.2832715334809564e-08
1988,8.395175221664886e-09,1.1393452348240629e-08
1989,8.780995486290522e-09,1.3171493229435782e-08
1990,6.538381391862913e-09,1.6345952147389653e-08
1991,9.37834432335194e-09,7.619904984768056e-09
1992,5.509944056569793e-09,1.0468894195980738e-08
1993,4.4313659408601325e-09,1.3848019009277124e-08
1994,5.274926717646622e-09,9.494867947434926e-09
1995,7.591431483433553e-09,5.964695848348356e-09
1996,1.0676184380997711e-08,1.2277611816102763e-08
1997,2.876936688878118e-09,7.671831170341648e-09
1998,6.198567881199324e-09,9.059445638115449e-09
1999,6.398281571229347e-09,1.690974471557638e-08
2000,7.952456582138723e-09,1.0603275590881367e-08
2001,1.095302959441824e-08,1.1829271784336015e-08
2002,7.009954283709874e-09,1.182929815213285e-08
2003,1.0417307017007715e-08,1.1250691600572793e-08
2004,7.047666006343434e-09,1.8500124099318782e-08
2005,6.305249322657858e-09,1.1259373877692269e-08
2006,6.58862386870851e-09,1.4412615101377924e-08
2007,5.592271090648637e-09,1.4380126256430259e-08
2008,7.2376473703172906e-09,1.958422224390688e-08
2009,5.721831008997924e-09,8.105927484791664e-09
2010,1.1809483002611643e-08,4.2514138876015295e-09
2011,6.500752380844688e-09,9.559929708968795e-09
2012,4.7659536595023866e-09,8.851057275993668e-09
2013,4.741512515948898e-09,1.1435412339277917e-08
2014,4.980523993225461e-09,9.961047986450922e-09
2015,4.211493376260478e-09,1.086121914628535e-08
2016,6.421154274960372e-09,1.5120782403954536e-08
2017,7.043711836018929e-09,2.1131135952145996e-08
2018,4.130346731301415e-09,1.0842160058643913e-08
2019,5.3570743396846865e-09,1.0969247454806208e-08
