year,en_ADP are_NOUN,en_ADP quarts_NOUN
1856,1.6049286344355096e-08,2.174419400091665e-08
1857,2.0990488902583593e-08,2.6848299583548396e-08
1858,2.6425850618849722e-08,2.0064071293290908e-08
1859,1.680417205385254e-08,7.841946825237756e-08
1860,1.5562426014525954e-08,5.1722178540103414e-08
1861,2.075024119196911e-08,3.678451676591976e-08
1862,2.25899317307654e-08,3.3884898442693157e-08
1863,1.498386242859695e-08,3.1965573299430616e-08
1864,2.1096803859421698e-08,3.835782536043553e-08
1865,1.1767110841276462e-08,3.3418594114209554e-08
1866,2.578774882522339e-08,1.556996132023869e-08
1867,2.6690463172940326e-08,2.9602150064533816e-08
1868,4.2482916740027576e-08,2.9145256874585357e-08
1869,2.0510780074367574e-08,4.932354258357918e-08
1870,3.2110673231500186e-08,3.55511033944822e-08
1871,3.611200227737754e-08,3.186353225714811e-08
1872,3.9912439575573444e-08,3.62840353318461e-08
1873,3.890902905423488e-08,6.524744833313889e-08
1874,6.870800672853505e-08,3.943242177228967e-08
1875,2.0025345548457807e-08,3.490131450512024e-08
1876,4.897271921322499e-08,4.111290152764013e-08
1877,2.535774612510977e-08,4.576763856789512e-08
1878,4.5293163830617544e-08,5.7975249490027636e-08
1879,3.42122213892182e-08,2.3826368433788048e-08
1880,3.850707597230496e-08,4.1074216028391675e-08
1881,1.4642266066289267e-08,3.486253774553916e-08
1882,3.0614771162618126e-08,3.8601232432711186e-08
1883,3.5388296737437486e-08,2.6541224329434954e-08
1884,2.3105939384038265e-08,4.687204935294176e-08
1885,3.7384687345820566e-08,4.18966337178972e-08
1886,2.8395241713496944e-08,6.517998230037847e-08
1887,5.4842967500690065e-08,7.181817096579834e-08
1888,2.980088953385973e-08,3.7409627395845746e-08
1889,3.5084767091575486e-08,2.8819629349641218e-08
1890,5.112421624930974e-08,4.522526708683472e-08
1891,3.250852154135231e-08,5.864282570655632e-08
1892,3.19694137829174e-08,6.581937839200691e-08
1893,1.9091091374434654e-08,7.020594949835868e-08
1894,4.6631390526741257e-08,8.128985484745499e-08
1895,2.5278181325916194e-08,6.319545020616602e-08
1896,2.7716035688740703e-08,5.307326134129653e-08
1897,2.3306854779470143e-08,4.952706689209663e-08
1898,3.112095303681173e-08,6.111023509447477e-08
1899,2.984892333302014e-08,4.09040801230276e-08
1900,1.8168686111152965e-08,3.2703635355346705e-08
1901,2.514932445629725e-08,6.035838140405758e-08
1902,2.1114220150053598e-08,5.794134949610452e-08
1903,2.8081145186931167e-08,3.510143287144274e-08
1904,3.6009990544982884e-08,6.395804064140975e-08
1905,3.3028859480754846e-08,5.728442431518488e-08
1906,2.777859631208912e-08,5.19562632916859e-08
1907,1.851423608867364e-08,3.805704196224724e-08
1908,2.2101251717643322e-08,5.107844458507316e-08
1909,2.53045246978445e-08,4.7308457595818254e-08
1910,2.618633831996675e-08,3.313373397872965e-08
1911,1.54290848985994e-08,6.916486228192298e-08
1912,1.8753916974922902e-08,4.4801023335594437e-08
1913,2.969674284258872e-08,4.454511426388308e-08
1914,2.678697441638178e-08,5.2904276515164383e-08
1915,1.0602685840410686e-08,2.709575319670421e-08
1916,3.40611328031315e-08,1.8678685265172135e-08
1917,2.52227767560953e-08,6.141197417264266e-08
1918,4.020231614276781e-08,2.756730310693456e-08
1919,2.4861191438851904e-08,4.880159565345821e-08
1920,3.028892692213958e-08,4.770506123463747e-08
1921,1.5145495135815423e-08,4.1650110915725236e-08
1922,1.6231458566107193e-08,4.943216680430851e-08
1923,1.8047112249064412e-08,4.564857647437748e-08
1924,1.6759112098085893e-08,6.574728672603669e-08
1925,1.0998178145982251e-08,5.609070896639423e-08
1926,1.560459372829115e-08,6.799144358637932e-08
1927,1.5608915049369898e-08,7.91594985116717e-08
1928,2.8565102283550914e-08,5.827281057690925e-08
1929,1.2254446790649354e-08,4.9017788938954254e-08
1930,2.2057568216382606e-08,7.877702756786675e-08
1931,1.1405356659111021e-08,3.9918749195066994e-08
1932,2.4110979879310435e-08,6.356530946050043e-08
1933,9.176529758292418e-09,3.4411986149507356e-08
1934,1.4377896206951846e-08,2.875579241390369e-08
1935,1.555876849579363e-08,6.941604624444153e-08
1936,8.487299751891442e-09,5.2136272188363364e-08
1937,8.813782481631449e-09,7.680581859403901e-08
1938,2.593042824905467e-08,6.871563584809337e-08
1939,1.988226472349197e-08,8.717608679376099e-08
1940,7.607348528892999e-09,3.550096039361961e-08
1941,1.4757512545315876e-08,6.788455664263893e-08
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,8.709705845433291e-09,2.322588166236983e-08
1944,6.4263723231761105e-09,5.462416652335378e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.8097434661967782e-08,4.037120149291695e-08
1947,1.4305045148432782e-08,4.172304812755101e-08
1948,6.523132700664291e-09,7.284165093324191e-08
1949,4.908504269707237e-09,4.8103338978755517e-08
1950,3.190608444114673e-09,3.93508372553697e-08
1951,1.2793681780642885e-08,5.543929049167673e-08
1952,1.1599284199803606e-08,2.8470971358274255e-08
1953,5.386913581872932e-09,4.417269394707546e-08
1954,8.795282724349818e-09,4.495366523471489e-08
1955,1.0324168187025862e-08,3.754243138587299e-08
1956,1.22095984433912e-08,7.064124440958608e-08
1957,7.951533653738352e-09,4.240818185508033e-08
1958,9.099467845885556e-09,4.715178647529683e-08
1959,5.425523585955716e-09,3.2553142403912716e-08
1960,4.844583401109048e-09,4.014083287984249e-08
1961,6.25334317660986e-09,2.987708569435199e-08
1962,5.7077609305622445e-09,5.390662849436012e-08
1963,7.1126584622049904e-09,3.103705459306383e-08
1964,1.3384730601639916e-08,3.5895414529640846e-08
1965,8.755269065297e-09,4.377634726937529e-08
1966,3.046491048319666e-08,3.4342264143560897e-08
1967,1.2818872185960117e-08,3.5498416650625586e-08
1968,8.982831700699023e-09,2.380450325745187e-08
1969,4.541757636644661e-09,3.587988572917311e-08
1970,1.241655755990223e-08,2.0694262303777577e-08
1971,4.624557625731995e-09,3.1344225104312784e-08
1972,1.0773308800615666e-08,5.489257048907348e-08
1973,8.269805840122046e-09,6.615844860835551e-08
1974,8.438357568252286e-09,3.037808582462276e-08
1975,3.998036124386317e-09,2.5701661243715535e-08
1976,5.713526873840635e-09,2.228275497451193e-08
1977,5.876781727920388e-09,2.6445517775641747e-08
1978,5.346532105932056e-09,5.405938097169383e-08
1979,3.511183899185255e-09,3.0430262420999554e-08
1980,6.253665585376211e-09,4.491268978945584e-08
1981,5.060439622894819e-09,6.135783081617774e-08
1982,5.586751949948621e-09,2.3588509479033348e-08
1983,3.78918940668882e-09,4.041802159626684e-08
1984,1.7397025486864948e-09,3.595385433818876e-08
1985,3.007779025843149e-09,6.19602489315696e-08
1986,5.3950369172106605e-09,4.615753823600244e-08
1987,4.277571852284723e-09,3.0554083707556856e-08
1988,4.797243047249822e-09,4.257553243292023e-08
1989,3.292873196336643e-09,4.061210390204906e-08
1990,4.90378582185258e-09,4.3044344200104945e-08
1991,2.9307326565586322e-09,3.575493734420121e-08
1992,1.65298330578878e-09,4.1324582866764104e-08
1993,2.2156829704300662e-09,4.4867579873653085e-08
1994,8.439882570598911e-09,2.8484603120659813e-08
1995,3.795715741716776e-09,3.578817392435596e-08
1996,2.135236876199542e-09,3.149474236963101e-08
1997,3.835915585170824e-09,3.116681412951294e-08
1998,1.43043876743576e-09,6.913787387041737e-08
1999,2.2851006253876704e-08,7.220918085693029e-08
2000,4.859834423776022e-09,5.080736054097201e-08
2001,3.5049693702937645e-09,3.0230360437144554e-08
2002,3.9430991805033955e-09,6.703268845553723e-08
2003,6.667076501987168e-09,8.458853528736654e-08
2004,1.761916529341434e-09,8.325055489422084e-08
2005,4.9541245550344115e-09,1.0628849000937635e-07
2006,1.6471559671771274e-09,8.812284724157848e-08
2007,7.589511019645556e-09,1.2622555267682856e-07
2008,2.5544638071473003e-09,8.514879157317523e-08
2009,1.430457752249481e-09,5.9602406787817586e-08
2010,7.085689812669216e-09,4.534841480108298e-08
2011,5.735957819830162e-09,6.347793446437322e-08
2012,3.063827413996023e-09,6.570207800038474e-08
2013,2.2313000336282585e-09,7.474855046041284e-08
2014,2.3819897165822113e-09,1.2126493209585476e-07
2015,2.881548027966474e-09,7.60285363554658e-08
2016,1.86420612280358e-09,6.586861367452457e-08
2017,2.515611413622665e-09,1.2527744530643758e-07
2018,3.0977600484760615e-09,1.3217109362528845e-07
2019,3.826481576041374e-09,8.316219934911828e-08
