year,un_DET arrière_NOUN,un_DET carrière_NOUN
1927,4.98370350432431e-07,4.459690061686672e-09
1928,4.5132863135677326e-07,9.14083297942625e-09
1929,4.0885290530923157e-07,1.3368487872256196e-08
1930,3.6552541615719747e-07,7.3525223687198604e-09
1931,3.683930218656428e-07,1.3686427990933225e-08
1932,4.668762514370428e-07,9.863582950409011e-09
1933,3.9459079204107184e-07,8.02946376055047e-09
1934,3.7142897824082866e-07,1.1981580172459871e-08
1935,4.559916302326883e-07,8.377798899061872e-09
1936,3.9284075059597967e-07,3.6374143697059935e-09
1937,3.878064260831593e-07,1.1332006000230876e-08
1938,4.5896859823812974e-07,9.075650453382877e-09
1939,3.624689979275786e-07,1.5294050470515685e-08
1940,3.803674510916011e-07,2.5357829169792012e-09
1941,4.574829137737879e-07,2.9515025978810172e-09
1942,4.672686109152835e-07,9.102635090130207e-09
1943,5.487114416169447e-07,2.9032352077962287e-09
1944,5.141097769723046e-07,0.0
1945,5.184839739769131e-07,6.535512131478072e-09
1946,5.98607504898041e-07,1.6705325123211878e-08
1947,6.389586921784485e-07,4.7683483828109274e-09
1948,5.327224892326399e-07,1.087188805648509e-08
1949,5.173563319971208e-07,3.926803215925645e-09
1950,5.658012121045886e-07,1.0635361702426849e-08
1951,5.842448205228834e-07,0.0
1952,5.525476991508071e-07,3.163441175679793e-09
1953,5.613164111295532e-07,2.1547654771580937e-09
1954,6.371693324069838e-07,1.9545072227344917e-09
1955,6.278971427242652e-07,5.631364707880948e-09
1956,5.424550337806977e-07,1.1337484284723587e-08
1957,6.140351080929918e-07,9.718541527092839e-09
1958,6.162821097888127e-07,7.445019267748876e-09
1959,6.301358110860633e-07,9.300897385600138e-09
1960,6.415612321397646e-07,2.0762500052562416e-09
1961,5.940675942284201e-07,4.8637115446226176e-09
1962,6.107303835989342e-07,5.7077609305622445e-09
1963,6.317334060312874e-07,7.1126584622049904e-09
1964,6.807960408750091e-07,3.6503810529886493e-09
1965,7.058935924675325e-07,8.755269398363907e-09
1966,5.876958315553793e-07,5.539074754423723e-09
1967,6.907400056377355e-07,6.902469706915326e-09
1968,6.656278346284239e-07,7.63540675130514e-09
1969,5.972411738497385e-07,1.1808570121729645e-08
1970,6.511794548025307e-07,4.59872506741732e-09
1971,6.191768937569009e-07,1.3873673321285196e-08
1972,6.915437715804273e-07,4.6171320100540925e-09
1973,7.282942391384495e-07,9.37244637455592e-09
1974,6.835069497057589e-07,5.06301445213353e-09
1975,6.76810421040841e-07,1.7134440533084216e-09
1976,7.216184254588143e-07,3.999468867199596e-09
1977,7.622186153355415e-07,7.052138206731229e-09
1978,8.80395655045163e-07,2.3762365408686037e-09
1979,7.724604600412022e-07,2.3407893401383717e-09
1980,7.56693566472677e-07,5.685150794576543e-09
1981,8.507864208695537e-07,3.795329661659963e-09
1982,8.969840585848488e-07,6.207502400989995e-09
1983,8.708820846692333e-07,1.0736036948344463e-08
1984,8.118612147001159e-07,5.219107590548333e-09
1985,9.149663560137355e-07,7.218669662023558e-09
1986,8.248412228795132e-07,7.193382556280881e-09
1987,8.518478491481574e-07,3.6664902225425067e-09
1988,7.975416291827742e-07,1.1993107618124554e-09
1989,7.837038573654809e-07,1.6464366536794728e-09
1990,8.67425210770989e-07,3.269190584909154e-09
1991,9.026656204724759e-07,1.0550637696837839e-08
1992,9.025288498776263e-07,9.917899501665772e-09
1993,8.425134296885517e-07,5.539207315052863e-09
1994,8.281634631401857e-07,3.164955852952289e-09
1995,9.74414408716484e-07,7.0491861237087505e-09
1996,9.624580243894343e-07,8.007138063703678e-09
1997,8.443808940938879e-07,1.054876763717516e-08
1998,9.216793976918325e-07,2.3840646123929332e-09
1999,9.149542883335471e-07,3.6561609850771504e-09
2000,9.286702322697238e-07,4.859834756842929e-09
2001,9.61675963750963e-07,5.695575344688564e-09
2002,1.009433425736006e-06,2.6287329535357173e-09
2003,1.0463142974259654e-06,2.0834615144238455e-09
2004,9.98566154208902e-07,5.285749615779878e-09
2005,1.0727931822884784e-06,5.85487458515388e-09
2006,1.0381200254983014e-06,5.7650457740976435e-09
2007,1.0193911670342004e-06,1.9972397624634652e-09
2008,1.1277957412403339e-06,4.257439734089985e-09
2009,1.1024060686537496e-06,1.907277002999308e-09
2010,1.0770247733660199e-06,1.4171379625338432e-09
2011,1.0688001701453231e-06,1.5295887612065684e-09
2012,1.0668928034363034e-06,6.808505426114664e-10
2013,9.382616656949949e-07,5.578250084070646e-10
2014,9.146840564966396e-07,2.1654451842767486e-09
2015,8.644644005073587e-07,8.86630172058922e-10
2016,8.217005742494621e-07,3.7284121345848575e-09
2017,8.794577261994618e-07,1.5093667704579872e-09
2018,8.456884685870136e-07,2.0651733656507076e-09
2019,8.061121388180936e-07,1.02039510174734e-09
