year,en_ADP anneau_NOUN,en_ADP canot_NOUN
1874,1.7087381820601877e-07,1.6310683292886097e-07
1875,1.1843561509294886e-07,3.0324092870070984e-07
1876,1.8440344717873813e-07,1.6747461284438714e-07
1877,1.4472469445081515e-07,2.616177109393547e-07
1878,1.5278894238690555e-07,2.8564889476001554e-07
1879,1.2646303559904482e-07,4.3315116471376314e-07
1880,1.1680479872211436e-07,3.0934018280248665e-07
1881,1.624594290206005e-07,2.81689314096667e-07
1882,1.6239140165907884e-07,2.3626617462468857e-07
1883,1.301783782992061e-07,3.077518040406346e-07
1884,2.5152465354949527e-07,3.096195930751833e-07
1885,2.4557871824981703e-07,2.507352232505866e-07
1886,2.2651657616279408e-07,3.60103294960723e-07
1887,4.028346438644803e-07,3.6300820260848354e-07
1888,1.826097104640212e-07,2.7074425634765475e-07
1889,2.8631674808821117e-07,2.762925213062317e-07
1890,1.389529984408e-07,3.0477896117986347e-07
1891,2.339338749379749e-07,2.7982827077721595e-07
1892,1.567128151691577e-07,2.4635254858296207e-07
1893,2.5680597559585294e-07,3.1038419523454763e-07
1894,2.0290956115331937e-07,2.079507908092637e-07
1895,2.997269916704681e-07,2.5097622646796935e-07
1896,2.1229304536518612e-07,2.140621491175665e-07
1897,3.9912987404022715e-07,2.8259560103105485e-07
1898,3.870314628784399e-07,2.6933770680415137e-07
1899,2.8964510079276806e-07,2.387913902168748e-07
1900,2.808359624850709e-07,2.450176945778537e-07
1901,3.2582349263066135e-07,2.3081491251630837e-07
1902,3.987150591910904e-07,2.2734614635311345e-07
1903,3.42913978101933e-07,2.4300991707804087e-07
1904,3.9503495941062283e-07,2.4024575040471063e-07
1905,3.313207344035618e-07,2.0023744884412054e-07
1906,2.1194040300542838e-07,2.510362042684733e-07
1907,1.7177096367504419e-07,2.031423178561198e-07
1908,1.841770966848344e-07,2.7159982818325545e-07
1909,2.1068767352971918e-07,1.8043226535091605e-07
1910,2.287296467784472e-07,2.399523599816433e-07
1911,2.122829272366289e-07,1.9259754835410092e-07
1912,2.2348416450768127e-07,2.2244229302970098e-07
1913,2.720433656122623e-07,2.0575599535277433e-07
1914,2.417524456177489e-07,2.7925422330099536e-07
1915,2.438617627831263e-07,3.4753248767671607e-07
1916,2.966614829347236e-07,1.9557682251480912e-07
1917,2.7635388732960564e-07,2.171352051494324e-07
1918,2.1709250574986072e-07,1.9756566782547225e-07
1919,1.7955304087990953e-07,3.0109664450606033e-07
1920,1.976352450583363e-07,2.0445025583626375e-07
1921,2.597452350983076e-07,2.6277433118337967e-07
1922,2.3240497171173047e-07,3.002819770614451e-07
1923,2.1019577900460718e-07,2.0913417397849798e-07
1924,2.3720589581444074e-07,2.7330245044865364e-07
1925,1.6937194402544264e-07,2.496586262168421e-07
1926,1.6942129832386854e-07,2.1066202027242298e-07
1927,1.4493991784547688e-07,2.8096046067460634e-07
1928,3.0850310395180713e-07,2.9250664446145436e-07
1929,2.0721155635783362e-07,3.3755432582438516e-07
1930,2.8464765478020126e-07,2.1637423142095713e-07
1931,2.7829071314044995e-07,2.406530379417404e-07
1932,2.498774449577468e-07,2.2576646063754424e-07
1933,2.959430958071607e-07,2.2253085285584007e-07
1934,2.564058263487823e-07,2.456223899827137e-07
1935,2.7646737521536124e-07,2.262005720510274e-07
1936,2.5098159994740854e-07,2.109700369956613e-07
1937,1.9264410866526305e-07,2.4678590859750216e-07
1938,2.8134516583122604e-07,2.1651908177489076e-07
1939,1.8964622938710818e-07,1.9882266144577443e-07
1940,3.1950864354257646e-07,3.2711599629031696e-07
1941,5.106099365548289e-07,3.7188932289211607e-07
1942,3.2769486324468744e-07,4.338922869884243e-07
1943,3.7161410659791727e-07,3.6871085784540014e-07
1944,2.1207029021752533e-07,3.6951641213534003e-07
1945,2.461709698309278e-07,3.245970896514905e-07
1946,2.867747355139727e-07,2.2552189182789562e-07
1947,1.8358140607688256e-07,2.3126489212543788e-07
1948,3.805160702086141e-07,2.4244309937415665e-07
1949,3.4065018894580135e-07,1.6885253806275813e-07
1950,2.935359759703715e-07,1.5740335057579102e-07
1951,3.123790577319596e-07,2.1855873599818665e-07
1952,8.499112027493538e-07,1.5922653717748148e-07
1953,3.630779872310086e-07,2.1978608177875003e-07
1954,3.3910700381056813e-07,1.993597340543829e-07
1955,2.2900883323018206e-07,1.698794949156479e-07
1956,3.5582257851274335e-07,1.6919014900196316e-07
1957,3.5516850971362146e-07,1.687492159341275e-07
1958,4.376016704554786e-07,1.7950768960162122e-07
1959,4.58844283457438e-07,1.2866241050346616e-07
1960,4.117895855415554e-07,1.5710292355919364e-07
1961,3.77979858967592e-07,1.6675581981928644e-07
1962,3.126584431356605e-07,1.204971744606098e-07
1963,2.7998009954899317e-07,1.4031336181830056e-07
1964,2.464007309299632e-07,1.95903781641249e-07
1965,3.529467846874468e-07,1.2695140094720614e-07
1966,4.1044543763746333e-07,1.495550172592175e-07
1967,3.1209023632072785e-07,1.3854242930655403e-07
1968,2.7307808636578557e-07,1.625892551704311e-07
1969,3.974037952048093e-07,1.4488207189522484e-07
1970,3.200712512807513e-07,1.370420029955799e-07
1971,2.88777926016337e-07,1.520965624557391e-07
1972,3.124259535525198e-07,1.5031329780867964e-07
1973,2.502994504993694e-07,1.4665121650381252e-07
1974,4.472329351301596e-07,1.6764203092378693e-07
1975,2.530185838622856e-07,1.273660048539682e-07
1976,2.7196387009098544e-07,1.4226682365503507e-07
1977,2.7855946882482385e-07,1.375167006933964e-07
1978,1.9663357875288057e-07,1.8534645329637556e-07
1979,2.5104966994149436e-07,1.515661072204466e-07
1980,2.3763929846154497e-07,1.8078779184804716e-07
1981,2.8338462243482354e-07,1.5877128678454255e-07
1982,2.4457560243718035e-07,1.4898004829788647e-07
1983,2.8734689294651616e-07,1.5788289786655696e-07
1984,2.2732113791334996e-07,1.5831292543566633e-07
1985,2.33403653737696e-07,1.7024029164147692e-07
1986,3.171082880726317e-07,1.306797812183902e-07
1987,3.0370759418474336e-07,1.814912622410958e-07
1988,2.4585870050941594e-07,1.5231246619507033e-07
1989,2.2665945209610072e-07,1.9373071236117312e-07
1990,2.479136185229436e-07,1.4765844280617557e-07
1991,1.9518678584518057e-07,1.863945939817313e-07
1992,2.314176583695371e-07,1.586863942470984e-07
1993,1.7337718816179404e-07,2.1824476803544712e-07
1994,1.6510520595147682e-07,1.9095234859989318e-07
1995,2.2394722520857613e-07,1.7297618537526205e-07
1996,1.644132368028295e-07,1.7135275776070102e-07
1997,9.158248559515414e-08,1.3521602881816364e-07
1998,1.7403671392912656e-07,2.1599624933088535e-07
1999,1.1014184764235324e-07,1.7046850775415123e-07
2000,1.1575242808703479e-07,1.7893027948190365e-07
2001,1.6298108107548614e-07,1.5465677871695505e-07
2002,1.8182069538852375e-07,1.4677092430304128e-07
2003,1.4792576052968798e-07,2.0251245835822829e-07
2004,1.5240577511121955e-07,1.5064386182928047e-07
2005,1.3376136109854997e-07,1.2160123707971593e-07
2006,1.2230132995227905e-07,1.78716421217473e-07
2007,1.1583990300323421e-07,1.362117543202146e-07
2008,1.4773316081573284e-07,1.5497080951831776e-07
2009,1.1205252548052158e-07,1.5878081449649528e-07
2010,1.0297868868747173e-07,1.3746237181866405e-07
2011,1.2313189756696374e-07,2.470285855871168e-07
2012,1.7327646162357269e-07,2.0834026193128352e-07
2013,1.0570784070296213e-07,2.677559989283651e-07
2014,8.70508998218611e-08,2.2845447378294637e-07
2015,1.0595230293120039e-07,2.1655942017417829e-07
2016,9.96314568624257e-08,2.4897507033827537e-07
2017,7.496521448047133e-08,1.622569296699794e-07
2018,7.486253394972664e-08,2.209735496805365e-07
2019,7.321335004917273e-08,2.1071158595731276e-07
